#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_1012200.1-p1   -            816 2904at5820           -            646         0 1200.2  74.5   1   3   4.2e-46   8.2e-44  148.4   0.2     1    76     1    76     1   105 0.93 | transcript=PVP01_1012200.1 | gene=PVP01_1012200 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX1, putative | transcript_product=ATP-dependent RNA helicase DDX1, putative | location=PvP01_10_v2:558667-561117(-) | protein_length=816 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1222000.1-p1   -            489 2904at5820           -            646   9.1e-22   75.6   2.4   3   3   3.1e-08   6.2e-06   23.3   0.5   413   531   317   420   287   435 0.78 | transcript=PVP01_1222000.1 | gene=PVP01_1222000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP8, putative | transcript_product=ATP-dependent RNA helicase DBP8, putative | location=PvP01_12_v2:871025-872494(+) | protein_length=489 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1247900.1-p1   -            787 2904at5820           -            646   8.9e-21   72.3   7.4   1   3   4.4e-07   8.7e-05   19.5   0.0     3    64   373   435   371   443 0.90 | transcript=PVP01_1247900.1 | gene=PVP01_1247900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=PvP01_12_v2:1947873-1950236(-) | protein_length=787 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1247900.1-p1   -            787 2904at5820           -            646   8.9e-21   72.3   7.4   2   3   5.9e-12   1.2e-09   35.6   1.0   214   325   438   557   434   635 0.81 | transcript=PVP01_1247900.1 | gene=PVP01_1247900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=PvP01_12_v2:1947873-1950236(-) | protein_length=787 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1247900.1-p1   -            787 2904at5820           -            646   8.9e-21   72.3   7.4   3   3   7.2e-07   0.00014   18.8   1.2   412   536   610   755   590   769 0.68 | transcript=PVP01_1247900.1 | gene=PVP01_1247900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=PvP01_12_v2:1947873-1950236(-) | protein_length=787 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0317000.1-p1   -            838 2904at5820           -            646   3.4e-19   67.1   0.2   1   4   1.7e-09   3.4e-07   27.5   0.0     9    69   139   199   132   206 0.90 | transcript=PVP01_0317000.1 | gene=PVP01_0317000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX31, putative | transcript_product=ATP-dependent RNA helicase DDX31, putative | location=PvP01_03_v2:738869-741385(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0317000.1-p1   -            838 2904at5820           -            646   3.4e-19   67.1   0.2   2   4   4.3e-05    0.0084   13.0   0.0   218   293   210   299   202   316 0.80 | transcript=PVP01_0317000.1 | gene=PVP01_0317000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX31, putative | transcript_product=ATP-dependent RNA helicase DDX31, putative | location=PvP01_03_v2:738869-741385(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0317000.1-p1   -            838 2904at5820           -            646   3.4e-19   67.1   0.2   3   4      0.81   1.6e+02   -1.2   0.0   311   344   363   396   361   399 0.81 | transcript=PVP01_0317000.1 | gene=PVP01_0317000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX31, putative | transcript_product=ATP-dependent RNA helicase DDX31, putative | location=PvP01_03_v2:738869-741385(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0317000.1-p1   -            838 2904at5820           -            646   3.4e-19   67.1   0.2   4   4     1e-07     2e-05   21.6   0.0   457   526   606   678   582   706 0.87 | transcript=PVP01_0317000.1 | gene=PVP01_0317000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX31, putative | transcript_product=ATP-dependent RNA helicase DDX31, putative | location=PvP01_03_v2:738869-741385(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0113300.1-p1   -           1261 2904at5820           -            646   1.6e-17   61.6   6.0   1   4   5.7e-07   0.00011   19.1   0.0     3    82    28   108    26   117 0.85 | transcript=PVP01_0113300.1 | gene=PVP01_0113300 | organism=Plasmodium_vivax_P01 | gene_product=DNA helicase PSH3, putative | transcript_product=DNA helicase PSH3, putative | location=PvP01_01_v2:597824-601609(+) | protein_length=1261 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0113300.1-p1   -           1261 2904at5820           -            646   1.6e-17   61.6   6.0   2   4       4.5   8.9e+02   -3.6   0.0   218   238   131   151   130   156 0.84 | transcript=PVP01_0113300.1 | gene=PVP01_0113300 | organism=Plasmodium_vivax_P01 | gene_product=DNA helicase PSH3, putative | transcript_product=DNA helicase PSH3, putative | location=PvP01_01_v2:597824-601609(+) | protein_length=1261 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0113300.1-p1   -           1261 2904at5820           -            646   1.6e-17   61.6   6.0   3   4     0.024       4.8    3.8   0.4   280   329   282   330   272   340 0.79 | transcript=PVP01_0113300.1 | gene=PVP01_0113300 | organism=Plasmodium_vivax_P01 | gene_product=DNA helicase PSH3, putative | transcript_product=DNA helicase PSH3, putative | location=PvP01_01_v2:597824-601609(+) | protein_length=1261 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0113300.1-p1   -           1261 2904at5820           -            646   1.6e-17   61.6   6.0   4   4   7.2e-13   1.4e-10   38.6   0.9   446   543   615   712   595   729 0.87 | transcript=PVP01_0113300.1 | gene=PVP01_0113300 | organism=Plasmodium_vivax_P01 | gene_product=DNA helicase PSH3, putative | transcript_product=DNA helicase PSH3, putative | location=PvP01_01_v2:597824-601609(+) | protein_length=1261 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1330000.1-p1   -            877 2904at5820           -            646   2.5e-17   60.9  27.5   1   3   1.9e-07   3.7e-05   20.7   0.0    12    74   144   204   134   209 0.79 | transcript=PVP01_1330000.1 | gene=PVP01_1330000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=PvP01_13_v2:1271625-1274418(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1330000.1-p1   -            877 2904at5820           -            646   2.5e-17   60.9  27.5   2   3     6e-05     0.012   12.5  12.8   218   361   208   372   199   410 0.67 | transcript=PVP01_1330000.1 | gene=PVP01_1330000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=PvP01_13_v2:1271625-1274418(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1330000.1-p1   -            877 2904at5820           -            646   2.5e-17   60.9  27.5   3   3   2.6e-11   5.1e-09   33.5   5.2   456   565   412   523   399   607 0.85 | transcript=PVP01_1330000.1 | gene=PVP01_1330000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=PvP01_13_v2:1271625-1274418(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0606700.1-p1   -            634 2904at5820           -            646     3e-17   60.7   6.0   1   3   6.5e-05     0.013   12.4   0.2    21    59   151   189   140   196 0.88 | transcript=PVP01_0606700.1 | gene=PVP01_0606700 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=PvP01_06_v2:268849-270753(-) | protein_length=634 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0606700.1-p1   -            634 2904at5820           -            646     3e-17   60.7   6.0   2   3     3e-06   0.00059   16.8   0.2   214   324   257   374   251   417 0.72 | transcript=PVP01_0606700.1 | gene=PVP01_0606700 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=PvP01_06_v2:268849-270753(-) | protein_length=634 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0606700.1-p1   -            634 2904at5820           -            646     3e-17   60.7   6.0   3   3   3.3e-11   6.6e-09   33.1   0.1   450   523   458   531   432   560 0.81 | transcript=PVP01_0606700.1 | gene=PVP01_0606700 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=PvP01_06_v2:268849-270753(-) | protein_length=634 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0818600.1-p1   -            762 2904at5820           -            646   2.9e-16   57.4  12.5   1   3     5e-08   9.9e-06   22.6   0.0    12    60   264   312   254   327 0.86 | transcript=PVP01_0818600.1 | gene=PVP01_0818600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=PvP01_08_v2:816280-818806(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0818600.1-p1   -            762 2904at5820           -            646   2.9e-16   57.4  12.5   2   3    0.0019      0.37    7.5   6.9   256   350   428   518   376   574 0.64 | transcript=PVP01_0818600.1 | gene=PVP01_0818600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=PvP01_08_v2:816280-818806(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0818600.1-p1   -            762 2904at5820           -            646   2.9e-16   57.4  12.5   3   3   6.3e-10   1.2e-07   28.9   0.2   458   529   580   651   563   670 0.88 | transcript=PVP01_0818600.1 | gene=PVP01_0818600 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX42, putative | transcript_product=ATP-dependent RNA helicase DDX42, putative | location=PvP01_08_v2:816280-818806(-) | protein_length=762 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1458900.1-p1   -            847 2904at5820           -            646   4.8e-16   56.7   8.5   1   3   1.2e-07   2.4e-05   21.4   0.0     5    64    94   154    91   167 0.79 | transcript=PVP01_1458900.1 | gene=PVP01_1458900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=PvP01_14_v2:2575210-2577753(-) | protein_length=847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1458900.1-p1   -            847 2904at5820           -            646   4.8e-16   56.7   8.5   2   3   5.7e-10   1.1e-07   29.1   0.5   210   352   160   316   151   321 0.78 | transcript=PVP01_1458900.1 | gene=PVP01_1458900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=PvP01_14_v2:2575210-2577753(-) | protein_length=847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1458900.1-p1   -            847 2904at5820           -            646   4.8e-16   56.7   8.5   3   3   0.00097      0.19    8.5   1.9   489   566   513   591   508   641 0.82 | transcript=PVP01_1458900.1 | gene=PVP01_1458900 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP9, putative | transcript_product=ATP-dependent RNA helicase DBP9, putative | location=PvP01_14_v2:2575210-2577753(-) | protein_length=847 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1408200.1-p1   -            626 2904at5820           -            646   4.2e-13   47.0  12.6   1   3     0.022       4.3    4.0   0.0    36    61   184   209   151   217 0.76 | transcript=PVP01_1408200.1 | gene=PVP01_1408200 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP6, putative | transcript_product=ATP-dependent RNA helicase DBP6, putative | location=PvP01_14_v2:382345-384225(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1408200.1-p1   -            626 2904at5820           -            646   4.2e-13   47.0  12.6   2   3   2.4e-09   4.7e-07   27.0   7.5   217   385   219   407   207   428 0.71 | transcript=PVP01_1408200.1 | gene=PVP01_1408200 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP6, putative | transcript_product=ATP-dependent RNA helicase DBP6, putative | location=PvP01_14_v2:382345-384225(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1408200.1-p1   -            626 2904at5820           -            646   4.2e-13   47.0  12.6   3   3   1.6e-06   0.00032   17.6   0.1   461   537   436   512   423   541 0.85 | transcript=PVP01_1408200.1 | gene=PVP01_1408200 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DBP6, putative | transcript_product=ATP-dependent RNA helicase DBP6, putative | location=PvP01_14_v2:382345-384225(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1261800.1-p1   -            791 2904at5820           -            646   2.7e-12   44.3  11.3   1   3    0.0014      0.27    8.0   0.0    22    69   260   309   245   317 0.78 | transcript=PVP01_1261800.1 | gene=PVP01_1261800 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=PvP01_12_v2:2548870-2551662(-) | protein_length=791 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1261800.1-p1   -            791 2904at5820           -            646   2.7e-12   44.3  11.3   2   3   1.7e-06   0.00033   17.6   1.2   216   322   319   447   304   469 0.66 | transcript=PVP01_1261800.1 | gene=PVP01_1261800 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=PvP01_12_v2:2548870-2551662(-) | protein_length=791 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1261800.1-p1   -            791 2904at5820           -            646   2.7e-12   44.3  11.3   3   3   1.9e-08   3.7e-06   24.0   1.5   456   545   600   689   555   738 0.84 | transcript=PVP01_1261800.1 | gene=PVP01_1261800 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase MAK5, putative | transcript_product=ATP-dependent RNA helicase MAK5, putative | location=PvP01_12_v2:2548870-2551662(-) | protein_length=791 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1029800.1-p1   -            522 2904at5820           -            646   1.7e-10   38.4  14.4   1   3   0.00011     0.023   11.5   0.0     3    62    93   156    91   171 0.81 | transcript=PVP01_1029800.1 | gene=PVP01_1029800 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX27, putative | transcript_product=ATP-dependent RNA helicase DDX27, putative | location=PvP01_10_v2:1285939-1287889(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1029800.1-p1   -            522 2904at5820           -            646   1.7e-10   38.4  14.4   2   3      0.01         2    5.1   2.8   258   355   224   330   217   341 0.71 | transcript=PVP01_1029800.1 | gene=PVP01_1029800 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX27, putative | transcript_product=ATP-dependent RNA helicase DDX27, putative | location=PvP01_10_v2:1285939-1287889(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1029800.1-p1   -            522 2904at5820           -            646   1.7e-10   38.4  14.4   3   3   1.5e-07     3e-05   21.0   4.0   399   524   343   452   329   502 0.78 | transcript=PVP01_1029800.1 | gene=PVP01_1029800 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX27, putative | transcript_product=ATP-dependent RNA helicase DDX27, putative | location=PvP01_10_v2:1285939-1287889(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0304400.1-p1   -            548 2904at5820           -            646   1.3e-08   32.1   1.5   1   3      0.45        90   -0.4   0.0    38    61   134   157   127   163 0.87 | transcript=PVP01_0304400.1 | gene=PVP01_0304400 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX51, putative | transcript_product=ATP-dependent RNA helicase DDX51, putative | location=PvP01_03_v2:229512-231484(-) | protein_length=548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0304400.1-p1   -            548 2904at5820           -            646   1.3e-08   32.1   1.5   2   3     0.042       8.4    3.0  12.7   203   337   156   312   142   380 0.65 | transcript=PVP01_0304400.1 | gene=PVP01_0304400 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX51, putative | transcript_product=ATP-dependent RNA helicase DDX51, putative | location=PvP01_03_v2:229512-231484(-) | protein_length=548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0304400.1-p1   -            548 2904at5820           -            646   1.3e-08   32.1   1.5   3   3   6.6e-11   1.3e-08   32.1   1.5   453   526   394   467   351   513 0.84 | transcript=PVP01_0304400.1 | gene=PVP01_0304400 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent RNA helicase DDX51, putative | transcript_product=ATP-dependent RNA helicase DDX51, putative | location=PvP01_03_v2:229512-231484(-) | protein_length=548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0105800.1-p1   -           1051 2904at5820           -            646   2.2e-08   31.4   2.8   1   4     0.048       9.5    2.9   0.0     3    42    75   115    73   135 0.82 | transcript=PVP01_0105800.1 | gene=PVP01_0105800 | organism=Plasmodium_vivax_P01 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=PvP01_01_v2:313457-316612(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0105800.1-p1   -           1051 2904at5820           -            646   2.2e-08   31.4   2.8   2   4       0.8   1.6e+02   -1.2   4.1   193   254   297   358   217   364 0.79 | transcript=PVP01_0105800.1 | gene=PVP01_0105800 | organism=Plasmodium_vivax_P01 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=PvP01_01_v2:313457-316612(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0105800.1-p1   -           1051 2904at5820           -            646   2.2e-08   31.4   2.8   3   4       0.5        99   -0.5   0.8   225   300   412   483   408   495 0.79 | transcript=PVP01_0105800.1 | gene=PVP01_0105800 | organism=Plasmodium_vivax_P01 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=PvP01_01_v2:313457-316612(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0105800.1-p1   -           1051 2904at5820           -            646   2.2e-08   31.4   2.8   4   4   1.1e-10   2.2e-08   31.4   2.8   441   524   773   855   761   865 0.89 | transcript=PVP01_0105800.1 | gene=PVP01_0105800 | organism=Plasmodium_vivax_P01 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=PvP01_01_v2:313457-316612(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1319500.1-p1   -           1264 2904at5820           -            646   3.5e-08   30.7   2.0   1   1   3.6e-10   7.2e-08   29.7   2.0   439   543   292   396   223   435 0.82 | transcript=PVP01_1319500.1 | gene=PVP01_1319500 | organism=Plasmodium_vivax_P01 | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=PvP01_13_v2:887926-891720(-) | protein_length=1264 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0907400.1-p1   -           1329 2904at5820           -            646   5.7e-08   30.0   4.2   1   3      0.48        95   -0.4   0.0     5    62   145   202   142   219 0.83 | transcript=PVP01_0907400.1 | gene=PVP01_0907400 | organism=Plasmodium_vivax_P01 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=PvP01_09_v2:394370-398359(+) | protein_length=1329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0907400.1-p1   -           1329 2904at5820           -            646   5.7e-08   30.0   4.2   2   3      0.93   1.8e+02   -1.4   0.1   259   281   334   356   328   372 0.84 | transcript=PVP01_0907400.1 | gene=PVP01_0907400 | organism=Plasmodium_vivax_P01 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=PvP01_09_v2:394370-398359(+) | protein_length=1329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0907400.1-p1   -           1329 2904at5820           -            646   5.7e-08   30.0   4.2   3   3     3e-10     6e-08   30.0   0.2   424   526   881   983   873  1003 0.84 | transcript=PVP01_0907400.1 | gene=PVP01_0907400 | organism=Plasmodium_vivax_P01 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=PvP01_09_v2:394370-398359(+) | protein_length=1329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0717000.1-p1   -            732 2904at5820           -            646   6.5e-07   26.5   2.1   1   2         2     4e+02   -2.5   0.9   604   645    96   137    84   138 0.78 | transcript=PVP01_0717000.1 | gene=PVP01_0717000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=PvP01_07_v2:757887-760085(+) | protein_length=732 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0717000.1-p1   -            732 2904at5820           -            646   6.5e-07   26.5   2.1   2   2   3.3e-09   6.5e-07   26.5   2.1   448   544   395   491   350   519 0.84 | transcript=PVP01_0717000.1 | gene=PVP01_0717000 | organism=Plasmodium_vivax_P01 | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=PvP01_07_v2:757887-760085(+) | protein_length=732 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2904at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2904at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2904at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:32 2026
# [ok]
