#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0703700.1-p1   -           5866 27at5820             -           4874         0 10225.8 464.4   1   8   2.6e-74   2.8e-71  237.9  14.0     6   162    13   175     1   181 0.92 | transcript=PVP01_0703700.1 | gene=PVP01_0703700 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_07_v2:213691-231291(-) | protein_length=5866 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0   4  11   2.5e-21   2.7e-18   62.0   5.8  2043  2195  1653  1809  1647  1815 0.87 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0   5  11   4.4e-21   4.8e-18   61.2  19.0  2204  2457  1972  2232  1965  2256 0.79 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0   6  11   9.4e-10     1e-06   23.6  51.6  2599  3103  2622  3110  2579  3143 0.70 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0   7  11   2.1e-27   2.3e-24   82.2  47.7  3240  3776  3268  3789  3257  3795 0.88 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0   8  11   7.8e-16   8.4e-13   43.8  25.3  3783  4060  3932  4207  3929  4224 0.90 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0   9  11   4.2e-07   0.00046   14.8  11.0  4149  4336  4425  4612  4405  4622 0.83 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0  10  11   4.9e-07   0.00054   14.6  11.8  4347  4538  4721  4912  4714  4920 0.81 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0313800.1-p1   -           5197 27at5820             -           4874  3.5e-100  333.9 424.0  11  11   6.1e-11   6.6e-08   27.6   3.7  4569  4812  4871  5101  4868  5107 0.83 | transcript=PVP01_0313800.1 | gene=PVP01_0313800 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_03_v2:594688-612316(-) | protein_length=5197 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/27at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:54 2026
# [ok]
