#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0923500.1-p1   -           5361 45at5820             -           4216         0 8323.1 315.5   1  14   5.2e-59   3.8e-56  187.7   0.0     1   118     8   157     8   167 0.97 | transcript=PVP01_0923500.1 | gene=PVP01_0923500 | organism=Plasmodium_vivax_P01 | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=PvP01_09_v2:1028442-1044763(+) | protein_length=5361 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0  10  17     9e-07   0.00065   14.3  20.5  1992  2135  3398  3545  3353  3557 0.83 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0  11  17   1.2e-21   8.9e-19   63.6  25.0  2137  2371  3601  3841  3592  3850 0.86 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0  12  17   1.9e-05     0.014    9.9   1.1  2352  2421  3973  4043  3958  4059 0.86 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0  13  17   0.00072      0.52    4.6  23.9  2437  2584  4193  4336  4165  4385 0.81 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0  14  17   3.5e-14   2.5e-11   38.9  51.9  2577  3166  4439  4993  4421  5000 0.80 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0  15  17   0.00032      0.23    5.8  40.7  3178  3361  5082  5290  5074  5442 0.72 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0  16  17     7e-15     5e-12   41.2   9.7  3462  3668  5552  5755  5523  5774 0.85 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1241000.1-p1   -           6376 45at5820             -           4216     6e-82  273.3 267.0  17  17   7.5e-25   5.5e-22   74.3  31.1  3660  4122  5851  6294  5847  6313 0.80 | transcript=PVP01_1241000.1 | gene=PVP01_1241000 | organism=Plasmodium_vivax_P01 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=PvP01_12_v2:1654365-1674545(-) | protein_length=6376 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1246700.1-p1   -            647 45at5820             -           4216   3.4e-20   68.3  19.3   1   3     6e-14   4.4e-11   38.1   2.5   186   298    95   207    86   208 0.86 | transcript=PVP01_1246700.1 | gene=PVP01_1246700 | organism=Plasmodium_vivax_P01 | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=PvP01_12_v2:1912137-1914080(-) | protein_length=647 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1246700.1-p1   -            647 45at5820             -           4216   3.4e-20   68.3  19.3   2   3   5.2e-12   3.8e-09   31.7   1.3   186   269   201   282   193   288 0.93 | transcript=PVP01_1246700.1 | gene=PVP01_1246700 | organism=Plasmodium_vivax_P01 | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=PvP01_12_v2:1912137-1914080(-) | protein_length=647 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1246700.1-p1   -            647 45at5820             -           4216   3.4e-20   68.3  19.3   3   3   2.9e-06    0.0021   12.6   2.3   221   333   343   455   332   473 0.76 | transcript=PVP01_1246700.1 | gene=PVP01_1246700 | organism=Plasmodium_vivax_P01 | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=PvP01_12_v2:1912137-1914080(-) | protein_length=647 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1240700.1-p1   -            878 45at5820             -           4216   1.5e-13   46.2   0.0   1   3   0.00074      0.53    4.6   0.0   218   266    17    70     6    78 0.77 | transcript=PVP01_1240700.1 | gene=PVP01_1240700 | organism=Plasmodium_vivax_P01 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=PvP01_12_v2:1642983-1645747(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1240700.1-p1   -            878 45at5820             -           4216   1.5e-13   46.2   0.0   2   3   1.1e-12     8e-10   33.9   0.0   184   298    90   212    78   220 0.81 | transcript=PVP01_1240700.1 | gene=PVP01_1240700 | organism=Plasmodium_vivax_P01 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=PvP01_12_v2:1642983-1645747(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1240700.1-p1   -            878 45at5820             -           4216   1.5e-13   46.2   0.0   3   3   0.00042      0.31    5.4   0.0   187   248   207   271   203   371 0.69 | transcript=PVP01_1240700.1 | gene=PVP01_1240700 | organism=Plasmodium_vivax_P01 | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=PvP01_12_v2:1642983-1645747(-) | protein_length=878 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0932400.1-p1   -           2385 45at5820             -           4216   4.9e-06   21.3   0.1   1   2   4.8e-06    0.0035   11.9   0.0   216   266  1425  1475  1415  1478 0.94 | transcript=PVP01_0932400.1 | gene=PVP01_0932400 | organism=Plasmodium_vivax_P01 | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=PvP01_09_v2:1383753-1390910(+) | protein_length=2385 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0932400.1-p1   -           2385 45at5820             -           4216   4.9e-06   21.3   0.1   2   2   8.7e-07   0.00063   14.3   0.1   202   266  1461  1530  1460  1538 0.87 | transcript=PVP01_0932400.1 | gene=PVP01_0932400 | organism=Plasmodium_vivax_P01 | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=PvP01_09_v2:1383753-1390910(+) | protein_length=2385 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/45at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/45at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/45at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:24 2026
# [ok]
