#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVP01_0116700.1-p1   -           1178 3089at5820           -            632  2.4e-250  831.3  46.4   1   8     4e-13   1.3e-10   39.3   0.4     1    37     1    37     1    45 0.89 | transcript=PVP01_0116700.1 | gene=PVP01_0116700 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_01_v2:758026-761562(-) | protein_length=1178 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0307200.1-p1   -            700 3089at5820           -            632   2.5e-19   68.1   4.7   2   2   1.1e-07   3.7e-05   21.3   0.8   459   580   557   685   554   697 0.69 | transcript=PVP01_0307200.1 | gene=PVP01_0307200 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_03_v2:356440-358542(-) | protein_length=700 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0107600.1-p1   -            665 3089at5820           -            632   1.9e-07   28.9  25.5   1   2   4.4e-07   0.00015   19.3  17.6   195   395   220   424    55   441 0.76 | transcript=PVP01_0107600.1 | gene=PVP01_0107600 | organism=Plasmodium_vivax_P01 | gene_product=ATPase family AAA domain-containing protein 3A, putative | transcript_product=ATPase family AAA domain-containing protein 3A, putative | location=PvP01_01_v2:380468-382465(+) | protein_length=665 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0107600.1-p1   -            665 3089at5820           -            632   1.9e-07   28.9  25.5   2   2   3.8e-05     0.012   13.0   1.0   461   512   447   495   430   542 0.82 | transcript=PVP01_0107600.1 | gene=PVP01_0107600 | organism=Plasmodium_vivax_P01 | gene_product=ATPase family AAA domain-containing protein 3A, putative | transcript_product=ATPase family AAA domain-containing protein 3A, putative | location=PvP01_01_v2:380468-382465(+) | protein_length=665 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1109800.1-p1   -            483 3089at5820           -            632   0.00023   18.7   0.1   1   3   6.9e-07   0.00023   18.7   0.1   311   356    61   108    36   186 0.76 | transcript=PVP01_1109800.1 | gene=PVP01_1109800 | organism=Plasmodium_vivax_P01 | gene_product=RuvB-like helicase 3, putative | transcript_product=RuvB-like helicase 3, putative | location=PvP01_11_v2:391883-393334(+) | protein_length=483 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1109800.1-p1   -            483 3089at5820           -            632   0.00023   18.7   0.1   2   3       4.1   1.3e+03   -3.7   0.0   232   246   266   280   265   314 0.59 | transcript=PVP01_1109800.1 | gene=PVP01_1109800 | organism=Plasmodium_vivax_P01 | gene_product=RuvB-like helicase 3, putative | transcript_product=RuvB-like helicase 3, putative | location=PvP01_11_v2:391883-393334(+) | protein_length=483 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_1109800.1-p1   -            483 3089at5820           -            632   0.00023   18.7   0.1   3   3       1.6   5.1e+02   -2.3   0.4    53    86   357   390   351   441 0.59 | transcript=PVP01_1109800.1 | gene=PVP01_1109800 | organism=Plasmodium_vivax_P01 | gene_product=RuvB-like helicase 3, putative | transcript_product=RuvB-like helicase 3, putative | location=PvP01_11_v2:391883-393334(+) | protein_length=483 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVP01_0114500.1-p1   -            984 3089at5820           -            632   0.00024   18.6   0.0   1   1   1.1e-06   0.00037   18.0   0.0   315   422   744   852   741   911 0.91 | transcript=PVP01_0114500.1 | gene=PVP01_0114500 | organism=Plasmodium_vivax_P01 | gene_product=AAA family ATPase, putative | transcript_product=AAA family ATPase, putative | location=PvP01_01_v2:645674-648801(+) | protein_length=984 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3089at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvP01_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3089at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3089at5820.hmm /v3/inputs/annotations/plasmodb-68/PvP01.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:43 2026
# [ok]
