#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722441.1         -           1526 1039at5820           -           1031         0 1765.6  94.1   1   6   9.6e-42   1.3e-39  134.2   4.7     1   126    46   184    46   211 0.83 | transcript=PVPAM_120067800_t1 | gene=PVPAM_120067800 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | location=CASCJQ010000012:2556552-2561283(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722833.1         -            710 1039at5820           -           1031   1.3e-14   51.4   3.9   3   3      0.44        59   -0.4   0.1   426   460   276   310   249   318 0.74 | transcript=PVPAM_130033500_t1 | gene=PVPAM_130033500 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 1, putative | transcript_product=mitogen-activated protein kinase 1, putative | location=CASCJQ010000013:1298190-1300322(+) | protein_length=710 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 1039at5820           -           1031     2e-14   50.8   1.8   1   2      0.06         8    2.5   0.5   142   211    44   111     7   140 0.72 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 1039at5820           -           1031     2e-14   50.8   1.8   2   2   2.9e-15   3.9e-13   46.6   0.0   312   457   182   337   167   350 0.84 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722473.1         -           2429 1039at5820           -           1031   2.3e-14   50.6   0.4   1   1   3.3e-16   4.5e-14   49.7   0.4   275   459   190   401   161   418 0.72 | transcript=PVPAM_120071000_t1 | gene=PVPAM_120071000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2710608-2718677(-) | protein_length=2429 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 1039at5820           -           1031   7.1e-14   49.0   0.3   1   2   5.3e-16   7.1e-14   49.0   0.3   230   375   107   262    71   273 0.81 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 1039at5820           -           1031   7.1e-14   49.0   0.3   2   2      0.91   1.2e+02   -1.4   0.4   581   650   563   633   539   649 0.59 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 1039at5820           -           1031   2.2e-13   47.4   0.2   1   1   2.8e-15   3.8e-13   46.6   0.2   257   402   807   960   780   968 0.75 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721866.1         -           1683 1039at5820           -           1031   3.3e-13   46.8   0.0   1   1   5.7e-15   7.6e-13   45.6   0.0   282   400  1476  1602  1466  1614 0.78 | transcript=PVPAM_120010000_t1 | gene=PVPAM_120010000 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000012:196742-201793(-) | protein_length=1683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723327.1         -            341 1039at5820           -           1031   4.3e-12   43.1   0.3   1   1   4.5e-14   6.1e-12   42.6   0.3   307   400   137   232    64   238 0.78 | transcript=PVPAM_140024600_t1 | gene=PVPAM_140024600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000014:854740-857658(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720374.1         -            335 1039at5820           -           1031   7.8e-11   38.9   1.4   1   2     0.018       2.4    4.2   0.1   566   613    77   123    51   139 0.83 | transcript=PVPAM_090013900_t1 | gene=PVPAM_090013900 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=CASCJQ010000009:497458-498465(+) | protein_length=335 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720374.1         -            335 1039at5820           -           1031   7.8e-11   38.9   1.4   2   2   1.5e-11     2e-09   34.3   0.2   305   435   135   267   123   282 0.82 | transcript=PVPAM_090013900_t1 | gene=PVPAM_090013900 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=CASCJQ010000009:497458-498465(+) | protein_length=335 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 1039at5820           -           1031   1.5e-10   38.0   4.5   1   2     2e-05    0.0027   14.0   2.3   275   339   282   344   247   358 0.81 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 1039at5820           -           1031   1.5e-10   38.0   4.5   2   2   1.8e-08   2.5e-06   24.0   0.0   346   452   396   503   382   514 0.82 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719798.1         -            341 1039at5820           -           1031   1.6e-09   34.6   3.3   1   2     0.037         5    3.2   0.5   163   245    19   105     7   113 0.71 | transcript=PVPAM_070041200_t1 | gene=PVPAM_070041200 | organism=Plasmodium_vivax_PAM | gene_product=cAMP-dependent protein kinase catalytic subunit, putative | transcript_product=cAMP-dependent protein kinase catalytic subunit, putative | location=CASCJQ010000007:1475268-1476949(+) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719798.1         -            341 1039at5820           -           1031   1.6e-09   34.6   3.3   2   2   3.5e-11   4.7e-09   33.0   1.1   275   447   103   271    72   283 0.77 | transcript=PVPAM_070041200_t1 | gene=PVPAM_070041200 | organism=Plasmodium_vivax_PAM | gene_product=cAMP-dependent protein kinase catalytic subunit, putative | transcript_product=cAMP-dependent protein kinase catalytic subunit, putative | location=CASCJQ010000007:1475268-1476949(+) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 1039at5820           -           1031   4.2e-09   33.2   2.2   1   2     0.012       1.6    4.8   0.7   175   236   650   713   633   719 0.84 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 1039at5820           -           1031   4.2e-09   33.2   2.2   2   2     2e-09   2.7e-07   27.2   0.0   310   439   911  1038   869  1134 0.83 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722863.1         -           2266 1039at5820           -           1031   7.6e-09   32.4   4.6   1   5     0.024       3.2    3.8   0.1   204   243   646   685   567   694 0.94 | transcript=PVPAM_130036500_t1 | gene=PVPAM_130036500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000013:1403001-1410571(-) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722863.1         -           2266 1039at5820           -           1031   7.6e-09   32.4   4.6   2   5   5.6e-11   7.6e-09   32.4   4.6   262   353   936  1025   926  1038 0.86 | transcript=PVPAM_130036500_t1 | gene=PVPAM_130036500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000013:1403001-1410571(-) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722863.1         -           2266 1039at5820           -           1031   7.6e-09   32.4   4.6   3   5   0.00013     0.017   11.3   0.1   385   425  1168  1209  1157  1230 0.81 | transcript=PVPAM_130036500_t1 | gene=PVPAM_130036500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000013:1403001-1410571(-) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722863.1         -           2266 1039at5820           -           1031   7.6e-09   32.4   4.6   4   5       2.1   2.8e+02   -2.6   2.1   693   842  1919  2080  1911  2090 0.61 | transcript=PVPAM_130036500_t1 | gene=PVPAM_130036500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000013:1403001-1410571(-) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722863.1         -           2266 1039at5820           -           1031   7.6e-09   32.4   4.6   5   5       4.8   6.4e+02   -3.8   2.4   925  1000  2137  2213  2128  2259 0.64 | transcript=PVPAM_130036500_t1 | gene=PVPAM_130036500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000013:1403001-1410571(-) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720179.1         -            494 1039at5820           -           1031   1.2e-08   31.7   1.7   1   1   4.2e-10   5.6e-08   29.5   1.7   259   400   171   316    84   350 0.81 | transcript=PVPAM_080040100_t1 | gene=PVPAM_080040100 | organism=Plasmodium_vivax_PAM | gene_product=glycogen synthase kinase 3, putative | transcript_product=glycogen synthase kinase 3, putative | location=CASCJQ010000008:1564136-1566591(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720044.1         -            325 1039at5820           -           1031   2.2e-08   30.9  10.3   1   2   1.6e-10   2.2e-08   30.9  10.3   218   400    30   220    22   231 0.72 | transcript=PVPAM_080026600_t1 | gene=PVPAM_080026600 | organism=Plasmodium_vivax_PAM | gene_product=MO15-related protein kinase, putative | transcript_product=MO15-related protein kinase, putative | location=CASCJQ010000008:990655-991632(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720044.1         -            325 1039at5820           -           1031   2.2e-08   30.9  10.3   2   2      0.23        31    0.5   0.1   429   461   278   310   256   312 0.85 | transcript=PVPAM_080026600_t1 | gene=PVPAM_080026600 | organism=Plasmodium_vivax_PAM | gene_product=MO15-related protein kinase, putative | transcript_product=MO15-related protein kinase, putative | location=CASCJQ010000008:990655-991632(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 1039at5820           -           1031   2.8e-08   30.5   0.0   1   1     3e-10   4.1e-08   30.0   0.0   306   400   531   633   525   681 0.75 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 1039at5820           -           1031   1.8e-07   27.8   0.1   1   1   1.9e-09   2.5e-07   27.3   0.1   311   397   109   204    97   236 0.84 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720423.1         -            580 1039at5820           -           1031   2.4e-07   27.4   9.9   1   4    0.0022       0.3    7.2   3.2   163   246   163   248   144   270 0.84 | transcript=PVPAM_090018800_t1 | gene=PVPAM_090018800 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 2, putative | transcript_product=mitogen-activated protein kinase 2, putative | location=CASCJQ010000009:677012-678754(-) | protein_length=580 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720423.1         -            580 1039at5820           -           1031   2.4e-07   27.4   9.9   2   4   1.9e-08   2.6e-06   24.0   0.2   300   360   273   330   252   338 0.79 | transcript=PVPAM_090018800_t1 | gene=PVPAM_090018800 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 2, putative | transcript_product=mitogen-activated protein kinase 2, putative | location=CASCJQ010000009:677012-678754(-) | protein_length=580 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720423.1         -            580 1039at5820           -           1031   2.4e-07   27.4   9.9   3   4       3.1   4.1e+02   -3.2   0.0   370   400   367   398   358   407 0.79 | transcript=PVPAM_090018800_t1 | gene=PVPAM_090018800 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 2, putative | transcript_product=mitogen-activated protein kinase 2, putative | location=CASCJQ010000009:677012-678754(-) | protein_length=580 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720423.1         -            580 1039at5820           -           1031   2.4e-07   27.4   9.9   4   4       2.5   3.4e+02   -2.9   0.1   472   507   431   467   376   483 0.64 | transcript=PVPAM_090018800_t1 | gene=PVPAM_090018800 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 2, putative | transcript_product=mitogen-activated protein kinase 2, putative | location=CASCJQ010000009:677012-678754(-) | protein_length=580 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 1039at5820           -           1031   3.6e-06   23.5   8.2   1   3     0.069       9.3    2.3   1.9   160   243  1101  1184  1055  1188 0.73 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 1039at5820           -           1031   3.6e-06   23.5   8.2   2   3   4.7e-07   6.4e-05   19.4   1.0   277   339  1186  1249  1183  1263 0.82 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 1039at5820           -           1031   3.6e-06   23.5   8.2   3   3     0.024       3.2    3.8   0.0   362   405  1527  1569  1519  1630 0.78 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 1039at5820           -           1031   0.00011   18.6   0.3   1   4     0.064       8.6    2.4   4.0   158   245     8    99     1   129 0.62 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 1039at5820           -           1031   0.00011   18.6   0.3   2   4   7.9e-07   0.00011   18.6   0.3   284   342   216   272   202   279 0.87 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 1039at5820           -           1031   0.00011   18.6   0.3   3   4      0.45        61   -0.4   0.0   347   399   580   634   569   642 0.81 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 1039at5820           -           1031   0.00011   18.6   0.3   4   4      0.21        28    0.7   0.1   427   458   692   724   675   739 0.79 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 1039at5820           -           1031   0.00039   16.8  16.4   1   3       3.2   4.2e+02   -3.2   0.8   114   140    83   110    57   115 0.76 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 1039at5820           -           1031   0.00039   16.8  16.4   2   3   7.7e-06     0.001   15.4   7.2   243   338   313   399   282   404 0.72 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 1039at5820           -           1031   0.00039   16.8  16.4   3   3    0.0018      0.24    7.5   0.0   367   401   533   567   522   632 0.74 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 1039at5820           -           1031    0.0017   14.6   0.0   1   1   4.1e-05    0.0055   13.0   0.0   325   403  3062  3152  3038  3162 0.67 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722044.1         -            522 1039at5820           -           1031    0.0044   13.3   0.1   1   1   5.1e-05    0.0069   12.6   0.1   303   379   345   422   327   463 0.80 | transcript=PVPAM_120028200_t1 | gene=PVPAM_120028200 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:900847-902415(+) | protein_length=522 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723484.1         -            144 1039at5820           -           1031    0.0071   12.6   0.4   1   1   6.4e-05    0.0087   12.3   0.4    60   150    21   114    15   121 0.73 | transcript=PVPAM_140040700_t1 | gene=PVPAM_140040700 | organism=Plasmodium_vivax_PAM | gene_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4Y1] | transcript_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4Y1] | location=CASCJQ010000014:1543241-1543987(-) | protein_length=144 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1039at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1039at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1039at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:26:00 2026
# [ok]
