#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723717.1         -            511 8027at5820           -            404  4.6e-198  656.8  24.0   1   2   9.8e-79     2e-76  256.2  12.3     3   182    17   230    15   247 0.86 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8027at5820           -            404   6.2e-13   47.1  36.5   6   6         2     4e+02   -1.7   0.0   222   307   896   981   856   986 0.74 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717887.1         -            447 8027at5820           -            404   5.9e-12   43.9   5.7   1   4       2.3   4.6e+02   -1.9   0.0   134   171    90   125    81   149 0.77 | transcript=PVPAM_020011900_t1 | gene=PVPAM_020011900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit C, putative | transcript_product=chromatin assembly factor 1 subunit C, putative | location=CASCJQ010000002:329433-330776(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717887.1         -            447 8027at5820           -            404   5.9e-12   43.9   5.7   2   4    0.0017      0.35    8.4   0.9   233   356   151   289   139   291 0.66 | transcript=PVPAM_020011900_t1 | gene=PVPAM_020011900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit C, putative | transcript_product=chromatin assembly factor 1 subunit C, putative | location=CASCJQ010000002:329433-330776(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717887.1         -            447 8027at5820           -            404   5.9e-12   43.9   5.7   3   4   6.7e-11   1.4e-08   32.8   0.0   185   286   289   391   283   393 0.88 | transcript=PVPAM_020011900_t1 | gene=PVPAM_020011900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit C, putative | transcript_product=chromatin assembly factor 1 subunit C, putative | location=CASCJQ010000002:329433-330776(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717887.1         -            447 8027at5820           -            404   5.9e-12   43.9   5.7   4   4      0.11        23    2.4   0.0   190   223   394   429   390   438 0.81 | transcript=PVPAM_020011900_t1 | gene=PVPAM_020011900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit C, putative | transcript_product=chromatin assembly factor 1 subunit C, putative | location=CASCJQ010000002:329433-330776(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 8027at5820           -            404   4.1e-11   41.1  12.2   1   2   4.9e-08   9.8e-06   23.4   4.9   133   266   291   412   281   418 0.77 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 8027at5820           -            404   4.1e-11   41.1  12.2   2   2   1.2e-07   2.4e-05   22.1   1.0   179   293   412   527   399   538 0.85 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 8027at5820           -            404     7e-10   37.0   2.3   1   2     1e-05    0.0021   15.7   0.0   181   222    63   104    55   110 0.87 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 8027at5820           -            404     7e-10   37.0   2.3   2   2   7.2e-07   0.00015   19.5   1.7   179   296   112   232   104   296 0.76 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721889.1         -            363 8027at5820           -            404     1e-09   36.5   0.1   1   2   1.1e-09   2.3e-07   28.8   0.1   207   272    82   149    17   177 0.77 | transcript=PVPAM_120012300_t1 | gene=PVPAM_120012300 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 92, putative | transcript_product=WD repeat-containing protein 92, putative | location=CASCJQ010000012:302613-304872(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721889.1         -            363 8027at5820           -            404     1e-09   36.5   0.1   2   2     0.013       2.7    5.5   0.0   208   287   188   270   184   296 0.77 | transcript=PVPAM_120012300_t1 | gene=PVPAM_120012300 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 92, putative | transcript_product=WD repeat-containing protein 92, putative | location=CASCJQ010000012:302613-304872(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 8027at5820           -            404   1.1e-09   36.4  21.0   1   5         5     1e+03   -3.0   0.1   160   299    77   102    59   124 0.48 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 8027at5820           -            404   1.1e-09   36.4  21.0   2   5      0.98     2e+02   -0.7   0.4   101   245   268   298   251   326 0.47 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 8027at5820           -            404   1.1e-09   36.4  21.0   3   5   3.8e-05    0.0077   13.8   0.2   228   267   424   462   406   468 0.88 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 8027at5820           -            404   1.1e-09   36.4  21.0   4   5     1e-08   2.1e-06   25.6   0.4   205   275   485   556   469   566 0.80 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 8027at5820           -            404   1.1e-09   36.4  21.0   5   5   0.00054      0.11   10.1   0.7   206   264   573   630   557   637 0.86 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723554.1         -            430 8027at5820           -            404   1.2e-09   36.2   2.0   1   2       1.3   2.6e+02   -1.1   0.1    99   140    50    96    44   109 0.72 | transcript=PVPAM_140047800_t1 | gene=PVPAM_140047800 | organism=Plasmodium_vivax_PAM | gene_product=protein TSSC1, putative | transcript_product=protein TSSC1, putative | location=CASCJQ010000014:1818666-1819958(+) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723554.1         -            430 8027at5820           -            404   1.2e-09   36.2   2.0   2   2   6.1e-12   1.2e-09   36.2   2.0   188   267   287   367   268   398 0.84 | transcript=PVPAM_140047800_t1 | gene=PVPAM_140047800 | organism=Plasmodium_vivax_PAM | gene_product=protein TSSC1, putative | transcript_product=protein TSSC1, putative | location=CASCJQ010000014:1818666-1819958(+) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 8027at5820           -            404   3.2e-08   31.5   5.0   1   2      0.29        59    1.1   0.1   188   242   168   221   162   227 0.75 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 8027at5820           -            404   3.2e-08   31.5   5.0   2   2   1.6e-10   3.2e-08   31.5   5.0   191   303   216   336   198   368 0.77 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 8027at5820           -            404   3.4e-08   31.5   4.2   1   3      0.29        59    1.0   0.1   206   224   276   294   264   300 0.72 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 8027at5820           -            404   3.4e-08   31.5   4.2   2   3     0.018       3.7    5.0   0.1   212   269   313   373   306   381 0.79 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 8027at5820           -            404   3.4e-08   31.5   4.2   3   3   2.3e-08   4.7e-06   24.4   0.1   187   269   381   464   373   470 0.89 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 8027at5820           -            404   1.5e-07   29.3   1.3   1   3   9.5e-07   0.00019   19.1   0.0   207   266   423   481   397   491 0.87 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 8027at5820           -            404   1.5e-07   29.3   1.3   2   3      0.44        88    0.5   0.1   185   224   561   602   554   624 0.75 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 8027at5820           -            404   1.5e-07   29.3   1.3   3   3     0.017       3.4    5.1   0.0   135   162   628   655   616   689 0.81 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723540.1         -            612 8027at5820           -            404   8.4e-07   26.9  21.3   1   5      0.16        32    1.9   0.1    93   129    49    84    42    89 0.83 | transcript=PVPAM_140046400_t1 | gene=PVPAM_140046400 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 17, putative | transcript_product=pre-mRNA-processing factor 17, putative | location=CASCJQ010000014:1745350-1747188(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723540.1         -            612 8027at5820           -            404   8.4e-07   26.9  21.3   2   5       9.9     2e+03   -4.0   1.0    35    69   239   273   222   284 0.66 | transcript=PVPAM_140046400_t1 | gene=PVPAM_140046400 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 17, putative | transcript_product=pre-mRNA-processing factor 17, putative | location=CASCJQ010000014:1745350-1747188(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723540.1         -            612 8027at5820           -            404   8.4e-07   26.9  21.3   3   5   3.4e-08     7e-06   23.9   2.0   183   349   314   481   295   484 0.82 | transcript=PVPAM_140046400_t1 | gene=PVPAM_140046400 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 17, putative | transcript_product=pre-mRNA-processing factor 17, putative | location=CASCJQ010000014:1745350-1747188(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723540.1         -            612 8027at5820           -            404   8.4e-07   26.9  21.3   4   5    0.0068       1.4    6.4   0.4   205   264   421   479   413   512 0.81 | transcript=PVPAM_140046400_t1 | gene=PVPAM_140046400 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 17, putative | transcript_product=pre-mRNA-processing factor 17, putative | location=CASCJQ010000014:1745350-1747188(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723540.1         -            612 8027at5820           -            404   8.4e-07   26.9  21.3   5   5   6.6e-05     0.013   13.1   1.0   181   263   528   611   508   612 0.90 | transcript=PVPAM_140046400_t1 | gene=PVPAM_140046400 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 17, putative | transcript_product=pre-mRNA-processing factor 17, putative | location=CASCJQ010000014:1745350-1747188(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718469.1         -           1438 8027at5820           -            404   6.4e-06   24.0   5.7   1   2    0.0023      0.47    8.0   1.6   187   293   141   255   125   262 0.67 | transcript=PVPAM_040021500_t1 | gene=PVPAM_040021500 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC31, putative | transcript_product=protein transport protein SEC31, putative | location=CASCJQ010000004:701655-706535(+) | protein_length=1438 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718469.1         -           1438 8027at5820           -            404   6.4e-06   24.0   5.7   2   2   3.8e-06   0.00077   17.1   0.1   213   261   263   312   253   365 0.83 | transcript=PVPAM_040021500_t1 | gene=PVPAM_040021500 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC31, putative | transcript_product=protein transport protein SEC31, putative | location=CASCJQ010000004:701655-706535(+) | protein_length=1438 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 8027at5820           -            404     1e-05   23.3   6.3   1   3    0.0041      0.82    7.2   1.6   181   277   151   245   125   279 0.70 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 8027at5820           -            404     1e-05   23.3   6.3   2   3   0.00026     0.052   11.1   0.0   189   223   287   321   278   328 0.90 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 8027at5820           -            404     1e-05   23.3   6.3   3   3     0.053        11    3.5   0.1   203   223   589   609   556   612 0.70 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722816.1         -            509 8027at5820           -            404   1.6e-05   22.7   1.7   1   5      0.22        45    1.4   0.1   230   266   131   167   119   180 0.83 | transcript=PVPAM_130031700_t1 | gene=PVPAM_130031700 | organism=Plasmodium_vivax_PAM | gene_product=histone-binding protein RBBP7, putative | transcript_product=histone-binding protein RBBP7, putative | location=CASCJQ010000013:1230466-1232558(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722816.1         -            509 8027at5820           -            404   1.6e-05   22.7   1.7   2   5       3.2   6.4e+02   -2.4   0.0   205   223   204   222   170   227 0.73 | transcript=PVPAM_130031700_t1 | gene=PVPAM_130031700 | organism=Plasmodium_vivax_PAM | gene_product=histone-binding protein RBBP7, putative | transcript_product=histone-binding protein RBBP7, putative | location=CASCJQ010000013:1230466-1232558(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722816.1         -            509 8027at5820           -            404   1.6e-05   22.7   1.7   3   5       0.3        61    1.0   0.1   246   274   329   356   311   365 0.68 | transcript=PVPAM_130031700_t1 | gene=PVPAM_130031700 | organism=Plasmodium_vivax_PAM | gene_product=histone-binding protein RBBP7, putative | transcript_product=histone-binding protein RBBP7, putative | location=CASCJQ010000013:1230466-1232558(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722816.1         -            509 8027at5820           -            404   1.6e-05   22.7   1.7   4   5   7.9e-08   1.6e-05   22.7   1.7   188   272   356   439   348   449 0.83 | transcript=PVPAM_130031700_t1 | gene=PVPAM_130031700 | organism=Plasmodium_vivax_PAM | gene_product=histone-binding protein RBBP7, putative | transcript_product=histone-binding protein RBBP7, putative | location=CASCJQ010000013:1230466-1232558(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722816.1         -            509 8027at5820           -            404   1.6e-05   22.7   1.7   5   5       1.5   3.1e+02   -1.3   0.0   190   222   459   491   456   498 0.66 | transcript=PVPAM_130031700_t1 | gene=PVPAM_130031700 | organism=Plasmodium_vivax_PAM | gene_product=histone-binding protein RBBP7, putative | transcript_product=histone-binding protein RBBP7, putative | location=CASCJQ010000013:1230466-1232558(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719290.1         -            706 8027at5820           -            404   1.8e-05   22.5   4.1   1   3      0.94   1.9e+02   -0.6   0.0   233   266    86   118    79   152 0.70 | transcript=PVPAM_060029700_t1 | gene=PVPAM_060029700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 70, putative | transcript_product=WD repeat-containing protein 70, putative | location=CASCJQ010000006:1015798-1017918(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719290.1         -            706 8027at5820           -            404   1.8e-05   22.5   4.1   2   3   4.6e-06   0.00092   16.9   0.5   183   226   178   221   137   252 0.74 | transcript=PVPAM_060029700_t1 | gene=PVPAM_060029700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 70, putative | transcript_product=WD repeat-containing protein 70, putative | location=CASCJQ010000006:1015798-1017918(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719290.1         -            706 8027at5820           -            404   1.8e-05   22.5   4.1   3   3     0.019       3.8    5.0   0.0   190   227   294   331   262   337 0.82 | transcript=PVPAM_060029700_t1 | gene=PVPAM_060029700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 70, putative | transcript_product=WD repeat-containing protein 70, putative | location=CASCJQ010000006:1015798-1017918(+) | protein_length=706 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721552.1         -            361 8027at5820           -            404   0.00017   19.3   0.1   1   1   1.2e-06   0.00024   18.8   0.1   205   269   204   269   178   286 0.84 | transcript=PVPAM_110045700_t1 | gene=PVPAM_110045700 | organism=Plasmodium_vivax_PAM | gene_product=diphthine methyltransferase, putative | transcript_product=diphthine methyltransferase, putative | location=CASCJQ010000011:1691106-1693660(+) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 8027at5820           -            404   0.00083   17.0   0.3   1   2      0.23        47    1.4   0.0   186   258     4    74     1    85 0.67 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 8027at5820           -            404   0.00083   17.0   0.3   2   2   0.00011     0.021   12.4   0.1   204   264   153   212   118   220 0.87 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 8027at5820           -            404    0.0078   13.8   7.8   1   4         2   4.1e+02   -1.7   0.0   224   278    38    94    30   114 0.65 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 8027at5820           -            404    0.0078   13.8   7.8   2   4      0.23        47    1.4   0.0   204   224   121   141   108   146 0.80 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 8027at5820           -            404    0.0078   13.8   7.8   3   4   4.8e-05    0.0098   13.5   0.5   187   243   214   271   196   288 0.82 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 8027at5820           -            404    0.0078   13.8   7.8   4   4      0.32        65    0.9   0.2   206   265   342   399   313   403 0.76 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718230.1         -            649 8027at5820           -            404     0.043   11.4   0.1   1   4       5.9   1.2e+03   -3.3   0.0   283   317   196   229   177   254 0.53 | transcript=PVPAM_030023000_t1 | gene=PVPAM_030023000 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 7, putative | transcript_product=U3 small nucleolar RNA-associated protein 7, putative | location=CASCJQ010000003:739166-741115(-) | protein_length=649 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718230.1         -            649 8027at5820           -            404     0.043   11.4   0.1   2   4   0.00021     0.043   11.4   0.1   190   240   352   398   314   414 0.74 | transcript=PVPAM_030023000_t1 | gene=PVPAM_030023000 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 7, putative | transcript_product=U3 small nucleolar RNA-associated protein 7, putative | location=CASCJQ010000003:739166-741115(-) | protein_length=649 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718230.1         -            649 8027at5820           -            404     0.043   11.4   0.1   3   4       9.8     2e+03   -4.0   0.0   230   244   430   444   424   448 0.82 | transcript=PVPAM_030023000_t1 | gene=PVPAM_030023000 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 7, putative | transcript_product=U3 small nucleolar RNA-associated protein 7, putative | location=CASCJQ010000003:739166-741115(-) | protein_length=649 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718230.1         -            649 8027at5820           -            404     0.043   11.4   0.1   4   4       5.6   1.1e+03   -3.2   4.0    32    50   605   623   601   641 0.50 | transcript=PVPAM_030023000_t1 | gene=PVPAM_030023000 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 7, putative | transcript_product=U3 small nucleolar RNA-associated protein 7, putative | location=CASCJQ010000003:739166-741115(-) | protein_length=649 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8027at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8027at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8027at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:44 2026
# [ok]
