#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718757.1         -            322 7934at5820           -            173  5.5e-121  399.3  12.4   1   2  1.4e-117  1.9e-115  381.2   8.0     1   173    26   205    26   205 0.98 | transcript=PVPAM_050015100_t1 | gene=PVPAM_050015100 | organism=Plasmodium_vivax_PAM | gene_product=receptor for activated c kinase, putative | transcript_product=receptor for activated c kinase, putative | location=CASCJQ010000005:464459-465869(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723605.1         -            638 7934at5820           -            173   1.9e-11   42.7   5.8   2   4       0.2        27    3.1   0.1    41    96   367   423   358   432 0.77 | transcript=PVPAM_140052900_t1 | gene=PVPAM_140052900 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-interacting protein 2, putative | transcript_product=U3 small nucleolar RNA-interacting protein 2, putative | location=CASCJQ010000014:2061422-2063338(+) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723605.1         -            638 7934at5820           -            173   1.9e-11   42.7   5.8   3   4   6.3e-11   8.7e-09   34.0   1.9    32   115   401   491   384   509 0.75 | transcript=PVPAM_140052900_t1 | gene=PVPAM_140052900 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-interacting protein 2, putative | transcript_product=U3 small nucleolar RNA-interacting protein 2, putative | location=CASCJQ010000014:2061422-2063338(+) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723605.1         -            638 7934at5820           -            173   1.9e-11   42.7   5.8   4   4     0.084        12    4.3   0.0    48   105   551   613   530   625 0.71 | transcript=PVPAM_140052900_t1 | gene=PVPAM_140052900 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-interacting protein 2, putative | transcript_product=U3 small nucleolar RNA-interacting protein 2, putative | location=CASCJQ010000014:2061422-2063338(+) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 7934at5820           -            173   2.4e-11   42.3  13.3   1   4   3.2e-05    0.0043   15.4   0.1    76   114   887   925   867   948 0.82 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 7934at5820           -            173   2.4e-11   42.3  13.3   2   4   1.3e-09   1.8e-07   29.8   3.8    36   152   889  1006   884  1019 0.84 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 7934at5820           -            173   2.4e-11   42.3  13.3   3   4   7.7e-06    0.0011   17.4   3.2    10   167   951  1109   948  1114 0.81 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720949.1         -           1221 7934at5820           -            173   2.4e-11   42.3  13.3   4   4   0.00025     0.035   12.5   0.3    56   114  1127  1188  1108  1198 0.82 | transcript=PVPAM_100021700_t1 | gene=PVPAM_100021700 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 26, putative | transcript_product=WD repeat-containing protein 26, putative | location=CASCJQ010000010:743168-746833(-) | protein_length=1221 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 7934at5820           -            173   4.3e-11   41.5  10.3   1   2   5.2e-09   7.2e-07   27.8   1.5    21   113   196   288   180   309 0.92 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 7934at5820           -            173   4.3e-11   41.5  10.3   2   2   1.1e-08   1.5e-06   26.7   2.0    37   164   254   398   247   407 0.73 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 7934at5820           -            173   2.8e-10   38.9  12.1   1   4       3.2   4.4e+02   -0.8   0.0    56    90   250   284   230   298 0.82 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 7934at5820           -            173   2.8e-10   38.9  12.1   2   4       3.6     5e+02   -1.0   0.0   142   156   338   352   326   367 0.74 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 7934at5820           -            173   2.8e-10   38.9  12.1   3   4     1e-05    0.0014   17.1   0.8    36   113   565   645   546   653 0.63 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 7934at5820           -            173   2.8e-10   38.9  12.1   4   4   3.7e-08   5.1e-06   25.0   1.7    25   166   666   805   648   811 0.78 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717788.1         -            365 7934at5820           -            173   4.2e-10   38.3   8.6   1   2   1.5e-09     2e-07   29.5   1.1    37   160    12   134     3   142 0.83 | transcript=PVPAM_010030200_t1 | gene=PVPAM_010030200 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=CASCJQ010000001:1127417-1129495(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717788.1         -            365 7934at5820           -            173   4.2e-10   38.3   8.6   2   2   0.00067     0.092   11.1   1.3    44   164   150   268   133   276 0.72 | transcript=PVPAM_010030200_t1 | gene=PVPAM_010030200 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=CASCJQ010000001:1127417-1129495(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 7934at5820           -            173   5.6e-10   37.9   2.6   1   1   5.8e-12     8e-10   37.4   0.6    34   113   280   361   271   392 0.85 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 7934at5820           -            173   6.4e-10   37.7   9.5   1   4    0.0078       1.1    7.7   0.1    37   112   158   235   136   242 0.83 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 7934at5820           -            173   6.4e-10   37.7   9.5   2   4     0.012       1.7    7.0   0.2    17    94   309   394   294   404 0.70 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 7934at5820           -            173   6.4e-10   37.7   9.5   3   4   0.00091      0.13   10.7   0.0    56   115   423   482   404   494 0.84 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 7934at5820           -            173   6.4e-10   37.7   9.5   4   4     5e-05    0.0068   14.8   0.4    63   156   547   601   524   660 0.55 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 7934at5820           -            173   3.3e-09   35.3   1.0   1   3       2.3   3.2e+02   -0.4   0.0    13    32    57    76    34    92 0.61 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 7934at5820           -            173   3.3e-09   35.3   1.0   2   3   9.3e-08   1.3e-05   23.7   0.0    49   117   252   324   239   346 0.77 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 7934at5820           -            173   3.3e-09   35.3   1.0   3   3    0.0063      0.87    7.9   0.1    53    71   590   608   549   613 0.74 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723278.1         -            524 7934at5820           -            173   3.4e-09   35.3   3.0   1   1   2.4e-10   3.3e-08   32.1   2.9    35   159   263   387   231   392 0.71 | transcript=PVPAM_140019700_t1 | gene=PVPAM_140019700 | organism=Plasmodium_vivax_PAM | gene_product=transducin beta-like protein TBL1, putative | transcript_product=transducin beta-like protein TBL1, putative | location=CASCJQ010000014:659160-660734(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 7934at5820           -            173     5e-09   34.8   0.1   1   3   2.8e-05    0.0038   15.6   0.0    35   149     3   119     1   144 0.74 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 7934at5820           -            173     5e-09   34.8   0.1   2   3   0.00039     0.053   11.9   0.0    10    81   155   223   152   256 0.75 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 7934at5820           -            173     5e-09   34.8   0.1   3   3      0.13        18    3.7   0.0    66   107   270   311   258   319 0.85 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723772.1         -            376 7934at5820           -            173   3.7e-08   32.0   0.3   1   4    0.0042      0.57    8.5   0.1    43   103    29    90    17    96 0.81 | transcript=PVPAM_140069500_t1 | gene=PVPAM_140069500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 82, putative | transcript_product=WD repeat-containing protein 82, putative | location=CASCJQ010000014:2749587-2751143(-) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723772.1         -            376 7934at5820           -            173   3.7e-08   32.0   0.3   2   4     0.026       3.6    5.9   0.0    62   131    98   169    82   199 0.79 | transcript=PVPAM_140069500_t1 | gene=PVPAM_140069500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 82, putative | transcript_product=WD repeat-containing protein 82, putative | location=CASCJQ010000014:2749587-2751143(-) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723772.1         -            376 7934at5820           -            173   3.7e-08   32.0   0.3   3   4      0.85   1.2e+02    1.0   0.0    81   109   209   238   201   255 0.61 | transcript=PVPAM_140069500_t1 | gene=PVPAM_140069500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 82, putative | transcript_product=WD repeat-containing protein 82, putative | location=CASCJQ010000014:2749587-2751143(-) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723772.1         -            376 7934at5820           -            173   3.7e-08   32.0   0.3   4   4   0.00067     0.092   11.1   0.0    50   102   314   365   306   374 0.84 | transcript=PVPAM_140069500_t1 | gene=PVPAM_140069500 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 82, putative | transcript_product=WD repeat-containing protein 82, putative | location=CASCJQ010000014:2749587-2751143(-) | protein_length=376 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720497.1         -            555 7934at5820           -            173   2.9e-07   29.0   6.4   1   3   1.1e-06   0.00015   20.2   0.1    40   118    48   129    44   137 0.82 | transcript=PVPAM_090026200_t1 | gene=PVPAM_090026200 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:963380-965161(+) | protein_length=555 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720497.1         -            555 7934at5820           -            173   2.9e-07   29.0   6.4   2   3    0.0015       0.2   10.0   0.5    76   128   162   217   148   261 0.69 | transcript=PVPAM_090026200_t1 | gene=PVPAM_090026200 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:963380-965161(+) | protein_length=555 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720497.1         -            555 7934at5820           -            173   2.9e-07   29.0   6.4   3   3       3.7   5.1e+02   -1.1   0.1    61   146   348   394   297   415 0.54 | transcript=PVPAM_090026200_t1 | gene=PVPAM_090026200 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:963380-965161(+) | protein_length=555 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721872.1         -            720 7934at5820           -            173   4.9e-07   28.3   8.6   1   5      0.61        83    1.5   0.2   147   164    54    71    45    76 0.88 | transcript=PVPAM_120010600_t1 | gene=PVPAM_120010600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 16, putative | transcript_product=WD repeat-containing protein 16, putative | location=CASCJQ010000012:222850-226224(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721872.1         -            720 7934at5820           -            173   4.9e-07   28.3   8.6   2   5      0.17        23    3.3   0.0    41    75   154   188   124   229 0.69 | transcript=PVPAM_120010600_t1 | gene=PVPAM_120010600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 16, putative | transcript_product=WD repeat-containing protein 16, putative | location=CASCJQ010000012:222850-226224(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721872.1         -            720 7934at5820           -            173   4.9e-07   28.3   8.6   3   5       0.4        54    2.1   0.0    23    79   270   325   263   412 0.78 | transcript=PVPAM_120010600_t1 | gene=PVPAM_120010600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 16, putative | transcript_product=WD repeat-containing protein 16, putative | location=CASCJQ010000012:222850-226224(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721872.1         -            720 7934at5820           -            173   4.9e-07   28.3   8.6   4   5      0.33        45    2.4   0.3    97   164   518   586   426   593 0.68 | transcript=PVPAM_120010600_t1 | gene=PVPAM_120010600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 16, putative | transcript_product=WD repeat-containing protein 16, putative | location=CASCJQ010000012:222850-226224(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721872.1         -            720 7934at5820           -            173   4.9e-07   28.3   8.6   5   5   2.3e-06   0.00031   19.2   0.0    47   118   639   710   601   714 0.86 | transcript=PVPAM_120010600_t1 | gene=PVPAM_120010600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 16, putative | transcript_product=WD repeat-containing protein 16, putative | location=CASCJQ010000012:222850-226224(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721838.1         -            466 7934at5820           -            173     7e-07   27.8   0.1   1   1   1.1e-08   1.5e-06   26.7   0.1    65   163    95   198    66   209 0.82 | transcript=PVPAM_120007200_t1 | gene=PVPAM_120007200 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 15, putative | transcript_product=U3 small nucleolar RNA-associated protein 15, putative | location=CASCJQ010000012:93955-96793(-) | protein_length=466 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717887.1         -            447 7934at5820           -            173   1.1e-06   27.2   0.1   1   3       2.9     4e+02   -0.7   0.0    76   108   145   179   141   191 0.58 | transcript=PVPAM_020011900_t1 | gene=PVPAM_020011900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit C, putative | transcript_product=chromatin assembly factor 1 subunit C, putative | location=CASCJQ010000002:329433-330776(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717887.1         -            447 7934at5820           -            173   1.1e-06   27.2   0.1   2   3     0.076        10    4.4   0.0    78   112   200   234   169   244 0.82 | transcript=PVPAM_020011900_t1 | gene=PVPAM_020011900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit C, putative | transcript_product=chromatin assembly factor 1 subunit C, putative | location=CASCJQ010000002:329433-330776(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717887.1         -            447 7934at5820           -            173   1.1e-06   27.2   0.1   3   3   1.1e-05    0.0015   17.0   0.1    18   155   273   369   251   438 0.64 | transcript=PVPAM_020011900_t1 | gene=PVPAM_020011900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit C, putative | transcript_product=chromatin assembly factor 1 subunit C, putative | location=CASCJQ010000002:329433-330776(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721034.1         -            737 7934at5820           -            173   4.3e-06   25.2   0.3   1   1   8.6e-08   1.2e-05   23.8   0.3    40   143   132   244   119   277 0.88 | transcript=PVPAM_100030200_t1 | gene=PVPAM_100030200 | organism=Plasmodium_vivax_PAM | gene_product=peptidyl-prolyl cis-trans isomerase, putative | transcript_product=peptidyl-prolyl cis-trans isomerase, putative | location=CASCJQ010000010:1086375-1088588(-) | protein_length=737 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723554.1         -            430 7934at5820           -            173   4.9e-06   25.0   0.3   1   1   5.8e-08   7.9e-06   24.4   0.3    69   156   275   366   263   385 0.76 | transcript=PVPAM_140047800_t1 | gene=PVPAM_140047800 | organism=Plasmodium_vivax_PAM | gene_product=protein TSSC1, putative | transcript_product=protein TSSC1, putative | location=CASCJQ010000014:1818666-1819958(+) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 7934at5820           -            173   8.6e-06   24.2   0.5   1   3      0.51        70    1.7   0.0    77   120   199   243   191   250 0.81 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 7934at5820           -            173   8.6e-06   24.2   0.5   2   3      0.21        29    3.0   0.0   140   158   342   360   327   364 0.86 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 7934at5820           -            173   8.6e-06   24.2   0.5   3   3   1.3e-05    0.0018   16.7   1.6    14    74   345   404   341   432 0.80 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 7934at5820           -            173   1.5e-05   23.4   0.2   1   2    0.0023      0.32    9.4   0.1    76   112    98   138    56   146 0.73 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 7934at5820           -            173   1.5e-05   23.4   0.2   2   2    0.0006     0.082   11.3   0.0    39    71   216   248   209   258 0.90 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720871.1         -            329 7934at5820           -            173   3.4e-05   22.3   3.9   1   1   4.8e-07   6.6e-05   21.4   3.9     7   156    28   180    19   193 0.84 | transcript=PVPAM_100013900_t1 | gene=PVPAM_100013900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 55, putative | transcript_product=WD repeat-containing protein 55, putative | location=CASCJQ010000010:395158-396147(+) | protein_length=329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721223.1         -            887 7934at5820           -            173   5.8e-05   21.5   0.6   1   2       1.2   1.6e+02    0.5   0.0    34    71   149   185   122   194 0.63 | transcript=PVPAM_110012500_t1 | gene=PVPAM_110012500 | organism=Plasmodium_vivax_PAM | gene_product=polyubiquitin binding protein, putative | transcript_product=polyubiquitin binding protein, putative | location=CASCJQ010000011:289044-291920(+) | protein_length=887 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721223.1         -            887 7934at5820           -            173   5.8e-05   21.5   0.6   2   2   5.4e-06   0.00074   17.9   0.1    12   112   244   340   234   354 0.77 | transcript=PVPAM_110012500_t1 | gene=PVPAM_110012500 | organism=Plasmodium_vivax_PAM | gene_product=polyubiquitin binding protein, putative | transcript_product=polyubiquitin binding protein, putative | location=CASCJQ010000011:289044-291920(+) | protein_length=887 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721130.1         -            944 7934at5820           -            173   7.7e-05   21.1   0.3   1   2    0.0007     0.096   11.1   0.1    63   116   180   238   168   276 0.79 | transcript=PVPAM_100039800_t1 | gene=PVPAM_100039800 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit A, putative | transcript_product=chromatin assembly factor 1 subunit A, putative | location=CASCJQ010000010:1475165-1477999(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721130.1         -            944 7934at5820           -            173   7.7e-05   21.1   0.3   2   2    0.0086       1.2    7.5   0.1    59   115   282   340   262   350 0.71 | transcript=PVPAM_100039800_t1 | gene=PVPAM_100039800 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit A, putative | transcript_product=chromatin assembly factor 1 subunit A, putative | location=CASCJQ010000010:1475165-1477999(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723646.1         -            763 7934at5820           -            173   8.1e-05   21.1   3.1   1   2   2.9e-05     0.004   15.6   0.3    40   123    10    98     7   125 0.82 | transcript=PVPAM_140057000_t1 | gene=PVPAM_140057000 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=CASCJQ010000014:2238026-2240317(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723646.1         -            763 7934at5820           -            173   8.1e-05   21.1   3.1   2   2     0.029         4    5.8   0.2    79   154   186   262   167   281 0.80 | transcript=PVPAM_140057000_t1 | gene=PVPAM_140057000 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=CASCJQ010000014:2238026-2240317(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
