#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723540.1         -            612 4427at5820           -            502         0 1031.3  52.9   1   2   1.6e-63   3.9e-61  205.7  20.7    10   142    44   198    40   234 0.82 | transcript=PVPAM_140046400_t1 | gene=PVPAM_140046400 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-processing factor 17, putative | transcript_product=pre-mRNA-processing factor 17, putative | location=CASCJQ010000014:1745350-1747188(+) | protein_length=612 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 4427at5820           -            502    0.0003   18.0   4.7   2   2      0.11        25    1.8   0.0   199   244   541   585   534   591 0.80 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723626.1         -           3000 4427at5820           -            502    0.0004   17.6   1.6   1   2    0.0054       1.3    6.0   0.0   407   465    41   100    14   107 0.85 | transcript=PVPAM_140055000_t1 | gene=PVPAM_140055000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000014:2149347-2158349(-) | protein_length=3000 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723626.1         -           3000 4427at5820           -            502    0.0004   17.6   1.6   2   2   0.00043       0.1    9.6   0.6   435   501   151   218   137   219 0.82 | transcript=PVPAM_140055000_t1 | gene=PVPAM_140055000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000014:2149347-2158349(-) | protein_length=3000 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 4427at5820           -            502   0.00046   17.4   2.7   1   2     3e-06   0.00071   16.8   0.1   199   292    60   161    53   221 0.69 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 4427at5820           -            502   0.00046   17.4   2.7   2   2       0.4        96   -0.1   0.2   399   435   403   446   390   460 0.78 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721552.1         -            361 4427at5820           -            502   0.00059   17.0   0.2   1   1     3e-06   0.00071   16.8   0.2   204   287   183   266   178   354 0.89 | transcript=PVPAM_110045700_t1 | gene=PVPAM_110045700 | organism=Plasmodium_vivax_PAM | gene_product=diphthine methyltransferase, putative | transcript_product=diphthine methyltransferase, putative | location=CASCJQ010000011:1691106-1693660(+) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 4427at5820           -            502   0.00076   16.7   2.1   1   3     0.029       6.9    3.6   0.0   215   242   111   138    86   149 0.82 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 4427at5820           -            502   0.00076   16.7   2.1   2   3   0.00055      0.13    9.3   0.3   250   287   212   249   200   263 0.90 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 4427at5820           -            502   0.00076   16.7   2.1   3   3      0.25        60    0.5   0.0   207   239   364   395   354   403 0.83 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 4427at5820           -            502   0.00087   16.5   7.6   1   3    0.0044       1.1    6.3   0.9   254   334     7    86     2   138 0.76 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 4427at5820           -            502   0.00087   16.5   7.6   2   3   6.9e-05     0.017   12.3   0.1   434   499   145   209   126   212 0.81 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 4427at5820           -            502   0.00087   16.5   7.6   3   3      0.22        52    0.7   0.1   252   280   283   311   271   326 0.73 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718921.1         -            222 4427at5820           -            502     0.002   15.3   3.6   1   1   9.3e-06    0.0022   15.1   3.6   117   196    57   135    38   199 0.83 | transcript=PVPAM_050031300_t1 | gene=PVPAM_050031300 | organism=Plasmodium_vivax_PAM | gene_product=Plasmodium exported protein (PHIST), unknown function | transcript_product=Plasmodium exported protein (PHIST), unknown function | location=CASCJQ010000005:1088490-1089332(+) | protein_length=222 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4427at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4427at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4427at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:33 2026
# [ok]
