#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719492.1         -           5861 27at5820             -           4874         0 10227.0 464.5   1   8   2.6e-74   2.8e-71  237.9  14.0     6   162    13   175     1   181 0.92 | transcript=PVPAM_070010600_t1 | gene=PVPAM_070010600 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000007:310753-328338(-) | protein_length=5861 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6   5  11   4.5e-21   4.8e-18   61.2  19.0  2204  2457  2002  2262  1995  2286 0.79 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6   6  11   3.1e-10   3.4e-07   25.2  51.4  2599  3103  2659  3147  2616  3180 0.71 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6   7  11   3.4e-27   3.6e-24   81.6  47.5  3240  3776  3308  3829  3297  3835 0.88 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6   8  11   2.6e-15   2.8e-12   42.1  25.4  3783  4060  3963  4238  3960  4255 0.89 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6   9  11     2e-07   0.00022   15.9   9.9  4149  4336  4456  4643  4436  4652 0.84 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6  10  11     5e-07   0.00054   14.6  11.8  4347  4538  4759  4950  4752  4958 0.81 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718184.1         -           5235 27at5820             -           4874    3e-100  334.1 422.6  11  11   6.1e-11   6.6e-08   27.6   3.7  4569  4812  4909  5139  4906  5145 0.83 | transcript=PVPAM_030018400_t1 | gene=PVPAM_030018400 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000003:561299-579109(-) | protein_length=5235 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/27at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:54 2026
# [ok]
