#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722911.1         -            974 4147at5820           -            788         0 1162.7  12.3   1   2  4.6e-228  5.9e-226  750.8   0.0     1   456     1   563     1   584 0.89 | transcript=PVPAM_130041300_t1 | gene=PVPAM_130041300 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000013:1607004-1609928(-) | protein_length=974 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723091.1         -            132 4147at5820           -            788       1.4    5.5  21.1   1   1     0.011       1.5    5.4  21.1   521   615    14    87     1   113 0.30 | transcript=PVPAM_130059700_t1 | gene=PVPAM_130059700 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2418230-2418763(-) | protein_length=132 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722045.1         -            109 4147at5820           -            788       1.8    5.1   9.9   1   1     0.016       2.1    4.9   9.9   537   592     9    60     2    77 0.27 | transcript=PVPAM_120028300_t1 | gene=PVPAM_120028300 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000012:903037-903366(+) | protein_length=109 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722003.1         -            395 4147at5820           -            788       1.8    5.1  18.3   1   1     0.021       2.7    4.5  18.3   453   566    51   170    28   193 0.62 | transcript=PVPAM_120024200_t1 | gene=PVPAM_120024200 | organism=Plasmodium_vivax_PAM | gene_product=MSP7-like protein | transcript_product=MSP7-like protein | location=CASCJQ010000012:784385-785572(+) | protein_length=395 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721986.1         -            139 4147at5820           -            788       2.2    4.8  30.6   1   1     0.019       2.4    4.7  30.6   527   582    78   133    50   139 0.34 | transcript=PVPAM_120022500_t1 | gene=PVPAM_120022500 | organism=Plasmodium_vivax_PAM | gene_product=parasitophorous vacuolar protein 3, putative | transcript_product=parasitophorous vacuolar protein 3, putative | location=CASCJQ010000012:735464-735883(+) | protein_length=139 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720306.1         -            343 4147at5820           -            788       2.3    4.7  25.8   1   3       6.4   8.3e+02   -3.7   0.1   721   745    54    78    48    81 0.76 | transcript=PVPAM_090007000_t1 | gene=PVPAM_090007000 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000009:151890-153042(+) | protein_length=343 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720306.1         -            343 4147at5820           -            788       2.3    4.7  25.8   2   3   3.5e-05    0.0045   13.7  15.4   532   592   108   155    86   185 0.35 | transcript=PVPAM_090007000_t1 | gene=PVPAM_090007000 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000009:151890-153042(+) | protein_length=343 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720306.1         -            343 4147at5820           -            788       2.3    4.7  25.8   3   3       7.1   9.2e+02   -3.9   0.5   297   320   302   326   276   334 0.47 | transcript=PVPAM_090007000_t1 | gene=PVPAM_090007000 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000009:151890-153042(+) | protein_length=343 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723233.1         -            407 4147at5820           -            788       2.3    4.7  46.0   1   2      0.57        74   -0.2  17.5   497   681    18   199     6   222 0.63 | transcript=PVPAM_140015200_t1 | gene=PVPAM_140015200 | organism=Plasmodium_vivax_PAM | gene_product=RED-like protein, putative | transcript_product=RED-like protein, putative | location=CASCJQ010000014:486823-488046(-) | protein_length=407 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723233.1         -            407 4147at5820           -            788       2.3    4.7  46.0   2   2   0.00023      0.03   11.0  20.5   491   622   247   387   233   399 0.29 | transcript=PVPAM_140015200_t1 | gene=PVPAM_140015200 | organism=Plasmodium_vivax_PAM | gene_product=RED-like protein, putative | transcript_product=RED-like protein, putative | location=CASCJQ010000014:486823-488046(-) | protein_length=407 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719920.1         -            322 4147at5820           -            788       5.5    3.5  40.3   1   2   0.00034     0.044   10.4  27.9   522   635    10   126     2   128 0.43 | transcript=PVPAM_080014300_t1 | gene=PVPAM_080014300 | organism=Plasmodium_vivax_PAM | gene_product=transformer-2 protein homolog beta, putative | transcript_product=transformer-2 protein homolog beta, putative | location=CASCJQ010000008:471177-474279(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719920.1         -            322 4147at5820           -            788       5.5    3.5  40.3   2   2       1.1   1.4e+02   -1.2   4.4   582   627   261   309   220   320 0.41 | transcript=PVPAM_080014300_t1 | gene=PVPAM_080014300 | organism=Plasmodium_vivax_PAM | gene_product=transformer-2 protein homolog beta, putative | transcript_product=transformer-2 protein homolog beta, putative | location=CASCJQ010000008:471177-474279(+) | protein_length=322 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723726.1         -            304 4147at5820           -            788       5.6    3.5  25.3   1   2     0.062         8    3.0  24.4   503   622    42   162     8   256 0.49 | transcript=PVPAM_140065000_t1 | gene=PVPAM_140065000 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000014:2564993-2566570(-) | protein_length=304 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723726.1         -            304 4147at5820           -            788       5.6    3.5  25.3   2   2      0.85   1.1e+02   -0.8   0.6   234   304   192   263   170   280 0.56 | transcript=PVPAM_140065000_t1 | gene=PVPAM_140065000 | organism=Plasmodium_vivax_PAM | gene_product=unspecified product | transcript_product=unspecified product | location=CASCJQ010000014:2564993-2566570(-) | protein_length=304 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720857.1         -            463 4147at5820           -            788       7.2    3.1  30.5   1   2   0.00059     0.077    9.6  14.5   528   579    54    95    22   159 0.43 | transcript=PVPAM_100012500_t1 | gene=PVPAM_100012500 | organism=Plasmodium_vivax_PAM | gene_product=Hsc70-interacting protein, putative | transcript_product=Hsc70-interacting protein, putative | location=CASCJQ010000010:333754-335570(-) | protein_length=463 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720857.1         -            463 4147at5820           -            788       7.2    3.1  30.5   2   2       0.7        91   -0.5   8.0   468   524   227   283   199   301 0.38 | transcript=PVPAM_100012500_t1 | gene=PVPAM_100012500 | organism=Plasmodium_vivax_PAM | gene_product=Hsc70-interacting protein, putative | transcript_product=Hsc70-interacting protein, putative | location=CASCJQ010000010:333754-335570(-) | protein_length=463 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722520.1         -            369 4147at5820           -            788       7.6    3.0  33.2   1   1     0.079        10    2.6  33.2   476   592   241   347   224   359 0.26 | transcript=PVPAM_120075900_t1 | gene=PVPAM_120075900 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000012:2974231-2975447(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718103.1         -            772 4147at5820           -            788       8.4    2.9  30.4   1   1       0.1        13    2.2  30.4   501   589   390   479   373   517 0.36 | transcript=PVPAM_030009900_t1 | gene=PVPAM_030009900 | organism=Plasmodium_vivax_PAM | gene_product=rhoptry neck protein 1 | transcript_product=rhoptry neck protein 1 | location=CASCJQ010000003:249275-252075(-) | protein_length=772 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4147at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4147at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4147at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:27 2026
# [ok]
