#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720179.1         -            494 6999at5820           -            339  8.5e-223  737.0   3.6   1   1  8.9e-225  1.1e-222  736.7   3.6     1   335   108   446   108   449 0.98 | transcript=PVPAM_080040100_t1 | gene=PVPAM_080040100 | organism=Plasmodium_vivax_PAM | gene_product=glycogen synthase kinase 3, putative | transcript_product=glycogen synthase kinase 3, putative | location=CASCJQ010000008:1564136-1566591(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 6999at5820           -            339   4.7e-13   47.4   2.2   3   3       3.6   4.3e+02   -1.8   0.0   271   297  1274  1300  1251  1303 0.84 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720278.1         -           1391 6999at5820           -            339     2e-12   45.3   1.1   1   2   2.1e-05    0.0026   15.4   0.1    83   149   151   216   124   229 0.86 | transcript=PVPAM_080050100_t1 | gene=PVPAM_080050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000008:1953288-1957463(-) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720278.1         -           1391 6999at5820           -            339     2e-12   45.3   1.1   2   2   2.5e-09     3e-07   28.3   0.1   152   298   699   862   685   875 0.74 | transcript=PVPAM_080050100_t1 | gene=PVPAM_080050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000008:1953288-1957463(-) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 6999at5820           -            339   1.5e-10   39.2   0.7   1   1   2.3e-12   2.7e-10   38.3   0.7    15   208  2937  3149  2926  3177 0.71 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 6999at5820           -            339   2.7e-10   38.3   0.8   1   1   4.4e-11   5.2e-09   34.1   0.8     6   170     4   161     2   186 0.81 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 6999at5820           -            339   8.9e-10   36.6   5.4   1   3   1.2e-05    0.0014   16.2   1.1   113   146   310   343   232   350 0.84 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 6999at5820           -            339   8.9e-10   36.6   5.4   2   3    0.0012      0.15    9.6   0.0   179   218   425   463   394   474 0.84 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 6999at5820           -            339   8.9e-10   36.6   5.4   3   3   0.00051     0.061   10.8   0.0   266   298   479   511   467   514 0.89 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718584.1         -           2117 6999at5820           -            339   1.1e-09   36.4   2.1   1   2      0.22        26    2.2   0.0     2    32  1598  1628  1597  1636 0.82 | transcript=PVPAM_040032900_t1 | gene=PVPAM_040032900 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000004:1143558-1149911(+) | protein_length=2117 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718584.1         -           2117 6999at5820           -            339   1.1e-09   36.4   2.1   2   2   9.6e-11   1.1e-08   33.0   0.8    83   225  1764  1903  1714  1913 0.74 | transcript=PVPAM_040032900_t1 | gene=PVPAM_040032900 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000004:1143558-1149911(+) | protein_length=2117 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720502.1         -            561 6999at5820           -            339     2e-09   35.5   6.2   1   2   2.7e-09   3.2e-07   28.2   2.8    16   164    40   187    23   192 0.66 | transcript=PVPAM_090026700_t1 | gene=PVPAM_090026700 | organism=Plasmodium_vivax_PAM | gene_product=3-phosphoinositide-dependent protein kinase 1, putative | transcript_product=3-phosphoinositide-dependent protein kinase 1, putative | location=CASCJQ010000009:990615-992300(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720502.1         -            561 6999at5820           -            339     2e-09   35.5   6.2   2   2    0.0058      0.69    7.4   0.0   192   217   364   389   330   399 0.76 | transcript=PVPAM_090026700_t1 | gene=PVPAM_090026700 | organism=Plasmodium_vivax_PAM | gene_product=3-phosphoinositide-dependent protein kinase 1, putative | transcript_product=3-phosphoinositide-dependent protein kinase 1, putative | location=CASCJQ010000009:990615-992300(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 6999at5820           -            339   2.5e-09   35.1   0.8   1   1   2.8e-10   3.3e-08   31.4   0.8   121   208   872   958   756   966 0.90 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721351.1         -           2597 6999at5820           -            339   9.3e-08   30.0   0.0   1   1   2.3e-09   2.8e-07   28.4   0.0   120   162  2319  2361  2269  2378 0.86 | transcript=PVPAM_110025400_t1 | gene=PVPAM_110025400 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase, putative | location=CASCJQ010000011:864280-872073(-) | protein_length=2597 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 6999at5820           -            339   9.6e-07   26.6   0.0   1   2   1.8e-07   2.1e-05   22.2   0.0    10   210   400   635   393   640 0.67 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 6999at5820           -            339   9.6e-07   26.6   0.0   2   2       0.4        48    1.3   0.0   268   299   865   896   851   897 0.91 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721866.1         -           1683 6999at5820           -            339   9.7e-07   26.6   0.0   1   1   1.4e-08   1.7e-06   25.8   0.0   114   226  1509  1620  1474  1632 0.78 | transcript=PVPAM_120010000_t1 | gene=PVPAM_120010000 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000012:196742-201793(-) | protein_length=1683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 6999at5820           -            339   5.4e-06   24.2   0.3   1   2   3.1e-05    0.0037   14.8   0.2    85   161  3091  3162  3077  3174 0.69 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 6999at5820           -            339   5.4e-06   24.2   0.3   2   2    0.0078      0.94    6.9   0.0   174   207  3219  3251  3209  3256 0.89 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721579.1         -            354 6999at5820           -            339   5.8e-06   24.1   0.0   1   1   9.3e-08   1.1e-05   23.1   0.0   115   216   132   242    24   256 0.62 | transcript=PVPAM_110048400_t1 | gene=PVPAM_110048400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK1, putative | transcript_product=serine/threonine protein kinase ARK1, putative | location=CASCJQ010000011:1807072-1808609(-) | protein_length=354 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 6999at5820           -            339     1e-05   23.2   4.1   1   2   1.1e-06   0.00014   19.6   0.7    51   215    71   221    61   229 0.66 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 6999at5820           -            339     1e-05   23.2   4.1   2   2      0.02       2.4    5.6   0.1   236   290   223   273   214   282 0.83 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722473.1         -           2429 6999at5820           -            339   2.3e-05   22.1   2.4   1   1   1.4e-06   0.00016   19.3   2.4    88   214   196   341   115   375 0.67 | transcript=PVPAM_120071000_t1 | gene=PVPAM_120071000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2710608-2718677(-) | protein_length=2429 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 6999at5820           -            339   0.00011   19.9   0.0   1   2   2.3e-05    0.0027   15.3   0.0   119   161   913   955   903   962 0.91 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 6999at5820           -            339   0.00011   19.9   0.0   2   2      0.28        33    1.8   0.0   175   212  1060  1096  1050  1103 0.83 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 6999at5820           -            339   0.00027   18.6   5.7   1   2   6.3e-05    0.0076   13.8   2.6    99   151   356   404   293   426 0.73 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 6999at5820           -            339   0.00027   18.6   5.7   2   2     0.024       2.8    5.4   0.1   166   210   525   568   501   578 0.84 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 6999at5820           -            339    0.0022   15.6   0.0   1   1   3.6e-05    0.0044   14.6   0.0   107   205   169   267   157   288 0.78 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 6999at5820           -            339    0.0026   15.3   3.9   1   2   5.9e-05    0.0071   13.9   3.6     7   151  1112  1253  1108  1272 0.75 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 6999at5820           -            339    0.0026   15.3   3.9   2   2       4.6   5.4e+02   -2.1   0.0   167   210  1524  1566  1513  1580 0.74 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6999at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6999at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6999at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:45:31 2026
# [ok]
