#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722948.1         -            877 3396at5820           -            652         0 1269.6  89.1   1   5   3.1e-12   5.9e-10   36.7  14.2     2    53    14    79    13    83 0.71 | transcript=PVPAM_130045000_t1 | gene=PVPAM_130045000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DBP4, putative | transcript_product=ATP-dependent RNA helicase DBP4, putative | location=CASCJQ010000013:1736949-1739744(+) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719169.1         -            623 3396at5820           -            652   1.9e-15   54.8   3.4   2   2   1.4e-12   2.6e-10   37.9   0.9   143   427   252   534   245   552 0.74 | transcript=PVPAM_060017600_t1 | gene=PVPAM_060017600 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase ROK1, putative | transcript_product=ATP-dependent RNA helicase ROK1, putative | location=CASCJQ010000006:520317-522188(-) | protein_length=623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 3396at5820           -            652   9.2e-10   36.1  10.2   1   3    0.0031      0.59    7.0   0.1    29   130   104   205    83   216 0.82 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 3396at5820           -            652   9.2e-10   36.1  10.2   2   3      0.28        52    0.5   0.1   185   238   499   552   460   563 0.74 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 3396at5820           -            652   9.2e-10   36.1  10.2   3   3   1.1e-10   2.1e-08   31.6   2.3   315   411   886   978   877   982 0.90 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721094.1         -            522 3396at5820           -            652   4.3e-08   30.6  23.0   1   1   6.2e-10   1.2e-07   29.1  23.0   110   453   139   490    89   501 0.68 | transcript=PVPAM_100036200_t1 | gene=PVPAM_100036200 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX27, putative | transcript_product=ATP-dependent RNA helicase DDX27, putative | location=CASCJQ010000010:1343851-1345783(-) | protein_length=522 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719627.1         -            735 3396at5820           -            652   7.8e-06   23.1   1.8   1   2      0.85   1.6e+02   -1.1   0.2   415   448   134   167    95   219 0.67 | transcript=PVPAM_070024100_t1 | gene=PVPAM_070024100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=CASCJQ010000007:855859-858066(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719627.1         -            735 3396at5820           -            652   7.8e-06   23.1   1.8   2   2   4.1e-08   7.8e-06   23.1   1.8   332   452   393   512   343   529 0.69 | transcript=PVPAM_070024100_t1 | gene=PVPAM_070024100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=CASCJQ010000007:855859-858066(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723300.1         -            790 3396at5820           -            652   9.3e-06   22.8   6.9   1   3    0.0012      0.22    8.4   0.4    54   133    97   175    82   183 0.77 | transcript=PVPAM_140021900_t1 | gene=PVPAM_140021900 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=CASCJQ010000014:749601-751973(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723300.1         -            790 3396at5820           -            652   9.3e-06   22.8   6.9   2   3       4.7   8.9e+02   -3.5   0.3   116   162   405   446   357   457 0.52 | transcript=PVPAM_140021900_t1 | gene=PVPAM_140021900 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=CASCJQ010000014:749601-751973(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723300.1         -            790 3396at5820           -            652   9.3e-06   22.8   6.9   3   3   1.6e-06    0.0003   17.9   0.0   377   436   669   726   637   751 0.79 | transcript=PVPAM_140021900_t1 | gene=PVPAM_140021900 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=CASCJQ010000014:749601-751973(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 3396at5820           -            652   1.8e-05   21.9   7.9   1   2      0.01       1.9    5.3   0.0   189   226   895   932   889   942 0.90 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 3396at5820           -            652   1.8e-05   21.9   7.9   2   2   1.3e-05    0.0025   14.8   6.7   302   418  1124  1252  1115  1270 0.71 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3396at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3396at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3396at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:42 2026
# [ok]
