#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721028.1         -            637 4216at5820           -            524         0 1011.6  72.3   1   3     0.012       2.3    5.3   0.4     1    19    25    43    25    48 0.82 | transcript=PVPAM_100029600_t1 | gene=PVPAM_100029600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000010:1060740-1064255(-) | protein_length=637 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 4216at5820           -            524   1.2e-09   35.9   4.0   1   1   6.3e-12   1.2e-09   35.9   4.0   303   437   293   431   279   454 0.83 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721426.1         -            533 4216at5820           -            524   1.3e-09   35.8  26.0   1   3      0.25        48    0.9   1.4   118   190    77   148    65   166 0.81 | transcript=PVPAM_110033200_t1 | gene=PVPAM_110033200 | organism=Plasmodium_vivax_PAM | gene_product=cleavage stimulation factor subunit 1, putative | transcript_product=cleavage stimulation factor subunit 1, putative | location=CASCJQ010000011:1203603-1205204(-) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721426.1         -            533 4216at5820           -            524   1.3e-09   35.8  26.0   2   3   9.1e-10   1.7e-07   28.8   2.7   295   372   186   267   173   292 0.82 | transcript=PVPAM_110033200_t1 | gene=PVPAM_110033200 | organism=Plasmodium_vivax_PAM | gene_product=cleavage stimulation factor subunit 1, putative | transcript_product=cleavage stimulation factor subunit 1, putative | location=CASCJQ010000011:1203603-1205204(-) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721426.1         -            533 4216at5820           -            524   1.3e-09   35.8  26.0   3   3   2.7e-06   0.00051   17.3   7.1   337   483   295   455   276   490 0.71 | transcript=PVPAM_110033200_t1 | gene=PVPAM_110033200 | organism=Plasmodium_vivax_PAM | gene_product=cleavage stimulation factor subunit 1, putative | transcript_product=cleavage stimulation factor subunit 1, putative | location=CASCJQ010000011:1203603-1205204(-) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721838.1         -            466 4216at5820           -            524   8.4e-09   33.1   2.1   1   1     1e-10     2e-08   31.9   2.1   246   409    66   232    20   259 0.72 | transcript=PVPAM_120007200_t1 | gene=PVPAM_120007200 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 15, putative | transcript_product=U3 small nucleolar RNA-associated protein 15, putative | location=CASCJQ010000012:93955-96793(-) | protein_length=466 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 4216at5820           -            524   8.4e-09   33.1  17.6   1   3   1.7e-06   0.00032   18.0   2.6   417   494    61   141    47   155 0.86 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 4216at5820           -            524   8.4e-09   33.1  17.6   2   3    0.0002     0.038   11.2   0.2   433   486   280   335   257   350 0.80 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 4216at5820           -            524   8.4e-09   33.1  17.6   3   3   0.00014     0.026   11.7   2.3   302   374   424   495   406   514 0.72 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723646.1         -            763 4216at5820           -            524   2.7e-07   28.1   2.2   1   3   1.4e-09   2.7e-07   28.1   2.2   287   412     3   140     1   157 0.80 | transcript=PVPAM_140057000_t1 | gene=PVPAM_140057000 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=CASCJQ010000014:2238026-2240317(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723646.1         -            763 4216at5820           -            524   2.7e-07   28.1   2.2   2   3      0.14        27    1.8   0.2   269   323   197   261   191   270 0.76 | transcript=PVPAM_140057000_t1 | gene=PVPAM_140057000 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=CASCJQ010000014:2238026-2240317(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723646.1         -            763 4216at5820           -            524   2.7e-07   28.1   2.2   3   3       1.9   3.7e+02   -2.0   0.0   232   280   269   316   263   333 0.77 | transcript=PVPAM_140057000_t1 | gene=PVPAM_140057000 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=CASCJQ010000014:2238026-2240317(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4216at5820           -            524   5.8e-07   27.0  13.3   1   5      0.55     1e+02   -0.2   0.0   348   372   173   197   122   234 0.65 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4216at5820           -            524   5.8e-07   27.0  13.3   2   5   4.8e-07   9.1e-05   19.8   0.0   266   332   421   487   393   494 0.76 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4216at5820           -            524   5.8e-07   27.0  13.3   3   5   0.00099      0.19    8.9   0.6   400   452   546   604   528   609 0.73 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4216at5820           -            524   5.8e-07   27.0  13.3   4   5     0.045       8.6    3.4   0.1   299   334   619   655   609   661 0.85 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4216at5820           -            524   5.8e-07   27.0  13.3   5   5       5.3     1e+03   -3.4   0.4   424   454   732   762   726   767 0.86 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 4216at5820           -            524     9e-07   26.4   0.4   1   2       1.3   2.5e+02   -1.4   0.0   343   373   278   308   272   321 0.78 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 4216at5820           -            524     9e-07   26.4   0.4   2   2   1.2e-08   2.3e-06   25.1   0.1   251   334   324   410   318   435 0.80 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721552.1         -            361 4216at5820           -            524   1.3e-05   22.6   0.6   1   1     1e-07     2e-05   22.0   0.6   248   351   186   291   167   312 0.83 | transcript=PVPAM_110045700_t1 | gene=PVPAM_110045700 | organism=Plasmodium_vivax_PAM | gene_product=diphthine methyltransferase, putative | transcript_product=diphthine methyltransferase, putative | location=CASCJQ010000011:1691106-1693660(+) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721210.1         -            382 4216at5820           -            524   0.00023   18.5   2.4   1   2   1.2e-06   0.00023   18.5   2.4   376   466    20   111    15   136 0.79 | transcript=PVPAM_110011200_t1 | gene=PVPAM_110011200 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000011:230207-231355(-) | protein_length=382 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721210.1         -            382 4216at5820           -            524   0.00023   18.5   2.4   2   2     0.062        12    2.9   1.3   337   410   286   362   230   367 0.74 | transcript=PVPAM_110011200_t1 | gene=PVPAM_110011200 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000011:230207-231355(-) | protein_length=382 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721889.1         -            363 4216at5820           -            524   0.00025   18.3   1.0   1   3   0.00041     0.078   10.1   0.1   330   411    58   144    29   172 0.63 | transcript=PVPAM_120012300_t1 | gene=PVPAM_120012300 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 92, putative | transcript_product=WD repeat-containing protein 92, putative | location=CASCJQ010000012:302613-304872(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721889.1         -            363 4216at5820           -            524   0.00025   18.3   1.0   2   3       2.4   4.5e+02   -2.3   0.1   311   367   188   246   182   250 0.51 | transcript=PVPAM_120012300_t1 | gene=PVPAM_120012300 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 92, putative | transcript_product=WD repeat-containing protein 92, putative | location=CASCJQ010000012:302613-304872(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721889.1         -            363 4216at5820           -            524   0.00025   18.3   1.0   3   3     0.006       1.1    6.3   0.0   333   370   322   360   313   362 0.82 | transcript=PVPAM_120012300_t1 | gene=PVPAM_120012300 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 92, putative | transcript_product=WD repeat-containing protein 92, putative | location=CASCJQ010000012:302613-304872(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 4216at5820           -            524   0.00057   17.2   3.7   1   3       1.7   3.3e+02   -1.8   0.0   386   409   116   139    71   144 0.73 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 4216at5820           -            524   0.00057   17.2   3.7   2   3    0.0003     0.058   10.6   0.6   287   333   210   256   199   274 0.84 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 4216at5820           -            524   0.00057   17.2   3.7   3   3    0.0062       1.2    6.2   0.0   458   516   328   385   316   410 0.53 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722063.1         -           1981 4216at5820           -            524    0.0077   13.5   0.0   1   2       0.9   1.7e+02   -0.9   0.0   249   284   135   170   128   182 0.86 | transcript=PVPAM_120030100_t1 | gene=PVPAM_120030100 | organism=Plasmodium_vivax_PAM | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=CASCJQ010000012:971280-977761(+) | protein_length=1981 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722063.1         -           1981 4216at5820           -            524    0.0077   13.5   0.0   2   2     4e-05    0.0077   13.5   0.0   288   373  1711  1796  1704  1835 0.79 | transcript=PVPAM_120030100_t1 | gene=PVPAM_120030100 | organism=Plasmodium_vivax_PAM | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=CASCJQ010000012:971280-977761(+) | protein_length=1981 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723644.1         -            445 4216at5820           -            524     0.014   12.6   6.3   1   2   3.8e-05    0.0072   13.5   1.0   267   383    88   216    59   229 0.70 | transcript=PVPAM_140056800_t1 | gene=PVPAM_140056800 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000014:2233103-2234440(-) | protein_length=445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723644.1         -            445 4216at5820           -            524     0.014   12.6   6.3   2   2      0.79   1.5e+02   -0.7   0.3   417   449   309   343   300   358 0.58 | transcript=PVPAM_140056800_t1 | gene=PVPAM_140056800 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000014:2233103-2234440(-) | protein_length=445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718448.1         -            206 4216at5820           -            524       7.3    3.6  11.0   1   2      0.01         2    5.5   4.9   162   243     3    89     1   102 0.68 | transcript=PVPAM_040019400_t1 | gene=PVPAM_040019400 | organism=Plasmodium_vivax_PAM | gene_product=Alba domain-containing protein, putative | transcript_product=Alba domain-containing protein, putative | location=CASCJQ010000004:617889-618699(+) | protein_length=206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718448.1         -            206 4216at5820           -            524       7.3    3.6  11.0   2   2      0.13        24    1.9   0.3    36    78   117   162   106   185 0.79 | transcript=PVPAM_040019400_t1 | gene=PVPAM_040019400 | organism=Plasmodium_vivax_PAM | gene_product=Alba domain-containing protein, putative | transcript_product=Alba domain-containing protein, putative | location=CASCJQ010000004:617889-618699(+) | protein_length=206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4216at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4216at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4216at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:48 2026
# [ok]
