#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720430.1         -            708 5085at5820           -            546         0 1099.8  55.5   1   3   3.5e-28   6.7e-26   89.5  14.5     4    87    44   137    41   146 0.90 | transcript=PVPAM_090019500_t1 | gene=PVPAM_090019500 | organism=Plasmodium_vivax_PAM | gene_product=cyclin-dependent-like kinase CLK3, putative | transcript_product=cyclin-dependent-like kinase CLK3, putative | location=CASCJQ010000009:701953-705776(+) | protein_length=708 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718584.1         -           2117 5085at5820           -            546   4.3e-11   40.6   0.6   1   2   1.3e-10   2.4e-08   31.6   0.3   286   417  1765  1896  1716  1906 0.75 | transcript=PVPAM_040032900_t1 | gene=PVPAM_040032900 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000004:1143558-1149911(+) | protein_length=2117 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718584.1         -           2117 5085at5820           -            546   4.3e-11   40.6   0.6   2   2    0.0033      0.62    7.1   0.0   490   535  1905  1950  1897  1958 0.91 | transcript=PVPAM_040032900_t1 | gene=PVPAM_040032900 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000004:1143558-1149911(+) | protein_length=2117 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720875.1         -            288 5085at5820           -            546   1.3e-10   39.1   0.8   1   1     9e-13   1.7e-10   38.7   0.8   216   415    16   214    10   225 0.79 | transcript=PVPAM_100014300_t1 | gene=PVPAM_100014300 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 2, putative | transcript_product=NIMA related kinase 2, putative | location=CASCJQ010000010:406454-408600(-) | protein_length=288 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719798.1         -            341 5085at5820           -            546     6e-10   36.9   0.0   1   1   4.5e-12   8.6e-10   36.3   0.0   218   409    39   225    29   243 0.84 | transcript=PVPAM_070041200_t1 | gene=PVPAM_070041200 | organism=Plasmodium_vivax_PAM | gene_product=cAMP-dependent protein kinase catalytic subunit, putative | transcript_product=cAMP-dependent protein kinase catalytic subunit, putative | location=CASCJQ010000007:1475268-1476949(+) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 5085at5820           -            546   1.8e-09   35.3   0.0   1   3   8.8e-06    0.0017   15.6   0.0   310   387   186   267   144   273 0.84 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 5085at5820           -            546   1.8e-09   35.3   0.0   2   3   0.00011     0.021   12.0   0.0   388   432   478   522   474   561 0.82 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 5085at5820           -            546   1.8e-09   35.3   0.0   3   3     0.033       6.3    3.8   0.0   503   535   561   594   547   601 0.87 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721579.1         -            354 5085at5820           -            546   1.7e-08   32.0   2.2   1   2   6.1e-09   1.2e-06   26.0   0.1   217   414    37   241    30   257 0.72 | transcript=PVPAM_110048400_t1 | gene=PVPAM_110048400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK1, putative | transcript_product=serine/threonine protein kinase ARK1, putative | location=CASCJQ010000011:1807072-1808609(-) | protein_length=354 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721579.1         -            354 5085at5820           -            546   1.7e-08   32.0   2.2   2   2    0.0066       1.3    6.1   0.3   489   534   260   307   246   313 0.77 | transcript=PVPAM_110048400_t1 | gene=PVPAM_110048400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK1, putative | transcript_product=serine/threonine protein kinase ARK1, putative | location=CASCJQ010000011:1807072-1808609(-) | protein_length=354 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717807.1         -            721 5085at5820           -            546   2.1e-05   21.9   5.1   1   2      0.11        21    2.0   0.1    35    99    74   138    43   143 0.73 | transcript=PVPAM_010032100_t1 | gene=PVPAM_010032100 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000001:1221835-1224854(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717807.1         -            721 5085at5820           -            546   2.1e-05   21.9   5.1   2   2   1.9e-07   3.6e-05   21.1   1.2   204   414   450   657   444   675 0.78 | transcript=PVPAM_010032100_t1 | gene=PVPAM_010032100 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000001:1221835-1224854(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 5085at5820           -            546     0.006   13.7   5.1   1   3     0.012       2.3    5.2   0.9   319   350   371   402   281   408 0.84 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 5085at5820           -            546     0.006   13.7   5.1   2   3    0.0024      0.46    7.5   0.1   378   414   537   573   524   604 0.79 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 5085at5820           -            546     0.006   13.7   5.1   3   3      0.35        67    0.4   0.0   509   535   610   637   606   643 0.83 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 5085at5820           -            546      0.03   11.5   0.7   1   1   0.00028     0.054   10.6   0.7   257   383  2979  3111  2925  3122 0.58 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 5085at5820           -            546      0.79    6.7  11.3   1   2    0.0001      0.02   12.1   0.7   315   363  3120  3163  3066  3180 0.67 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 5085at5820           -            546      0.79    6.7  11.3   2   2     0.098        19    2.2   0.0   376   408  3221  3253  3206  3257 0.88 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5085at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5085at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5085at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:15 2026
# [ok]
