#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718179.1         -            529 5036at5820           -            465         0 1045.8  21.8   1   1         0         0 1045.0  21.8     1   465    47   529    47   529 0.99 | transcript=PVPAM_030017900_t1 | gene=PVPAM_030017900 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=CASCJQ010000003:539734-541488(+) | protein_length=529 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 5036at5820           -            465   2.4e-12   44.6   2.0   2   2       4.1   4.4e+02   -2.4   0.0   187   209  1532  1557  1523  1562 0.83 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 5036at5820           -            465   3.2e-12   44.2   0.6   1   3    0.0067      0.72    6.8   1.1    25    89   652   715   641   720 0.84 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 5036at5820           -            465   3.2e-12   44.2   0.6   2   3     1e-10   1.1e-08   32.6   0.0   126   222   909  1019   875  1032 0.80 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 5036at5820           -            465   3.2e-12   44.2   0.6   3   3      0.97     1e+02   -0.3   0.0   240   269  1077  1106  1047  1113 0.83 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 5036at5820           -            465     4e-12   43.9   4.0   1   2   3.7e-14     4e-12   43.9   4.0    22   176    21   175    13   198 0.82 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 5036at5820           -            465     4e-12   43.9   4.0   2   2      0.19        21    2.0   0.9    87   106   227   247   194   267 0.70 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717666.1         -           1251 5036at5820           -            465   7.1e-12   43.1   8.8   1   1   1.6e-13   1.7e-11   41.8   8.8    21   176   729   881   714   889 0.90 | transcript=PVPAM_010017600_t1 | gene=PVPAM_010017600 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000001:601815-605570(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 5036at5820           -            465   9.3e-12   42.7   5.2   1   2   7.9e-10   8.5e-08   29.6   3.3    47   156   235   343   224   353 0.90 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 5036at5820           -            465   9.3e-12   42.7   5.2   2   2   0.00012     0.012   12.6   0.0   163   270   394   511   372   516 0.75 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719231.1         -            179 5036at5820           -            465   1.1e-11   42.5   9.3   1   2   7.9e-06   0.00085   16.4   0.5   403   460    39   101    33   106 0.75 | transcript=PVPAM_060023800_t1 | gene=PVPAM_060023800 | organism=Plasmodium_vivax_PAM | gene_product=centrin-3, putative | transcript_product=centrin-3, putative | location=CASCJQ010000006:804255-805655(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719231.1         -            179 5036at5820           -            465   1.1e-11   42.5   9.3   2   2   6.2e-12   6.7e-10   36.6   2.9   368   459    76   173    70   179 0.82 | transcript=PVPAM_060023800_t1 | gene=PVPAM_060023800 | organism=Plasmodium_vivax_PAM | gene_product=centrin-3, putative | transcript_product=centrin-3, putative | location=CASCJQ010000006:804255-805655(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720189.1         -           3007 5036at5820           -            465   1.5e-11   42.0   0.1   1   1   2.1e-13   2.3e-11   41.4   0.1    24   182   162   331   151   366 0.81 | transcript=PVPAM_080041100_t1 | gene=PVPAM_080041100 | organism=Plasmodium_vivax_PAM | gene_product=kinase-related protein PKRP, putative | transcript_product=kinase-related protein PKRP, putative | location=CASCJQ010000008:1593615-1602811(-) | protein_length=3007 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717807.1         -            721 5036at5820           -            465   2.8e-11   41.1   0.9   1   1   3.9e-13   4.2e-11   40.5   0.9    17   208   450   642   441   651 0.82 | transcript=PVPAM_010032100_t1 | gene=PVPAM_010032100 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000001:1221835-1224854(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 5036at5820           -            465   4.6e-11   40.4   0.0   1   2   1.7e-12   1.8e-10   38.5   0.0    16   180    68   228    56   253 0.80 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 5036at5820           -            465   4.6e-11   40.4   0.0   2   2       2.4   2.6e+02   -1.6   0.0   239   273   309   343   285   349 0.77 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722432.1         -            889 5036at5820           -            465   6.9e-11   39.8   5.5   1   1   2.1e-12   2.3e-10   38.1   5.5    17   164   552   701   544   771 0.78 | transcript=PVPAM_120066900_t1 | gene=PVPAM_120066900 | organism=Plasmodium_vivax_PAM | gene_product=protein serine/threonine kinase-1, putative | transcript_product=protein serine/threonine kinase-1, putative | location=CASCJQ010000012:2528585-2531254(+) | protein_length=889 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721866.1         -           1683 5036at5820           -            465   2.3e-10   38.1   0.1   1   2       1.4   1.5e+02   -0.9   0.1     3    30   475   502   473   507 0.85 | transcript=PVPAM_120010000_t1 | gene=PVPAM_120010000 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000012:196742-201793(-) | protein_length=1683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721866.1         -           1683 5036at5820           -            465   2.3e-10   38.1   0.1   2   2     1e-11   1.1e-09   35.9   0.0   126   207  1510  1593  1496  1680 0.71 | transcript=PVPAM_120010000_t1 | gene=PVPAM_120010000 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000012:196742-201793(-) | protein_length=1683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 5036at5820           -            465   2.3e-09   34.8  14.8   1   4       6.7   7.2e+02   -3.1   1.2   150   195    35    79    24    92 0.68 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 5036at5820           -            465   2.3e-09   34.8  14.8   2   4     0.012       1.3    5.9   0.9    19    97   792   874   773   954 0.81 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 5036at5820           -            465   2.3e-09   34.8  14.8   3   4     4e-10   4.4e-08   30.6   0.2   122   201  1163  1252  1150  1270 0.74 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 5036at5820           -            465   2.3e-09   34.8  14.8   4   4    0.0071      0.76    6.7   0.0   237   270  1336  1369  1323  1376 0.89 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720179.1         -            494 5036at5820           -            465   4.6e-09   33.8   0.9   1   1   9.5e-11     1e-08   32.7   0.9    22   206   116   306   103   316 0.72 | transcript=PVPAM_080040100_t1 | gene=PVPAM_080040100 | organism=Plasmodium_vivax_PAM | gene_product=glycogen synthase kinase 3, putative | transcript_product=glycogen synthase kinase 3, putative | location=CASCJQ010000008:1564136-1566591(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 5036at5820           -            465   6.4e-09   33.3   0.8   1   2         7   7.6e+02   -3.2   0.0    48    92    68   115    62   122 0.64 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 5036at5820           -            465   6.4e-09   33.3   0.8   2   2   9.8e-11   1.1e-08   32.6   0.1   119   181  3110  3169  3083  3215 0.79 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 5036at5820           -            465   9.4e-09   32.8   0.3   1   1   1.5e-10   1.6e-08   32.0   0.3    36   201   777   939   751   949 0.86 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 5036at5820           -            465   3.3e-08   31.0   3.1   1   2   3.5e-09   3.7e-07   27.5   1.0    83   161   919   997   914  1010 0.87 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 5036at5820           -            465   3.3e-08   31.0   3.1   2   2      0.13        14    2.5   0.0   166   209  1085  1132  1076  1147 0.80 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722421.1         -            168 5036at5820           -            465   4.7e-07   27.2   2.2   1   1   7.1e-08   7.7e-06   23.2   2.2   317   461    24   164    21   167 0.69 | transcript=PVPAM_120065700_t1 | gene=PVPAM_120065700 | organism=Plasmodium_vivax_PAM | gene_product=centrin-2, putative | transcript_product=centrin-2, putative | location=CASCJQ010000012:2470167-2470928(+) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 5036at5820           -            465   4.3e-06   24.0   0.6   1   1   8.4e-08   9.1e-06   22.9   0.6    30   221  2938  3128  2926  3145 0.72 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722369.1         -            177 5036at5820           -            465   7.3e-06   23.3   6.8   1   1   1.5e-06   0.00016   18.8   6.8   319   461    27   166     9   169 0.74 | transcript=PVPAM_120060500_t1 | gene=PVPAM_120060500 | organism=Plasmodium_vivax_PAM | gene_product=calcineurin subunit B, putative | transcript_product=calcineurin subunit B, putative | location=CASCJQ010000012:2253591-2255022(+) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 5036at5820           -            465   2.1e-05   21.7   0.0   1   2   0.00014     0.015   12.3   0.0   128   158   535   565   521   589 0.80 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 5036at5820           -            465   2.1e-05   21.7   0.0   2   2    0.0065       0.7    6.8   0.0   241   269   866   894   862   896 0.93 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 5036at5820           -            465    0.0029   14.7  10.0   1   3    0.0025      0.26    8.2   0.9    22    95    32    98    23   115 0.74 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 5036at5820           -            465    0.0029   14.7  10.0   2   3    0.0018      0.19    8.7   0.1   118   158   229   270   205   276 0.78 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 5036at5820           -            465    0.0029   14.7  10.0   3   3      0.16        17    2.2   0.1   165   202   579   616   564   633 0.86 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720087.1         -            327 5036at5820           -            465    0.0033   14.5   0.5   1   1     5e-05    0.0054   13.8   0.5    85   167    81   164    59   178 0.89 | transcript=PVPAM_080030900_t1 | gene=PVPAM_080030900 | organism=Plasmodium_vivax_PAM | gene_product=pseudo protein kinase 1, putative | transcript_product=pseudo protein kinase 1, putative | location=CASCJQ010000008:1179205-1180522(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5036at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5036at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5036at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:09 2026
# [ok]
