#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721476.1         -            806 3864at5820           -            585         0 1276.2  25.5   1   2    1e-188  1.6e-186  619.8   9.4     1   277     1   278     1   283 0.98 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723318.1         -            368 3864at5820           -            585   2.4e-09   34.7   7.2   1   3       1.2   1.9e+02   -1.3   0.0    11    57    99   145    95   158 0.76 | transcript=PVPAM_140023700_t1 | gene=PVPAM_140023700 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase PK9, putative | transcript_product=serine/threonine protein kinase PK9, putative | location=CASCJQ010000014:822225-823331(+) | protein_length=368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723318.1         -            368 3864at5820           -            585   2.4e-09   34.7   7.2   2   3   2.4e-11   3.7e-09   34.1   2.4   143   265   165   279   149   318 0.84 | transcript=PVPAM_140023700_t1 | gene=PVPAM_140023700 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase PK9, putative | transcript_product=serine/threonine protein kinase PK9, putative | location=CASCJQ010000014:822225-823331(+) | protein_length=368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723318.1         -            368 3864at5820           -            585   2.4e-09   34.7   7.2   3   3      0.13        21    1.9   0.0   371   397   336   362   323   366 0.86 | transcript=PVPAM_140023700_t1 | gene=PVPAM_140023700 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase PK9, putative | transcript_product=serine/threonine protein kinase PK9, putative | location=CASCJQ010000014:822225-823331(+) | protein_length=368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722902.1         -            284 3864at5820           -            585   4.2e-09   33.9   7.8   1   3   1.1e-07   1.7e-05   22.0   5.4   136   245    74   176    36   204 0.77 | transcript=PVPAM_130040400_t1 | gene=PVPAM_130040400 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=CASCJQ010000013:1566035-1568262(-) | protein_length=284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722902.1         -            284 3864at5820           -            585   4.2e-09   33.9   7.8   2   3      0.88   1.4e+02   -0.8   0.0   282   321   197   236   187   250 0.82 | transcript=PVPAM_130040400_t1 | gene=PVPAM_130040400 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=CASCJQ010000013:1566035-1568262(-) | protein_length=284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722902.1         -            284 3864at5820           -            585   4.2e-09   33.9   7.8   3   3   0.00015     0.023   11.7   0.0   369   396   252   279   212   283 0.87 | transcript=PVPAM_130040400_t1 | gene=PVPAM_130040400 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=CASCJQ010000013:1566035-1568262(-) | protein_length=284 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720514.1         -           1958 3864at5820           -            585   1.4e-08   32.2   2.4   1   3      0.78   1.2e+02   -0.6   0.0    14    38  1498  1522  1493  1533 0.84 | transcript=PVPAM_090027900_t1 | gene=PVPAM_090027900 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 7, putative | transcript_product=calcium-dependent protein kinase 7, putative | location=CASCJQ010000009:1066933-1072968(+) | protein_length=1958 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720514.1         -           1958 3864at5820           -            585   1.4e-08   32.2   2.4   2   3   1.3e-08     2e-06   25.1   0.1   188   242  1599  1653  1559  1683 0.78 | transcript=PVPAM_090027900_t1 | gene=PVPAM_090027900 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 7, putative | transcript_product=calcium-dependent protein kinase 7, putative | location=CASCJQ010000009:1066933-1072968(+) | protein_length=1958 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720514.1         -           1958 3864at5820           -            585   1.4e-08   32.2   2.4   3   3     0.018       2.8    4.8   0.1   366   397  1730  1761  1704  1770 0.87 | transcript=PVPAM_090027900_t1 | gene=PVPAM_090027900 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 7, putative | transcript_product=calcium-dependent protein kinase 7, putative | location=CASCJQ010000009:1066933-1072968(+) | protein_length=1958 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 3864at5820           -            585     4e-08   30.7   0.6   1   2   5.8e-10   8.9e-08   29.5   0.3   139   240  1168  1264  1123  1272 0.81 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 3864at5820           -            585     4e-08   30.7   0.6   2   2       5.1   7.8e+02   -3.3   0.0   370   397  1604  1632  1603  1633 0.85 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 3864at5820           -            585   5.5e-08   30.2   0.3   1   2     0.038       5.8    3.7   0.0    20    42     9    31     3    54 0.80 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 3864at5820           -            585   5.5e-08   30.2   0.3   2   2     2e-08   3.1e-06   24.4   0.0   188   245   101   158    95   166 0.90 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721579.1         -            354 3864at5820           -            585   1.7e-07   28.5   0.0   1   1   1.9e-09   2.9e-07   27.8   0.0   157   311   103   245    83   293 0.81 | transcript=PVPAM_110048400_t1 | gene=PVPAM_110048400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK1, putative | transcript_product=serine/threonine protein kinase ARK1, putative | location=CASCJQ010000011:1807072-1808609(-) | protein_length=354 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 3864at5820           -            585   1.8e-06   25.2   0.0   1   2   5.1e-05    0.0078   13.2   0.0   192   251   532   590   520   623 0.78 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 3864at5820           -            585   1.8e-06   25.2   0.0   2   2    0.0006     0.092    9.6   0.0   371   398   869   896   862   897 0.92 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 3864at5820           -            585   3.9e-06   24.1   0.3   1   2     0.068        10    2.9   0.0    73   115    70   112    66   125 0.84 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 3864at5820           -            585   3.9e-06   24.1   0.3   2   2   1.2e-06   0.00018   18.6   0.1   188   240  3113  3162  3084  3168 0.84 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 3864at5820           -            585   5.8e-06   23.5   0.4   1   3       2.6     4e+02   -2.4   0.0    24    71    81   127    72   134 0.66 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 3864at5820           -            585   5.8e-06   23.5   0.4   2   3   1.6e-05    0.0025   14.8   0.0   187   252   172   233   159   277 0.72 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 3864at5820           -            585   5.8e-06   23.5   0.4   3   3     0.012       1.8    5.4   0.0   370   399   313   342   306   356 0.90 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 3864at5820           -            585   6.2e-06   23.4   0.5   1   1   6.5e-08     1e-05   22.7   0.5   170   313  3018  3163  2990  3178 0.72 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717807.1         -            721 3864at5820           -            585     1e-05   22.7   0.8   1   1   3.5e-07   5.5e-05   20.3   0.8   194   250   557   611   497   683 0.73 | transcript=PVPAM_010032100_t1 | gene=PVPAM_010032100 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000001:1221835-1224854(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 3864at5820           -            585   1.1e-05   22.6   0.4   1   2   3.8e-06   0.00058   16.9   0.1   142   233   269   353   257   371 0.81 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 3864at5820           -            585   1.1e-05   22.6   0.4   2   2     0.055       8.4    3.2   0.0   373   397   487   511   478   515 0.87 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 3864at5820           -            585   7.4e-05   19.9   7.9   1   3       2.2   3.4e+02   -2.1   0.0    35    59    58    82    50    97 0.85 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 3864at5820           -            585   7.4e-05   19.9   7.9   2   3   1.3e-06    0.0002   18.5   5.0   115   229   295   405   276   423 0.83 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 3864at5820           -            585   7.4e-05   19.9   7.9   3   3      0.31        48    0.7   0.0   367   397   606   637   579   644 0.76 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720189.1         -           3007 3864at5820           -            585    0.0038   14.2   0.0   1   2   7.8e-05     0.012   12.6   0.0   163   229   249   310   208   322 0.77 | transcript=PVPAM_080041100_t1 | gene=PVPAM_080041100 | organism=Plasmodium_vivax_PAM | gene_product=kinase-related protein PKRP, putative | transcript_product=kinase-related protein PKRP, putative | location=CASCJQ010000008:1593615-1602811(-) | protein_length=3007 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720189.1         -           3007 3864at5820           -            585    0.0038   14.2   0.0   2   2         2   3.1e+02   -2.0   0.0   366   397   413   444   402   449 0.87 | transcript=PVPAM_080041100_t1 | gene=PVPAM_080041100 | organism=Plasmodium_vivax_PAM | gene_product=kinase-related protein PKRP, putative | transcript_product=kinase-related protein PKRP, putative | location=CASCJQ010000008:1593615-1602811(-) | protein_length=3007 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3864at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3864at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3864at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:07 2026
# [ok]
