#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718426.1         -            536 6690at5820           -            454  9.2e-285  942.8  21.8   1   2   2.8e-16   5.1e-14   50.4   1.1     1    46     7    53     7    59 0.88 | transcript=PVPAM_040017200_t1 | gene=PVPAM_040017200 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX47, putative | transcript_product=ATP-dependent RNA helicase DDX47, putative | location=CASCJQ010000004:538028-539638(+) | protein_length=536 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717677.1         -           1051 6690at5820           -            454   3.2e-12   44.5  28.7   4   6   0.00015     0.027   11.7   0.2   166   211   434   482   421   503 0.76 | transcript=PVPAM_010018700_t1 | gene=PVPAM_010018700 | organism=Plasmodium_vivax_PAM | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=CASCJQ010000001:672335-675490(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717677.1         -           1051 6690at5820           -            454   3.2e-12   44.5  28.7   5   6   4.9e-11   9.1e-09   33.1  11.1   283   418   757   899   752   911 0.75 | transcript=PVPAM_010018700_t1 | gene=PVPAM_010018700 | organism=Plasmodium_vivax_PAM | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=CASCJQ010000001:672335-675490(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717677.1         -           1051 6690at5820           -            454   3.2e-12   44.5  28.7   6   6      0.64   1.2e+02   -0.3   0.9     6    76   892   965   887   970 0.68 | transcript=PVPAM_010018700_t1 | gene=PVPAM_010018700 | organism=Plasmodium_vivax_PAM | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=CASCJQ010000001:672335-675490(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722849.1         -           1267 6690at5820           -            454     1e-10   39.5   1.1   1   2   8.4e-06    0.0015   15.8   0.0    53   128    32   103    17   118 0.80 | transcript=PVPAM_130035100_t1 | gene=PVPAM_130035100 | organism=Plasmodium_vivax_PAM | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=CASCJQ010000013:1352248-1356051(-) | protein_length=1267 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722849.1         -           1267 6690at5820           -            454     1e-10   39.5   1.1   2   2   1.3e-07   2.4e-05   21.8   0.6   289   413   283   411   271   429 0.85 | transcript=PVPAM_130035100_t1 | gene=PVPAM_130035100 | organism=Plasmodium_vivax_PAM | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=CASCJQ010000013:1352248-1356051(-) | protein_length=1267 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 6690at5820           -            454   2.6e-08   31.6   0.1   1   3    0.0032      0.59    7.3   0.0    41    82   477   519   449   540 0.80 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 6690at5820           -            454   2.6e-08   31.6   0.1   2   3    0.0078       1.4    6.0   0.0   166   203   895   932   891   940 0.90 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 6690at5820           -            454   2.6e-08   31.6   0.1   3   3   4.1e-05    0.0076   13.5   0.2   335   388  1200  1254  1137  1261 0.84 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719627.1         -            735 6690at5820           -            454   2.5e-06   25.0   2.5   1   1   1.3e-08   2.5e-06   25.0   2.5   291   417   382   503   360   535 0.81 | transcript=PVPAM_070024100_t1 | gene=PVPAM_070024100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=CASCJQ010000007:855859-858066(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6690at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6690at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6690at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:44:12 2026
# [ok]
