#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7721976.1         -            563 4925at5820           -            472  1.2e-292  969.2  37.4   1   2     1e-18     1e-16   59.4   2.7     1    47    32    79    32    87 0.89 | transcript=PVPAM_120021400_t1 | gene=PVPAM_120021400 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 5, putative | transcript_product=calcium-dependent protein kinase 5, putative | location=CASCJQ010000012:689468-691159(+) | protein_length=563 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717807.1         -            721 4925at5820           -            472   6.1e-18   63.4   1.7   1   1   8.8e-20   8.8e-18   62.9   1.7    47   259   449   666   421   681 0.79 | transcript=PVPAM_010032100_t1 | gene=PVPAM_010032100 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000001:1221835-1224854(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722441.1         -           1526 4925at5820           -            472   1.3e-17   62.3   3.6   1   2       2.1   2.1e+02   -1.0   5.8    62   150   465   568   417   584 0.65 | transcript=PVPAM_120067800_t1 | gene=PVPAM_120067800 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | location=CASCJQ010000012:2556552-2561283(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722441.1         -           1526 4925at5820           -            472   1.3e-17   62.3   3.6   2   2   1.3e-19   1.3e-17   62.3   3.6    94   243   565   716   560   739 0.75 | transcript=PVPAM_120067800_t1 | gene=PVPAM_120067800 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | location=CASCJQ010000012:2556552-2561283(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 4925at5820           -            472   4.2e-17   60.6   0.6   1   1   7.1e-19     7e-17   59.9   0.6    83   251   798   965   764   976 0.86 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721866.1         -           1683 4925at5820           -            472   2.7e-16   58.0   0.1   1   1   4.8e-18   4.7e-16   57.2   0.1   113   319  1458  1677  1439  1682 0.82 | transcript=PVPAM_120010000_t1 | gene=PVPAM_120010000 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000012:196742-201793(-) | protein_length=1683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 4925at5820           -            472     7e-16   56.6   0.4   1   1   1.3e-17   1.3e-15   55.7   0.4    62   249    82   275    62   361 0.80 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721834.1         -            423 4925at5820           -            472   7.5e-16   56.5  27.1   1   1     4e-17     4e-15   54.1  27.1    85   438    56   398    49   409 0.82 | transcript=PVPAM_120006800_t1 | gene=PVPAM_120006800 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:77656-80961(+) | protein_length=423 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 4925at5820           -            472     1e-15   56.1   5.7   1   2     0.042       4.2    4.6   2.8    61   120   656   717   602   722 0.70 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 4925at5820           -            472     1e-15   56.1   5.7   2   2   1.7e-16   1.7e-14   52.0   0.0   149   262   903  1020   895  1027 0.85 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723327.1         -            341 4925at5820           -            472   4.4e-15   54.0   5.1   1   1   7.5e-17   7.4e-15   53.2   5.1    62   258    35   247    13   257 0.74 | transcript=PVPAM_140024600_t1 | gene=PVPAM_140024600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000014:854740-857658(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717666.1         -           1251 4925at5820           -            472   6.5e-15   53.4  17.1   1   2   5.6e-14   5.6e-12   43.7   8.2    43   198   718   878   693   888 0.80 | transcript=PVPAM_010017600_t1 | gene=PVPAM_010017600 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000001:601815-605570(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717666.1         -           1251 4925at5820           -            472   6.5e-15   53.4  17.1   2   2   4.3e-05    0.0043   14.4   1.6   210   250  1094  1134  1039  1228 0.77 | transcript=PVPAM_010017600_t1 | gene=PVPAM_010017600 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000001:601815-605570(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720087.1         -            327 4925at5820           -            472   9.6e-15   52.8   0.8   1   1   1.2e-16   1.2e-14   52.5   0.8   114   299    81   271    44   300 0.84 | transcript=PVPAM_080030900_t1 | gene=PVPAM_080030900 | organism=Plasmodium_vivax_PAM | gene_product=pseudo protein kinase 1, putative | transcript_product=pseudo protein kinase 1, putative | location=CASCJQ010000008:1179205-1180522(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 4925at5820           -            472   1.3e-13   49.1   5.9   1   2   2.1e-09   2.1e-07   28.7   2.0   111   185   918   992   914  1006 0.91 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 4925at5820           -            472   1.3e-13   49.1   5.9   2   2   3.4e-07   3.4e-05   21.3   0.1   190   254  1084  1147  1074  1156 0.86 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721395.1         -           2253 4925at5820           -            472   5.8e-13   47.0   7.5   1   2       4.3   4.3e+02   -2.1  10.2    92   191  1435  1540  1415  1553 0.76 | transcript=PVPAM_110029800_t1 | gene=PVPAM_110029800 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000011:1072815-1079576(+) | protein_length=2253 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721395.1         -           2253 4925at5820           -            472   5.8e-13   47.0   7.5   2   2   5.9e-15   5.8e-13   47.0   7.5    84   259  2023  2201  2013  2251 0.86 | transcript=PVPAM_110029800_t1 | gene=PVPAM_110029800 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000011:1072815-1079576(+) | protein_length=2253 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 4925at5820           -            472   1.9e-12   45.3   9.3   1   3      0.11        11    3.3   0.3    61   122   802   870   760   948 0.79 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 4925at5820           -            472   1.9e-12   45.3   9.3   2   3   1.5e-10   1.5e-08   32.4   1.4   147   262  1159  1290  1142  1303 0.79 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 4925at5820           -            472   1.9e-12   45.3   9.3   3   3   0.00019     0.019   12.3   0.0   262   316  1321  1380  1306  1386 0.81 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720189.1         -           3007 4925at5820           -            472   3.4e-12   44.5   0.3   1   1   5.1e-14     5e-12   43.9   0.3    79   306   191   445   153   458 0.74 | transcript=PVPAM_080041100_t1 | gene=PVPAM_080041100 | organism=Plasmodium_vivax_PAM | gene_product=kinase-related protein PKRP, putative | transcript_product=kinase-related protein PKRP, putative | location=CASCJQ010000008:1593615-1602811(-) | protein_length=3007 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 4925at5820           -            472   1.2e-11   42.6  12.2   1   3     8e-05    0.0079   13.5   1.7    61   122    39    96     5   119 0.74 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 4925at5820           -            472   1.2e-11   42.6  12.2   2   3   0.00022     0.021   12.1   0.2   144   186   227   269   213   279 0.75 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 4925at5820           -            472   1.2e-11   42.6  12.2   3   3   1.2e-07   1.2e-05   22.9   0.3   189   262   578   653   550   676 0.85 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 4925at5820           -            472   1.5e-10   39.1   2.3   1   1   2.5e-12   2.5e-10   38.3   2.3    63   226  2939  3116  2922  3208 0.67 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717924.1         -            168 4925at5820           -            472   2.7e-10   38.2   5.1   1   1   3.6e-11   3.6e-09   34.5   5.0   345   471    29   163    26   164 0.85 | transcript=PVPAM_020015600_t1 | gene=PVPAM_020015600 | organism=Plasmodium_vivax_PAM | gene_product=centrin-1, putative | transcript_product=centrin-1, putative | location=CASCJQ010000002:450095-451406(-) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 4925at5820           -            472   4.9e-10   37.3   1.2   1   1     7e-12     7e-10   36.8   1.2    61   261    13   222     3   278 0.71 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722369.1         -            177 4925at5820           -            472   5.6e-10   37.1   4.6   1   1   6.8e-12   6.8e-10   36.8   4.6   344   471    29   165    18   166 0.83 | transcript=PVPAM_120060500_t1 | gene=PVPAM_120060500 | organism=Plasmodium_vivax_PAM | gene_product=calcineurin subunit B, putative | transcript_product=calcineurin subunit B, putative | location=CASCJQ010000012:2253591-2255022(+) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 4925at5820           -            472   8.7e-10   36.5   5.9   1   4       2.3   2.3e+02   -1.1   0.0   101   126    97   123    83   131 0.83 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 4925at5820           -            472   8.7e-10   36.5   5.9   2   4   1.4e-10   1.4e-08   32.5   0.2    95   228   125   270   100   276 0.78 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 4925at5820           -            472   8.7e-10   36.5   5.9   3   4     0.038       3.8    4.7   0.1   226   261   479   514   463   556 0.84 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 4925at5820           -            472   8.7e-10   36.5   5.9   4   4       2.1   2.1e+02   -1.1   0.0   276   307   561   596   544   600 0.77 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 4925at5820           -            472   1.2e-09   36.1   0.5   1   2   2.4e-09   2.4e-07   28.4   0.5   126   200  3090  3163  3080  3173 0.84 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 4925at5820           -            472   1.2e-09   36.1   0.5   2   2     0.029       2.8    5.1   0.0   212   243  3219  3251  3211  3261 0.85 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722421.1         -            168 4925at5820           -            472   1.1e-08   32.9   1.9   1   1   3.6e-10   3.6e-08   31.2   1.7   345   471    29   163    27   164 0.80 | transcript=PVPAM_120065700_t1 | gene=PVPAM_120065700 | organism=Plasmodium_vivax_PAM | gene_product=centrin-2, putative | transcript_product=centrin-2, putative | location=CASCJQ010000012:2470167-2470928(+) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719231.1         -            179 4925at5820           -            472   1.3e-08   32.6   8.0   1   2   9.2e-08   9.2e-06   23.2   1.3   407   471    36   101    30   102 0.89 | transcript=PVPAM_060023800_t1 | gene=PVPAM_060023800 | organism=Plasmodium_vivax_PAM | gene_product=centrin-3, putative | transcript_product=centrin-3, putative | location=CASCJQ010000006:804255-805655(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719231.1         -            179 4925at5820           -            472   1.3e-08   32.6   8.0   2   2   8.3e-05    0.0082   13.5   0.7   413   471   115   174   110   175 0.92 | transcript=PVPAM_060023800_t1 | gene=PVPAM_060023800 | organism=Plasmodium_vivax_PAM | gene_product=centrin-3, putative | transcript_product=centrin-3, putative | location=CASCJQ010000006:804255-805655(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 4925at5820           -            472   6.3e-07   27.1   0.1   1   3     0.026       2.6    5.2   0.0    92   143   820   873   800   881 0.77 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 4925at5820           -            472   6.3e-07   27.1   0.1   2   3     0.014       1.4    6.1   0.0   156   189   911   944   901   966 0.82 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 4925at5820           -            472   6.3e-07   27.1   0.1   3   3   0.00033     0.033   11.5   0.0   213   250  1060  1098  1049  1103 0.82 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720376.1         -            344 4925at5820           -            472   9.7e-06   23.2  10.1   1   2   0.00018     0.018   12.4   0.4   413   466    66   120    47   126 0.80 | transcript=PVPAM_090014100_t1 | gene=PVPAM_090014100 | organism=Plasmodium_vivax_PAM | gene_product=endoplasmic reticulum-resident calcium binding protein, putative | transcript_product=endoplasmic reticulum-resident calcium binding protein, putative | location=CASCJQ010000009:503042-504076(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720376.1         -            344 4925at5820           -            472   9.7e-06   23.2  10.1   2   2   4.3e-05    0.0043   14.4   3.9   345   435   140   238   126   253 0.77 | transcript=PVPAM_090014100_t1 | gene=PVPAM_090014100 | organism=Plasmodium_vivax_PAM | gene_product=endoplasmic reticulum-resident calcium binding protein, putative | transcript_product=endoplasmic reticulum-resident calcium binding protein, putative | location=CASCJQ010000009:503042-504076(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 4925at5820           -            472     1e-05   23.1   0.1   1   2       3.4   3.4e+02   -1.7   0.0    60   123   404   473   393   482 0.57 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 4925at5820           -            472     1e-05   23.1   0.1   2   2   3.4e-07   3.4e-05   21.4   0.0   152   259   530   649   488   655 0.77 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720345.1         -            167 4925at5820           -            472   2.7e-05   21.7   8.1   1   2   2.2e-05    0.0022   15.4   2.7   413   471    21    80     8    81 0.88 | transcript=PVPAM_090011000_t1 | gene=PVPAM_090011000 | organism=Plasmodium_vivax_PAM | gene_product=centrin-4, putative | transcript_product=centrin-4, putative | location=CASCJQ010000009:364310-365085(+) | protein_length=167 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720345.1         -            167 4925at5820           -            472   2.7e-05   21.7   8.1   2   2    0.0012      0.12    9.7   0.3   414   470    95   152    85   154 0.86 | transcript=PVPAM_090011000_t1 | gene=PVPAM_090011000 | organism=Plasmodium_vivax_PAM | gene_product=centrin-4, putative | transcript_product=centrin-4, putative | location=CASCJQ010000009:364310-365085(+) | protein_length=167 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721100.1         -            792 4925at5820           -            472   0.00068   17.1   0.0   1   1   1.6e-05    0.0016   15.9   0.0    67   181    34   142    25   155 0.67 | transcript=PVPAM_100036800_t1 | gene=PVPAM_100036800 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000010:1368368-1370746(+) | protein_length=792 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4925at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4925at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4925at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:41 2026
# [ok]
