#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720514.1         -           1958 898at5820            -           1021         0 1965.2 106.5   1   6   1.1e-94   1.4e-92  309.8   8.2     1   147     1   147     1   163 0.98 | transcript=PVPAM_090027900_t1 | gene=PVPAM_090027900 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 7, putative | transcript_product=calcium-dependent protein kinase 7, putative | location=CASCJQ010000009:1066933-1072968(+) | protein_length=1958 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 898at5820            -           1021   7.7e-18   62.4   0.7   2   2   5.5e-09   7.2e-07   26.1   0.0   842   937  1531  1629  1508  1634 0.82 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720430.1         -            708 898at5820            -           1021   3.7e-14   50.2   7.7   1   2         3   3.9e+02   -2.8   7.3   145   248   235   334   222   355 0.73 | transcript=PVPAM_090019500_t1 | gene=PVPAM_090019500 | organism=Plasmodium_vivax_PAM | gene_product=cyclin-dependent-like kinase CLK3, putative | transcript_product=cyclin-dependent-like kinase CLK3, putative | location=CASCJQ010000009:701953-705776(+) | protein_length=708 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720430.1         -            708 898at5820            -           1021   3.7e-14   50.2   7.7   2   2   2.9e-16   3.7e-14   50.2   7.7   630   903   315   597   309   607 0.74 | transcript=PVPAM_090019500_t1 | gene=PVPAM_090019500 | organism=Plasmodium_vivax_PAM | gene_product=cyclin-dependent-like kinase CLK3, putative | transcript_product=cyclin-dependent-like kinase CLK3, putative | location=CASCJQ010000009:701953-705776(+) | protein_length=708 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720179.1         -            494 898at5820            -           1021   6.9e-14   49.3   1.2   1   1   7.5e-16   9.7e-14   48.9   1.2   681   877   117   317    99   330 0.75 | transcript=PVPAM_080040100_t1 | gene=PVPAM_080040100 | organism=Plasmodium_vivax_PAM | gene_product=glycogen synthase kinase 3, putative | transcript_product=glycogen synthase kinase 3, putative | location=CASCJQ010000008:1564136-1566591(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723327.1         -            341 898at5820            -           1021     1e-12   45.5   1.0   1   1     1e-14   1.3e-12   45.1   1.0   683   878    30   234    23   293 0.75 | transcript=PVPAM_140024600_t1 | gene=PVPAM_140024600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000014:854740-857658(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720189.1         -           3007 898at5820            -           1021   4.4e-11   40.1   0.0   1   1   5.1e-13   6.6e-11   39.5   0.0   706   942   192   446   111   460 0.78 | transcript=PVPAM_080041100_t1 | gene=PVPAM_080041100 | organism=Plasmodium_vivax_PAM | gene_product=kinase-related protein PKRP, putative | transcript_product=kinase-related protein PKRP, putative | location=CASCJQ010000008:1593615-1602811(-) | protein_length=3007 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 898at5820            -           1021   3.7e-10   37.0   0.1   1   4    0.0013      0.16    8.4   0.6   648   752   615   721   587   723 0.75 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 898at5820            -           1021   3.7e-10   37.0   0.1   2   4       3.9   5.1e+02   -3.2   4.6   188   254   810   875   764   886 0.83 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 898at5820            -           1021   3.7e-10   37.0   0.1   3   4   2.9e-12   3.7e-10   37.0   0.1   783   889   909  1015   898  1026 0.82 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 898at5820            -           1021   3.7e-10   37.0   0.1   4   4      0.17        22    1.4   0.1   912   966  1079  1135  1049  1149 0.76 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721834.1         -            423 898at5820            -           1021   5.1e-10   36.6   7.9   1   4      0.36        47    0.2   0.3   133   179     2    48     1    57 0.87 | transcript=PVPAM_120006800_t1 | gene=PVPAM_120006800 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:77656-80961(+) | protein_length=423 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721834.1         -            423 898at5820            -           1021   5.1e-10   36.6   7.9   2   4   3.9e-12   5.1e-10   36.6   7.9   723   941    63   256    39   260 0.87 | transcript=PVPAM_120006800_t1 | gene=PVPAM_120006800 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:77656-80961(+) | protein_length=423 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721834.1         -            423 898at5820            -           1021   5.1e-10   36.6   7.9   3   4     0.033       4.3    3.7   4.8   557   608   260   309   257   321 0.78 | transcript=PVPAM_120006800_t1 | gene=PVPAM_120006800 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:77656-80961(+) | protein_length=423 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721834.1         -            423 898at5820            -           1021   5.1e-10   36.6   7.9   4   4       1.1   1.4e+02   -1.3   5.8    68   174   304   410   301   418 0.67 | transcript=PVPAM_120006800_t1 | gene=PVPAM_120006800 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:77656-80961(+) | protein_length=423 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 898at5820            -           1021   1.8e-09   34.8   1.9   1   3   9.4e-08   1.2e-05   22.1   1.0   740   827   919  1006   914  1012 0.90 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 898at5820            -           1021   1.8e-09   34.8   1.9   2   3   1.9e-07   2.4e-05   21.1   0.0   820   883  1083  1144  1073  1167 0.87 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 898at5820            -           1021   1.8e-09   34.8   1.9   3   3       1.6   2.1e+02   -1.9   0.0   914   941  1275  1302  1270  1304 0.88 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 898at5820            -           1021   2.6e-09   34.2   0.8   1   2   5.5e-11   7.1e-09   32.8   0.2   680   883     6   214     2   238 0.74 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 898at5820            -           1021   2.6e-09   34.2   0.8   2   2      0.84   1.1e+02   -1.0   0.0   399   439   273   316   266   320 0.72 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 898at5820            -           1021   4.7e-09   33.3   0.0   1   3      0.54        70   -0.3   0.0   683   717   401   435   374   471 0.81 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 898at5820            -           1021   4.7e-09   33.3   0.0   2   3   1.3e-08   1.6e-06   24.9   0.0   785   897   535   656   525   678 0.82 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 898at5820            -           1021   4.7e-09   33.3   0.0   3   3     0.021       2.8    4.3   0.0   910   942   865   897   850   897 0.92 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 898at5820            -           1021   5.2e-09   33.2   0.1   1   1   6.2e-11     8e-09   32.6   0.1   690   858  2940  3117  2923  3175 0.74 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720087.1         -            327 898at5820            -           1021   1.3e-08   31.9   0.1   1   1   1.4e-10   1.8e-08   31.4   0.1   753   942    92   283    77   303 0.83 | transcript=PVPAM_080030900_t1 | gene=PVPAM_080030900 | organism=Plasmodium_vivax_PAM | gene_product=pseudo protein kinase 1, putative | transcript_product=pseudo protein kinase 1, putative | location=CASCJQ010000008:1179205-1180522(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 898at5820            -           1021   2.3e-08   31.1  10.8   1   3    0.0057      0.74    6.2   0.9   683   760    35   109     8   123 0.76 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 898at5820            -           1021   2.3e-08   31.1  10.8   2   3     5e-06   0.00065   16.3   0.2   779   814   234   269   223   277 0.81 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 898at5820            -           1021   2.3e-08   31.1  10.8   3   3   0.00092      0.12    8.9   0.3   822   938   580   723   570   739 0.54 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 898at5820            -           1021     5e-08   29.9   0.8   1   2   3.4e-08   4.4e-06   23.5   0.3   752   831  3088  3163  3070  3166 0.89 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 898at5820            -           1021     5e-08   29.9   0.8   2   2     0.027       3.5    4.0   0.0   843   877  3219  3253  3214  3311 0.71 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 898at5820            -           1021   4.1e-07   26.9   2.1   1   3      0.75        98   -0.8   0.2   677   707    14    45     7    53 0.83 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 898at5820            -           1021   4.1e-07   26.9   2.1   2   3   1.9e-07   2.5e-05   21.0   0.0   780   832   190   243   155   269 0.78 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 898at5820            -           1021   4.1e-07   26.9   2.1   3   3     0.033       4.2    3.7   0.0   912   939   566   593   544   598 0.88 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722369.1         -            177 898at5820            -           1021   2.2e-05   21.2   2.0   1   1   1.8e-07   2.4e-05   21.1   2.0    47   162    43   159     8   174 0.66 | transcript=PVPAM_120060500_t1 | gene=PVPAM_120060500 | organism=Plasmodium_vivax_PAM | gene_product=calcineurin subunit B, putative | transcript_product=calcineurin subunit B, putative | location=CASCJQ010000012:2253591-2255022(+) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722057.1         -            465 898at5820            -           1021    0.0011   15.6   1.4   1   1   1.3e-05    0.0017   15.0   1.4    68   146   162   242   151   264 0.84 | transcript=PVPAM_120029500_t1 | gene=PVPAM_120029500 | organism=Plasmodium_vivax_PAM | gene_product=apicoplast calcium binding protein 1, putative | transcript_product=apicoplast calcium binding protein 1, putative | location=CASCJQ010000012:937707-939104(+) | protein_length=465 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722807.1         -            149 898at5820            -           1021     0.018   11.5   0.0   1   1   0.00019     0.025   11.1   0.0    76   128    60   113    50   129 0.85 | transcript=PVPAM_130030800_t1 | gene=PVPAM_130030800 | organism=Plasmodium_vivax_PAM | gene_product=calmodulin, putative | transcript_product=calmodulin, putative | location=CASCJQ010000013:1169241-1170239(+) | protein_length=149 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/898at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/898at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/898at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:27 2026
# [ok]
