#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722430.1         -            786 7357at5820           -            357  2.5e-172  571.4  35.6   1   5   6.3e-69   1.2e-66  223.7   1.4     1   114     1   113     1   135 0.93 | transcript=PVPAM_120066700_t1 | gene=PVPAM_120066700 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000012:2518224-2521284(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720476.1         -            316 7357at5820           -            357    0.0017   16.1   1.1   1   2   8.4e-06    0.0017   16.1   1.1    44   113    84   152    75   213 0.67 | transcript=PVPAM_090024100_t1 | gene=PVPAM_090024100 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor U2AF small subunit, putative | transcript_product=splicing factor U2AF small subunit, putative | location=CASCJQ010000009:871813-872763(-) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720476.1         -            316 7357at5820           -            357    0.0017   16.1   1.1   2   2       4.5   8.7e+02   -2.7   1.4   130   132   268   270   215   305 0.49 | transcript=PVPAM_090024100_t1 | gene=PVPAM_090024100 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor U2AF small subunit, putative | transcript_product=splicing factor U2AF small subunit, putative | location=CASCJQ010000009:871813-872763(-) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720552.1         -           1054 7357at5820           -            357    0.0044   14.7   0.1   1   1   2.3e-05    0.0044   14.7   0.1    32   139     8   118     4   138 0.81 | transcript=PVPAM_090031800_t1 | gene=PVPAM_090031800 | organism=Plasmodium_vivax_PAM | gene_product=alternative splicing factor SR-MG, putative | transcript_product=alternative splicing factor SR-MG, putative | location=CASCJQ010000009:1220788-1223952(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 7357at5820           -            357     0.017   12.8   0.1   1   3     0.021       4.1    4.9   1.1    25   113   633   718   615   730 0.80 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 7357at5820           -            357     0.017   12.8   0.1   2   3   8.5e-05     0.017   12.8   0.1    41   109   748   816   745   853 0.91 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722140.1         -           1026 7357at5820           -            357     0.017   12.8   0.1   3   3      0.62   1.2e+02    0.1   0.0    52   104   966  1014   958  1020 0.76 | transcript=PVPAM_120037800_t1 | gene=PVPAM_120037800 | organism=Plasmodium_vivax_PAM | gene_product=splicing factor 1, putative | transcript_product=splicing factor 1, putative | location=CASCJQ010000012:1308793-1312028(-) | protein_length=1026 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720963.1         -            314 7357at5820           -            357     0.087   10.4   0.0   1   2   0.00045     0.087   10.4   0.0    32   118    10    93     4   104 0.87 | transcript=PVPAM_100023100_t1 | gene=PVPAM_100023100 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 1, putative | transcript_product=serine/arginine-rich splicing factor 1, putative | location=CASCJQ010000010:798029-799180(+) | protein_length=314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720963.1         -            314 7357at5820           -            357     0.087   10.4   0.0   2   2       5.6   1.1e+03   -3.1   1.0   127   142   202   217   170   241 0.57 | transcript=PVPAM_100023100_t1 | gene=PVPAM_100023100 | organism=Plasmodium_vivax_PAM | gene_product=serine/arginine-rich splicing factor 1, putative | transcript_product=serine/arginine-rich splicing factor 1, putative | location=CASCJQ010000010:798029-799180(+) | protein_length=314 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718164.1         -           1036 7357at5820           -            357       3.1    5.3  10.0   1   2       5.5   1.1e+03   -3.0   0.0    71   103   625   656   613   660 0.84 | transcript=PVPAM_030016400_t1 | gene=PVPAM_030016400 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000003:489092-492202(+) | protein_length=1036 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718164.1         -           1036 7357at5820           -            357       3.1    5.3  10.0   2   2   0.00019     0.037   11.7   0.2    29    93   715   778   699   817 0.83 | transcript=PVPAM_030016400_t1 | gene=PVPAM_030016400 | organism=Plasmodium_vivax_PAM | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=CASCJQ010000003:489092-492202(+) | protein_length=1036 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7357at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/7357at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/7357at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:47:09 2026
# [ok]
