#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718796.1         -            324 8053at5820           -            274  6.4e-157  519.5   9.9   1   1  1.4e-158  2.3e-156  517.7   9.9     1   274    21   324    21   324 0.94 | transcript=PVPAM_050019000_t1 | gene=PVPAM_050019000 | organism=Plasmodium_vivax_PAM | gene_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | transcript_product=U5 small nuclear ribonucleoprotein 40 kDa protein, putative | location=CASCJQ010000005:627988-628962(-) | protein_length=324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8053at5820           -            274     1e-09   36.8  26.2   2   5      0.57        89    0.9   0.2    90   128   446   488   406   497 0.73 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8053at5820           -            274     1e-09   36.8  26.2   3   5   5.2e-07   8.2e-05   20.6   2.4    40   146   554   665   537   676 0.80 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8053at5820           -            274     1e-09   36.8  26.2   4   5   3.1e-07     5e-05   21.4   2.9     9   125   678   793   676   796 0.91 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 8053at5820           -            274     1e-09   36.8  26.2   5   5      0.23        36    2.1   0.2    45    90   795   839   787   858 0.75 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722816.1         -            509 8053at5820           -            274   5.2e-09   34.4  17.8   1   3   3.2e-05     0.005   14.8   2.7    77   186   115   223    81   237 0.76 | transcript=PVPAM_130031700_t1 | gene=PVPAM_130031700 | organism=Plasmodium_vivax_PAM | gene_product=histone-binding protein RBBP7, putative | transcript_product=histone-binding protein RBBP7, putative | location=CASCJQ010000013:1230466-1232558(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722816.1         -            509 8053at5820           -            274   5.2e-09   34.4  17.8   2   3   2.1e-07   3.3e-05   21.9   3.8    58   130   320   394   304   442 0.86 | transcript=PVPAM_130031700_t1 | gene=PVPAM_130031700 | organism=Plasmodium_vivax_PAM | gene_product=histone-binding protein RBBP7, putative | transcript_product=histone-binding protein RBBP7, putative | location=CASCJQ010000013:1230466-1232558(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722816.1         -            509 8053at5820           -            274   5.2e-09   34.4  17.8   3   3      0.34        54    1.6   0.1   153   183   459   490   445   499 0.66 | transcript=PVPAM_130031700_t1 | gene=PVPAM_130031700 | organism=Plasmodium_vivax_PAM | gene_product=histone-binding protein RBBP7, putative | transcript_product=histone-binding protein RBBP7, putative | location=CASCJQ010000013:1230466-1232558(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 8053at5820           -            274   8.8e-09   33.7   2.3   1   5   8.3e-06    0.0013   16.7   0.0    85   126    29    70    15    97 0.92 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 8053at5820           -            274   8.8e-09   33.7   2.3   2   5       1.5   2.3e+02   -0.5   0.1    59   126   120   190   109   194 0.64 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 8053at5820           -            274   8.8e-09   33.7   2.3   3   5      0.55        86    0.9   0.4    51   130   156   236   134   265 0.64 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 8053at5820           -            274   8.8e-09   33.7   2.3   4   5     0.005      0.78    7.6   0.0    18   125   248   319   233   328 0.49 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720334.1         -            616 8053at5820           -            274   8.8e-09   33.7   2.3   5   5     0.042       6.7    4.5   0.0    93   129   576   611   561   614 0.75 | transcript=PVPAM_090010000_t1 | gene=PVPAM_090010000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000009:321772-323622(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 8053at5820           -            274   1.3e-08   33.1   6.8   1   4    0.0008      0.13   10.2   0.1   163   186   271   294   245   321 0.88 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 8053at5820           -            274   1.3e-08   33.1   6.8   2   4      0.88   1.4e+02    0.2   0.0   240   264   334   359   308   369 0.59 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 8053at5820           -            274   1.3e-08   33.1   6.8   3   4    0.0034      0.54    8.1   0.1    80   128   364   418   351   427 0.74 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 8053at5820           -            274   1.3e-08   33.1   6.8   4   4   2.4e-07   3.8e-05   21.8   1.5    69   184   400   526   369   532 0.73 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717788.1         -            365 8053at5820           -            274     2e-08   32.5  15.7   1   3   1.7e-10   2.7e-08   32.0   6.9    11   128    14   131     7   168 0.84 | transcript=PVPAM_010030200_t1 | gene=PVPAM_010030200 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=CASCJQ010000001:1127417-1129495(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717788.1         -            365 8053at5820           -            274     2e-08   32.5  15.7   2   3      0.34        54    1.6   0.2   214   244   157   188   144   206 0.71 | transcript=PVPAM_010030200_t1 | gene=PVPAM_010030200 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=CASCJQ010000001:1127417-1129495(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717788.1         -            365 8053at5820           -            274     2e-08   32.5  15.7   3   3       0.1        16    3.3   1.5    12    94   184   268   171   288 0.61 | transcript=PVPAM_010030200_t1 | gene=PVPAM_010030200 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=CASCJQ010000001:1127417-1129495(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 8053at5820           -            274   2.2e-08   32.3  11.0   1   4   4.9e-06   0.00077   17.5   0.4    51   126    60   138    50   142 0.77 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 8053at5820           -            274   2.2e-08   32.3  11.0   2   4       2.1   3.4e+02   -1.0   0.1   222   272   228   279   223   281 0.70 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 8053at5820           -            274   2.2e-08   32.3  11.0   3   4   0.00012     0.018   12.9   1.2   203   271   292   363   241   365 0.77 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 8053at5820           -            274   2.2e-08   32.3  11.0   4   4     0.013         2    6.3   0.1    15    43   381   409   372   439 0.80 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 8053at5820           -            274   6.5e-08   30.8   9.9   1   3    0.0061      0.97    7.3   0.1    10   127    82   202    80   205 0.79 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 8053at5820           -            274   6.5e-08   30.8   9.9   2   3   1.4e-05    0.0022   16.0   2.6    15   133   131   255   125   259 0.82 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723743.1         -            472 8053at5820           -            274   6.5e-08   30.8   9.9   3   3   1.3e-06   0.00021   19.3   1.0    52   101   254   304   249   392 0.75 | transcript=PVPAM_140066700_t1 | gene=PVPAM_140066700 | organism=Plasmodium_vivax_PAM | gene_product=polyadenylation factor subunit 2, putative | transcript_product=polyadenylation factor subunit 2, putative | location=CASCJQ010000014:2657658-2659316(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 8053at5820           -            274   3.2e-07   28.6   3.7   1   1   6.4e-09     1e-06   26.9   3.6    51   180   282   420   275   430 0.73 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 8053at5820           -            274   3.3e-07   28.5   2.8   1   4       6.5     1e+03   -2.6   0.0   151   183     6    38     3    41 0.82 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 8053at5820           -            274   3.3e-07   28.5   2.8   2   4    0.0043      0.67    7.8   0.2    14    54    51    90    40   123 0.81 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 8053at5820           -            274   3.3e-07   28.5   2.8   3   4     3e-05    0.0047   14.9   0.4    48   125   133   212   123   226 0.82 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 8053at5820           -            274   3.3e-07   28.5   2.8   4   4      0.07        11    3.8   0.0    80   125   270   316   226   322 0.68 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722738.1         -            694 8053at5820           -            274   1.1e-06   26.7  24.7   1   5    0.0011      0.18    9.7   0.2    50    97     6    54     2    78 0.66 | transcript=PVPAM_130023900_t1 | gene=PVPAM_130023900 | organism=Plasmodium_vivax_PAM | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=CASCJQ010000013:858457-860541(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722738.1         -            694 8053at5820           -            274   1.1e-06   26.7  24.7   2   5   0.00019      0.03   12.3   0.5   206   271    89   158    83   161 0.68 | transcript=PVPAM_130023900_t1 | gene=PVPAM_130023900 | organism=Plasmodium_vivax_PAM | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=CASCJQ010000013:858457-860541(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722738.1         -            694 8053at5820           -            274   1.1e-06   26.7  24.7   3   5   0.00018     0.029   12.3   3.9    54   125   245   321   241   350 0.79 | transcript=PVPAM_130023900_t1 | gene=PVPAM_130023900 | organism=Plasmodium_vivax_PAM | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=CASCJQ010000013:858457-860541(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722738.1         -            694 8053at5820           -            274   1.1e-06   26.7  24.7   4   5      0.27        42    1.9   0.1   147   181   604   639   585   652 0.74 | transcript=PVPAM_130023900_t1 | gene=PVPAM_130023900 | organism=Plasmodium_vivax_PAM | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=CASCJQ010000013:858457-860541(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722738.1         -            694 8053at5820           -            274   1.1e-06   26.7  24.7   5   5      0.28        44    1.8   0.9    16    42   615   641   605   693 0.34 | transcript=PVPAM_130023900_t1 | gene=PVPAM_130023900 | organism=Plasmodium_vivax_PAM | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=CASCJQ010000013:858457-860541(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720871.1         -            329 8053at5820           -            274   1.5e-06   26.3  10.0   1   3     0.024       3.9    5.3   0.0   238   271    11    44     3    47 0.82 | transcript=PVPAM_100013900_t1 | gene=PVPAM_100013900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 55, putative | transcript_product=WD repeat-containing protein 55, putative | location=CASCJQ010000010:395158-396147(+) | protein_length=329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720871.1         -            329 8053at5820           -            274   1.5e-06   26.3  10.0   2   3   0.00012     0.019   12.9   7.9     9   170    59   219    51   250 0.85 | transcript=PVPAM_100013900_t1 | gene=PVPAM_100013900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 55, putative | transcript_product=WD repeat-containing protein 55, putative | location=CASCJQ010000010:395158-396147(+) | protein_length=329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720871.1         -            329 8053at5820           -            274   1.5e-06   26.3  10.0   3   3    0.0096       1.5    6.7   0.0   158   185   281   308   266   314 0.88 | transcript=PVPAM_100013900_t1 | gene=PVPAM_100013900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 55, putative | transcript_product=WD repeat-containing protein 55, putative | location=CASCJQ010000010:395158-396147(+) | protein_length=329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720029.1         -            380 8053at5820           -            274   3.7e-06   25.0   0.1   1   1   5.3e-08   8.4e-06   23.9   0.1     7    80   191   266   187   294 0.79 | transcript=PVPAM_080025100_t1 | gene=PVPAM_080025100 | organism=Plasmodium_vivax_PAM | gene_product=autophagy-related protein 18, putative | transcript_product=autophagy-related protein 18, putative | location=CASCJQ010000008:906714-908028(-) | protein_length=380 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 8053at5820           -            274   4.4e-06   24.8   0.2   1   2   0.00089      0.14   10.0   0.0   240   273    69   103    58   104 0.86 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723848.1         -            565 8053at5820           -            274   4.4e-06   24.8   0.2   2   2   0.00024     0.038   11.9   0.1    50    90   118   160   106   172 0.81 | transcript=PVPAM_140077100_t1 | gene=PVPAM_140077100 | organism=Plasmodium_vivax_PAM | gene_product=coronin, putative | transcript_product=coronin, putative | location=CASCJQ010000014:3029062-3031161(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723554.1         -            430 8053at5820           -            274   1.8e-05   22.8   5.3   1   2   4.5e-05    0.0071   14.3   0.3    72   129   264   324   256   332 0.76 | transcript=PVPAM_140047800_t1 | gene=PVPAM_140047800 | organism=Plasmodium_vivax_PAM | gene_product=protein TSSC1, putative | transcript_product=protein TSSC1, putative | location=CASCJQ010000014:1818666-1819958(+) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723554.1         -            430 8053at5820           -            274   1.8e-05   22.8   5.3   2   2   0.00075      0.12   10.3   1.0     9    89   330   424   325   429 0.68 | transcript=PVPAM_140047800_t1 | gene=PVPAM_140047800 | organism=Plasmodium_vivax_PAM | gene_product=protein TSSC1, putative | transcript_product=protein TSSC1, putative | location=CASCJQ010000014:1818666-1819958(+) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 8053at5820           -            274   6.2e-05   21.0   1.1   1   4       2.6     4e+02   -1.3   0.0   208   235   154   181   149   234 0.74 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 8053at5820           -            274   6.2e-05   21.0   1.1   2   4       3.6   5.6e+02   -1.8   0.0   111   127   287   303   269   304 0.74 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 8053at5820           -            274   6.2e-05   21.0   1.1   3   4   3.9e-06   0.00061   17.8   0.1    10    90   323   406   313   416 0.81 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 8053at5820           -            274   6.2e-05   21.0   1.1   4   4       2.1   3.3e+02   -1.0   0.0   247   267   428   449   420   454 0.74 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723646.1         -            763 8053at5820           -            274   0.00014   19.9   6.1   1   2    0.0056      0.88    7.4   5.7    12    86    10    88     2   135 0.56 | transcript=PVPAM_140057000_t1 | gene=PVPAM_140057000 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=CASCJQ010000014:2238026-2240317(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723646.1         -            763 8053at5820           -            274   0.00014   19.9   6.1   2   2    0.0038      0.61    8.0   0.0   218   271   197   260   191   262 0.69 | transcript=PVPAM_140057000_t1 | gene=PVPAM_140057000 | organism=Plasmodium_vivax_PAM | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=CASCJQ010000014:2238026-2240317(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723278.1         -            524 8053at5820           -            274   0.00017   19.6   3.5   1   5       3.9   6.1e+02   -1.9   0.1   196   264   169   239   145   246 0.56 | transcript=PVPAM_140019700_t1 | gene=PVPAM_140019700 | organism=Plasmodium_vivax_PAM | gene_product=transducin beta-like protein TBL1, putative | transcript_product=transducin beta-like protein TBL1, putative | location=CASCJQ010000014:659160-660734(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723278.1         -            524 8053at5820           -            274   0.00017   19.6   3.5   2   5     0.053       8.4    4.2   1.2   146   189   261   304   175   307 0.78 | transcript=PVPAM_140019700_t1 | gene=PVPAM_140019700 | organism=Plasmodium_vivax_PAM | gene_product=transducin beta-like protein TBL1, putative | transcript_product=transducin beta-like protein TBL1, putative | location=CASCJQ010000014:659160-660734(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723278.1         -            524 8053at5820           -            274   0.00017   19.6   3.5   3   5   1.1e-06   0.00017   19.6   3.5     9   101   307   399   300   411 0.86 | transcript=PVPAM_140019700_t1 | gene=PVPAM_140019700 | organism=Plasmodium_vivax_PAM | gene_product=transducin beta-like protein TBL1, putative | transcript_product=transducin beta-like protein TBL1, putative | location=CASCJQ010000014:659160-660734(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723278.1         -            524 8053at5820           -            274   0.00017   19.6   3.5   4   5       2.7   4.3e+02   -1.4   0.0   214   245   417   449   408   461 0.74 | transcript=PVPAM_140019700_t1 | gene=PVPAM_140019700 | organism=Plasmodium_vivax_PAM | gene_product=transducin beta-like protein TBL1, putative | transcript_product=transducin beta-like protein TBL1, putative | location=CASCJQ010000014:659160-660734(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723278.1         -            524 8053at5820           -            274   0.00017   19.6   3.5   5   5       1.1   1.7e+02   -0.1   0.0   214   268   465   519   457   522 0.83 | transcript=PVPAM_140019700_t1 | gene=PVPAM_140019700 | organism=Plasmodium_vivax_PAM | gene_product=transducin beta-like protein TBL1, putative | transcript_product=transducin beta-like protein TBL1, putative | location=CASCJQ010000014:659160-660734(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723626.1         -           3000 8053at5820           -            274   0.00026   19.0   4.4   1   3     0.092        15    3.4   0.1   193   234    57    97    10   108 0.70 | transcript=PVPAM_140055000_t1 | gene=PVPAM_140055000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000014:2149347-2158349(-) | protein_length=3000 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723626.1         -           3000 8053at5820           -            274   0.00026   19.0   4.4   2   3   1.5e-05    0.0024   15.9   0.1   208   271   151   217   131   219 0.84 | transcript=PVPAM_140055000_t1 | gene=PVPAM_140055000 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000014:2149347-2158349(-) | protein_length=3000 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
