#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722427.1         -            528 5868at5820           -            452  2.5e-298  987.3   0.5   1   1    2e-300  3.1e-298  987.0   0.5     6   448    56   515    52   528 0.97 | transcript=PVPAM_120066400_t1 | gene=PVPAM_120066400 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX17, putative | transcript_product=ATP-dependent RNA helicase DDX17, putative | location=CASCJQ010000012:2501497-2504933(-) | protein_length=528 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718155.1         -           1175 5868at5820           -            452   6.1e-11   40.0   0.8   2   3       3.5   5.4e+02   -2.6   0.1   278   325   647   700   640   715 0.62 | transcript=PVPAM_030015300_t1 | gene=PVPAM_030015300 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box ATP-dependent RNA helicase, putative | transcript_product=DEAD box ATP-dependent RNA helicase, putative | location=CASCJQ010000003:444822-448349(-) | protein_length=1175 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718155.1         -           1175 5868at5820           -            452   6.1e-11   40.0   0.8   3   3   4.9e-05    0.0077   13.3   0.0   327   405   830   911   821   924 0.86 | transcript=PVPAM_030015300_t1 | gene=PVPAM_030015300 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box ATP-dependent RNA helicase, putative | transcript_product=DEAD box ATP-dependent RNA helicase, putative | location=CASCJQ010000003:444822-448349(-) | protein_length=1175 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722849.1         -           1267 5868at5820           -            452   1.2e-09   35.8   0.3   1   1   1.2e-11   1.9e-09   35.1   0.3   266   415   238   395    58   415 0.72 | transcript=PVPAM_130035100_t1 | gene=PVPAM_130035100 | organism=Plasmodium_vivax_PAM | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=CASCJQ010000013:1352248-1356051(-) | protein_length=1267 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720331.1         -           1402 5868at5820           -            452   1.9e-08   31.8   0.7   1   2     2e-09   3.1e-07   27.8   0.3   279   393   618   741   614   766 0.81 | transcript=PVPAM_090009700_t1 | gene=PVPAM_090009700 | organism=Plasmodium_vivax_PAM | gene_product=chromatin remodeling protein, putative | transcript_product=chromatin remodeling protein, putative | location=CASCJQ010000009:305443-310409(-) | protein_length=1402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720331.1         -           1402 5868at5820           -            452   1.9e-08   31.8   0.7   2   2       0.2        31    1.5   0.0   285   339  1247  1300  1239  1320 0.82 | transcript=PVPAM_090009700_t1 | gene=PVPAM_090009700 | organism=Plasmodium_vivax_PAM | gene_product=chromatin remodeling protein, putative | transcript_product=chromatin remodeling protein, putative | location=CASCJQ010000009:305443-310409(-) | protein_length=1402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723300.1         -            790 5868at5820           -            452   3.5e-05   21.1   0.1   1   2      0.16        25    1.8   0.0   174   200   247   274   238   279 0.57 | transcript=PVPAM_140021900_t1 | gene=PVPAM_140021900 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=CASCJQ010000014:749601-751973(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723300.1         -            790 5868at5820           -            452   3.5e-05   21.1   0.1   2   2   9.4e-06    0.0015   15.7   0.0   349   402   658   711   627   726 0.88 | transcript=PVPAM_140021900_t1 | gene=PVPAM_140021900 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=CASCJQ010000014:749601-751973(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 5868at5820           -            452   6.9e-05   20.1   0.8   1   3       6.1   9.6e+02   -3.5   0.0    99   116   621   638   618   641 0.89 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 5868at5820           -            452   6.9e-05   20.1   0.8   2   3      0.89   1.4e+02   -0.7   0.0   178   212   896   931   893   936 0.86 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 5868at5820           -            452   6.9e-05   20.1   0.8   3   3   2.2e-06   0.00035   17.8   0.1   351   403  1202  1254  1140  1268 0.88 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719194.1         -           3266 5868at5820           -            452    0.0013   15.9   0.2   1   1   1.8e-05    0.0029   14.8   0.2   280   393  1698  1820  1664  1871 0.81 | transcript=PVPAM_060020100_t1 | gene=PVPAM_060020100 | organism=Plasmodium_vivax_PAM | gene_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | transcript_product=chromodomain-helicase-DNA-binding protein 1 homolog, putative | location=CASCJQ010000006:651180-660980(-) | protein_length=3266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718824.1         -           1726 5868at5820           -            452    0.0027   14.8   0.4   1   1   3.2e-05     0.005   14.0   0.4   286   393  1331  1446  1321  1465 0.86 | transcript=PVPAM_050021800_t1 | gene=PVPAM_050021800 | organism=Plasmodium_vivax_PAM | gene_product=helicase, putative | transcript_product=helicase, putative | location=CASCJQ010000005:727436-732616(+) | protein_length=1726 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723316.1         -            214 5868at5820           -            452     0.006   13.7   0.8   1   2   6.5e-05      0.01   12.9   0.2    35    83    27    75    17    82 0.82 | transcript=PVPAM_140023500_t1 | gene=PVPAM_140023500 | organism=Plasmodium_vivax_PAM | gene_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJS7] | transcript_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJS7] | location=CASCJQ010000014:820041-820925(+) | protein_length=214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723316.1         -            214 5868at5820           -            452     0.006   13.7   0.8   2   2         2   3.1e+02   -1.8   0.0    92   118   119   148   110   161 0.76 | transcript=PVPAM_140023500_t1 | gene=PVPAM_140023500 | organism=Plasmodium_vivax_PAM | gene_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJS7] | transcript_product=(malaria parasite P. vivax) hypothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJS7] | location=CASCJQ010000014:820041-820925(+) | protein_length=214 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5868at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5868at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5868at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:51 2026
# [ok]
