#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722659.1         -            296 9902at5820           -            263  6.1e-151  499.8  22.9   1   1  5.3e-153    7e-151  499.7  22.9     1   263     1   277     1   277 0.97 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 9902at5820           -            263   1.7e-06   26.4   4.8   1   2   4.5e-07     6e-05   21.3   1.2    77   159   918   996   912  1018 0.82 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722456.1         -           1309 9902at5820           -            263   1.7e-06   26.4   4.8   2   2     0.032       4.2    5.4   0.1   156   211  1081  1144  1068  1158 0.68 | transcript=PVPAM_120069300_t1 | gene=PVPAM_120069300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2628692-2632621(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 9902at5820           -            263   4.3e-06   25.0   8.9   1   2   1.2e-06   0.00016   19.9   4.9    70   161   318   405   271   411 0.84 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 9902at5820           -            263   4.3e-06   25.0   8.9   2   2     0.014       1.9    6.5   0.1   173   230   532   590   524   599 0.82 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719798.1         -            341 9902at5820           -            263   1.6e-05   23.2   0.1   1   1   3.2e-07   4.2e-05   21.8   0.1    60   221    75   240    62   276 0.73 | transcript=PVPAM_070041200_t1 | gene=PVPAM_070041200 | organism=Plasmodium_vivax_PAM | gene_product=cAMP-dependent protein kinase catalytic subunit, putative | transcript_product=cAMP-dependent protein kinase catalytic subunit, putative | location=CASCJQ010000007:1475268-1476949(+) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 9902at5820           -            263   2.3e-05   22.6   4.6   1   2   2.7e-05    0.0036   15.4   2.4    62   172  2976  3093  2968  3105 0.84 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 9902at5820           -            263   2.3e-05   22.6   4.6   2   2     0.012       1.5    6.8   0.0   185   225  3127  3170  3117  3190 0.75 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 9902at5820           -            263   3.6e-05   22.0   3.8   1   1   4.3e-07   5.7e-05   21.3   3.1    57   159  1153  1252  1108  1266 0.76 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722863.1         -           2266 9902at5820           -            263   0.00025   19.2   0.7   1   3       7.4   9.8e+02   -2.4   0.0    38    58   484   504   477   518 0.77 | transcript=PVPAM_130036500_t1 | gene=PVPAM_130036500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000013:1403001-1410571(-) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722863.1         -           2266 9902at5820           -            263   0.00025   19.2   0.7   2   3   1.9e-06   0.00025   19.2   0.7    88   159   946  1014   937  1042 0.83 | transcript=PVPAM_130036500_t1 | gene=PVPAM_130036500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000013:1403001-1410571(-) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722863.1         -           2266 9902at5820           -            263   0.00025   19.2   0.7   3   3      0.32        42    2.1   0.0   181   217  1156  1197  1142  1245 0.61 | transcript=PVPAM_130036500_t1 | gene=PVPAM_130036500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000013:1403001-1410571(-) | protein_length=2266 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720179.1         -            494 9902at5820           -            263    0.0003   19.0   1.2   1   1   5.3e-06    0.0007   17.8   1.1    64   182   156   281   148   328 0.65 | transcript=PVPAM_080040100_t1 | gene=PVPAM_080040100 | organism=Plasmodium_vivax_PAM | gene_product=glycogen synthase kinase 3, putative | transcript_product=glycogen synthase kinase 3, putative | location=CASCJQ010000008:1564136-1566591(+) | protein_length=494 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 9902at5820           -            263    0.0011   17.2   0.2   1   1   8.2e-06    0.0011   17.2   0.2   116   174    97   159    89   173 0.81 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717767.1         -           1410 9902at5820           -            263    0.0032   15.6   0.6   1   1   4.8e-05    0.0064   14.6   0.6    93   166  1174  1248  1162  1259 0.77 | transcript=PVPAM_010028100_t1 | gene=PVPAM_010028100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, FIKK family | transcript_product=serine/threonine protein kinase, FIKK family | location=CASCJQ010000001:1018533-1023076(+) | protein_length=1410 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 9902at5820           -            263      0.01   13.9   0.1   1   1   0.00022     0.029   12.5   0.0   119   165   904   952   896   960 0.84 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718979.1         -            643 9902at5820           -            263     0.016   13.3   3.9   1   2   0.00023      0.03   12.4   2.8   122   166   200   245   184   259 0.86 | transcript=PVPAM_050037100_t1 | gene=PVPAM_050037100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase RIO2, putative | transcript_product=serine/threonine protein kinase RIO2, putative | location=CASCJQ010000005:1354660-1356591(+) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718979.1         -            643 9902at5820           -            263     0.016   13.3   3.9   2   2       6.6   8.7e+02   -2.2   0.0   151   168   267   284   247   294 0.79 | transcript=PVPAM_050037100_t1 | gene=PVPAM_050037100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase RIO2, putative | transcript_product=serine/threonine protein kinase RIO2, putative | location=CASCJQ010000005:1354660-1356591(+) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9902at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/9902at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/9902at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:53:11 2026
# [ok]
