#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7722407.1         -           1228 1841at5820           -            929         0 1701.1  87.0   1   4    1e-148  2.6e-146  487.9  22.5     1   263     1   276     1   283 0.96 | transcript=PVPAM_120064300_t1 | gene=PVPAM_120064300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 12, putative | transcript_product=U3 small nucleolar RNA-associated protein 12, putative | location=CASCJQ010000012:2421970-2425805(+) | protein_length=1228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721889.1         -            363 1841at5820           -            929     3e-07   27.7   6.2   2   2     0.017       4.1    4.1   0.4    79   137   186   245   180   263 0.64 | transcript=PVPAM_120012300_t1 | gene=PVPAM_120012300 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 92, putative | transcript_product=WD repeat-containing protein 92, putative | location=CASCJQ010000012:302613-304872(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 1841at5820           -            929   1.3e-06   25.6   3.0   1   3      0.24        61    0.2   0.0   595   615   275   295   266   303 0.61 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 1841at5820           -            929   1.3e-06   25.6   3.0   2   3   2.6e-08   6.4e-06   23.3   1.0    72   189   345   461   340   480 0.79 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722061.1         -            533 1841at5820           -            929   1.3e-06   25.6   3.0   3   3      0.33        81   -0.2   0.0   419   473   470   527   456   531 0.78 | transcript=PVPAM_120029900_t1 | gene=PVPAM_120029900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit B, putative | transcript_product=chromatin assembly factor 1 subunit B, putative | location=CASCJQ010000012:965657-967258(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 1841at5820           -            929   1.7e-06   25.2   1.1   1   4    0.0084       2.1    5.0   0.0   579   616     6    43     2    46 0.88 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 1841at5820           -            929   1.7e-06   25.2   1.1   2   4      0.23        56    0.3   0.0   578   624    46    92    43   121 0.83 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 1841at5820           -            929   1.7e-06   25.2   1.1   3   4   9.2e-06    0.0023   14.8   0.1   595   661   154   220   127   233 0.89 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718172.1         -            327 1841at5820           -            929   1.7e-06   25.2   1.1   4   4       0.3        73   -0.1   0.0   134   161   271   298   260   322 0.59 | transcript=PVPAM_030017200_t1 | gene=PVPAM_030017200 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 3 subunit I, putative | transcript_product=eukaryotic translation initiation factor 3 subunit I, putative | location=CASCJQ010000003:513442-514823(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722738.1         -            694 1841at5820           -            929     8e-06   23.0   0.8   1   4   0.00056      0.14    8.9   0.2   576   639     6    69     1    82 0.83 | transcript=PVPAM_130023900_t1 | gene=PVPAM_130023900 | organism=Plasmodium_vivax_PAM | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=CASCJQ010000013:858457-860541(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722738.1         -            694 1841at5820           -            929     8e-06   23.0   0.8   2   4       0.1        26    1.4   0.3   107   154    85   135    71   147 0.81 | transcript=PVPAM_130023900_t1 | gene=PVPAM_130023900 | organism=Plasmodium_vivax_PAM | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=CASCJQ010000013:858457-860541(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722738.1         -            694 1841at5820           -            929     8e-06   23.0   0.8   3   4   3.2e-08     8e-06   23.0   0.8   637   718   261   346   249   371 0.83 | transcript=PVPAM_130023900_t1 | gene=PVPAM_130023900 | organism=Plasmodium_vivax_PAM | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=CASCJQ010000013:858457-860541(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722738.1         -            694 1841at5820           -            929     8e-06   23.0   0.8   4   4       1.3   3.3e+02   -2.2   1.4   574   619   604   651   592   693 0.35 | transcript=PVPAM_130023900_t1 | gene=PVPAM_130023900 | organism=Plasmodium_vivax_PAM | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=CASCJQ010000013:858457-860541(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 1841at5820           -            929     1e-05   22.6   3.4   1   1   1.2e-07   2.9e-05   21.1   3.3   103   238   282   410   274   448 0.78 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 1841at5820           -            929   2.3e-05   21.5   4.6   1   3    0.0082         2    5.1   0.2   568   622   224   284   218   331 0.75 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 1841at5820           -            929   2.3e-05   21.5   4.6   2   3   9.1e-08   2.3e-05   21.5   4.6    72   220   437   578   429   579 0.86 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721921.1         -            644 1841at5820           -            929   2.3e-05   21.5   4.6   3   3   1.7e-05    0.0043   13.9   4.0   599   680   533   615   529   640 0.53 | transcript=PVPAM_120015500_t1 | gene=PVPAM_120015500 | organism=Plasmodium_vivax_PAM | gene_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | transcript_product=U4/U6 small nuclear ribonucleoprotein PRP4, putative | location=CASCJQ010000012:440006-441940(-) | protein_length=644 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 1841at5820           -            929   2.6e-05   21.3   4.7   1   3   4.1e-06     0.001   16.0   0.1    55   144    55   144    40   158 0.72 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 1841at5820           -            929   2.6e-05   21.3   4.7   2   3     0.029       7.3    3.2   0.2    60   160   245   346   240   351 0.78 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 1841at5820           -            929   2.6e-05   21.3   4.7   3   3     0.005       1.2    5.8   0.2    64   136   291   364   284   371 0.90 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 1841at5820           -            929   0.00036   17.5   4.7   1   3       2.2   5.5e+02   -3.0   0.0   675   712    16    54    14    61 0.76 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 1841at5820           -            929   0.00036   17.5   4.7   2   3    0.0018      0.45    7.3   0.2   580   613   216   249   205   259 0.86 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720447.1         -            469 1841at5820           -            929   0.00036   17.5   4.7   3   3   0.00017     0.043   10.6   0.5   537   607   324   394   305   406 0.76 | transcript=PVPAM_090021200_t1 | gene=PVPAM_090021200 | organism=Plasmodium_vivax_PAM | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=CASCJQ010000009:766466-767875(-) | protein_length=469 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 1841at5820           -            929    0.0078   13.1  18.9   1   3    0.0008       0.2    8.4   0.0    80   139   355   412   349   419 0.91 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 1841at5820           -            929    0.0078   13.1  18.9   2   3    0.0007      0.17    8.6   0.1    88   158   403   474   393   482 0.82 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719219.1         -            638 1841at5820           -            929    0.0078   13.1  18.9   3   3    0.0006      0.15    8.8   0.0   600   694   487   582   476   585 0.81 | transcript=PVPAM_060022600_t1 | gene=PVPAM_060022600 | organism=Plasmodium_vivax_PAM | gene_product=cell division cycle protein 20 homolog, putative | transcript_product=cell division cycle protein 20 homolog, putative | location=CASCJQ010000006:761713-763629(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720474.1         -            368 1841at5820           -            929     0.077    9.8  10.1   1   1   0.00062      0.15    8.8  10.1   264   338    30   105    25   119 0.68 | transcript=PVPAM_090023900_t1 | gene=PVPAM_090023900 | organism=Plasmodium_vivax_PAM | gene_product=tRNA m(1)G methyltransferase, putative | transcript_product=tRNA m(1)G methyltransferase, putative | location=CASCJQ010000009:868031-869664(+) | protein_length=368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1841at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/1841at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/1841at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:59 2026
# [ok]
