#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720374.1         -            335 8091at5820           -            238  1.5e-169  560.0  12.3   1   1  1.7e-171  1.9e-169  559.6  12.3     1   238    96   333    96   333 1.00 | transcript=PVPAM_090013900_t1 | gene=PVPAM_090013900 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=CASCJQ010000009:497458-498465(+) | protein_length=335 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721289.1         -           4017 8091at5820           -            238   8.8e-10   37.0   1.6   2   2       3.5     4e+02   -1.1   0.0   206   235  1412  1441  1401  1443 0.86 | transcript=PVPAM_110019100_t1 | gene=PVPAM_110019100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK3, putative | transcript_product=serine/threonine protein kinase ARK3, putative | location=CASCJQ010000011:590696-602749(-) | protein_length=4017 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723621.1         -            996 8091at5820           -            238   1.1e-09   36.7   0.2   1   1   3.5e-11     4e-09   34.9   0.2    32   156   110   257    72   286 0.71 | transcript=PVPAM_140054500_t1 | gene=PVPAM_140054500 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 1, putative | transcript_product=NIMA related kinase 1, putative | location=CASCJQ010000014:2126362-2129525(+) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 8091at5820           -            238   3.6e-09   35.0   0.0   1   2   3.4e-07   3.9e-05   21.8   0.0    41    94   531   585   523   654 0.78 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 8091at5820           -            238   3.6e-09   35.0   0.0   2   2   0.00081     0.094   10.7   0.0   205   235   866   896   855   897 0.87 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 8091at5820           -            238   3.6e-09   35.0   0.6   1   2      0.62        72    1.3   0.0    94   119    32    57    20    60 0.86 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 8091at5820           -            238   3.6e-09   35.0   0.6   2   2   3.7e-10   4.3e-08   31.5   0.1    34    95    97   160    88   174 0.86 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722441.1         -           1526 8091at5820           -            238   6.3e-09   34.2   0.1   1   2   5.5e-11   6.3e-09   34.2   0.1    45   141   625   721   606   750 0.83 | transcript=PVPAM_120067800_t1 | gene=PVPAM_120067800 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | location=CASCJQ010000012:2556552-2561283(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722441.1         -           1526 8091at5820           -            238   6.3e-09   34.2   0.1   2   2       1.6   1.9e+02   -0.1   0.0     2    28   910   936   909   961 0.74 | transcript=PVPAM_120067800_t1 | gene=PVPAM_120067800 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 1, putative | location=CASCJQ010000012:2556552-2561283(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720502.1         -            561 8091at5820           -            238   6.9e-09   34.1   5.1   1   3   4.3e-09   4.9e-07   28.0   2.4     2    88    98   184    97   192 0.81 | transcript=PVPAM_090026700_t1 | gene=PVPAM_090026700 | organism=Plasmodium_vivax_PAM | gene_product=3-phosphoinositide-dependent protein kinase 1, putative | transcript_product=3-phosphoinositide-dependent protein kinase 1, putative | location=CASCJQ010000009:990615-992300(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720502.1         -            561 8091at5820           -            238   6.9e-09   34.1   5.1   2   3      0.34        39    2.2   0.0   108   141   354   386   334   402 0.70 | transcript=PVPAM_090026700_t1 | gene=PVPAM_090026700 | organism=Plasmodium_vivax_PAM | gene_product=3-phosphoinositide-dependent protein kinase 1, putative | transcript_product=3-phosphoinositide-dependent protein kinase 1, putative | location=CASCJQ010000009:990615-992300(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720502.1         -            561 8091at5820           -            238   6.9e-09   34.1   5.1   3   3      0.39        46    1.9   0.0   204   235   411   446   407   448 0.79 | transcript=PVPAM_090026700_t1 | gene=PVPAM_090026700 | organism=Plasmodium_vivax_PAM | gene_product=3-phosphoinositide-dependent protein kinase 1, putative | transcript_product=3-phosphoinositide-dependent protein kinase 1, putative | location=CASCJQ010000009:990615-992300(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 8091at5820           -            238   4.1e-08   31.6   0.8   1   1   7.6e-10   8.8e-08   30.5   0.8    48   151  3044  3168  2991  3181 0.64 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719798.1         -            341 8091at5820           -            238   4.5e-08   31.4   2.1   1   2       2.5   2.9e+02   -0.7   0.0    19    47    83   111    65   119 0.73 | transcript=PVPAM_070041200_t1 | gene=PVPAM_070041200 | organism=Plasmodium_vivax_PAM | gene_product=cAMP-dependent protein kinase catalytic subunit, putative | transcript_product=cAMP-dependent protein kinase catalytic subunit, putative | location=CASCJQ010000007:1475268-1476949(+) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719798.1         -            341 8091at5820           -            238   4.5e-08   31.4   2.1   2   2   6.3e-10   7.2e-08   30.7   0.6    36   145   128   233   104   303 0.70 | transcript=PVPAM_070041200_t1 | gene=PVPAM_070041200 | organism=Plasmodium_vivax_PAM | gene_product=cAMP-dependent protein kinase catalytic subunit, putative | transcript_product=cAMP-dependent protein kinase catalytic subunit, putative | location=CASCJQ010000007:1475268-1476949(+) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721834.1         -            423 8091at5820           -            238   7.7e-07   27.4   1.8   1   2   3.3e-07   3.8e-05   21.9   1.5    20    97    97   179    80   201 0.69 | transcript=PVPAM_120006800_t1 | gene=PVPAM_120006800 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:77656-80961(+) | protein_length=423 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721834.1         -            423 8091at5820           -            238   7.7e-07   27.4   1.8   2   2      0.18        20    3.1   0.0   209   235   230   256   222   259 0.91 | transcript=PVPAM_120006800_t1 | gene=PVPAM_120006800 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:77656-80961(+) | protein_length=423 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723810.1         -            740 8091at5820           -            238     1e-06   27.0   3.6   1   1   1.1e-08   1.3e-06   26.7   2.3    12   145    93   246    81   278 0.70 | transcript=PVPAM_140073300_t1 | gene=PVPAM_140073300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000014:2888926-2891148(+) | protein_length=740 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717807.1         -            721 8091at5820           -            238   2.8e-06   25.6   0.5   1   1   3.6e-08   4.2e-06   25.0   0.5    30   152   540   667   514   692 0.74 | transcript=PVPAM_010032100_t1 | gene=PVPAM_010032100 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000001:1221835-1224854(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 8091at5820           -            238   3.5e-06   25.2   2.2   1   3   7.8e-07     9e-05   20.6   0.3    36    76   306   346   241   359 0.87 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 8091at5820           -            238   3.5e-06   25.2   2.2   2   3      0.61        71    1.3   0.1   103   142   422   460   386   470 0.71 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723399.1         -            517 8091at5820           -            238   3.5e-06   25.2   2.2   3   3       1.2   1.4e+02    0.4   0.0   205   234   482   511   470   513 0.87 | transcript=PVPAM_140032100_t1 | gene=PVPAM_140032100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 3, putative | transcript_product=calcium-dependent protein kinase 3, putative | location=CASCJQ010000014:1174997-1177096(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 8091at5820           -            238     5e-06   24.7   0.4   1   2   5.5e-07   6.4e-05   21.1   0.5    41    97  3116  3171  3101  3184 0.84 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 8091at5820           -            238     5e-06   24.7   0.4   2   2       1.1   1.3e+02    0.5   0.0    98   138  3216  3255  3203  3260 0.80 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 8091at5820           -            238   5.5e-06   24.6   4.2   1   2   5.9e-08   6.8e-06   24.3   0.6     2    89    84   174    83   228 0.70 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 8091at5820           -            238   5.5e-06   24.6   4.2   2   2      0.52        60    1.5   0.2   181   222   228   269   222   278 0.85 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718495.1         -           1029 8091at5820           -            238   7.4e-06   24.2   0.1   1   1     2e-07   2.3e-05   22.6   0.1    20   141   840   964   826   977 0.76 | transcript=PVPAM_040023900_t1 | gene=PVPAM_040023900 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000004:797636-800725(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722473.1         -           2429 8091at5820           -            238   1.5e-05   23.1   0.7   1   1   1.2e-06   0.00014   20.0   0.7    38   153   216   357   180   369 0.64 | transcript=PVPAM_120071000_t1 | gene=PVPAM_120071000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:2710608-2718677(-) | protein_length=2429 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721866.1         -           1683 8091at5820           -            238   2.6e-05   22.4   1.6   1   2       0.7        80    1.1   0.3    14    61   283   333   271   338 0.79 | transcript=PVPAM_120010000_t1 | gene=PVPAM_120010000 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000012:196742-201793(-) | protein_length=1683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721866.1         -           1683 8091at5820           -            238   2.6e-05   22.4   1.6   2   2   1.7e-06    0.0002   19.5   0.0    32   138  1498  1605  1482  1624 0.74 | transcript=PVPAM_120010000_t1 | gene=PVPAM_120010000 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000012:196742-201793(-) | protein_length=1683 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 8091at5820           -            238     3e-05   22.2   4.2   1   3   2.6e-07     3e-05   22.2   4.2     2    79   327   405   326   430 0.75 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 8091at5820           -            238     3e-05   22.2   4.2   2   3       2.2   2.6e+02   -0.5   0.1   106   149   538   581   524   603 0.69 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 8091at5820           -            238     3e-05   22.2   4.2   3   3       2.8   3.3e+02   -0.8   0.0   208   234   610   637   585   641 0.82 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720736.1         -           2040 8091at5820           -            238   9.5e-05   20.5   0.0   1   1   1.7e-06   0.00019   19.5   0.0    42    93   177   227   138   291 0.76 | transcript=PVPAM_090050100_t1 | gene=PVPAM_090050100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000009:2011314-2017436(-) | protein_length=2040 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717767.1         -           1410 8091at5820           -            238   0.00011   20.3   0.7   1   1   2.7e-06   0.00031   18.9   0.7    24    88  1188  1250  1174  1269 0.82 | transcript=PVPAM_010028100_t1 | gene=PVPAM_010028100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, FIKK family | transcript_product=serine/threonine protein kinase, FIKK family | location=CASCJQ010000001:1018533-1023076(+) | protein_length=1410 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 8091at5820           -            238    0.0002   19.5   0.1   1   1   3.8e-06   0.00043   18.4   0.1    30    78  1204  1253  1176  1262 0.83 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720189.1         -           3007 8091at5820           -            238   0.00064   17.8   0.1   1   2   1.8e-05    0.0021   16.1   0.1    36   144   267   385   258   400 0.78 | transcript=PVPAM_080041100_t1 | gene=PVPAM_080041100 | organism=Plasmodium_vivax_PAM | gene_product=kinase-related protein PKRP, putative | transcript_product=kinase-related protein PKRP, putative | location=CASCJQ010000008:1593615-1602811(-) | protein_length=3007 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720189.1         -           3007 8091at5820           -            238   0.00064   17.8   0.1   2   2         6   6.9e+02   -1.9   0.0   206   234   416   444   396   446 0.88 | transcript=PVPAM_080041100_t1 | gene=PVPAM_080041100 | organism=Plasmodium_vivax_PAM | gene_product=kinase-related protein PKRP, putative | transcript_product=kinase-related protein PKRP, putative | location=CASCJQ010000008:1593615-1602811(-) | protein_length=3007 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8091at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/8091at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/8091at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:49:57 2026
# [ok]
