#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7718435.1         -            526 4894at5820           -            462         0 1014.5  39.2   1   1  4.9e-306    5e-304 1006.5  39.2     1   462    38   522    38   522 0.97 | transcript=PVPAM_040018100_t1 | gene=PVPAM_040018100 | organism=Plasmodium_vivax_PAM | gene_product=calcium-dependent protein kinase 1, putative | transcript_product=calcium-dependent protein kinase 1, putative | location=CASCJQ010000004:566628-569175(-) | protein_length=526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720189.1         -           3007 4894at5820           -            462     4e-17   60.6   0.7   1   1   6.2e-19   6.3e-17   59.9   0.7    17   268   161   444   155   454 0.75 | transcript=PVPAM_080041100_t1 | gene=PVPAM_080041100 | organism=Plasmodium_vivax_PAM | gene_product=kinase-related protein PKRP, putative | transcript_product=kinase-related protein PKRP, putative | location=CASCJQ010000008:1593615-1602811(-) | protein_length=3007 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723327.1         -            341 4894at5820           -            462   6.8e-17   59.8   4.8   1   1   9.9e-19     1e-16   59.3   4.8    12   219    27   247    18   255 0.75 | transcript=PVPAM_140024600_t1 | gene=PVPAM_140024600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000014:854740-857658(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 4894at5820           -            462   3.9e-16   57.3   8.3   1   3    0.0016      0.16    9.1   0.3    19    83   798   874   792   883 0.76 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 4894at5820           -            462   3.9e-16   57.3   8.3   2   3   1.9e-14     2e-12   45.1   1.2   106   221  1161  1289  1123  1306 0.81 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720131.1         -           1391 4894at5820           -            462   3.9e-16   57.3   8.3   3   3     0.029         3    5.0   0.0   230   269  1330  1370  1315  1378 0.82 | transcript=PVPAM_080035300_t1 | gene=PVPAM_080035300 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 4, putative | transcript_product=cdc2-related protein kinase 4, putative | location=CASCJQ010000008:1385632-1389807(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722807.1         -            149 4894at5820           -            462   1.6e-15   55.3   5.4   1   1   2.3e-17   2.4e-15   54.7   5.4   312   457     6   146     1   149 0.83 | transcript=PVPAM_130030800_t1 | gene=PVPAM_130030800 | organism=Plasmodium_vivax_PAM | gene_product=calmodulin, putative | transcript_product=calmodulin, putative | location=CASCJQ010000013:1169241-1170239(+) | protein_length=149 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 4894at5820           -            462   4.2e-15   53.9   1.2   1   4      0.26        26    1.9   0.0    58    82    97   122    83   135 0.84 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 4894at5820           -            462   4.2e-15   53.9   1.2   2   4   1.5e-13   1.5e-11   42.2   0.1    67   188   142   270   125   275 0.81 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 4894at5820           -            462   4.2e-15   53.9   1.2   3   4     0.017       1.8    5.7   0.0   186   222   479   515   463   532 0.87 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721476.1         -            806 4894at5820           -            462   4.2e-15   53.9   1.2   4   4       7.9   8.1e+02   -3.1   0.0   238   267   563   593   551   596 0.79 | transcript=PVPAM_110038100_t1 | gene=PVPAM_110038100 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 5, putative | transcript_product=cdc2-related protein kinase 5, putative | location=CASCJQ010000011:1389536-1391956(-) | protein_length=806 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720496.1         -           1548 4894at5820           -            462     9e-15   52.8  11.3   1   2   2.6e-07   2.7e-05   21.6   1.7    23   107   202   286   191   296 0.87 | transcript=PVPAM_090026100_t1 | gene=PVPAM_090026100 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000009:954667-959462(-) | protein_length=1548 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720496.1         -           1548 4894at5820           -            462     9e-15   52.8  11.3   2   2   1.6e-11   1.6e-09   35.5   2.4   113   225   366   481   358   518 0.77 | transcript=PVPAM_090026100_t1 | gene=PVPAM_090026100 | organism=Plasmodium_vivax_PAM | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=CASCJQ010000009:954667-959462(-) | protein_length=1548 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717666.1         -           1251 4894at5820           -            462   1.2e-14   52.4  14.9   1   2   2.2e-14   2.3e-12   44.9   9.8    18   162   732   882   723   889 0.75 | transcript=PVPAM_010017600_t1 | gene=PVPAM_010017600 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000001:601815-605570(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717666.1         -           1251 4894at5820           -            462   1.2e-14   52.4  14.9   2   2   0.00087     0.089   10.0   0.2   172   210  1096  1134  1081  1180 0.83 | transcript=PVPAM_010017600_t1 | gene=PVPAM_010017600 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000001:601815-605570(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720423.1         -            580 4894at5820           -            462   8.4e-14   49.6   8.3   1   3     2e-12   2.1e-10   38.4   5.7    11   162   169   328   163   338 0.77 | transcript=PVPAM_090018800_t1 | gene=PVPAM_090018800 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 2, putative | transcript_product=mitogen-activated protein kinase 2, putative | location=CASCJQ010000009:677012-678754(-) | protein_length=580 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720423.1         -            580 4894at5820           -            462   8.4e-14   49.6   8.3   2   3    0.0053      0.55    7.4   0.0   167   204   359   398   353   404 0.83 | transcript=PVPAM_090018800_t1 | gene=PVPAM_090018800 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 2, putative | transcript_product=mitogen-activated protein kinase 2, putative | location=CASCJQ010000009:677012-678754(-) | protein_length=580 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720423.1         -            580 4894at5820           -            462   8.4e-14   49.6   8.3   3   3      0.19        19    2.3   0.0   211   267   457   517   418   531 0.62 | transcript=PVPAM_090018800_t1 | gene=PVPAM_090018800 | organism=Plasmodium_vivax_PAM | gene_product=mitogen-activated protein kinase 2, putative | transcript_product=mitogen-activated protein kinase 2, putative | location=CASCJQ010000009:677012-678754(-) | protein_length=580 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717807.1         -            721 4894at5820           -            462     1e-13   49.4   2.8   1   1   1.4e-15   1.5e-13   48.8   2.8    48   212   491   658   454   677 0.78 | transcript=PVPAM_010032100_t1 | gene=PVPAM_010032100 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000001:1221835-1224854(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720651.1         -            323 4894at5820           -            462   6.3e-12   43.5   1.0   1   1   8.4e-14   8.7e-12   43.0   1.0    15   213     5   216     1   238 0.73 | transcript=PVPAM_090041500_t1 | gene=PVPAM_090041500 | organism=Plasmodium_vivax_PAM | gene_product=casein kinase 1, putative | transcript_product=casein kinase 1, putative | location=CASCJQ010000009:1615302-1617735(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719231.1         -            179 4894at5820           -            462   2.4e-11   41.5  12.4   1   2   2.4e-07   2.5e-05   21.7   1.1   397   458    38   101    30   104 0.80 | transcript=PVPAM_060023800_t1 | gene=PVPAM_060023800 | organism=Plasmodium_vivax_PAM | gene_product=centrin-3, putative | transcript_product=centrin-3, putative | location=CASCJQ010000006:804255-805655(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719231.1         -            179 4894at5820           -            462   2.4e-11   41.5  12.4   2   2   2.7e-10   2.8e-08   31.5   4.4   362   459    75   175    66   177 0.84 | transcript=PVPAM_060023800_t1 | gene=PVPAM_060023800 | organism=Plasmodium_vivax_PAM | gene_product=centrin-3, putative | transcript_product=centrin-3, putative | location=CASCJQ010000006:804255-805655(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 4894at5820           -            462   7.9e-11   39.8  11.9   1   3   0.00068      0.07   10.3   0.5    18    79    34    96    18   116 0.68 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 4894at5820           -            462   7.9e-11   39.8  11.9   2   3   9.4e-05    0.0096   13.2   0.3   105   143   231   269   221   278 0.78 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718813.1         -            807 4894at5820           -            462   7.9e-11   39.8  11.9   3   3   1.2e-07   1.2e-05   22.8   0.7   147   220   576   651   562   676 0.84 | transcript=PVPAM_050020700_t1 | gene=PVPAM_050020700 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase 1, putative | transcript_product=protein kinase 1, putative | location=CASCJQ010000005:677818-680438(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717924.1         -            168 4894at5820           -            462   1.3e-10   39.2  10.6   1   1     2e-12     2e-10   38.5  10.6   314   459    24   164    13   166 0.80 | transcript=PVPAM_020015600_t1 | gene=PVPAM_020015600 | organism=Plasmodium_vivax_PAM | gene_product=centrin-1, putative | transcript_product=centrin-1, putative | location=CASCJQ010000002:450095-451406(-) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722421.1         -            168 4894at5820           -            462   2.2e-10   38.4   3.2   1   2   1.8e-06   0.00019   18.8   0.1   397   457    27    89    20    95 0.78 | transcript=PVPAM_120065700_t1 | gene=PVPAM_120065700 | organism=Plasmodium_vivax_PAM | gene_product=centrin-2, putative | transcript_product=centrin-2, putative | location=CASCJQ010000012:2470167-2470928(+) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722421.1         -            168 4894at5820           -            462   2.2e-10   38.4   3.2   2   2   4.2e-09   4.3e-07   27.5   2.1   370   459    70   164    65   166 0.82 | transcript=PVPAM_120065700_t1 | gene=PVPAM_120065700 | organism=Plasmodium_vivax_PAM | gene_product=centrin-2, putative | transcript_product=centrin-2, putative | location=CASCJQ010000012:2470167-2470928(+) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 4894at5820           -            462   1.8e-09   35.3   2.8   1   2       1.5   1.5e+02   -0.7   0.1    47    84  2809  2849  2796  2864 0.75 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 4894at5820           -            462   1.8e-09   35.3   2.8   2   2   2.3e-11   2.4e-09   34.9   0.7    57   183  2979  3113  2937  3173 0.77 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 4894at5820           -            462   3.3e-09   34.5   2.0   1   2   3.7e-09   3.8e-07   27.7   1.7    85   161  3092  3164  3082  3193 0.74 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 4894at5820           -            462   3.3e-09   34.5   2.0   2   2     0.035       3.6    4.7   0.0   172   204  3219  3252  3212  3310 0.83 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720345.1         -            167 4894at5820           -            462   5.5e-09   33.8   9.1   1   1   3.7e-10   3.8e-08   31.0   9.0   316   456    16   151     6   155 0.78 | transcript=PVPAM_090011000_t1 | gene=PVPAM_090011000 | organism=Plasmodium_vivax_PAM | gene_product=centrin-4, putative | transcript_product=centrin-4, putative | location=CASCJQ010000009:364310-365085(+) | protein_length=167 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 4894at5820           -            462   5.5e-09   33.8   0.1   1   3      0.56        57    0.7   0.0    18    40   400   423   390   476 0.72 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 4894at5820           -            462   5.5e-09   33.8   0.1   2   3   2.4e-07   2.4e-05   21.7   0.0   113   217   534   647   522   656 0.77 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721965.1         -            897 4894at5820           -            462   5.5e-09   33.8   0.1   3   3    0.0063      0.65    7.1   0.0   240   267   866   894   862   896 0.89 | transcript=PVPAM_120020300_t1 | gene=PVPAM_120020300 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=CASCJQ010000012:644935-647628(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720087.1         -            327 4894at5820           -            462   9.3e-09   33.0   2.6   1   1   1.1e-10   1.1e-08   32.8   2.6    71   270    81   283    32   309 0.75 | transcript=PVPAM_080030900_t1 | gene=PVPAM_080030900 | organism=Plasmodium_vivax_PAM | gene_product=pseudo protein kinase 1, putative | transcript_product=pseudo protein kinase 1, putative | location=CASCJQ010000008:1179205-1180522(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 4894at5820           -            462   1.3e-08   32.5   0.9   1   3     0.032       3.3    4.8   0.0    54   111   825   883   805   892 0.68 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 4894at5820           -            462   1.3e-08   32.5   0.9   2   3      0.02         2    5.5   0.0   114   169   912   966   900   974 0.80 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719701.1         -           1180 4894at5820           -            462   1.3e-08   32.5   0.9   3   3   2.6e-06   0.00026   18.3   0.0   146   210  1032  1098  1027  1102 0.84 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722369.1         -            177 4894at5820           -            462   0.00012   19.5   6.6   1   1   6.8e-06   0.00069   16.9   6.6   325   458    36   165    14   168 0.63 | transcript=PVPAM_120060500_t1 | gene=PVPAM_120060500 | organism=Plasmodium_vivax_PAM | gene_product=calcineurin subunit B, putative | transcript_product=calcineurin subunit B, putative | location=CASCJQ010000012:2253591-2255022(+) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721361.1         -            136 4894at5820           -            462   0.00034   18.0   0.5   1   1   3.5e-06   0.00036   17.9   0.5   373   455    51   135     3   136 0.77 | transcript=PVPAM_110026400_t1 | gene=PVPAM_110026400 | organism=Plasmodium_vivax_PAM | gene_product=troponin c-like protein, putative | transcript_product=troponin c-like protein, putative | location=CASCJQ010000011:937732-939202(+) | protein_length=136 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721578.1         -            158 4894at5820           -            462   0.00036   17.9   2.7   1   1   3.5e-06   0.00036   17.9   2.7   346   422    79   154    45   157 0.84 | transcript=PVPAM_110048300_t1 | gene=PVPAM_110048300 | organism=Plasmodium_vivax_PAM | gene_product=calcium-binding protein, putative | transcript_product=calcium-binding protein, putative | location=CASCJQ010000011:1806007-1806483(+) | protein_length=158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722044.1         -            522 4894at5820           -            462    0.0039   14.5   0.4   1   1   6.1e-05    0.0062   13.8   0.4   105   186   343   424   300   517 0.69 | transcript=PVPAM_120028200_t1 | gene=PVPAM_120028200 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:900847-902415(+) | protein_length=522 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4894at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4894at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4894at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:32 2026
# [ok]
