#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7719701.1         -           1180 3196at5820           -            672  1.2e-263  874.9  30.8   1   7    1e-113  1.5e-111  372.3  14.2     1   203     1   204     1   209 0.99 | transcript=PVPAM_070031500_t1 | gene=PVPAM_070031500 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1141777-1145852(+) | protein_length=1180 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720502.1         -            561 3196at5820           -            672   1.2e-08   32.2   5.0   1   3   8.8e-11   1.2e-08   32.2   5.0   425   538    67   184    44   193 0.79 | transcript=PVPAM_090026700_t1 | gene=PVPAM_090026700 | organism=Plasmodium_vivax_PAM | gene_product=3-phosphoinositide-dependent protein kinase 1, putative | transcript_product=3-phosphoinositide-dependent protein kinase 1, putative | location=CASCJQ010000009:990615-992300(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720502.1         -            561 3196at5820           -            672   1.2e-08   32.2   5.0   2   3      0.08        11    2.6   0.2   521   618   293   388   283   427 0.73 | transcript=PVPAM_090026700_t1 | gene=PVPAM_090026700 | organism=Plasmodium_vivax_PAM | gene_product=3-phosphoinositide-dependent protein kinase 1, putative | transcript_product=3-phosphoinositide-dependent protein kinase 1, putative | location=CASCJQ010000009:990615-992300(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720502.1         -            561 3196at5820           -            672   1.2e-08   32.2   5.0   3   3       8.9   1.3e+03   -4.2   1.0   410   410   501   501   459   545 0.46 | transcript=PVPAM_090026700_t1 | gene=PVPAM_090026700 | organism=Plasmodium_vivax_PAM | gene_product=3-phosphoinositide-dependent protein kinase 1, putative | transcript_product=3-phosphoinositide-dependent protein kinase 1, putative | location=CASCJQ010000009:990615-992300(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721579.1         -            354 3196at5820           -            672   1.9e-08   31.6   0.9   1   2     1e-08   1.4e-06   25.4   0.3   431   541    69   181    54   194 0.80 | transcript=PVPAM_110048400_t1 | gene=PVPAM_110048400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK1, putative | transcript_product=serine/threonine protein kinase ARK1, putative | location=CASCJQ010000011:1807072-1808609(-) | protein_length=354 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721579.1         -            354 3196at5820           -            672   1.9e-08   31.6   0.9   2   2     0.022       3.1    4.4   0.0   594   665   216   303   211   309 0.58 | transcript=PVPAM_110048400_t1 | gene=PVPAM_110048400 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK1, putative | transcript_product=serine/threonine protein kinase ARK1, putative | location=CASCJQ010000011:1807072-1808609(-) | protein_length=354 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723621.1         -            996 3196at5820           -            672   2.2e-08   31.4   1.4   1   1   4.4e-09   6.2e-07   26.6   1.4   434   660    54   289    48   300 0.70 | transcript=PVPAM_140054500_t1 | gene=PVPAM_140054500 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 1, putative | transcript_product=NIMA related kinase 1, putative | location=CASCJQ010000014:2126362-2129525(+) | protein_length=996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717919.1         -           3320 3196at5820           -            672   3.5e-08   30.7   1.6   1   1   1.5e-09   2.1e-07   28.1   1.5   496   669  3120  3311  3101  3314 0.71 | transcript=PVPAM_020015100_t1 | gene=PVPAM_020015100 | organism=Plasmodium_vivax_PAM | gene_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | transcript_product=eukaryotic translation initiation factor 2-alpha kinase 2, putative | location=CASCJQ010000002:419120-430381(-) | protein_length=3320 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 3196at5820           -            672   8.6e-08   29.4  10.0   1   2   1.7e-07   2.4e-05   21.3   7.2   427   532   302   408   267   421 0.76 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720338.1         -           1278 3196at5820           -            672   8.6e-08   29.4  10.0   2   2    0.0013      0.18    8.5   0.0   580   612   534   566   521   593 0.86 | transcript=PVPAM_090010400_t1 | gene=PVPAM_090010400 | organism=Plasmodium_vivax_PAM | gene_product=calcium/calmodulin-dependent protein kinase, putative | transcript_product=calcium/calmodulin-dependent protein kinase, putative | location=CASCJQ010000009:339975-343811(+) | protein_length=1278 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721982.1         -            305 3196at5820           -            672   8.8e-08   29.4   7.3   1   3   9.3e-08   1.3e-05   22.2   6.6   438   534    53   161    22   169 0.74 | transcript=PVPAM_120022100_t1 | gene=PVPAM_120022100 | organism=Plasmodium_vivax_PAM | gene_product=CDK-related protein kinase 6, putative | transcript_product=CDK-related protein kinase 6, putative | location=CASCJQ010000012:719734-721835(-) | protein_length=305 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721982.1         -            305 3196at5820           -            672   8.8e-08   29.4   7.3   2   3     0.012       1.6    5.4   0.0   580   612   177   210   165   229 0.82 | transcript=PVPAM_120022100_t1 | gene=PVPAM_120022100 | organism=Plasmodium_vivax_PAM | gene_product=CDK-related protein kinase 6, putative | transcript_product=CDK-related protein kinase 6, putative | location=CASCJQ010000012:719734-721835(-) | protein_length=305 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721982.1         -            305 3196at5820           -            672   8.8e-08   29.4   7.3   3   3       2.4   3.3e+02   -2.3   0.0   169   197   242   270   223   276 0.73 | transcript=PVPAM_120022100_t1 | gene=PVPAM_120022100 | organism=Plasmodium_vivax_PAM | gene_product=CDK-related protein kinase 6, putative | transcript_product=CDK-related protein kinase 6, putative | location=CASCJQ010000012:719734-721835(-) | protein_length=305 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 3196at5820           -            672   8.8e-08   29.4   3.6   1   2   6.3e-10   8.8e-08   29.4   3.6   438   538    68   173    54   181 0.80 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722659.1         -            296 3196at5820           -            672   8.8e-08   29.4   3.6   2   2     0.026       3.7    4.2   0.6   596   642   198   248   184   275 0.68 | transcript=PVPAM_130016000_t1 | gene=PVPAM_130016000 | organism=Plasmodium_vivax_PAM | gene_product=NIMA related kinase 3, putative | transcript_product=NIMA related kinase 3, putative | location=CASCJQ010000013:503229-504119(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719798.1         -            341 3196at5820           -            672   3.2e-07   27.5   3.1   1   2   5.4e-06   0.00075   16.4   1.6   428   540    68   181    60   190 0.80 | transcript=PVPAM_070041200_t1 | gene=PVPAM_070041200 | organism=Plasmodium_vivax_PAM | gene_product=cAMP-dependent protein kinase catalytic subunit, putative | transcript_product=cAMP-dependent protein kinase catalytic subunit, putative | location=CASCJQ010000007:1475268-1476949(+) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719798.1         -            341 3196at5820           -            672   3.2e-07   27.5   3.1   2   2   0.00021     0.029   11.1   0.0   581   653   192   267   179   275 0.75 | transcript=PVPAM_070041200_t1 | gene=PVPAM_070041200 | organism=Plasmodium_vivax_PAM | gene_product=cAMP-dependent protein kinase catalytic subunit, putative | transcript_product=cAMP-dependent protein kinase catalytic subunit, putative | location=CASCJQ010000007:1475268-1476949(+) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723318.1         -            368 3196at5820           -            672   4.6e-07   27.0  14.9   1   2   5.2e-07   7.3e-05   19.7   8.6   439   539   154   255   121   270 0.80 | transcript=PVPAM_140023700_t1 | gene=PVPAM_140023700 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase PK9, putative | transcript_product=serine/threonine protein kinase PK9, putative | location=CASCJQ010000014:822225-823331(+) | protein_length=368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723318.1         -            368 3196at5820           -            672   4.6e-07   27.0  14.9   2   2   0.00012     0.016   12.0   0.5   578   646   266   344   253   357 0.72 | transcript=PVPAM_140023700_t1 | gene=PVPAM_140023700 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase PK9, putative | transcript_product=serine/threonine protein kinase PK9, putative | location=CASCJQ010000014:822225-823331(+) | protein_length=368 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 3196at5820           -            672   7.2e-07   26.3  23.1   1   5    0.0055      0.77    6.4   3.1    41   102    17    78    14   107 0.74 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 3196at5820           -            672   7.2e-07   26.3  23.1   2   5    0.0028       0.4    7.4   0.7   249   338   262   350   236   380 0.79 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 3196at5820           -            672   7.2e-07   26.3  23.1   3   5       3.3   4.6e+02   -2.8   0.5   441   484   811   852   792   855 0.66 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 3196at5820           -            672   7.2e-07   26.3  23.1   4   5    0.0016      0.22    8.2   0.1   487   550  1075  1138  1040  1170 0.88 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720358.1         -           1324 3196at5820           -            672   7.2e-07   26.3  23.1   5   5   3.4e-06   0.00048   17.0   0.0   573   664  1203  1299  1192  1306 0.71 | transcript=PVPAM_090012300_t1 | gene=PVPAM_090012300 | organism=Plasmodium_vivax_PAM | gene_product=pseudo-tyrosine kinase-like protein, putative | transcript_product=pseudo-tyrosine kinase-like protein, putative | location=CASCJQ010000009:407874-412759(+) | protein_length=1324 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720582.1         -           1002 3196at5820           -            672   1.9e-06   24.9  31.9   1   2     4e-08   5.6e-06   23.4  16.5    43   163   182   304   173   311 0.86 | transcript=PVPAM_090034700_t1 | gene=PVPAM_090034700 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=CASCJQ010000009:1325948-1328956(+) | protein_length=1002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720582.1         -           1002 3196at5820           -            672   1.9e-06   24.9  31.9   2   2     0.042       5.9    3.5  12.7    38   105   292   359   278   366 0.85 | transcript=PVPAM_090034700_t1 | gene=PVPAM_090034700 | organism=Plasmodium_vivax_PAM | gene_product=phosphatidylinositol-4-phosphate 5-kinase, putative | transcript_product=phosphatidylinositol-4-phosphate 5-kinase, putative | location=CASCJQ010000009:1325948-1328956(+) | protein_length=1002 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723327.1         -            341 3196at5820           -            672   7.6e-06   23.0   3.1   1   2   0.00028     0.039   10.7   2.4   436   534    65   181    46   188 0.61 | transcript=PVPAM_140024600_t1 | gene=PVPAM_140024600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000014:854740-857658(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723327.1         -            341 3196at5820           -            672   7.6e-06   23.0   3.1   2   2   0.00023     0.032   11.0   0.0   578   614   197   234   179   256 0.80 | transcript=PVPAM_140024600_t1 | gene=PVPAM_140024600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000014:854740-857658(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721289.1         -           4017 3196at5820           -            672   8.4e-06   22.8   5.0   1   2   0.00031     0.043   10.6   4.9   437   538  1231  1334  1211  1338 0.81 | transcript=PVPAM_110019100_t1 | gene=PVPAM_110019100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK3, putative | transcript_product=serine/threonine protein kinase ARK3, putative | location=CASCJQ010000011:590696-602749(-) | protein_length=4017 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721289.1         -           4017 3196at5820           -            672   8.4e-06   22.8   5.0   2   2   0.00045     0.063   10.0   0.0   582   626  1350  1396  1341  1427 0.78 | transcript=PVPAM_110019100_t1 | gene=PVPAM_110019100 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase ARK3, putative | transcript_product=serine/threonine protein kinase ARK3, putative | location=CASCJQ010000011:590696-602749(-) | protein_length=4017 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719702.1         -           3230 3196at5820           -            672   1.5e-05   22.0   7.3   1   1   1.5e-06   0.00021   18.2   7.3   440   664  2979  3215  2973  3220 0.69 | transcript=PVPAM_070031600_t1 | gene=PVPAM_070031600 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000007:1146503-1156195(-) | protein_length=3230 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 3196at5820           -            672   2.5e-05   21.3   0.8   1   3     0.012       1.7    5.3   0.1   435   463   692   720   648   724 0.79 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 3196at5820           -            672   2.5e-05   21.3   0.8   2   3   3.9e-05    0.0054   13.5   0.3   492   539   907   954   897   960 0.90 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718902.1         -           1623 3196at5820           -            672   2.5e-05   21.3   0.8   3   3       6.6   9.3e+02   -3.8   0.0   583   612   972  1002   962  1005 0.80 | transcript=PVPAM_050029400_t1 | gene=PVPAM_050029400 | organism=Plasmodium_vivax_PAM | gene_product=cdc2-related protein kinase 3, putative | transcript_product=cdc2-related protein kinase 3, putative | location=CASCJQ010000005:1015568-1020565(+) | protein_length=1623 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722044.1         -            522 3196at5820           -            672   5.6e-05   20.1   1.3   1   1     7e-07   9.8e-05   19.3   1.3   484   550   340   408   327   514 0.90 | transcript=PVPAM_120028200_t1 | gene=PVPAM_120028200 | organism=Plasmodium_vivax_PAM | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=CASCJQ010000012:900847-902415(+) | protein_length=522 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723010.1         -            799 3196at5820           -            672   6.1e-05   20.0  14.8   1   1   4.7e-07   6.6e-05   19.9  12.1    38    98   136   195   131   211 0.84 | transcript=PVPAM_130051600_t1 | gene=PVPAM_130051600 | organism=Plasmodium_vivax_PAM | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=CASCJQ010000013:2051921-2054702(+) | protein_length=799 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720988.1         -           1381 3196at5820           -            672   0.00014   18.8  25.0   1   2   8.7e-05     0.012   12.4   7.6    43   116   103   191    92   203 0.72 | transcript=PVPAM_100025600_t1 | gene=PVPAM_100025600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:901429-905574(-) | protein_length=1381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720988.1         -           1381 3196at5820           -            672   0.00014   18.8  25.0   2   2   0.00038     0.054   10.2   9.0    42   117   265   354   261   363 0.75 | transcript=PVPAM_100025600_t1 | gene=PVPAM_100025600 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:901429-905574(-) | protein_length=1381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718564.1         -            191 3196at5820           -            672    0.0015   15.3  12.9   1   2   0.00067     0.095    9.4   2.5    57   105    38    85    28    88 0.89 | transcript=PVPAM_040030800_t1 | gene=PVPAM_040030800 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000004:1077053-1078241(+) | protein_length=191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718564.1         -            191 3196at5820           -            672    0.0015   15.3  12.9   2   2   0.00021      0.03   11.1   3.6    37    75    87   125    85   153 0.84 | transcript=PVPAM_040030800_t1 | gene=PVPAM_040030800 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000004:1077053-1078241(+) | protein_length=191 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722885.1         -            148 3196at5820           -            672    0.0018   15.2   6.7   1   1   1.3e-05    0.0019   15.1   6.7    37   118    17    98     6   124 0.85 | transcript=PVPAM_130038700_t1 | gene=PVPAM_130038700 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000013:1501686-1502628(+) | protein_length=148 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 3196at5820           -            672    0.0028   14.5   3.3   1   2   0.00016     0.023   11.5   4.1   435   528  1156  1252  1121  1257 0.79 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718464.1         -           1635 3196at5820           -            672    0.0028   14.5   3.3   2   2      0.93   1.3e+02   -0.9   0.0   570   612  1523  1564  1512  1619 0.81 | transcript=PVPAM_040021000_t1 | gene=PVPAM_040021000 | organism=Plasmodium_vivax_PAM | gene_product=serine/threonine protein kinase STK2, putative | transcript_product=serine/threonine protein kinase STK2, putative | location=CASCJQ010000004:680171-685078(-) | protein_length=1635 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 3196at5820           -            672       1.7    5.3  55.8   1   4       2.5   3.6e+02   -2.4   4.4   494   550   453   509   377   553 0.77 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 3196at5820           -            672       1.7    5.3  55.8   2   4    0.0003     0.042   10.6   9.8    66   128   853   919   791   927 0.82 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 3196at5820           -            672       1.7    5.3  55.8   3   4   8.2e-05     0.012   12.5  11.9    44   132   927  1014   921  1027 0.89 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721024.1         -           1397 3196at5820           -            672       1.7    5.3  55.8   4   4     0.071        10    2.7   4.7    43    89  1290  1335  1252  1343 0.64 | transcript=PVPAM_100029200_t1 | gene=PVPAM_100029200 | organism=Plasmodium_vivax_PAM | gene_product=MORN repeat protein, putative | transcript_product=MORN repeat protein, putative | location=CASCJQ010000010:1045384-1049771(+) | protein_length=1397 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3196at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3196at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3196at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:36:02 2026
# [ok]
