#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720512.1         -           5292 45at5820             -           4216         0 8350.6 304.5   1  13   5.2e-59   3.7e-56  187.7   0.0     1   118     8   157     8   167 0.97 | transcript=PVPAM_090027700_t1 | gene=PVPAM_090027700 | organism=Plasmodium_vivax_PAM | gene_product=dynein heavy chain, putative | transcript_product=dynein heavy chain, putative | location=CASCJQ010000009:1037075-1053158(+) | protein_length=5292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 45at5820             -           4216   1.5e-81  272.0 267.0  11  17   1.2e-21   8.8e-19   63.6  25.0  2137  2371  3611  3851  3602  3860 0.86 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 45at5820             -           4216   1.5e-81  272.0 267.0  12  17   1.9e-05     0.014    9.9   1.1  2352  2421  3999  4069  3984  4085 0.86 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 45at5820             -           4216   1.5e-81  272.0 267.0  13  17   0.00072      0.52    4.6  23.9  2437  2584  4219  4362  4191  4411 0.81 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 45at5820             -           4216   1.5e-81  272.0 267.0  14  17   3.5e-14   2.5e-11   38.9  51.9  2577  3166  4465  5019  4447  5026 0.80 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 45at5820             -           4216   1.5e-81  272.0 267.0  15  17   0.00047      0.34    5.3  41.0  3178  3361  5108  5316  5100  5468 0.72 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 45at5820             -           4216   1.5e-81  272.0 267.0  16  17   1.4e-14     1e-11   40.2   9.9  3462  3668  5578  5781  5549  5800 0.85 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722224.1         -           6402 45at5820             -           4216   1.5e-81  272.0 267.0  17  17   7.6e-25   5.4e-22   74.3  31.1  3660  4122  5877  6320  5873  6339 0.80 | transcript=PVPAM_120046100_t1 | gene=PVPAM_120046100 | organism=Plasmodium_vivax_PAM | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=CASCJQ010000012:1640225-1660472(-) | protein_length=6402 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722282.1         -            647 45at5820             -           4216   3.4e-20   68.3  19.3   1   3     6e-14   4.3e-11   38.1   2.5   186   298    95   207    86   208 0.86 | transcript=PVPAM_120051900_t1 | gene=PVPAM_120051900 | organism=Plasmodium_vivax_PAM | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=CASCJQ010000012:1898527-1900470(-) | protein_length=647 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722282.1         -            647 45at5820             -           4216   3.4e-20   68.3  19.3   2   3   5.2e-12   3.7e-09   31.7   1.3   186   269   201   282   193   288 0.93 | transcript=PVPAM_120051900_t1 | gene=PVPAM_120051900 | organism=Plasmodium_vivax_PAM | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=CASCJQ010000012:1898527-1900470(-) | protein_length=647 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722282.1         -            647 45at5820             -           4216   3.4e-20   68.3  19.3   3   3   2.9e-06    0.0021   12.6   2.3   221   333   343   455   332   473 0.76 | transcript=PVPAM_120051900_t1 | gene=PVPAM_120051900 | organism=Plasmodium_vivax_PAM | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=CASCJQ010000012:1898527-1900470(-) | protein_length=647 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722220.1         -            878 45at5820             -           4216   1.5e-13   46.2   0.0   1   3   0.00074      0.53    4.6   0.0   218   266    17    70     6    78 0.77 | transcript=PVPAM_120045800_t1 | gene=PVPAM_120045800 | organism=Plasmodium_vivax_PAM | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=CASCJQ010000012:1628851-1631615(-) | protein_length=878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722220.1         -            878 45at5820             -           4216   1.5e-13   46.2   0.0   2   3   1.1e-12   7.9e-10   33.9   0.0   184   298    90   212    78   220 0.81 | transcript=PVPAM_120045800_t1 | gene=PVPAM_120045800 | organism=Plasmodium_vivax_PAM | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=CASCJQ010000012:1628851-1631615(-) | protein_length=878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722220.1         -            878 45at5820             -           4216   1.5e-13   46.2   0.0   3   3   0.00042       0.3    5.4   0.0   187   248   207   271   203   371 0.69 | transcript=PVPAM_120045800_t1 | gene=PVPAM_120045800 | organism=Plasmodium_vivax_PAM | gene_product=protein phosphatase containing kelch-like domains, putative | transcript_product=protein phosphatase containing kelch-like domains, putative | location=CASCJQ010000012:1628851-1631615(-) | protein_length=878 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720601.1         -           2386 45at5820             -           4216   4.9e-06   21.3   0.1   1   2   4.8e-06    0.0034   11.9   0.0   216   266  1425  1475  1415  1478 0.94 | transcript=PVPAM_090036500_t1 | gene=PVPAM_090036500 | organism=Plasmodium_vivax_PAM | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=CASCJQ010000009:1392224-1399384(+) | protein_length=2386 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720601.1         -           2386 45at5820             -           4216   4.9e-06   21.3   0.1   2   2   8.8e-07   0.00063   14.3   0.1   202   266  1461  1530  1460  1538 0.87 | transcript=PVPAM_090036500_t1 | gene=PVPAM_090036500 | organism=Plasmodium_vivax_PAM | gene_product=kelch domain-containing protein, putative | transcript_product=kelch domain-containing protein, putative | location=CASCJQ010000009:1392224-1399384(+) | protein_length=2386 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/45at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/45at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/45at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:23 2026
# [ok]
