#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7723609.1         -            717 4744at5820           -            548  7.1e-292  967.3  19.4   1   4     0.086        15    2.4   0.0     1    48     1    67     1    80 0.60 | transcript=PVPAM_140053300_t1 | gene=PVPAM_140053300 | organism=Plasmodium_vivax_PAM | gene_product=DNA helicase 60, putative | transcript_product=DNA helicase 60, putative | location=CASCJQ010000014:2074214-2076367(-) | protein_length=717 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719627.1         -            735 4744at5820           -            548   1.5e-17   61.8   2.5   2   3      0.63   1.1e+02   -0.4   3.1    52   100   248   298   199   308 0.57 | transcript=PVPAM_070024100_t1 | gene=PVPAM_070024100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=CASCJQ010000007:855859-858066(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7719627.1         -            735 4744at5820           -            548   1.5e-17   61.8   2.5   3   3   8.9e-20   1.5e-17   61.8   2.5   382   511   351   483   342   493 0.87 | transcript=PVPAM_070024100_t1 | gene=PVPAM_070024100 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=CASCJQ010000007:855859-858066(+) | protein_length=735 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 4744at5820           -            548   2.9e-15   54.3   1.7   1   3    0.0043      0.74    6.7   0.0   155   215   144   205   132   221 0.81 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 4744at5820           -            548   2.9e-15   54.3   1.7   2   3       2.2   3.8e+02   -2.2   0.0   280   321   500   541   479   558 0.77 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720356.1         -           1329 4744at5820           -            548   2.9e-15   54.3   1.7   3   3   9.8e-15   1.7e-12   45.1   0.3   400   501   879   980   873   988 0.96 | transcript=PVPAM_090012100_t1 | gene=PVPAM_090012100 | organism=Plasmodium_vivax_PAM | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=CASCJQ010000009:399016-403005(+) | protein_length=1329 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718094.1         -            548 4744at5820           -            548   8.6e-15   52.7  10.7   1   2   4.7e-05    0.0082   13.2   1.6   145   321    97   263    58   280 0.63 | transcript=PVPAM_030009000_t1 | gene=PVPAM_030009000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX51, putative | transcript_product=ATP-dependent RNA helicase DDX51, putative | location=CASCJQ010000003:195401-197371(-) | protein_length=548 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718094.1         -            548 4744at5820           -            548   8.6e-15   52.7  10.7   2   2   1.7e-14   2.9e-12   44.4   2.1   406   507   362   470   354   524 0.84 | transcript=PVPAM_030009000_t1 | gene=PVPAM_030009000 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent RNA helicase DDX51, putative | transcript_product=ATP-dependent RNA helicase DDX51, putative | location=CASCJQ010000003:195401-197371(-) | protein_length=548 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717677.1         -           1051 4744at5820           -            548   6.4e-13   46.5   8.4   1   6       0.7   1.2e+02   -0.6   0.0   154   200    75   119    64   132 0.80 | transcript=PVPAM_010018700_t1 | gene=PVPAM_010018700 | organism=Plasmodium_vivax_PAM | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=CASCJQ010000001:672335-675490(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717677.1         -           1051 4744at5820           -            548   6.4e-13   46.5   8.4   2   6       3.8   6.6e+02   -3.0   0.0   198   222   212   236   207   249 0.74 | transcript=PVPAM_010018700_t1 | gene=PVPAM_010018700 | organism=Plasmodium_vivax_PAM | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=CASCJQ010000001:672335-675490(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717677.1         -           1051 4744at5820           -            548   6.4e-13   46.5   8.4   3   6      0.65   1.1e+02   -0.5   0.0   224   262   316   354   301   363 0.73 | transcript=PVPAM_010018700_t1 | gene=PVPAM_010018700 | organism=Plasmodium_vivax_PAM | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=CASCJQ010000001:672335-675490(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717677.1         -           1051 4744at5820           -            548   6.4e-13   46.5   8.4   4   6     0.042       7.4    3.4   0.1   279   343   430   498   420   504 0.77 | transcript=PVPAM_010018700_t1 | gene=PVPAM_010018700 | organism=Plasmodium_vivax_PAM | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=CASCJQ010000001:672335-675490(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717677.1         -           1051 4744at5820           -            548   6.4e-13   46.5   8.4   5   6   3.7e-15   6.4e-13   46.5   8.4   408   497   762   850   758   902 0.89 | transcript=PVPAM_010018700_t1 | gene=PVPAM_010018700 | organism=Plasmodium_vivax_PAM | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=CASCJQ010000001:672335-675490(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717677.1         -           1051 4744at5820           -            548   6.4e-13   46.5   8.4   6   6       1.8   3.1e+02   -1.9   0.8    16    89   946  1025   927  1044 0.58 | transcript=PVPAM_010018700_t1 | gene=PVPAM_010018700 | organism=Plasmodium_vivax_PAM | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=CASCJQ010000001:672335-675490(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718155.1         -           1175 4744at5820           -            548     8e-13   46.2   2.6   1   2   2.9e-11   5.1e-09   33.7   2.3   157   365   221   438   199   447 0.79 | transcript=PVPAM_030015300_t1 | gene=PVPAM_030015300 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box ATP-dependent RNA helicase, putative | transcript_product=DEAD box ATP-dependent RNA helicase, putative | location=CASCJQ010000003:444822-448349(-) | protein_length=1175 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718155.1         -           1175 4744at5820           -            548     8e-13   46.2   2.6   2   2    0.0003     0.053   10.5   0.0   439   510   841   911   822   920 0.86 | transcript=PVPAM_030015300_t1 | gene=PVPAM_030015300 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box ATP-dependent RNA helicase, putative | transcript_product=DEAD box ATP-dependent RNA helicase, putative | location=CASCJQ010000003:444822-448349(-) | protein_length=1175 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722849.1         -           1267 4744at5820           -            548   5.5e-11   40.2   3.3   1   2     0.089        15    2.4   0.0   190   218    64    92    47    99 0.86 | transcript=PVPAM_130035100_t1 | gene=PVPAM_130035100 | organism=Plasmodium_vivax_PAM | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=CASCJQ010000013:1352248-1356051(-) | protein_length=1267 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722849.1         -           1267 4744at5820           -            548   5.5e-11   40.2   3.3   2   2     3e-12   5.2e-10   36.9   1.6   387   513   263   388   248   417 0.88 | transcript=PVPAM_130035100_t1 | gene=PVPAM_130035100 | organism=Plasmodium_vivax_PAM | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=CASCJQ010000013:1352248-1356051(-) | protein_length=1267 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 4744at5820           -            548     2e-06   25.1   3.3   1   3       6.6   1.2e+03   -3.8   0.0   198   214   622   638   620   640 0.89 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 4744at5820           -            548     2e-06   25.1   3.3   2   3      0.21        37    1.1   0.0   284   318   896   931   892   939 0.76 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717956.1         -           1393 4744at5820           -            548     2e-06   25.1   3.3   3   3   1.1e-08     2e-06   25.1   3.3   407   514  1137  1260  1124  1272 0.73 | transcript=PVPAM_020018800_t1 | gene=PVPAM_020018800 | organism=Plasmodium_vivax_PAM | gene_product=ATP-dependent DNA/RNA helicase PSH1, putative | transcript_product=ATP-dependent DNA/RNA helicase PSH1, putative | location=CASCJQ010000002:571679-576254(-) | protein_length=1393 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723300.1         -            790 4744at5820           -            548   0.00024   18.2   4.2   1   3       2.7   4.7e+02   -2.5   0.3    17    59    97   139    88   207 0.62 | transcript=PVPAM_140021900_t1 | gene=PVPAM_140021900 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=CASCJQ010000014:749601-751973(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723300.1         -            790 4744at5820           -            548   0.00024   18.2   4.2   2   3     0.077        13    2.6   0.0   216   253   233   270   221   283 0.75 | transcript=PVPAM_140021900_t1 | gene=PVPAM_140021900 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=CASCJQ010000014:749601-751973(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723300.1         -            790 4744at5820           -            548   0.00024   18.2   4.2   3   3   5.7e-06   0.00099   16.2   0.1   459   509   663   713   634   718 0.87 | transcript=PVPAM_140021900_t1 | gene=PVPAM_140021900 | organism=Plasmodium_vivax_PAM | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=CASCJQ010000014:749601-751973(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4744at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4744at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4744at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:49 2026
# [ok]
