#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAI7720279.1         -            595 4767at5820           -            494         0 1054.1  41.6   1   2   1.6e-56   3.3e-54  182.9  19.1     1   132    40   188    40   207 0.88 | transcript=PVPAM_080050200_t1 | gene=PVPAM_080050200 | organism=Plasmodium_vivax_PAM | gene_product=pre-mRNA-splicing factor PRP46, putative | transcript_product=pre-mRNA-splicing factor PRP46, putative | location=CASCJQ010000008:1962253-1964257(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 4767at5820           -            494   1.2e-09   35.9   8.9   5   6   2.5e-08   5.1e-06   23.9   1.2   195   292   543   644   537   649 0.54 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7720031.1         -           1145 4767at5820           -            494   1.2e-09   35.9   8.9   6   6   7.5e-09   1.6e-06   25.6   1.2   175   289   678   793   648   851 0.80 | transcript=PVPAM_080025300_t1 | gene=PVPAM_080025300 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 13, putative | transcript_product=U3 small nucleolar RNA-associated protein 13, putative | location=CASCJQ010000008:913165-916820(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723278.1         -            524 4767at5820           -            494     1e-08   32.8  18.9   1   2   0.00049       0.1    9.7   8.1    59   219    88   259    36   270 0.61 | transcript=PVPAM_140019700_t1 | gene=PVPAM_140019700 | organism=Plasmodium_vivax_PAM | gene_product=transducin beta-like protein TBL1, putative | transcript_product=transducin beta-like protein TBL1, putative | location=CASCJQ010000014:659160-660734(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723278.1         -            524 4767at5820           -            494     1e-08   32.8  18.9   2   2   9.5e-10     2e-07   28.6   3.5   267   389   273   393   257   431 0.85 | transcript=PVPAM_140019700_t1 | gene=PVPAM_140019700 | organism=Plasmodium_vivax_PAM | gene_product=transducin beta-like protein TBL1, putative | transcript_product=transducin beta-like protein TBL1, putative | location=CASCJQ010000014:659160-660734(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 4767at5820           -            494   1.7e-08   32.1   6.0   1   3   7.6e-08   1.6e-05   22.3   0.5   170   253    56   140    38   149 0.78 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 4767at5820           -            494   1.7e-08   32.1   6.0   2   3       3.9   8.2e+02   -3.1   0.0   316   335   221   238   214   257 0.70 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718135.1         -            499 4767at5820           -            494   1.7e-08   32.1   6.0   3   3   0.00012     0.024   11.8   0.6   203   304   317   420   299   438 0.82 | transcript=PVPAM_030013100_t1 | gene=PVPAM_030013100 | organism=Plasmodium_vivax_PAM | gene_product=protein SOF1, putative | transcript_product=protein SOF1, putative | location=CASCJQ010000003:374669-376168(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4767at5820           -            494   4.6e-08   30.7   9.6   1   5      0.13        27    1.7   0.0   328   359    34    65    19   103 0.87 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4767at5820           -            494   4.6e-08   30.7   9.6   2   5     0.067        14    2.7   0.1   164   246   145   231   128   241 0.71 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4767at5820           -            494   4.6e-08   30.7   9.6   3   5    0.0032      0.66    7.1   0.0   195   252   424   481   410   494 0.73 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4767at5820           -            494   4.6e-08   30.7   9.6   4   5     1e-07   2.1e-05   21.9   0.1   268   337   528   602   522   633 0.86 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717798.1         -           1071 4767at5820           -            494   4.6e-08   30.7   9.6   5   5       9.3   1.9e+03   -4.4   0.3   386   423   706   743   695   756 0.68 | transcript=PVPAM_010031200_t1 | gene=PVPAM_010031200 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 2, putative | transcript_product=periodic tryptophan protein 2, putative | location=CASCJQ010000001:1164327-1167542(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 4767at5820           -            494   1.5e-07   29.0   1.0   1   3       2.4     5e+02   -2.4   0.0   253   306   161   214   159   217 0.72 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 4767at5820           -            494   1.5e-07   29.0   1.0   2   3   7.3e-10   1.5e-07   29.0   1.0   295   363   277   346   271   361 0.86 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7723717.1         -            511 4767at5820           -            494   1.5e-07   29.0   1.0   3   3      0.24        50    0.9   0.1   277   355   345   423   340   448 0.67 | transcript=PVPAM_140064100_t1 | gene=PVPAM_140064100 | organism=Plasmodium_vivax_PAM | gene_product=periodic tryptophan protein 1, putative | transcript_product=periodic tryptophan protein 1, putative | location=CASCJQ010000014:2541864-2543718(+) | protein_length=511 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721872.1         -            720 4767at5820           -            494   3.5e-07   27.7   5.2   1   3   0.00021     0.044   10.9   0.2   276   376   300   399   249   419 0.75 | transcript=PVPAM_120010600_t1 | gene=PVPAM_120010600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 16, putative | transcript_product=WD repeat-containing protein 16, putative | location=CASCJQ010000012:222850-226224(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721872.1         -            720 4767at5820           -            494   3.5e-07   27.7   5.2   2   3   0.00013     0.027   11.6   3.1   171   293   496   620   458   626 0.76 | transcript=PVPAM_120010600_t1 | gene=PVPAM_120010600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 16, putative | transcript_product=WD repeat-containing protein 16, putative | location=CASCJQ010000012:222850-226224(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721872.1         -            720 4767at5820           -            494   3.5e-07   27.7   5.2   3   3   1.7e-09   3.5e-07   27.7   5.2   191   338   559   708   532   717 0.83 | transcript=PVPAM_120010600_t1 | gene=PVPAM_120010600 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein 16, putative | transcript_product=WD repeat-containing protein 16, putative | location=CASCJQ010000012:222850-226224(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 4767at5820           -            494   1.2e-06   26.0  18.8   1   4   4.1e-08   8.5e-06   23.2   1.2   192   259    78   147    55   164 0.82 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 4767at5820           -            494   1.2e-06   26.0  18.8   2   4   0.00049       0.1    9.7   1.2   149   245   233   333   219   348 0.77 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 4767at5820           -            494   1.2e-06   26.0  18.8   3   4     0.068        14    2.7   0.1   194   253   432   490   415   514 0.49 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722452.1         -            838 4767at5820           -            494   1.2e-06   26.0  18.8   4   4      0.46        96   -0.1   0.3   410   442   750   782   728   795 0.83 | transcript=PVPAM_120068900_t1 | gene=PVPAM_120068900 | organism=Plasmodium_vivax_PAM | gene_product=WD repeat-containing protein, putative | transcript_product=WD repeat-containing protein, putative | location=CASCJQ010000012:2616159-2619053(+) | protein_length=838 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 4767at5820           -            494   3.6e-06   24.4   0.1   1   2       4.5   9.3e+02   -3.3   0.0   475   493   203   221   195   235 0.76 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718877.1         -            458 4767at5820           -            494   3.6e-06   24.4   0.1   2   2   3.6e-08   7.5e-06   23.4   0.1   262   337   325   403   292   423 0.82 | transcript=PVPAM_050026900_t1 | gene=PVPAM_050026900 | organism=Plasmodium_vivax_PAM | gene_product=ribosome assembly protein RRB1, putative | transcript_product=ribosome assembly protein RRB1, putative | location=CASCJQ010000005:924052-925428(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721838.1         -            466 4767at5820           -            494   1.4e-05   22.5   1.1   1   2   1.8e-07   3.7e-05   21.1   0.6   302   362   110   170    89   217 0.82 | transcript=PVPAM_120007200_t1 | gene=PVPAM_120007200 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 15, putative | transcript_product=U3 small nucleolar RNA-associated protein 15, putative | location=CASCJQ010000012:93955-96793(-) | protein_length=466 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721838.1         -            466 4767at5820           -            494   1.4e-05   22.5   1.1   2   2      0.74   1.5e+02   -0.7   0.1    20    70   180   229   172   292 0.56 | transcript=PVPAM_120007200_t1 | gene=PVPAM_120007200 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 15, putative | transcript_product=U3 small nucleolar RNA-associated protein 15, putative | location=CASCJQ010000012:93955-96793(-) | protein_length=466 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717887.1         -            447 4767at5820           -            494   0.00022   18.5   0.1   1   2   7.7e-06    0.0016   15.7   0.1   176   335   202   369   116   376 0.65 | transcript=PVPAM_020011900_t1 | gene=PVPAM_020011900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit C, putative | transcript_product=chromatin assembly factor 1 subunit C, putative | location=CASCJQ010000002:329433-330776(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717887.1         -            447 4767at5820           -            494   0.00022   18.5   0.1   2   2      0.35        73    0.3   0.0   216   252   390   429   376   434 0.73 | transcript=PVPAM_020011900_t1 | gene=PVPAM_020011900 | organism=Plasmodium_vivax_PAM | gene_product=chromatin assembly factor 1 subunit C, putative | transcript_product=chromatin assembly factor 1 subunit C, putative | location=CASCJQ010000002:329433-330776(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7718230.1         -            649 4767at5820           -            494   0.00054   17.2   0.5   1   1   4.8e-06     0.001   16.4   0.5   228   373   318   460   308   477 0.80 | transcript=PVPAM_030023000_t1 | gene=PVPAM_030023000 | organism=Plasmodium_vivax_PAM | gene_product=U3 small nucleolar RNA-associated protein 7, putative | transcript_product=U3 small nucleolar RNA-associated protein 7, putative | location=CASCJQ010000003:739166-741115(-) | protein_length=649 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7721552.1         -            361 4767at5820           -            494    0.0011   16.3   0.0   1   1   7.8e-06    0.0016   15.7   0.0   261   353   189   283   177   292 0.86 | transcript=PVPAM_110045700_t1 | gene=PVPAM_110045700 | organism=Plasmodium_vivax_PAM | gene_product=diphthine methyltransferase, putative | transcript_product=diphthine methyltransferase, putative | location=CASCJQ010000011:1691106-1693660(+) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717806.1         -            574 4767at5820           -            494    0.0084   13.3   0.1   1   2     4e-05    0.0084   13.3   0.1   226   342   145   262   136   281 0.81 | transcript=PVPAM_010032000_t1 | gene=PVPAM_010032000 | organism=Plasmodium_vivax_PAM | gene_product=nucleolar protein 10, putative | transcript_product=nucleolar protein 10, putative | location=CASCJQ010000001:1217830-1219554(+) | protein_length=574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7717806.1         -            574 4767at5820           -            494    0.0084   13.3   0.1   2   2       4.2   8.8e+02   -3.2   0.7    88   122   508   543   482   553 0.67 | transcript=PVPAM_010032000_t1 | gene=PVPAM_010032000 | organism=Plasmodium_vivax_PAM | gene_product=nucleolar protein 10, putative | transcript_product=nucleolar protein 10, putative | location=CASCJQ010000001:1217830-1219554(+) | protein_length=574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722063.1         -           1981 4767at5820           -            494       1.6    5.8   8.7   1   4       1.6   3.4e+02   -1.9   2.1    28    80  1036  1089  1031  1097 0.81 | transcript=PVPAM_120030100_t1 | gene=PVPAM_120030100 | organism=Plasmodium_vivax_PAM | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=CASCJQ010000012:971280-977761(+) | protein_length=1981 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722063.1         -           1981 4767at5820           -            494       1.6    5.8   8.7   2   4       4.3   8.9e+02   -3.3   0.0   369   424  1622  1676  1593  1678 0.74 | transcript=PVPAM_120030100_t1 | gene=PVPAM_120030100 | organism=Plasmodium_vivax_PAM | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=CASCJQ010000012:971280-977761(+) | protein_length=1981 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722063.1         -           1981 4767at5820           -            494       1.6    5.8   8.7   3   4   0.00046     0.095    9.8   0.0   173   339  1712  1752  1706  1815 0.61 | transcript=PVPAM_120030100_t1 | gene=PVPAM_120030100 | organism=Plasmodium_vivax_PAM | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=CASCJQ010000012:971280-977761(+) | protein_length=1981 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAI7722063.1         -           1981 4767at5820           -            494       1.6    5.8   8.7   4   4       2.4     5e+02   -2.4   0.0   321   374  1920  1976  1910  1979 0.55 | transcript=PVPAM_120030100_t1 | gene=PVPAM_120030100 | organism=Plasmodium_vivax_PAM | gene_product=myosin F, putative | transcript_product=myosin F, putative | location=CASCJQ010000012:971280-977761(+) | protein_length=1981 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4767at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PAM_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4767at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4767at5820.hmm /v3/inputs/annotations/plasmodb-68/PAM.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:51 2026
# [ok]
