#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_097775.1-p1      -            522 6576at5820           -            385  5.9e-200  662.3  28.6   1   2   2.5e-52   3.9e-50  169.1   1.3    12   121    86   203    84   212 0.91 | transcript=PVX_097775.1 | gene=PVX_097775 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1171269-1173201(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122200.1-p1      -            626 6576at5820           -            385   2.2e-12   44.8  20.8   1   2   6.4e-06   0.00099   16.3   3.2    30   118   162   255   155   267 0.72 | transcript=PVX_122200.1 | gene=PVX_122200 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:370093-371973(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122200.1-p1      -            626 6576at5820           -            385   2.2e-12   44.8  20.8   2   2   2.7e-11   4.1e-09   34.0   9.9   110   364   268   527   263   541 0.78 | transcript=PVX_122200.1 | gene=PVX_122200 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:370093-371973(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096273.1-p1      -            838 6576at5820           -            385     8e-12   42.9   0.2   1   3    0.0031      0.48    7.5   0.0    25    87   127   189   117   208 0.86 | transcript=PVX_096273.1 | gene=PVX_096273 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr03:646797-649313(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096273.1-p1      -            838 6576at5820           -            385     8e-12   42.9   0.2   2   3     0.021       3.2    4.7   0.0   114   170   249   304   237   307 0.81 | transcript=PVX_096273.1 | gene=PVX_096273 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr03:646797-649313(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096273.1-p1      -            838 6576at5820           -            385     8e-12   42.9   0.2   3   3   4.4e-09   6.8e-07   26.7   0.1   269   371   595   705   580   710 0.82 | transcript=PVX_096273.1 | gene=PVX_096273 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr03:646797-649313(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085525.1-p1      -           1019 6576at5820           -            385   9.4e-12   42.7  16.7   1   3   0.00014     0.022   11.9   0.0    18    84    72   138    69   148 0.87 | transcript=PVX_085525.1 | gene=PVX_085525 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1239532-1242591(-) | protein_length=1019 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085525.1-p1      -           1019 6576at5820           -            385   9.4e-12   42.7  16.7   2   3   3.5e-07   5.3e-05   20.5   0.8   101   183   327   410   299   419 0.82 | transcript=PVX_085525.1 | gene=PVX_085525 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1239532-1242591(-) | protein_length=1019 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085525.1-p1      -           1019 6576at5820           -            385   9.4e-12   42.7  16.7   3   3   1.7e-05    0.0026   15.0   6.3   290   367   606   680   521   695 0.71 | transcript=PVX_085525.1 | gene=PVX_085525 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1239532-1242591(-) | protein_length=1019 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084125.1-p1      -            844 6576at5820           -            385   2.4e-10   38.1   1.1   1   2   2.5e-05    0.0038   14.4   6.3    51   118   168   238   149   265 0.84 | transcript=PVX_084125.1 | gene=PVX_084125 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP dependent RNA helicase, putative | transcript_product=ATP dependent RNA helicase, putative | location=Pv_Sal1_chr13:25578-29353(-) | protein_length=844 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084125.1-p1      -            844 6576at5820           -            385   2.4e-10   38.1   1.1   2   2   1.6e-12   2.4e-10   38.1   1.1   242   364   508   632   500   636 0.84 | transcript=PVX_084125.1 | gene=PVX_084125 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP dependent RNA helicase, putative | transcript_product=ATP dependent RNA helicase, putative | location=Pv_Sal1_chr13:25578-29353(-) | protein_length=844 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100990.1-p1      -            862 6576at5820           -            385   8.3e-10   36.3   9.5   1   2   5.2e-09     8e-07   26.5   4.4    41   204   127   318   118   327 0.67 | transcript=PVX_100990.1 | gene=PVX_100990 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2567525-2570113(-) | protein_length=862 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100990.1-p1      -            862 6576at5820           -            385   8.3e-10   36.3   9.5   2   2   0.00048     0.074   10.1   0.1   302   348   528   575   522   611 0.81 | transcript=PVX_100990.1 | gene=PVX_100990 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2567525-2570113(-) | protein_length=862 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081575.1-p1      -           1378 6576at5820           -            385   1.1e-08   32.7   8.4   1   2      0.97   1.5e+02   -0.7   0.0   114   153   896   934   893   937 0.87 | transcript=PVX_081575.1 | gene=PVX_081575 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:451878-456376(-) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081575.1-p1      -           1378 6576at5820           -            385   1.1e-08   32.7   8.4   2   2   1.4e-10   2.2e-08   31.7   6.0   228   346  1121  1258  1094  1272 0.68 | transcript=PVX_081575.1 | gene=PVX_081575 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:451878-456376(-) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_198290-t26_1-p1  -            531 6576at5820           -            385   1.4e-08   32.3  10.7   1   3   2.1e-06   0.00033   17.9   0.3    23    84   129   191   116   195 0.87 | transcript=PVX_198290-t26_1 | gene=PVX_198290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000408:128-2376(-) | protein_length=531 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_198290-t26_1-p1  -            531 6576at5820           -            385   1.4e-08   32.3  10.7   2   3   2.1e-05    0.0033   14.6   0.6   113   169   254   313   215   352 0.81 | transcript=PVX_198290-t26_1 | gene=PVX_198290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000408:128-2376(-) | protein_length=531 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_198290-t26_1-p1  -            531 6576at5820           -            385   1.4e-08   32.3  10.7   3   3     0.013         2    5.5   0.3   242   269   433   460   424   517 0.86 | transcript=PVX_198290-t26_1 | gene=PVX_198290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000408:128-2376(-) | protein_length=531 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_099345.1-p1      -            738 6576at5820           -            385   1.7e-08   32.0   6.0   1   2      0.76   1.2e+02   -0.4   0.3   272   292   111   131    78   205 0.64 | transcript=PVX_099345.1 | gene=PVX_099345 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=Pv_Sal1_chr07:700527-702743(+) | protein_length=738 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099345.1-p1      -            738 6576at5820           -            385   1.7e-08   32.0   6.0   2   2   1.1e-10   1.7e-08   32.0   6.0   213   374   350   515   338   524 0.81 | transcript=PVX_099345.1 | gene=PVX_099345 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=Pv_Sal1_chr07:700527-702743(+) | protein_length=738 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085045.1-p1      -           1282 6576at5820           -            385   2.5e-06   24.9   5.3   1   1   3.5e-08   5.3e-06   23.8   5.3   115   350   142   390    53   413 0.68 | transcript=PVX_085045.1 | gene=PVX_085045 | organism=Plasmodium_vivax_Sal-1 | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=Pv_Sal1_chr13:865154-869002(-) | protein_length=1282 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6576at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6576at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6576at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:35 2026
# [ok]
