#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_081575.1-p1      -           1378 3177at5820           -            625  4.1e-277  919.0  63.4   1   9       2.5   5.1e+02   -3.0   1.8     2    21   124   143   123   156 0.80 | transcript=PVX_081575.1 | gene=PVX_081575 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:451878-456376(-) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100990.1-p1      -            862 3177at5820           -            625   2.5e-10   37.7  14.4   3   3       1.5   3.2e+02   -2.3   2.0   414   442   645   673   609   694 0.57 | transcript=PVX_100990.1 | gene=PVX_100990 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2567525-2570113(-) | protein_length=862 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089015.1-p1      -           1181 3177at5820           -            625     5e-10   36.7  15.2   1   4       1.7   3.4e+02   -2.4   0.0   183   200   212   229   205   236 0.79 | transcript=PVX_089015.1 | gene=PVX_089015 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=Pv_Sal1_chr05:224462-228007(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089015.1-p1      -           1181 3177at5820           -            625     5e-10   36.7  15.2   2   4     0.018       3.6    4.1   0.1   237   261   241   265   238   266 0.90 | transcript=PVX_089015.1 | gene=PVX_089015 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=Pv_Sal1_chr05:224462-228007(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089015.1-p1      -           1181 3177at5820           -            625     5e-10   36.7  15.2   3   4   3.6e-07   7.4e-05   19.6   5.2   284   367   261   337   246   343 0.83 | transcript=PVX_089015.1 | gene=PVX_089015 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=Pv_Sal1_chr05:224462-228007(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089015.1-p1      -           1181 3177at5820           -            625     5e-10   36.7  15.2   4   4   5.1e-07    0.0001   19.1   1.5   505   580   429   506   375   516 0.73 | transcript=PVX_089015.1 | gene=PVX_089015 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP10, putative | transcript_product=ATP-dependent RNA helicase DBP10, putative | location=Pv_Sal1_chr05:224462-228007(+) | protein_length=1181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114645.1-p1      -            599 3177at5820           -            625   6.5e-10   36.3  13.4   1   5       1.4   2.8e+02   -2.1   0.0   107   146   142   180   135   187 0.81 | transcript=PVX_114645.1 | gene=PVX_114645 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase HAS1, putative | transcript_product=ATP-dependent RNA helicase HAS1, putative | location=Pv_Sal1_chr11:742767-744917(+) | protein_length=599 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114645.1-p1      -            599 3177at5820           -            625   6.5e-10   36.3  13.4   2   5      0.65   1.3e+02   -1.0   0.0   183   205   191   213   184   217 0.89 | transcript=PVX_114645.1 | gene=PVX_114645 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase HAS1, putative | transcript_product=ATP-dependent RNA helicase HAS1, putative | location=Pv_Sal1_chr11:742767-744917(+) | protein_length=599 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114645.1-p1      -            599 3177at5820           -            625   6.5e-10   36.3  13.4   3   5    0.0028      0.58    6.8   0.0   228   257   213   242   204   250 0.84 | transcript=PVX_114645.1 | gene=PVX_114645 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase HAS1, putative | transcript_product=ATP-dependent RNA helicase HAS1, putative | location=Pv_Sal1_chr11:742767-744917(+) | protein_length=599 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114645.1-p1      -            599 3177at5820           -            625   6.5e-10   36.3  13.4   4   5   3.5e-05    0.0072   13.1   0.3   310   356   261   307   249   319 0.83 | transcript=PVX_114645.1 | gene=PVX_114645 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase HAS1, putative | transcript_product=ATP-dependent RNA helicase HAS1, putative | location=Pv_Sal1_chr11:742767-744917(+) | protein_length=599 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114645.1-p1      -            599 3177at5820           -            625   6.5e-10   36.3  13.4   5   5   2.5e-07   5.1e-05   20.2   2.6   539   613   441   516   373   525 0.76 | transcript=PVX_114645.1 | gene=PVX_114645 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase HAS1, putative | transcript_product=ATP-dependent RNA helicase HAS1, putative | location=Pv_Sal1_chr11:742767-744917(+) | protein_length=599 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085525.1-p1      -           1019 3177at5820           -            625   5.5e-09   33.3  50.7   1   3     0.001       0.2    8.3   0.0   178   205   112   139    88   183 0.85 | transcript=PVX_085525.1 | gene=PVX_085525 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1239532-1242591(-) | protein_length=1019 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085525.1-p1      -           1019 3177at5820           -            625   5.5e-09   33.3  50.7   2   3   3.2e-08   6.6e-06   23.1   9.6   221   389   250   407   235   419 0.78 | transcript=PVX_085525.1 | gene=PVX_085525 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1239532-1242591(-) | protein_length=1019 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085525.1-p1      -           1019 3177at5820           -            625   5.5e-09   33.3  50.7   3   3     4e-07   8.2e-05   19.5  15.7   465   613   524   682   503   693 0.68 | transcript=PVX_085525.1 | gene=PVX_085525 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1239532-1242591(-) | protein_length=1019 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123985.1-p1      -            717 3177at5820           -            625   6.3e-09   33.1   4.0   1   3       5.1   1.1e+03   -4.0   0.0   184   200   323   339   321   341 0.88 | transcript=PVX_123985.1 | gene=PVX_123985 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:1945359-1947512(-) | protein_length=717 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123985.1-p1      -            717 3177at5820           -            625   6.3e-09   33.1   4.0   2   3      0.01       2.1    5.0   0.1   304   357   444   490   415   509 0.74 | transcript=PVX_123985.1 | gene=PVX_123985 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:1945359-1947512(-) | protein_length=717 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123985.1-p1      -            717 3177at5820           -            625   6.3e-09   33.1   4.0   3   3     1e-09   2.1e-07   28.1   0.5   539   591   626   678   545   702 0.79 | transcript=PVX_123985.1 | gene=PVX_123985 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:1945359-1947512(-) | protein_length=717 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079855.1-p1      -            667 3177at5820           -            625   2.8e-08   30.9  18.5   1   4       5.1     1e+03   -4.0   9.6    17    74   106   171    89   260 0.45 | transcript=PVX_079855.1 | gene=PVX_079855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr10:150527-152530(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079855.1-p1      -            667 3177at5820           -            625   2.8e-08   30.9  18.5   2   4      0.59   1.2e+02   -0.9   0.0   184   197   264   277   255   283 0.88 | transcript=PVX_079855.1 | gene=PVX_079855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr10:150527-152530(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079855.1-p1      -            667 3177at5820           -            625   2.8e-08   30.9  18.5   3   4   0.00018     0.037   10.7   0.0   317   372   350   406   338   471 0.76 | transcript=PVX_079855.1 | gene=PVX_079855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr10:150527-152530(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079855.1-p1      -            667 3177at5820           -            625   2.8e-08   30.9  18.5   4   4   3.3e-09   6.8e-07   26.4   0.2   540   595   522   577   459   587 0.90 | transcript=PVX_079855.1 | gene=PVX_079855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr10:150527-152530(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088190.1-p1      -           1266 3177at5820           -            625   9.7e-08   29.2   0.5   1   1   4.7e-10   9.7e-08   29.2   0.5   530   593   645   708   636   728 0.87 | transcript=PVX_088190.1 | gene=PVX_088190 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr01:487423-491223(+) | protein_length=1266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122200.1-p1      -            626 3177at5820           -            625   2.2e-07   28.0  10.5   1   3    0.0048      0.99    6.0   0.1   157   201   172   213   147   222 0.80 | transcript=PVX_122200.1 | gene=PVX_122200 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:370093-371973(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122200.1-p1      -            626 3177at5820           -            625   2.2e-07   28.0  10.5   2   3     0.028       5.8    3.5   1.1   280   356   241   312   229   329 0.77 | transcript=PVX_122200.1 | gene=PVX_122200 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:370093-371973(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122200.1-p1      -            626 3177at5820           -            625   2.2e-07   28.0  10.5   3   3   3.2e-08   6.5e-06   23.1   0.4   539   617   456   531   418   538 0.86 | transcript=PVX_122200.1 | gene=PVX_122200 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:370093-371973(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097775.1-p1      -            522 3177at5820           -            625   2.6e-06   24.4  19.6   1   3       0.1        21    1.6   0.1   166   202   124   160   103   186 0.88 | transcript=PVX_097775.1 | gene=PVX_097775 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1171269-1173201(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097775.1-p1      -            522 3177at5820           -            625   2.6e-06   24.4  19.6   2   3    0.0034      0.69    6.5   7.0   321   417   225   331   216   375 0.74 | transcript=PVX_097775.1 | gene=PVX_097775 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1171269-1173201(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097775.1-p1      -            522 3177at5820           -            625   2.6e-06   24.4  19.6   3   3   1.3e-07   2.7e-05   21.1   3.6   534   596   403   464   339   487 0.73 | transcript=PVX_097775.1 | gene=PVX_097775 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1171269-1173201(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 3177at5820           -            625   1.8e-05   21.7   4.4   1   3     0.036       7.4    3.1   0.0   179   201   183   205   164   217 0.87 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 3177at5820           -            625   1.8e-05   21.7   4.4   2   3       1.8   3.7e+02   -2.5   0.1   344   366   529   552   493   564 0.62 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 3177at5820           -            625   1.8e-05   21.7   4.4   3   3   6.8e-07   0.00014   18.7   0.5   538   580   946   988   890   993 0.78 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101465.1-p1      -            737 3177at5820           -            625   2.9e-05   21.0   9.4   1   4       0.5     1e+02   -0.6   0.0   103   147    98   139    92   143 0.81 | transcript=PVX_101465.1 | gene=PVX_101465 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2908927-2911140(+) | protein_length=737 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101465.1-p1      -            737 3177at5820           -            625   2.9e-05   21.0   9.4   2   4     0.097        20    1.7   0.0   182   201   148   167   141   205 0.76 | transcript=PVX_101465.1 | gene=PVX_101465 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2908927-2911140(+) | protein_length=737 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101465.1-p1      -            737 3177at5820           -            625   2.9e-05   21.0   9.4   3   4   0.00014     0.029   11.1   0.3   286   356   209   273   193   301 0.83 | transcript=PVX_101465.1 | gene=PVX_101465 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2908927-2911140(+) | protein_length=737 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101465.1-p1      -            737 3177at5820           -            625   2.9e-05   21.0   9.4   4   4   1.4e-07   2.9e-05   21.0   9.4   466   601   349   493   303   499 0.71 | transcript=PVX_101465.1 | gene=PVX_101465 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2908927-2911140(+) | protein_length=737 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3177at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/3177at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/3177at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:35:59 2026
# [ok]
