#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_080160.1-p1      -            816 2904at5820           -            646         0 1200.4  74.3   1   3   4.3e-46     7e-44  148.4   0.2     1    76     1    76     1   105 0.93 | transcript=PVX_080160.1 | gene=PVX_080160 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr10:441543-443993(-) | protein_length=816 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117510.1-p1      -            787 2904at5820           -            646   7.6e-21   72.3   7.4   1   3   4.5e-07   7.3e-05   19.5   0.0     3    64   373   435   371   443 0.90 | transcript=PVX_117510.1 | gene=PVX_117510 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=Pv_Sal1_chr12:1917920-1920283(-) | protein_length=787 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117510.1-p1      -            787 2904at5820           -            646   7.6e-21   72.3   7.4   2   3   6.1e-12   9.9e-10   35.6   1.0   214   325   438   557   434   635 0.81 | transcript=PVX_117510.1 | gene=PVX_117510 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=Pv_Sal1_chr12:1917920-1920283(-) | protein_length=787 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117510.1-p1      -            787 2904at5820           -            646   7.6e-21   72.3   7.4   3   3   7.4e-07   0.00012   18.8   1.2   412   536   610   755   590   769 0.68 | transcript=PVX_117510.1 | gene=PVX_117510 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DBP5, putative | transcript_product=ATP-dependent RNA helicase DBP5, putative | location=Pv_Sal1_chr12:1917920-1920283(-) | protein_length=787 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096273.1-p1      -            838 2904at5820           -            646   2.9e-19   67.1   0.2   1   4   1.8e-09   2.9e-07   27.5   0.0     9    69   127   187   120   194 0.90 | transcript=PVX_096273.1 | gene=PVX_096273 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr03:646797-649313(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096273.1-p1      -            838 2904at5820           -            646   2.9e-19   67.1   0.2   2   4   4.4e-05    0.0071   13.0   0.0   218   293   198   287   190   304 0.80 | transcript=PVX_096273.1 | gene=PVX_096273 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr03:646797-649313(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096273.1-p1      -            838 2904at5820           -            646   2.9e-19   67.1   0.2   3   4      0.84   1.4e+02   -1.2   0.0   311   344   351   384   349   387 0.81 | transcript=PVX_096273.1 | gene=PVX_096273 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr03:646797-649313(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096273.1-p1      -            838 2904at5820           -            646   2.9e-19   67.1   0.2   4   4     1e-07   1.7e-05   21.6   0.0   457   526   598   670   574   698 0.87 | transcript=PVX_096273.1 | gene=PVX_096273 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr03:646797-649313(+) | protein_length=838 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088190.1-p1      -           1266 2904at5820           -            646     5e-18   63.0   5.2   1   3   3.6e-07   5.8e-05   19.9   0.0     3    87    28   113    26   144 0.85 | transcript=PVX_088190.1 | gene=PVX_088190 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr01:487423-491223(+) | protein_length=1266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088190.1-p1      -           1266 2904at5820           -            646     5e-18   63.0   5.2   2   3     0.025       4.1    3.8   0.4   280   329   287   335   277   345 0.79 | transcript=PVX_088190.1 | gene=PVX_088190 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr01:487423-491223(+) | protein_length=1266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_088190.1-p1      -           1266 2904at5820           -            646     5e-18   63.0   5.2   3   3   7.5e-13   1.2e-10   38.6   0.9   446   543   620   717   600   734 0.87 | transcript=PVX_088190.1 | gene=PVX_088190 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr01:487423-491223(+) | protein_length=1266 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085535.1-p1      -            877 2904at5820           -            646   1.6e-17   61.3  26.8   1   3   1.9e-07   3.1e-05   20.7   0.0    12    74   144   204   134   209 0.79 | transcript=PVX_085535.1 | gene=PVX_085535 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1250580-1253375(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085535.1-p1      -            877 2904at5820           -            646   1.6e-17   61.3  26.8   2   3   5.3e-05    0.0086   12.7  12.6   218   361   208   372   199   410 0.67 | transcript=PVX_085535.1 | gene=PVX_085535 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1250580-1253375(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085535.1-p1      -            877 2904at5820           -            646   1.6e-17   61.3  26.8   3   3   2.4e-11   3.8e-09   33.7   4.7   456   565   412   523   399   607 0.85 | transcript=PVX_085535.1 | gene=PVX_085535 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr13:1250580-1253375(+) | protein_length=877 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001940.1-p1      -            623 2904at5820           -            646   2.4e-17   60.8   6.0   1   3   6.5e-05     0.011   12.4   0.2    21    59   151   189   140   196 0.88 | transcript=PVX_001940.1 | gene=PVX_001940 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr06:263982-265853(-) | protein_length=623 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001940.1-p1      -            623 2904at5820           -            646   2.4e-17   60.8   6.0   2   3     3e-06   0.00049   16.8   0.2   214   324   246   363   240   406 0.72 | transcript=PVX_001940.1 | gene=PVX_001940 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr06:263982-265853(-) | protein_length=623 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001940.1-p1      -            623 2904at5820           -            646   2.4e-17   60.8   6.0   3   3   3.3e-11   5.4e-09   33.2   0.1   450   523   447   520   421   549 0.81 | transcript=PVX_001940.1 | gene=PVX_001940 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr06:263982-265853(-) | protein_length=623 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095155.1-p1      -            761 2904at5820           -            646   2.2e-16   57.6  12.4   1   3   5.1e-08   8.3e-06   22.7   0.0    12    60   264   312   254   328 0.86 | transcript=PVX_095155.1 | gene=PVX_095155 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr08:847616-850138(-) | protein_length=761 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095155.1-p1      -            761 2904at5820           -            646   2.2e-16   57.6  12.4   2   3    0.0019      0.32    7.5   6.9   256   350   427   517   375   573 0.64 | transcript=PVX_095155.1 | gene=PVX_095155 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr08:847616-850138(-) | protein_length=761 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095155.1-p1      -            761 2904at5820           -            646   2.2e-16   57.6  12.4   3   3   6.5e-10     1e-07   28.9   0.2   458   529   579   650   562   669 0.88 | transcript=PVX_095155.1 | gene=PVX_095155 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase, putative | transcript_product=ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr08:847616-850138(-) | protein_length=761 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100990.1-p1      -            862 2904at5820           -            646   6.2e-16   56.1   9.0   1   3   1.3e-07   2.1e-05   21.3   0.0     5    64   106   166   103   179 0.79 | transcript=PVX_100990.1 | gene=PVX_100990 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2567525-2570113(-) | protein_length=862 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100990.1-p1      -            862 2904at5820           -            646   6.2e-16   56.1   9.0   2   3     6e-10   9.8e-08   29.0   0.5   210   352   172   328   163   333 0.78 | transcript=PVX_100990.1 | gene=PVX_100990 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2567525-2570113(-) | protein_length=862 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100990.1-p1      -            862 2904at5820           -            646   6.2e-16   56.1   9.0   3   3    0.0013      0.21    8.1   2.4   489   566   528   606   514   658 0.82 | transcript=PVX_100990.1 | gene=PVX_100990 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr14:2567525-2570113(-) | protein_length=862 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122200.1-p1      -            626 2904at5820           -            646   3.5e-13   47.0  12.6   1   3     0.022       3.6    4.0   0.0    36    61   184   209   151   217 0.76 | transcript=PVX_122200.1 | gene=PVX_122200 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:370093-371973(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122200.1-p1      -            626 2904at5820           -            646   3.5e-13   47.0  12.6   2   3   2.5e-09     4e-07   27.0   7.5   217   385   219   407   207   428 0.71 | transcript=PVX_122200.1 | gene=PVX_122200 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:370093-371973(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122200.1-p1      -            626 2904at5820           -            646   3.5e-13   47.0  12.6   3   3   1.7e-06   0.00027   17.6   0.1   461   537   436   512   423   541 0.85 | transcript=PVX_122200.1 | gene=PVX_122200 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:370093-371973(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118230.1-p1      -            791 2904at5820           -            646   2.3e-12   44.3  11.3   1   3    0.0014      0.23    8.0   0.0    22    69   260   309   245   317 0.78 | transcript=PVX_118230.1 | gene=PVX_118230 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr12:2519590-2522382(-) | protein_length=791 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118230.1-p1      -            791 2904at5820           -            646   2.3e-12   44.3  11.3   2   3   1.7e-06   0.00028   17.6   1.2   216   322   319   447   304   469 0.66 | transcript=PVX_118230.1 | gene=PVX_118230 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr12:2519590-2522382(-) | protein_length=791 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118230.1-p1      -            791 2904at5820           -            646   2.3e-12   44.3  11.3   3   3   1.9e-08   3.2e-06   24.0   1.5   456   545   600   689   555   738 0.84 | transcript=PVX_118230.1 | gene=PVX_118230 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr12:2519590-2522382(-) | protein_length=791 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097775.1-p1      -            522 2904at5820           -            646   1.6e-10   38.2  14.5   1   3   0.00013     0.021   11.4   0.0     3    62    93   156    92   171 0.81 | transcript=PVX_097775.1 | gene=PVX_097775 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1171269-1173201(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097775.1-p1      -            522 2904at5820           -            646   1.6e-10   38.2  14.5   2   3     0.013       2.2    4.7   3.4   258   355   224   330   217   344 0.70 | transcript=PVX_097775.1 | gene=PVX_097775 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1171269-1173201(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097775.1-p1      -            522 2904at5820           -            646   1.6e-10   38.2  14.5   3   3   1.3e-07     2e-05   21.4   3.6   399   524   343   452   330   502 0.78 | transcript=PVX_097775.1 | gene=PVX_097775 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1171269-1173201(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000990.1-p1      -            548 2904at5820           -            646   1.1e-08   32.1   1.5   1   3      0.47        76   -0.4   0.0    38    61   134   157   127   163 0.87 | transcript=PVX_000990.1 | gene=PVX_000990 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase protein, putative | transcript_product=ATP-dependent RNA helicase protein, putative | location=Pv_Sal1_chr03:130416-132387(-) | protein_length=548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000990.1-p1      -            548 2904at5820           -            646   1.1e-08   32.1   1.5   2   3     0.044       7.1    3.0  12.7   203   337   156   312   142   380 0.65 | transcript=PVX_000990.1 | gene=PVX_000990 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase protein, putative | transcript_product=ATP-dependent RNA helicase protein, putative | location=Pv_Sal1_chr03:130416-132387(-) | protein_length=548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000990.1-p1      -            548 2904at5820           -            646   1.1e-08   32.1   1.5   3   3   6.8e-11   1.1e-08   32.1   1.5   453   526   394   467   351   513 0.84 | transcript=PVX_000990.1 | gene=PVX_000990 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase protein, putative | transcript_product=ATP-dependent RNA helicase protein, putative | location=Pv_Sal1_chr03:130416-132387(-) | protein_length=548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087820.1-p1      -           1051 2904at5820           -            646   1.9e-08   31.4   2.8   1   4      0.05       8.1    2.9   0.0     3    42    75   115    73   135 0.82 | transcript=PVX_087820.1 | gene=PVX_087820 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr01:201631-204786(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087820.1-p1      -           1051 2904at5820           -            646   1.9e-08   31.4   2.8   2   4      0.81   1.3e+02   -1.2   4.1   193   254   297   358   217   363 0.78 | transcript=PVX_087820.1 | gene=PVX_087820 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr01:201631-204786(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087820.1-p1      -           1051 2904at5820           -            646   1.9e-08   31.4   2.8   3   4      0.57        92   -0.6   0.9   225   300   412   483   409   495 0.79 | transcript=PVX_087820.1 | gene=PVX_087820 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr01:201631-204786(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087820.1-p1      -           1051 2904at5820           -            646   1.9e-08   31.4   2.8   4   4   1.2e-10   1.9e-08   31.4   2.8   441   524   773   855   761   865 0.89 | transcript=PVX_087820.1 | gene=PVX_087820 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr01:201631-204786(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085045.1-p1      -           1282 2904at5820           -            646   3.1e-08   30.7   2.0   1   1   3.8e-10   6.2e-08   29.7   2.0   439   543   292   396   223   435 0.82 | transcript=PVX_085045.1 | gene=PVX_085045 | organism=Plasmodium_vivax_Sal-1 | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=Pv_Sal1_chr13:865154-869002(-) | protein_length=1282 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 2904at5820           -            646     5e-08   30.0   4.2   1   3       0.5        81   -0.5   0.0     5    62   145   202   142   219 0.83 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 2904at5820           -            646     5e-08   30.0   4.2   2   3      0.96   1.6e+02   -1.4   0.1   259   281   334   356   328   372 0.84 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 2904at5820           -            646     5e-08   30.0   4.2   3   3   3.2e-10   5.1e-08   29.9   0.2   424   526   891   993   883  1013 0.84 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_198290-t26_1-p1  -            531 2904at5820           -            646   2.5e-07   27.7   2.8   1   2   0.00082      0.13    8.7   0.0    21    69   143   193   128   201 0.78 | transcript=PVX_198290-t26_1 | gene=PVX_198290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000408:128-2376(-) | protein_length=531 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_198290-t26_1-p1  -            531 2904at5820           -            646   2.5e-07   27.7   2.8   2   2   1.1e-06   0.00018   18.2   1.3   216   322   203   331   191   352 0.66 | transcript=PVX_198290-t26_1 | gene=PVX_198290 | organism=Plasmodium_vivax_Sal-1 | gene_product=unspecified product | transcript_product=unspecified product | location=AAKM01000408:128-2376(-) | protein_length=531 | sequence_SO=contig | SO=protein_coding_gene | is_pseudo=false
PVX_099345.1-p1      -            738 2904at5820           -            646   5.5e-07   26.5   2.1   1   2       2.1   3.4e+02   -2.5   0.9   604   645    96   137    84   138 0.78 | transcript=PVX_099345.1 | gene=PVX_099345 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=Pv_Sal1_chr07:700527-702743(+) | protein_length=738 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099345.1-p1      -            738 2904at5820           -            646   5.5e-07   26.5   2.1   2   2   3.4e-09   5.5e-07   26.5   2.1   448   544   401   497   356   525 0.84 | transcript=PVX_099345.1 | gene=PVX_099345 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=Pv_Sal1_chr07:700527-702743(+) | protein_length=738 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2904at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2904at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2904at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:38:32 2026
# [ok]
