#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_093575.1-p1      -           1064 2167at5820           -            898         0 1732.9 103.0   1   3         0         0 1668.2  57.4     1   818     1   861     1   863 0.94 | transcript=PVX_093575.1 | gene=PVX_093575 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA repair protein RAD54, putative | transcript_product=DNA repair protein RAD54, putative | location=Pv_Sal1_chr01:653698-656892(-) | protein_length=1064 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114600.1-p1      -            282 2167at5820           -            898     0.045   10.0   5.2   1   1    0.0004     0.055    9.7   5.2   770   830    42   108     2   131 0.40 | transcript=PVX_114600.1 | gene=PVX_114600 | organism=Plasmodium_vivax_Sal-1 | gene_product=Plasmodium falciparum CPW-WPC domain containing protein | transcript_product=Plasmodium falciparum CPW-WPC domain containing protein | location=Pv_Sal1_chr11:784095-786348(+) | protein_length=282 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122270.1-p1      -            467 2167at5820           -            898       0.1    8.8   8.5   1   1    0.0011      0.16    8.2   8.5   778   844    72   136    58   156 0.35 | transcript=PVX_122270.1 | gene=PVX_122270 | organism=Plasmodium_vivax_Sal-1 | gene_product=tyrosine recombinase, putative | transcript_product=tyrosine recombinase, putative | location=Pv_Sal1_chr14:443954-447043(-) | protein_length=467 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084770.1-p1      -           3060 2167at5820           -            898      0.11    8.7  29.6   1   1    0.0017      0.24    7.6  29.6   768   876  1646  1754  1633  1772 0.45 | transcript=PVX_084770.1 | gene=PVX_084770 | organism=Plasmodium_vivax_Sal-1 | gene_product=NAD(P)H-dependent glutamate synthase, putative | transcript_product=NAD(P)H-dependent glutamate synthase, putative | location=Pv_Sal1_chr13:622066-631248(+) | protein_length=3060 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003910.1-p1      -            731 2167at5820           -            898      0.11    8.7  18.6   1   1    0.0014      0.19    7.9  18.6   764   869   183   289   170   354 0.63 | transcript=PVX_003910.1 | gene=PVX_003910 | organism=Plasmodium_vivax_Sal-1 | gene_product=phospholipase A2, putative | transcript_product=phospholipase A2, putative | location=Pv_Sal1_chr04:498264-500817(+) | protein_length=731 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079855.1-p1      -            667 2167at5820           -            898      0.21    7.8  23.4   1   1    0.0025      0.35    7.0  23.4   760   882    49   178    31   185 0.43 | transcript=PVX_079855.1 | gene=PVX_079855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase-1, putative | transcript_product=RNA helicase-1, putative | location=Pv_Sal1_chr10:150527-152530(-) | protein_length=667 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087060.1-p1      -            208 2167at5820           -            898      0.25    7.5   6.0   1   1    0.0024      0.33    7.1   6.0   805   887    65   147    51   156 0.71 | transcript=PVX_087060.1 | gene=PVX_087060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr07:1268595-1269221(-) | protein_length=208 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089935.1-p1      -           2180 2167at5820           -            898       0.5    6.5  14.0   1   1    0.0091       1.3    5.2  14.0   773   816   102   144    80   203 0.54 | transcript=PVX_089935.1 | gene=PVX_089935 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:948274-955070(-) | protein_length=2180 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_083190.1-p1      -           1083 2167at5820           -            898       1.1    5.4  17.1   1   1     0.018       2.5    4.2  17.1   766   810   110   138    97   169 0.41 | transcript=PVX_083190.1 | gene=PVX_083190 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:333447-336850(-) | protein_length=1083 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084975.1-p1      -            769 2167at5820           -            898       1.1    5.4  29.0   1   1     0.013       1.8    4.7  29.0   774   824   202   252   184   305 0.46 | transcript=PVX_084975.1 | gene=PVX_084975 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:819031-821502(-) | protein_length=769 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002925.1-p1      -           1601 2167at5820           -            898       1.4    5.1  18.3   1   1     0.016       2.1    4.4  18.3   765   809  1307  1345  1277  1367 0.43 | transcript=PVX_002925.1 | gene=PVX_002925 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr04:388458-393263(-) | protein_length=1601 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101375.1-p1      -             58 2167at5820           -            898       1.6    4.8   7.8   1   1     0.013       1.8    4.7   7.8   790   806    15    31    10    57 0.24 | transcript=PVX_101375.1 | gene=PVX_101375 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr14:2835429-2835762(+) | protein_length=58 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098023.1-p1      -            143 2167at5820           -            898       1.8    4.7  18.8   1   1     0.016       2.2    4.4  18.8   759   832    55   127    42   135 0.42 | transcript=PVX_098023.1 | gene=PVX_098023 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr10:962975-963665(+) | protein_length=143 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100610.1-p1      -            166 2167at5820           -            898         2    4.5  11.3   1   1     0.016       2.3    4.3  11.3   758   857    36   134    22   159 0.63 | transcript=PVX_100610.1 | gene=PVX_100610 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2216943-2217443(+) | protein_length=166 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_118665.1-p1      -            255 2167at5820           -            898       2.1    4.5  21.3   1   1     0.021       2.9    4.0  21.3   769   840   159   232    98   244 0.53 | transcript=PVX_118665.1 | gene=PVX_118665 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:2958519-2959393(+) | protein_length=255 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087855.1-p1      -            162 2167at5820           -            898       2.2    4.4  10.2   1   1     0.017       2.4    4.3  10.2   772   842     6    76     1   103 0.36 | transcript=PVX_087855.1 | gene=PVX_087855 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr01:226213-226910(+) | protein_length=162 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079890.1-p1      -            971 2167at5820           -            898       2.2    4.4  29.2   1   1   3.1e-05    0.0043   13.3  19.0   771   860   792   871   718   911 0.45 | transcript=PVX_079890.1 | gene=PVX_079890 | organism=Plasmodium_vivax_Sal-1 | gene_product=DNA replication licensing factor MCM3, putative | transcript_product=DNA replication licensing factor MCM3, putative | location=Pv_Sal1_chr10:181777-184812(+) | protein_length=971 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116582.1-p1      -            822 2167at5820           -            898       6.5    2.8   8.9   1   1      0.07       9.6    2.3   8.9   762   791   505   534   483   556 0.47 | transcript=PVX_116582.1 | gene=PVX_116582 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr12:1103176-1105909(-) | protein_length=822 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116915.1-p1      -            273 2167at5820           -            898       6.5    2.8  17.1   1   2     0.018       2.5    4.2   0.2   460   513    94   149     5   173 0.71 | transcript=PVX_116915.1 | gene=PVX_116915 | organism=Plasmodium_vivax_Sal-1 | gene_product=exported protein 2, putative | transcript_product=exported protein 2, putative | location=Pv_Sal1_chr12:1394420-1395546(+) | protein_length=273 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_116915.1-p1      -            273 2167at5820           -            898       6.5    2.8  17.1   2   2     0.072        10    2.2  11.8   772   814   228   269   185   273 0.35 | transcript=PVX_116915.1 | gene=PVX_116915 | organism=Plasmodium_vivax_Sal-1 | gene_product=exported protein 2, putative | transcript_product=exported protein 2, putative | location=Pv_Sal1_chr12:1394420-1395546(+) | protein_length=273 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092695.1-p1      -            426 2167at5820           -            898       6.8    2.8  49.0   1   2       1.9   2.7e+02   -2.5   0.1   826   850   130   154   111   179 0.61 | transcript=PVX_092695.1 | gene=PVX_092695 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1648469-1650677(-) | protein_length=426 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_092695.1-p1      -            426 2167at5820           -            898       6.8    2.8  49.0   2   2    0.0077       1.1    5.4  44.8   758   821   354   418   321   425 0.49 | transcript=PVX_092695.1 | gene=PVX_092695 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr09:1648469-1650677(-) | protein_length=426 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2167at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/2167at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/2167at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:20 2026
# [ok]
