#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_118340.1-p1      -           1309 1521at5820           -            931         0 1363.3  98.8   1   6     1e-24   1.2e-22   77.8   0.3     1    69     1    72     1   116 0.85 | transcript=PVX_118340.1 | gene=PVX_118340 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr12:2612703-2616632(+) | protein_length=1309 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085300.1-p1      -            284 1521at5820           -            931   1.3e-12   44.7  21.9   2   3   8.6e-07    0.0001   18.5   0.1   707   782   155   230   154   239 0.87 | transcript=PVX_085300.1 | gene=PVX_085300 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=Pv_Sal1_chr13:1079692-1081903(-) | protein_length=284 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085300.1-p1      -            284 1521at5820           -            931   1.3e-12   44.7  21.9   3   3   4.2e-06   0.00051   16.2   0.1   894   925   251   282   229   284 0.85 | transcript=PVX_085300.1 | gene=PVX_085300 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=Pv_Sal1_chr13:1079692-1081903(-) | protein_length=284 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089305.1-p1      -            800 1521at5820           -            931   2.4e-12   43.8   9.9   1   3    0.0016      0.19    7.7   1.8   623   674   227   277   222   305 0.80 | transcript=PVX_089305.1 | gene=PVX_089305 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr05:447665-450264(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089305.1-p1      -            800 1521at5820           -            931   2.4e-12   43.8   9.9   2   3     1e-12   1.2e-10   38.1   0.1   708   773   566   634   545   642 0.85 | transcript=PVX_089305.1 | gene=PVX_089305 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr05:447665-450264(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089305.1-p1      -            800 1521at5820           -            931   2.4e-12   43.8   9.9   3   3     0.099        12    1.7   0.1   896   922   691   717   678   723 0.89 | transcript=PVX_089305.1 | gene=PVX_089305 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr05:447665-450264(-) | protein_length=800 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003590.1-p1      -           2125 1521at5820           -            931   3.5e-12   43.2   4.1   1   3   6.8e-06   0.00082   15.5   0.4   565   665  1725  1835  1713  1840 0.73 | transcript=PVX_003590.1 | gene=PVX_003590 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine-specific protein kinase, putative | transcript_product=serine/threonine-specific protein kinase, putative | location=Pv_Sal1_chr04:748723-755100(+) | protein_length=2125 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003590.1-p1      -           2125 1521at5820           -            931   3.5e-12   43.2   4.1   2   3     3e-08   3.6e-06   23.3   0.1   715   767  1841  1894  1834  1915 0.87 | transcript=PVX_003590.1 | gene=PVX_003590 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine-specific protein kinase, putative | transcript_product=serine/threonine-specific protein kinase, putative | location=Pv_Sal1_chr04:748723-755100(+) | protein_length=2125 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_003590.1-p1      -           2125 1521at5820           -            931   3.5e-12   43.2   4.1   3   3     0.021       2.6    3.9   0.0   895   924  1930  1959  1925  1963 0.90 | transcript=PVX_003590.1 | gene=PVX_003590 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine-specific protein kinase, putative | transcript_product=serine/threonine-specific protein kinase, putative | location=Pv_Sal1_chr04:748723-755100(+) | protein_length=2125 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113910.1-p1      -            806 1521at5820           -            931   3.8e-12   43.1   2.9   1   4   7.3e-09   8.8e-07   25.3   0.2   633   672   191   230   157   248 0.79 | transcript=PVX_113910.1 | gene=PVX_113910 | organism=Plasmodium_vivax_Sal-1 | gene_product=cdc2-like protein kinase, putative | transcript_product=cdc2-like protein kinase, putative | location=Pv_Sal1_chr11:1397033-1399453(-) | protein_length=806 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113910.1-p1      -            806 1521at5820           -            931   3.8e-12   43.1   2.9   2   4     0.023       2.8    3.8   0.0   750   790   480   520   412   523 0.91 | transcript=PVX_113910.1 | gene=PVX_113910 | organism=Plasmodium_vivax_Sal-1 | gene_product=cdc2-like protein kinase, putative | transcript_product=cdc2-like protein kinase, putative | location=Pv_Sal1_chr11:1397033-1399453(-) | protein_length=806 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113910.1-p1      -            806 1521at5820           -            931   3.8e-12   43.1   2.9   3   4     9e-05     0.011   11.8   0.0   892   923   563   594   546   601 0.90 | transcript=PVX_113910.1 | gene=PVX_113910 | organism=Plasmodium_vivax_Sal-1 | gene_product=cdc2-like protein kinase, putative | transcript_product=cdc2-like protein kinase, putative | location=Pv_Sal1_chr11:1397033-1399453(-) | protein_length=806 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113910.1-p1      -            806 1521at5820           -            931   3.8e-12   43.1   2.9   4   4       2.9   3.4e+02   -3.1   0.4    15    75   658   717   650   760 0.61 | transcript=PVX_113910.1 | gene=PVX_113910 | organism=Plasmodium_vivax_Sal-1 | gene_product=cdc2-like protein kinase, putative | transcript_product=cdc2-like protein kinase, putative | location=Pv_Sal1_chr11:1397033-1399453(-) | protein_length=806 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081395.1-p1      -           3309 1521at5820           -            931   6.4e-12   42.3   2.7   1   1   8.7e-14   1.1e-11   41.6   2.7   603   769  3076  3243  3073  3247 0.79 | transcript=PVX_081395.1 | gene=PVX_081395 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr02:299845-311073(-) | protein_length=3309 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002805.1-p1      -           1615 1521at5820           -            931   1.2e-11   41.4   2.2   1   1     1e-13   1.2e-11   41.4   2.2   589   672  1170  1255  1157  1262 0.87 | transcript=PVX_002805.1 | gene=PVX_002805 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 4, putative | transcript_product=calcium-dependent protein kinase 4, putative | location=Pv_Sal1_chr04:285977-290824(-) | protein_length=1615 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091095.1-p1      -            335 1521at5820           -            931   3.2e-11   40.0  11.3   1   4         5     6e+02   -3.9   0.4   513   555    41    83    31    91 0.79 | transcript=PVX_091095.1 | gene=PVX_091095 | organism=Plasmodium_vivax_Sal-1 | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=Pv_Sal1_chr09:261138-262145(+) | protein_length=335 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091095.1-p1      -            335 1521at5820           -            931   3.2e-11   40.0  11.3   2   4   6.1e-06   0.00073   15.7   0.7   640   670   143   173   135   179 0.87 | transcript=PVX_091095.1 | gene=PVX_091095 | organism=Plasmodium_vivax_Sal-1 | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=Pv_Sal1_chr09:261138-262145(+) | protein_length=335 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091095.1-p1      -            335 1521at5820           -            931   3.2e-11   40.0  11.3   3   4   1.3e-08   1.5e-06   24.5   0.1   714   773   174   236   171   264 0.74 | transcript=PVX_091095.1 | gene=PVX_091095 | organism=Plasmodium_vivax_Sal-1 | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=Pv_Sal1_chr09:261138-262145(+) | protein_length=335 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091095.1-p1      -            335 1521at5820           -            931   3.2e-11   40.0  11.3   4   4    0.0024      0.29    7.1   0.0   882   922   288   328   280   331 0.89 | transcript=PVX_091095.1 | gene=PVX_091095 | organism=Plasmodium_vivax_Sal-1 | gene_product=casein kinase 2, alpha subunit, putative | transcript_product=casein kinase 2, alpha subunit, putative | location=Pv_Sal1_chr09:261138-262145(+) | protein_length=335 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089980.1-p1      -            612 1521at5820           -            931   3.4e-11   40.0  21.9   1   3   5.8e-05     0.007   12.4   3.7   606   666   342   402   282   414 0.80 | transcript=PVX_089980.1 | gene=PVX_089980 | organism=Plasmodium_vivax_Sal-1 | gene_product=cdc2-related protein kinase 1, putative | transcript_product=cdc2-related protein kinase 1, putative | location=Pv_Sal1_chr05:1000516-1002354(-) | protein_length=612 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089980.1-p1      -            612 1521at5820           -            931   3.4e-11   40.0  21.9   2   3     5e-11     6e-09   32.5   0.1   733   790   429   487   406   498 0.86 | transcript=PVX_089980.1 | gene=PVX_089980 | organism=Plasmodium_vivax_Sal-1 | gene_product=cdc2-related protein kinase 1, putative | transcript_product=cdc2-related protein kinase 1, putative | location=Pv_Sal1_chr05:1000516-1002354(-) | protein_length=612 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089980.1-p1      -            612 1521at5820           -            931   3.4e-11   40.0  21.9   3   3   0.00095      0.11    8.4   0.2   896   923   543   570   505   573 0.90 | transcript=PVX_089980.1 | gene=PVX_089980 | organism=Plasmodium_vivax_Sal-1 | gene_product=cdc2-related protein kinase 1, putative | transcript_product=cdc2-related protein kinase 1, putative | location=Pv_Sal1_chr05:1000516-1002354(-) | protein_length=612 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082820.1-p1      -            563 1521at5820           -            931   4.5e-11   39.5  12.4   1   3   2.3e-09   2.8e-07   27.0   2.7   588   664   172   248   157   254 0.90 | transcript=PVX_082820.1 | gene=PVX_082820 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=Pv_Sal1_chr12:667298-668989(+) | protein_length=563 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082820.1-p1      -            563 1521at5820           -            931   4.5e-11   39.5  12.4   2   3   4.8e-07   5.7e-05   19.3   0.1   713   768   256   312   249   325 0.88 | transcript=PVX_082820.1 | gene=PVX_082820 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=Pv_Sal1_chr12:667298-668989(+) | protein_length=563 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082820.1-p1      -            563 1521at5820           -            931   4.5e-11   39.5  12.4   3   3         3   3.7e+02   -3.2   0.5   138   189   391   443   382   464 0.59 | transcript=PVX_082820.1 | gene=PVX_082820 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase, putative | transcript_product=calcium-dependent protein kinase, putative | location=Pv_Sal1_chr12:667298-668989(+) | protein_length=563 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084705.1-p1      -            854 1521at5820           -            931   9.1e-11   38.5   0.0   1   2   3.7e-05    0.0045   13.1   0.2   592   666   600   674   576   677 0.72 | transcript=PVX_084705.1 | gene=PVX_084705 | organism=Plasmodium_vivax_Sal-1 | gene_product=cGMP-dependent protein kinase, putative | transcript_product=cGMP-dependent protein kinase, putative | location=Pv_Sal1_chr13:557074-560886(+) | protein_length=854 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084705.1-p1      -            854 1521at5820           -            931   9.1e-11   38.5   0.0   2   2   3.7e-08   4.5e-06   23.0   0.0   713   769   677   733   673   751 0.90 | transcript=PVX_084705.1 | gene=PVX_084705 | organism=Plasmodium_vivax_Sal-1 | gene_product=cGMP-dependent protein kinase, putative | transcript_product=cGMP-dependent protein kinase, putative | location=Pv_Sal1_chr13:557074-560886(+) | protein_length=854 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122625.1-p1      -            341 1521at5820           -            931   9.1e-11   38.5   9.5   1   2   1.2e-05    0.0014   14.7   5.3   588   667    78   170    65   195 0.75 | transcript=PVX_122625.1 | gene=PVX_122625 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr14:726211-729124(-) | protein_length=341 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122625.1-p1      -            341 1521at5820           -            931   9.1e-11   38.5   9.5   2   2   5.6e-09   6.8e-07   25.7   0.2   732   768   196   233   174   242 0.76 | transcript=PVX_122625.1 | gene=PVX_122625 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase, putative | transcript_product=protein kinase, putative | location=Pv_Sal1_chr14:726211-729124(-) | protein_length=341 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091770.1-p1      -           1989 1521at5820           -            931   3.1e-10   36.8   0.7   1   4      0.77        93   -1.2   3.4    26   382   594   649   552   683 0.59 | transcript=PVX_091770.1 | gene=PVX_091770 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 7, putative | transcript_product=calcium-dependent protein kinase 7, putative | location=Pv_Sal1_chr09:828887-835015(+) | protein_length=1989 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091770.1-p1      -           1989 1521at5820           -            931   3.1e-10   36.8   0.7   2   4   1.3e-08   1.5e-06   24.5   1.0   592   671  1592  1671  1586  1689 0.88 | transcript=PVX_091770.1 | gene=PVX_091770 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 7, putative | transcript_product=calcium-dependent protein kinase 7, putative | location=Pv_Sal1_chr09:828887-835015(+) | protein_length=1989 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091770.1-p1      -           1989 1521at5820           -            931   3.1e-10   36.8   0.7   3   4   3.1e-07   3.7e-05   20.0   0.0   714   773  1673  1734  1667  1744 0.78 | transcript=PVX_091770.1 | gene=PVX_091770 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 7, putative | transcript_product=calcium-dependent protein kinase 7, putative | location=Pv_Sal1_chr09:828887-835015(+) | protein_length=1989 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091770.1-p1      -           1989 1521at5820           -            931   3.1e-10   36.8   0.7   4   4      0.02       2.4    4.0   0.0   897   924  1766  1793  1760  1796 0.92 | transcript=PVX_091770.1 | gene=PVX_091770 | organism=Plasmodium_vivax_Sal-1 | gene_product=calcium-dependent protein kinase 7, putative | transcript_product=calcium-dependent protein kinase 7, putative | location=Pv_Sal1_chr09:828887-835015(+) | protein_length=1989 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002865.1-p1      -            344 1521at5820           -            931   6.4e-10   35.7   2.9   1   3   7.3e-06   0.00088   15.4   1.6   508   664    21   180    14   201 0.71 | transcript=PVX_002865.1 | gene=PVX_002865 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr04:336029-337650(-) | protein_length=344 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002865.1-p1      -            344 1521at5820           -            931   6.4e-10   35.7   2.9   2   3      0.43        51   -0.4   0.0   752   769   227   244   209   256 0.82 | transcript=PVX_002865.1 | gene=PVX_002865 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr04:336029-337650(-) | protein_length=344 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002865.1-p1      -            344 1521at5820           -            931   6.4e-10   35.7   2.9   3   3   1.4e-06   0.00016   17.8   0.0   896   925   296   325   292   329 0.92 | transcript=PVX_002865.1 | gene=PVX_002865 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr04:336029-337650(-) | protein_length=344 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090925.1-p1      -           1278 1521at5820           -            931   8.7e-10   35.3  13.6   1   3   6.6e-07   7.9e-05   18.9   9.3   589   674   323   408   309   419 0.84 | transcript=PVX_090925.1 | gene=PVX_090925 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase domain containing protein | transcript_product=protein kinase domain containing protein | location=Pv_Sal1_chr09:103326-107162(+) | protein_length=1278 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090925.1-p1      -           1278 1521at5820           -            931   8.7e-10   35.3  13.6   2   3    0.0023      0.27    7.2   0.0   733   768   532   567   524   573 0.87 | transcript=PVX_090925.1 | gene=PVX_090925 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase domain containing protein | transcript_product=protein kinase domain containing protein | location=Pv_Sal1_chr09:103326-107162(+) | protein_length=1278 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090925.1-p1      -           1278 1521at5820           -            931   8.7e-10   35.3  13.6   3   3   0.00049     0.058    9.4   0.1   897   923   610   637   604   643 0.86 | transcript=PVX_090925.1 | gene=PVX_090925 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase domain containing protein | transcript_product=protein kinase domain containing protein | location=Pv_Sal1_chr09:103326-107162(+) | protein_length=1278 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089720.1-p1      -           1573 1521at5820           -            931   1.3e-09   34.7  16.1   1   3   0.00033      0.04    9.9   0.4   624   666   848   890   845   898 0.94 | transcript=PVX_089720.1 | gene=PVX_089720 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase domain containing protein | transcript_product=protein kinase domain containing protein | location=Pv_Sal1_chr05:784803-789650(+) | protein_length=1573 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089720.1-p1      -           1573 1521at5820           -            931   1.3e-09   34.7  16.1   2   3   4.6e-09   5.6e-07   26.0   0.0   731   789   915   974   890   978 0.75 | transcript=PVX_089720.1 | gene=PVX_089720 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase domain containing protein | transcript_product=protein kinase domain containing protein | location=Pv_Sal1_chr05:784803-789650(+) | protein_length=1573 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089720.1-p1      -           1573 1521at5820           -            931   1.3e-09   34.7  16.1   3   3    0.0039      0.47    6.4   0.0   896   925  1030  1059  1025  1063 0.92 | transcript=PVX_089720.1 | gene=PVX_089720 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein kinase domain containing protein | transcript_product=protein kinase domain containing protein | location=Pv_Sal1_chr05:784803-789650(+) | protein_length=1573 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113435.1-p1      -            354 1521at5820           -            931   6.6e-09   32.4   1.9   1   3   5.5e-08   6.6e-06   22.5   0.1   589   672    87   170    70   191 0.81 | transcript=PVX_113435.1 | gene=PVX_113435 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr11:1813663-1815198(-) | protein_length=354 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113435.1-p1      -            354 1521at5820           -            931   6.6e-09   32.4   1.9   2   3     0.002      0.24    7.3   0.0   730   766   189   233   167   244 0.71 | transcript=PVX_113435.1 | gene=PVX_113435 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr11:1813663-1815198(-) | protein_length=354 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113435.1-p1      -            354 1521at5820           -            931   6.6e-09   32.4   1.9   3   3      0.13        16    1.3   0.1   895   922   280   307   266   311 0.89 | transcript=PVX_113435.1 | gene=PVX_113435 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine protein kinase, putative | transcript_product=serine/threonine protein kinase, putative | location=Pv_Sal1_chr11:1813663-1815198(-) | protein_length=354 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079950.1-p1      -            288 1521at5820           -            931   1.8e-08   30.9   1.0   1   2   4.5e-05    0.0055   12.8   1.4   596   666    73   147    33   155 0.73 | transcript=PVX_079950.1 | gene=PVX_079950 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine-protein kinase Nek1, putative | transcript_product=serine/threonine-protein kinase Nek1, putative | location=Pv_Sal1_chr10:235807-238034(-) | protein_length=288 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079950.1-p1      -            288 1521at5820           -            931   1.8e-08   30.9   1.0   2   2   3.7e-06   0.00044   16.4   0.0   714   770   151   209   146   221 0.78 | transcript=PVX_079950.1 | gene=PVX_079950 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine-protein kinase Nek1, putative | transcript_product=serine/threonine-protein kinase Nek1, putative | location=Pv_Sal1_chr10:235807-238034(-) | protein_length=288 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091715.1-p1      -            561 1521at5820           -            931     3e-08   30.2  15.5   1   5      0.49        59   -0.5   3.2   401   479     5    79     1    81 0.82 | transcript=PVX_091715.1 | gene=PVX_091715 | organism=Plasmodium_vivax_Sal-1 | gene_product=3-phosphoinositide dependent protein kinase-1, putative | transcript_product=3-phosphoinositide dependent protein kinase-1, putative | location=Pv_Sal1_chr09:752574-754259(-) | protein_length=561 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091715.1-p1      -            561 1521at5820           -            931     3e-08   30.2  15.5   2   5   1.4e-08   1.6e-06   24.5   7.9   570   668    77   173    74   226 0.74 | transcript=PVX_091715.1 | gene=PVX_091715 | organism=Plasmodium_vivax_Sal-1 | gene_product=3-phosphoinositide dependent protein kinase-1, putative | transcript_product=3-phosphoinositide dependent protein kinase-1, putative | location=Pv_Sal1_chr09:752574-754259(-) | protein_length=561 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091715.1-p1      -            561 1521at5820           -            931     3e-08   30.2  15.5   3   5       5.6   6.7e+02   -4.1   3.8    42   102   217   275   200   290 0.45 | transcript=PVX_091715.1 | gene=PVX_091715 | organism=Plasmodium_vivax_Sal-1 | gene_product=3-phosphoinositide dependent protein kinase-1, putative | transcript_product=3-phosphoinositide dependent protein kinase-1, putative | location=Pv_Sal1_chr09:752574-754259(-) | protein_length=561 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091715.1-p1      -            561 1521at5820           -            931     3e-08   30.2  15.5   4   5     7e-07   8.4e-05   18.8   0.8   676   783   292   395   272   400 0.71 | transcript=PVX_091715.1 | gene=PVX_091715 | organism=Plasmodium_vivax_Sal-1 | gene_product=3-phosphoinositide dependent protein kinase-1, putative | transcript_product=3-phosphoinositide dependent protein kinase-1, putative | location=Pv_Sal1_chr09:752574-754259(-) | protein_length=561 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091715.1-p1      -            561 1521at5820           -            931     3e-08   30.2  15.5   5   5       5.6   6.7e+02   -4.1   4.7   445   722   471   513   432   554 0.50 | transcript=PVX_091715.1 | gene=PVX_091715 | organism=Plasmodium_vivax_Sal-1 | gene_product=3-phosphoinositide dependent protein kinase-1, putative | transcript_product=3-phosphoinositide dependent protein kinase-1, putative | location=Pv_Sal1_chr09:752574-754259(-) | protein_length=561 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124045.1-p1      -            998 1521at5820           -            931   2.1e-07   27.4  13.4   1   2   0.00014     0.017   11.2   1.9   586   668    66   161    53   181 0.74 | transcript=PVX_124045.1 | gene=PVX_124045 | organism=Plasmodium_vivax_Sal-1 | gene_product=NIMA-related protein kinase (Pfnek-1), putative | transcript_product=NIMA-related protein kinase (Pfnek-1), putative | location=Pv_Sal1_chr14:1997153-2000322(+) | protein_length=998 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124045.1-p1      -            998 1521at5820           -            931   2.1e-07   27.4  13.4   2   2   1.2e-08   1.5e-06   24.6   0.0   734   779   202   249   181   256 0.85 | transcript=PVX_124045.1 | gene=PVX_124045 | organism=Plasmodium_vivax_Sal-1 | gene_product=NIMA-related protein kinase (Pfnek-1), putative | transcript_product=NIMA-related protein kinase (Pfnek-1), putative | location=Pv_Sal1_chr14:1997153-2000322(+) | protein_length=998 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096360.1-p1      -            310 1521at5820           -            931   3.1e-07   26.8   9.7   1   2   3.9e-05    0.0047   13.0   7.7   590   670    57   142     2   159 0.66 | transcript=PVX_096360.1 | gene=PVX_096360 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine-protein kinase NEK4, putative | transcript_product=serine/threonine-protein kinase NEK4, putative | location=Pv_Sal1_chr03:574983-576854(+) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096360.1-p1      -            310 1521at5820           -            931   3.1e-07   26.8   9.7   2   2   1.2e-05    0.0014   14.7   0.0   728   785   159   217   141   227 0.78 | transcript=PVX_096360.1 | gene=PVX_096360 | organism=Plasmodium_vivax_Sal-1 | gene_product=serine/threonine-protein kinase NEK4, putative | transcript_product=serine/threonine-protein kinase NEK4, putative | location=Pv_Sal1_chr03:574983-576854(+) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002945.1-p1      -           1029 1521at5820           -            931   3.1e-07   26.8   0.4   1   2   0.00024     0.028   10.4   1.1   612   668   843   900   834   902 0.78 | transcript=PVX_002945.1 | gene=PVX_002945 | organism=Plasmodium_vivax_Sal-1 | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=Pv_Sal1_chr04:403097-406186(-) | protein_length=1029 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_002945.1-p1      -           1029 1521at5820           -            931   3.1e-07   26.8   0.4   2   2   2.8e-05    0.0033   13.5   0.0   714   773   902   964   899   969 0.87 | transcript=PVX_002945.1 | gene=PVX_002945 | organism=Plasmodium_vivax_Sal-1 | gene_product=tyrosine kinase-like protein, putative | transcript_product=tyrosine kinase-like protein, putative | location=Pv_Sal1_chr04:403097-406186(-) | protein_length=1029 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
