#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_117060.1-p1      -           3065 518at5820            -           2167         0 3497.4 349.3   1   8  1.8e-252    2e-250  832.5  76.9     1   538     1   702     1   737 0.91 | transcript=PVX_117060.1 | gene=PVX_117060 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr12:1509434-1518631(+) | protein_length=3065 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098645.1-p1      -            443 518at5820            -           2167         1    4.4  29.7   1   1     0.012       1.3    4.0  29.7  1618  1771   260   416   216   435 0.52 | transcript=PVX_098645.1 | gene=PVX_098645 | organism=Plasmodium_vivax_Sal-1 | gene_product=GTPase-activating protein, putative | transcript_product=GTPase-activating protein, putative | location=Pv_Sal1_chr07:88194-89525(-) | protein_length=443 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100565.1-p1      -            367 518at5820            -           2167       1.3    4.0  26.1   1   1     0.016       1.8    3.6  26.1  1570  1788    21   286     7   294 0.44 | transcript=PVX_100565.1 | gene=PVX_100565 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2194680-2195783(-) | protein_length=367 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101375.1-p1      -             58 518at5820            -           2167       1.5    3.8  11.3   1   1     0.014       1.6    3.7  11.3  1673  1701    14    35    10    57 0.24 | transcript=PVX_101375.1 | gene=PVX_101375 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr14:2835429-2835762(+) | protein_length=58 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084120.1-p1      -            251 518at5820            -           2167         2    3.4  20.3   1   1     0.023       2.6    3.0  20.3  1578  1691    26   138     4   164 0.33 | transcript=PVX_084120.1 | gene=PVX_084120 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr13:23506-24683(-) | protein_length=251 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113620.1-p1      -            660 518at5820            -           2167       2.4    3.1   9.0   1   1     0.033       3.7    2.5   9.0  1655  1765    52   164     8   174 0.44 | transcript=PVX_113620.1 | gene=PVX_113620 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1638036-1640207(-) | protein_length=660 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_098023.1-p1      -            143 518at5820            -           2167       2.6    3.0  20.6   1   1     0.023       2.6    3.0  20.6  1638  1703    55   117     2   136 0.40 | transcript=PVX_098023.1 | gene=PVX_098023 | organism=Plasmodium_vivax_Sal-1 | gene_product=conserved Plasmodium protein, unknown function | transcript_product=conserved Plasmodium protein, unknown function | location=Pv_Sal1_chr10:962975-963665(+) | protein_length=143 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113380.1-p1      -            709 518at5820            -           2167       3.1    2.8   9.5   1   1      0.04       4.5    2.2   9.5  1647  1695   286   334   279   348 0.58 | transcript=PVX_113380.1 | gene=PVX_113380 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1854575-1856704(-) | protein_length=709 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081440.1-p1      -            292 518at5820            -           2167       3.6    2.5  22.1   1   1     0.039       4.4    2.3  22.1  2008  2080    74   138    38   177 0.39 | transcript=PVX_081440.1 | gene=PVX_081440 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:344250-345128(-) | protein_length=292 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082670.1-p1      -            411 518at5820            -           2167       4.7    2.2  27.5   1   1     0.057       6.5    1.7  27.5  1964  2151    41   236     8   259 0.32 | transcript=PVX_082670.1 | gene=PVX_082670 | organism=Plasmodium_vivax_Sal-1 | gene_product=merozoite surface protein 7 (MSP7), putative | transcript_product=merozoite surface protein 7 (MSP7), putative | location=Pv_Sal1_chr12:768998-770233(+) | protein_length=411 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089940.1-p1      -            311 518at5820            -           2167         5    2.1  20.5   1   1      0.05       5.6    1.9  20.5  1649  1716    72   141    36   236 0.40 | transcript=PVX_089940.1 | gene=PVX_089940 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr05:957535-958596(+) | protein_length=311 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084770.1-p1      -           3060 518at5820            -           2167       5.5    1.9  43.9   1   1     4e-05    0.0045   12.2  32.3  1572  1755  1555  1731  1532  1780 0.32 | transcript=PVX_084770.1 | gene=PVX_084770 | organism=Plasmodium_vivax_Sal-1 | gene_product=NAD(P)H-dependent glutamate synthase, putative | transcript_product=NAD(P)H-dependent glutamate synthase, putative | location=Pv_Sal1_chr13:622066-631248(+) | protein_length=3060 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087950.1-p1      -            748 518at5820            -           2167       6.6    1.7  43.6   1   2    0.0022      0.25    6.4  35.9  1635  1786   189   335   134   356 0.60 | transcript=PVX_087950.1 | gene=PVX_087950 | organism=Plasmodium_vivax_Sal-1 | gene_product=heat shock protein 86, putative | transcript_product=heat shock protein 86, putative | location=Pv_Sal1_chr01:309345-312245(+) | protein_length=748 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087950.1-p1      -            748 518at5820            -           2167       6.6    1.7  43.6   2   2       0.2        23   -0.1   0.8   211   294   423   510   363   526 0.72 | transcript=PVX_087950.1 | gene=PVX_087950 | organism=Plasmodium_vivax_Sal-1 | gene_product=heat shock protein 86, putative | transcript_product=heat shock protein 86, putative | location=Pv_Sal1_chr01:309345-312245(+) | protein_length=748 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096325.1-p1      -           2723 518at5820            -           2167       7.1    1.6  10.8   1   1      0.12        14    0.6  10.8  1658  1772   845   951   796   971 0.39 | transcript=PVX_096325.1 | gene=PVX_096325 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:596099-604270(+) | protein_length=2723 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082685.1-p1      -            388 518at5820            -           2167       7.5    1.5  14.6   1   1      0.09        10    1.1  14.6  1570  1695    29   162    18   182 0.31 | transcript=PVX_082685.1 | gene=PVX_082685 | organism=Plasmodium_vivax_Sal-1 | gene_product=merozoite surface protein 7 (MSP7) | transcript_product=merozoite surface protein 7 (MSP7) | location=Pv_Sal1_chr12:762152-763318(+) | protein_length=388 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086920.1-p1      -            282 518at5820            -           2167       8.4    1.3  33.4   1   1      0.12        13    0.6  33.4  1589  1750    88   254    48   269 0.43 | transcript=PVX_086920.1 | gene=PVX_086920 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr07:1380491-1381592(-) | protein_length=282 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113965.1-p1      -           1488 518at5820            -           2167       8.6    1.3  37.1   1   1      0.19        21    0.0  37.1  1996  2164   553   723   528   732 0.36 | transcript=PVX_113965.1 | gene=PVX_113965 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr11:1354399-1358865(-) | protein_length=1488 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111115.1-p1      -            257 518at5820            -           2167       9.7    1.1  47.6   1   1      0.11        12    0.8  47.6  1961  2120    83   241    38   255 0.32 | transcript=PVX_111115.1 | gene=PVX_111115 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein | transcript_product=hypothetical protein | location=Pv_Sal1_chr06:710480-711887(-) | protein_length=257 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/518at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/518at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/518at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:47 2026
# [ok]
