#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_122855.1-p1      -            124 14208at5820          -            105   2.5e-67  222.3   5.0   1   1   2.4e-69   2.9e-67  222.1   5.0     1   105     7   111     7   111 0.99 | transcript=PVX_122855.1 | gene=PVX_122855 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:927195-928065(-) | protein_length=124 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094535.1-p1      -            250 14208at5820          -            105     4e-05   22.4   1.1   1   2   0.00013     0.016   14.0   0.1     5    87    24   105    22   127 0.76 | transcript=PVX_094535.1 | gene=PVX_094535 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr08:314388-316060(+) | protein_length=250 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094535.1-p1      -            250 14208at5820          -            105     4e-05   22.4   1.1   2   2     0.017         2    7.3   0.1    16    80   186   249   174   250 0.81 | transcript=PVX_094535.1 | gene=PVX_094535 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr08:314388-316060(+) | protein_length=250 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100755.1-p1      -            505 14208at5820          -            105   6.3e-05   21.7   0.1   1   1   5.1e-07   6.3e-05   21.7   0.1    15    83   435   502   422   505 0.84 | transcript=PVX_100755.1 | gene=PVX_100755 | organism=Plasmodium_vivax_Sal-1 | gene_product=clustered-asparagine-rich protein, putative | transcript_product=clustered-asparagine-rich protein, putative | location=Pv_Sal1_chr14:2357427-2358944(-) | protein_length=505 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_095260.1-p1      -            299 14208at5820          -            105   9.1e-05   21.2   0.8   1   1   1.4e-06   0.00017   20.3   0.1     3    79    37   113    35   132 0.90 | transcript=PVX_095260.1 | gene=PVX_095260 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr08:941021-942355(-) | protein_length=299 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099460.1-p1      -            475 14208at5820          -            105   9.3e-05   21.2   7.1   1   2     0.024         3    6.7   1.3     3    59    96   151    94   196 0.75 | transcript=PVX_099460.1 | gene=PVX_099460 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr07:790787-792409(+) | protein_length=475 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099460.1-p1      -            475 14208at5820          -            105   9.3e-05   21.2   7.1   2   2   1.4e-05    0.0017   17.1   0.4    18    75   319   378   304   384 0.82 | transcript=PVX_099460.1 | gene=PVX_099460 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr07:790787-792409(+) | protein_length=475 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086295.1-p1      -            661 14208at5820          -            105   0.00013   20.8   0.3   1   1   4.2e-06   0.00051   18.8   0.3     4    80   168   247   165   271 0.86 | transcript=PVX_086295.1 | gene=PVX_086295 | organism=Plasmodium_vivax_Sal-1 | gene_product=U2 snRNP-associated SURP motif-containing protein, putative | transcript_product=U2 snRNP-associated SURP motif-containing protein, putative | location=Pv_Sal1_chr13:1987472-1990898(+) | protein_length=661 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117025.1-p1      -            914 14208at5820          -            105   0.00014   20.6   0.4   1   2   4.5e-05    0.0055   15.5   0.1     4    76   679   751   676   764 0.85 | transcript=PVX_117025.1 | gene=PVX_117025 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing factor U2AF large subunit, putative | transcript_product=splicing factor U2AF large subunit, putative | location=Pv_Sal1_chr12:1469113-1471857(+) | protein_length=914 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117025.1-p1      -            914 14208at5820          -            105   0.00014   20.6   0.4   2   2      0.45        55    2.6   0.0    24    73   844   895   827   911 0.72 | transcript=PVX_117025.1 | gene=PVX_117025 | organism=Plasmodium_vivax_Sal-1 | gene_product=splicing factor U2AF large subunit, putative | transcript_product=splicing factor U2AF large subunit, putative | location=Pv_Sal1_chr12:1469113-1471857(+) | protein_length=914 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086965.1-p1      -            192 14208at5820          -            105   0.00024   19.9   1.3   1   2   1.8e-05    0.0022   16.8   0.7     2    82    10    91     9   105 0.78 | transcript=PVX_086965.1 | gene=PVX_086965 | organism=Plasmodium_vivax_Sal-1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=Pv_Sal1_chr07:1323207-1323785(-) | protein_length=192 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_086965.1-p1      -            192 14208at5820          -            105   0.00024   19.9   1.3   2   2       1.1   1.4e+02    1.4   0.0     4    66   122   178   119   190 0.56 | transcript=PVX_086965.1 | gene=PVX_086965 | organism=Plasmodium_vivax_Sal-1 | gene_product=U2 small nuclear ribonucleoprotein B'', putative | transcript_product=U2 small nuclear ribonucleoprotein B'', putative | location=Pv_Sal1_chr07:1323207-1323785(-) | protein_length=192 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114975.1-p1      -            181 14208at5820          -            105   0.00034   19.4   1.6   1   1   3.6e-06   0.00044   19.0   1.1     4    87    52   137    50   156 0.82 | transcript=PVX_114975.1 | gene=PVX_114975 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr11:447877-449199(+) | protein_length=181 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101300.1-p1      -            390 14208at5820          -            105    0.0013   17.5   1.1   1   2       5.9   7.3e+02   -1.0   0.1    40    68   114   143    80   166 0.63 | transcript=PVX_101300.1 | gene=PVX_101300 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:2777209-2778381(+) | protein_length=390 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101300.1-p1      -            390 14208at5820          -            105    0.0013   17.5   1.1   2   2   3.3e-05    0.0041   15.9   0.2     4    75   226   292   223   299 0.84 | transcript=PVX_101300.1 | gene=PVX_101300 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr14:2777209-2778381(+) | protein_length=390 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_115315.1-p1      -            452 14208at5820          -            105    0.0016   17.2   1.3   1   1   1.3e-05    0.0016   17.2   1.3     3    88    99   183    97   187 0.85 | transcript=PVX_115315.1 | gene=PVX_115315 | organism=Plasmodium_vivax_Sal-1 | gene_product=U1 small nuclear ribonucleoprotein 70 kDa, putative | transcript_product=U1 small nuclear ribonucleoprotein 70 kDa, putative | location=Pv_Sal1_chr11:151867-153225(-) | protein_length=452 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001965.1-p1      -           1533 14208at5820          -            105    0.0029   16.4   4.9   1   2      0.28        34    3.3   0.4     4    65   321   379   318   400 0.82 | transcript=PVX_001965.1 | gene=PVX_001965 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr06:310902-315635(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001965.1-p1      -           1533 14208at5820          -            105    0.0029   16.4   4.9   2   2   0.00012     0.015   14.1   0.0     4    77   425   502   423   519 0.83 | transcript=PVX_001965.1 | gene=PVX_001965 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr06:310902-315635(+) | protein_length=1533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_001865.1-p1      -            491 14208at5820          -            105    0.0074   15.1   0.0   1   1   0.00018     0.022   13.6   0.0     6    77   341   412   337   433 0.92 | transcript=PVX_001865.1 | gene=PVX_001865 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr06:208485-211414(-) | protein_length=491 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099915.1-p1      -            287 14208at5820          -            105    0.0093   14.8   6.3   1   2     0.022       2.7    6.9   1.3    36    80    74   118    50   141 0.83 | transcript=PVX_099915.1 | gene=PVX_099915 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr07:1115133-1116820(+) | protein_length=287 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099915.1-p1      -            287 14208at5820          -            105    0.0093   14.8   6.3   2   2    0.0022      0.27   10.1   0.3    20    75   225   282   210   285 0.74 | transcript=PVX_099915.1 | gene=PVX_099915 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr07:1115133-1116820(+) | protein_length=287 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_096315.1-p1      -            310 14208at5820          -            105     0.012   14.4   0.3   1   1    0.0011      0.14   11.0   0.3    46    73   128   155    66   181 0.80 | transcript=PVX_096315.1 | gene=PVX_096315 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:605714-606646(-) | protein_length=310 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_114870.1-p1      -            260 14208at5820          -            105     0.023   13.5   0.0   1   1   0.00033      0.04   12.7   0.0    11    40   133   163   124   197 0.80 | transcript=PVX_114870.1 | gene=PVX_114870 | organism=Plasmodium_vivax_Sal-1 | gene_product=pyrroline carboxylate reductase, putative | transcript_product=pyrroline carboxylate reductase, putative | location=Pv_Sal1_chr11:562596-564301(-) | protein_length=260 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094415.1-p1      -            861 14208at5820          -            105      0.03   13.1   3.3   1   2      0.21        26    3.7   0.1     5    74   311   372   309   388 0.69 | transcript=PVX_094415.1 | gene=PVX_094415 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr08:235963-238548(-) | protein_length=861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094415.1-p1      -            861 14208at5820          -            105      0.03   13.1   3.3   2   2    0.0039      0.48    9.3   0.5    11    75   418   483   413   492 0.83 | transcript=PVX_094415.1 | gene=PVX_094415 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr08:235963-238548(-) | protein_length=861 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113475.1-p1      -            611 14208at5820          -            105       2.9    6.8   6.9   1   2       3.7   4.5e+02   -0.3   0.0     2    51     9    56     8    73 0.77 | transcript=PVX_113475.1 | gene=PVX_113475 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr11:1775380-1777794(-) | protein_length=611 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_113475.1-p1      -            611 14208at5820          -            105       2.9    6.8   6.9   2   2    0.0048      0.59    9.0   0.9     2    87   166   250   165   255 0.78 | transcript=PVX_113475.1 | gene=PVX_113475 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA-binding protein, putative | transcript_product=RNA-binding protein, putative | location=Pv_Sal1_chr11:1775380-1777794(-) | protein_length=611 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14208at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14208at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14208at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:32:48 2026
# [ok]
