#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_000530.1-p1      -           5244 44at5820             -           3972         0 7357.5 637.8   1  12   3.1e-67   2.8e-64  214.9  16.2     1   138     1   158     1   168 0.93 | transcript=PVX_000530.1 | gene=PVX_000530 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr03:496561-514371(-) | protein_length=5244 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1   7  15   1.7e-06    0.0015   13.3  14.8  1679  1861  2957  3145  2927  3177 0.78 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1   8  15         6   5.5e+03  -30.8  61.0  1835  2147  3223  3551  3186  3566 0.64 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1   9  15         6   5.5e+03  -11.3  26.2  2156  2339  3612  3823  3602  3855 0.70 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1  10  15   4.1e-05     0.038    8.7   3.3  2344  2400  4005  4062  3987  4077 0.80 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1  11  15         6   5.5e+03  -11.6  40.1  2388  2713  4184  4523  4177  4524 0.56 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1  12  15   1.5e-27   1.4e-24   83.2  49.2  2564  3056  4502  5000  4496  5027 0.82 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1  13  15   4.1e-10   3.8e-07   25.3  30.5  3095  3306  5121  5339  5097  5353 0.78 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1  14  15    0.0048       4.4    1.9  11.5  3345  3516  5596  5769  5576  5787 0.81 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_117175.1-p1      -           6398 44at5820             -           3972   1.3e-50  169.6 181.1  15  15   1.3e-15   1.2e-12   43.6  37.3  3524  3939  5880  6360  5872  6384 0.72 | transcript=PVX_117175.1 | gene=PVX_117175 | organism=Plasmodium_vivax_Sal-1 | gene_product=dynein beta chain, putative | transcript_product=dynein beta chain, putative | location=Pv_Sal1_chr12:1623826-1644061(-) | protein_length=6398 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/44at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/44at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/44at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:41:59 2026
# [ok]
