#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_089225.1-p1      -            324 8053at5820           -            274  5.5e-157  519.5   9.9   1   1  1.4e-158  1.9e-156  517.7   9.9     1   274    21   324    21   324 0.94 | transcript=PVX_089225.1 | gene=PVX_089225 | organism=Plasmodium_vivax_Sal-1 | gene_product=U5 snRNP-specific 40 kDa protein, putative | transcript_product=U5 snRNP-specific 40 kDa protein, putative | location=Pv_Sal1_chr05:397980-398954(-) | protein_length=324 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084870.1-p1      -            509 8053at5820           -            274   4.4e-09   34.4  17.8   2   3   2.1e-07   2.9e-05   21.9   3.8    58   130   320   394   304   442 0.86 | transcript=PVX_084870.1 | gene=PVX_084870 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr13:743462-745566(-) | protein_length=509 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084870.1-p1      -            509 8053at5820           -            274   4.4e-09   34.4  17.8   3   3      0.33        46    1.6   0.1   153   183   459   490   445   499 0.66 | transcript=PVX_084870.1 | gene=PVX_084870 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr13:743462-745566(-) | protein_length=509 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090905.1-p1      -            616 8053at5820           -            274   7.5e-09   33.7   2.3   1   5   8.1e-06    0.0011   16.7   0.0    85   126    29    70    15    97 0.92 | transcript=PVX_090905.1 | gene=PVX_090905 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:85198-87048(-) | protein_length=616 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090905.1-p1      -            616 8053at5820           -            274   7.5e-09   33.7   2.3   2   5       1.4     2e+02   -0.5   0.1    59   126   120   190   109   194 0.64 | transcript=PVX_090905.1 | gene=PVX_090905 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:85198-87048(-) | protein_length=616 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090905.1-p1      -            616 8053at5820           -            274   7.5e-09   33.7   2.3   3   5      0.53        74    0.9   0.4    51   130   156   236   134   265 0.64 | transcript=PVX_090905.1 | gene=PVX_090905 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:85198-87048(-) | protein_length=616 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090905.1-p1      -            616 8053at5820           -            274   7.5e-09   33.7   2.3   4   5    0.0048      0.67    7.6   0.0    18   125   248   319   233   328 0.49 | transcript=PVX_090905.1 | gene=PVX_090905 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:85198-87048(-) | protein_length=616 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090905.1-p1      -            616 8053at5820           -            274   7.5e-09   33.7   2.3   5   5     0.041       5.7    4.5   0.0    93   129   576   611   561   614 0.75 | transcript=PVX_090905.1 | gene=PVX_090905 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr09:85198-87048(-) | protein_length=616 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 8053at5820           -            274   1.1e-08   33.1   6.8   1   4   0.00078      0.11   10.2   0.1   163   186   271   294   245   321 0.88 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 8053at5820           -            274   1.1e-08   33.1   6.8   2   4      0.86   1.2e+02    0.2   0.0   240   264   334   359   308   369 0.59 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 8053at5820           -            274   1.1e-08   33.1   6.8   3   4    0.0033      0.46    8.1   0.1    80   128   364   418   351   427 0.74 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_082410.1-p1      -            533 8053at5820           -            274   1.1e-08   33.1   6.8   4   4   2.3e-07   3.2e-05   21.8   1.5    69   184   400   526   369   532 0.73 | transcript=PVX_082410.1 | gene=PVX_082410 | organism=Plasmodium_vivax_Sal-1 | gene_product=chromatin assembly factor 1 P55 subunit, putative | transcript_product=chromatin assembly factor 1 P55 subunit, putative | location=Pv_Sal1_chr12:943725-945326(+) | protein_length=533 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093580.1-p1      -            365 8053at5820           -            274   1.7e-08   32.5  15.7   1   3   1.7e-10   2.3e-08   32.0   6.9    11   128    14   131     7   168 0.84 | transcript=PVX_093580.1 | gene=PVX_093580 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=Pv_Sal1_chr01:657930-660056(-) | protein_length=365 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093580.1-p1      -            365 8053at5820           -            274   1.7e-08   32.5  15.7   2   3      0.33        46    1.6   0.2   214   244   157   188   144   206 0.71 | transcript=PVX_093580.1 | gene=PVX_093580 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=Pv_Sal1_chr01:657930-660056(-) | protein_length=365 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_093580.1-p1      -            365 8053at5820           -            274   1.7e-08   32.5  15.7   3   3       0.1        14    3.3   1.5    12    94   184   268   171   288 0.61 | transcript=PVX_093580.1 | gene=PVX_093580 | organism=Plasmodium_vivax_Sal-1 | gene_product=mitogen-activated protein kinase organizer 1, putative | transcript_product=mitogen-activated protein kinase organizer 1, putative | location=Pv_Sal1_chr01:657930-660056(-) | protein_length=365 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000785.1-p1      -            499 8053at5820           -            274   1.9e-08   32.3  11.0   1   4   4.8e-06   0.00066   17.5   0.4    51   126    60   138    50   142 0.77 | transcript=PVX_000785.1 | gene=PVX_000785 | organism=Plasmodium_vivax_Sal-1 | gene_product=ribosomal processing protein, putative | transcript_product=ribosomal processing protein, putative | location=Pv_Sal1_chr03:310046-311545(+) | protein_length=499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000785.1-p1      -            499 8053at5820           -            274   1.9e-08   32.3  11.0   2   4       2.1   2.9e+02   -1.0   0.1   222   272   228   279   223   281 0.70 | transcript=PVX_000785.1 | gene=PVX_000785 | organism=Plasmodium_vivax_Sal-1 | gene_product=ribosomal processing protein, putative | transcript_product=ribosomal processing protein, putative | location=Pv_Sal1_chr03:310046-311545(+) | protein_length=499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000785.1-p1      -            499 8053at5820           -            274   1.9e-08   32.3  11.0   3   4   0.00011     0.016   12.9   1.2   203   271   292   363   241   365 0.77 | transcript=PVX_000785.1 | gene=PVX_000785 | organism=Plasmodium_vivax_Sal-1 | gene_product=ribosomal processing protein, putative | transcript_product=ribosomal processing protein, putative | location=Pv_Sal1_chr03:310046-311545(+) | protein_length=499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000785.1-p1      -            499 8053at5820           -            274   1.9e-08   32.3  11.0   4   4     0.012       1.7    6.3   0.1    15    43   381   409   372   439 0.80 | transcript=PVX_000785.1 | gene=PVX_000785 | organism=Plasmodium_vivax_Sal-1 | gene_product=ribosomal processing protein, putative | transcript_product=ribosomal processing protein, putative | location=Pv_Sal1_chr03:310046-311545(+) | protein_length=499 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100955.1-p1      -            472 8053at5820           -            274   5.6e-08   30.8   9.9   1   3     0.006      0.83    7.3   0.1    10   127    82   202    80   205 0.79 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100955.1-p1      -            472 8053at5820           -            274   5.6e-08   30.8   9.9   2   3   1.3e-05    0.0018   16.0   2.6    15   133   131   255   125   259 0.82 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100955.1-p1      -            472 8053at5820           -            274   5.6e-08   30.8   9.9   3   3   1.3e-06   0.00018   19.3   1.0    52   101   254   304   249   392 0.75 | transcript=PVX_100955.1 | gene=PVX_100955 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2528730-2530388(-) | protein_length=472 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_100830.1-p1      -            507 8053at5820           -            274   2.6e-07   28.6   3.7   1   1   6.2e-09   8.6e-07   26.9   3.6    51   180   278   416   271   426 0.73 | transcript=PVX_100830.1 | gene=PVX_100830 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:2412994-2414836(+) | protein_length=507 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 8053at5820           -            274   2.8e-07   28.5   2.8   1   4       6.4   8.8e+02   -2.6   0.0   151   183     6    38     3    41 0.82 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 8053at5820           -            274   2.8e-07   28.5   2.8   2   4    0.0041      0.57    7.8   0.2    14    54    51    90    40   123 0.81 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 8053at5820           -            274   2.8e-07   28.5   2.8   3   4   2.9e-05     0.004   14.9   0.4    48   125   133   212   123   226 0.82 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000590.1-p1      -            327 8053at5820           -            274   2.8e-07   28.5   2.8   4   4     0.068       9.4    3.8   0.0    80   125   270   316   226   322 0.68 | transcript=PVX_000590.1 | gene=PVX_000590 | organism=Plasmodium_vivax_Sal-1 | gene_product=eukaryotic translation initiation factor 3 subunit 2, putative | transcript_product=eukaryotic translation initiation factor 3 subunit 2, putative | location=Pv_Sal1_chr03:448728-450117(-) | protein_length=327 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084500.1-p1      -            694 8053at5820           -            274   1.1e-06   26.5  25.1   1   5     0.001      0.14    9.8   0.3    50   100     6    57     2    76 0.68 | transcript=PVX_084500.1 | gene=PVX_084500 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=Pv_Sal1_chr13:371389-373473(+) | protein_length=694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084500.1-p1      -            694 8053at5820           -            274   1.1e-06   26.5  25.1   2   5   0.00015     0.021   12.5   0.6   206   270    89   157    79   161 0.62 | transcript=PVX_084500.1 | gene=PVX_084500 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=Pv_Sal1_chr13:371389-373473(+) | protein_length=694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084500.1-p1      -            694 8053at5820           -            274   1.1e-06   26.5  25.1   3   5   0.00018     0.025   12.3   3.9    54   125   245   321   241   350 0.79 | transcript=PVX_084500.1 | gene=PVX_084500 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=Pv_Sal1_chr13:371389-373473(+) | protein_length=694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084500.1-p1      -            694 8053at5820           -            274   1.1e-06   26.5  25.1   4   5      0.26        36    1.9   0.1   147   181   604   639   585   652 0.74 | transcript=PVX_084500.1 | gene=PVX_084500 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=Pv_Sal1_chr13:371389-373473(+) | protein_length=694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084500.1-p1      -            694 8053at5820           -            274   1.1e-06   26.5  25.1   5   5      0.27        38    1.8   0.9    16    42   615   641   605   693 0.34 | transcript=PVX_084500.1 | gene=PVX_084500 | organism=Plasmodium_vivax_Sal-1 | gene_product=cytosolic iron-sulfur protein assembly protein 1, putative | transcript_product=cytosolic iron-sulfur protein assembly protein 1, putative | location=Pv_Sal1_chr13:371389-373473(+) | protein_length=694 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079930.1-p1      -            329 8053at5820           -            274   1.3e-06   26.3  10.0   1   3     0.024       3.3    5.3   0.0   238   271    11    44     3    47 0.82 | transcript=PVX_079930.1 | gene=PVX_079930 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr10:224509-225498(+) | protein_length=329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079930.1-p1      -            329 8053at5820           -            274   1.3e-06   26.3  10.0   2   3   0.00012     0.017   12.9   7.9     9   170    59   219    51   250 0.85 | transcript=PVX_079930.1 | gene=PVX_079930 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr10:224509-225498(+) | protein_length=329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_079930.1-p1      -            329 8053at5820           -            274   1.3e-06   26.3  10.0   3   3    0.0094       1.3    6.7   0.0   158   185   281   308   266   314 0.88 | transcript=PVX_079930.1 | gene=PVX_079930 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr10:224509-225498(+) | protein_length=329 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_094865.1-p1      -            380 8053at5820           -            274   3.2e-06   25.0   0.1   1   1   5.2e-08   7.2e-06   23.9   0.1     7    80   191   266   187   294 0.79 | transcript=PVX_094865.1 | gene=PVX_094865 | organism=Plasmodium_vivax_Sal-1 | gene_product=autophagy-related protein 18, putative | transcript_product=autophagy-related protein 18, putative | location=Pv_Sal1_chr08:582604-583918(-) | protein_length=380 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101450.1-p1      -            558 8053at5820           -            274   3.6e-06   24.9   0.2   1   2   0.00086      0.12   10.1   0.0   240   273    62    96    51    97 0.86 | transcript=PVX_101450.1 | gene=PVX_101450 | organism=Plasmodium_vivax_Sal-1 | gene_product=coronin, putative | transcript_product=coronin, putative | location=Pv_Sal1_chr14:2900350-2902407(+) | protein_length=558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_101450.1-p1      -            558 8053at5820           -            274   3.6e-06   24.9   0.2   2   2   0.00019     0.026   12.2   0.2    50    91   111   154   101   232 0.84 | transcript=PVX_101450.1 | gene=PVX_101450 | organism=Plasmodium_vivax_Sal-1 | gene_product=coronin, putative | transcript_product=coronin, putative | location=Pv_Sal1_chr14:2900350-2902407(+) | protein_length=558 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123715.1-p1      -            430 8053at5820           -            274   1.4e-05   22.9   5.2   1   2   4.4e-05    0.0061   14.3   0.3    72   129   264   324   256   332 0.76 | transcript=PVX_123715.1 | gene=PVX_123715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1689797-1691089(+) | protein_length=430 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_123715.1-p1      -            430 8053at5820           -            274   1.4e-05   22.9   5.2   2   2   0.00069     0.096   10.4   0.9     9    89   330   424   325   429 0.68 | transcript=PVX_123715.1 | gene=PVX_123715 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:1689797-1691089(+) | protein_length=430 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 8053at5820           -            274   3.5e-05   21.6   0.6   1   4       2.5   3.4e+02   -1.3   0.0   206   236   152   182   149   212 0.74 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 8053at5820           -            274   3.5e-05   21.6   0.6   2   4       3.5   4.8e+02   -1.8   0.0   111   127   287   303   269   304 0.74 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 8053at5820           -            274   3.5e-05   21.6   0.6   3   4   3.8e-06   0.00052   17.8   0.1    10    90   323   406   313   417 0.82 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089605.1-p1      -            458 8053at5820           -            274   3.5e-05   21.6   0.6   4   4       1.8   2.4e+02   -0.8   0.0   247   267   428   449   418   454 0.77 | transcript=PVX_089605.1 | gene=PVX_089605 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr05:693181-694557(+) | protein_length=458 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124175.1-p1      -            763 8053at5820           -            274   0.00012   19.9   6.1   1   2    0.0055      0.75    7.4   5.7    12    86    10    88     2   135 0.56 | transcript=PVX_124175.1 | gene=PVX_124175 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=Pv_Sal1_chr14:2108558-2110849(+) | protein_length=763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124175.1-p1      -            763 8053at5820           -            274   0.00012   19.9   6.1   2   2    0.0038      0.52    8.0   0.0   218   271   197   260   191   262 0.69 | transcript=PVX_124175.1 | gene=PVX_124175 | organism=Plasmodium_vivax_Sal-1 | gene_product=protein transport protein SEC13, putative | transcript_product=protein transport protein SEC13, putative | location=Pv_Sal1_chr14:2108558-2110849(+) | protein_length=763 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122390.1-p1      -            524 8053at5820           -            274   0.00015   19.6   3.5   1   5       3.8   5.2e+02   -1.9   0.1   196   264   169   239   145   246 0.56 | transcript=PVX_122390.1 | gene=PVX_122390 | organism=Plasmodium_vivax_Sal-1 | gene_product=alternative splicing regulator, putative | transcript_product=alternative splicing regulator, putative | location=Pv_Sal1_chr14:530575-532149(-) | protein_length=524 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122390.1-p1      -            524 8053at5820           -            274   0.00015   19.6   3.5   2   5     0.052       7.2    4.2   1.2   146   189   261   304   175   307 0.78 | transcript=PVX_122390.1 | gene=PVX_122390 | organism=Plasmodium_vivax_Sal-1 | gene_product=alternative splicing regulator, putative | transcript_product=alternative splicing regulator, putative | location=Pv_Sal1_chr14:530575-532149(-) | protein_length=524 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122390.1-p1      -            524 8053at5820           -            274   0.00015   19.6   3.5   3   5   1.1e-06   0.00015   19.6   3.5     9   101   307   399   300   411 0.86 | transcript=PVX_122390.1 | gene=PVX_122390 | organism=Plasmodium_vivax_Sal-1 | gene_product=alternative splicing regulator, putative | transcript_product=alternative splicing regulator, putative | location=Pv_Sal1_chr14:530575-532149(-) | protein_length=524 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122390.1-p1      -            524 8053at5820           -            274   0.00015   19.6   3.5   4   5       2.6   3.6e+02   -1.4   0.0   214   245   417   449   408   461 0.74 | transcript=PVX_122390.1 | gene=PVX_122390 | organism=Plasmodium_vivax_Sal-1 | gene_product=alternative splicing regulator, putative | transcript_product=alternative splicing regulator, putative | location=Pv_Sal1_chr14:530575-532149(-) | protein_length=524 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122390.1-p1      -            524 8053at5820           -            274   0.00015   19.6   3.5   5   5         1   1.4e+02   -0.1   0.0   214   268   465   519   457   522 0.83 | transcript=PVX_122390.1 | gene=PVX_122390 | organism=Plasmodium_vivax_Sal-1 | gene_product=alternative splicing regulator, putative | transcript_product=alternative splicing regulator, putative | location=Pv_Sal1_chr14:530575-532149(-) | protein_length=524 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124070.1-p1      -           2973 8053at5820           -            274   0.00022   19.0   4.4   1   3     0.089        12    3.4   0.1   193   234    57    97    10   108 0.70 | transcript=PVX_124070.1 | gene=PVX_124070 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr14:2020097-2029018(-) | protein_length=2973 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124070.1-p1      -           2973 8053at5820           -            274   0.00022   19.0   4.4   2   3   1.5e-05     0.002   15.9   0.1   208   271   151   217   131   219 0.84 | transcript=PVX_124070.1 | gene=PVX_124070 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr14:2020097-2029018(-) | protein_length=2973 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_124070.1-p1      -           2973 8053at5820           -            274   0.00022   19.0   4.4   3   3       4.5   6.2e+02   -2.1   0.1   109   126   396   413   393   421 0.88 | transcript=PVX_124070.1 | gene=PVX_124070 | organism=Plasmodium_vivax_Sal-1 | gene_product=WD domain, G-beta repeat domain containing protein | transcript_product=WD domain, G-beta repeat domain containing protein | location=Pv_Sal1_chr14:2020097-2029018(-) | protein_length=2973 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091450.1-p1      -            464 8053at5820           -            274   0.00035   18.3   3.3   1   3       2.8   3.8e+02   -1.4   0.0   110   127   123   140   103   144 0.79 | transcript=PVX_091450.1 | gene=PVX_091450 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=Pv_Sal1_chr09:529466-530860(-) | protein_length=464 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091450.1-p1      -            464 8053at5820           -            274   0.00035   18.3   3.3   2   3   3.6e-05     0.005   14.6   0.1    90   127   206   244   194   265 0.80 | transcript=PVX_091450.1 | gene=PVX_091450 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=Pv_Sal1_chr09:529466-530860(-) | protein_length=464 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091450.1-p1      -            464 8053at5820           -            274   0.00035   18.3   3.3   3   3      0.15        21    2.7   0.1    42    81   349   389   292   400 0.71 | transcript=PVX_091450.1 | gene=PVX_091450 | organism=Plasmodium_vivax_Sal-1 | gene_product=guanine nucleotide-exchange factor SEC12, putative | transcript_product=guanine nucleotide-exchange factor SEC12, putative | location=Pv_Sal1_chr09:529466-530860(-) | protein_length=464 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
