#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_118190.1-p1      -            528 5868at5820           -            452  2.1e-298  987.4   0.5   1   1  1.9e-300  2.5e-298  987.1   0.5     6   448    56   515    52   528 0.97 | transcript=PVX_118190.1 | gene=PVX_118190 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase DDX5, putative | transcript_product=ATP-dependent RNA helicase DDX5, putative | location=Pv_Sal1_chr12:2485618-2489052(-) | protein_length=528 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_099345.1-p1      -            738 5868at5820           -            452   3.4e-15   53.9   0.3   1   1   5.3e-17   6.9e-15   52.8   0.3   298   424   377   501   344   519 0.81 | transcript=PVX_099345.1 | gene=PVX_099345 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent DNA helicase Q1, putative | transcript_product=ATP-dependent DNA helicase Q1, putative | location=Pv_Sal1_chr07:700527-702743(+) | protein_length=738 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087820.1-p1      -           1051 5868at5820           -            452   7.1e-12   42.9   2.4   1   3      0.81     1e+02   -0.5   0.0    63   103    83   120    69   132 0.74 | transcript=PVX_087820.1 | gene=PVX_087820 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr01:201631-204786(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087820.1-p1      -           1051 5868at5820           -            452   7.1e-12   42.9   2.4   2   3       3.5   4.5e+02   -2.6   0.0   173   219   430   480   425   495 0.72 | transcript=PVX_087820.1 | gene=PVX_087820 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr01:201631-204786(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_087820.1-p1      -           1051 5868at5820           -            452   7.1e-12   42.9   2.4   3   3   1.8e-13   2.4e-11   41.2   0.9   304   435   763   901   754   920 0.79 | transcript=PVX_087820.1 | gene=PVX_087820 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr01:201631-204786(-) | protein_length=1051 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000680.1-p1      -           1189 5868at5820           -            452   5.6e-11   39.9   0.8   1   3   2.5e-08   3.2e-06   24.3   0.1    52   248   229   441   211   457 0.77 | transcript=PVX_000680.1 | gene=PVX_000680 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr03:379822-383391(-) | protein_length=1189 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000680.1-p1      -           1189 5868at5820           -            452   5.6e-11   39.9   0.8   2   3       3.9     5e+02   -2.7   0.1   278   325   661   714   655   729 0.62 | transcript=PVX_000680.1 | gene=PVX_000680 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr03:379822-383391(-) | protein_length=1189 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000680.1-p1      -           1189 5868at5820           -            452   5.6e-11   39.9   0.8   3   3   5.2e-05    0.0067   13.3   0.0   327   405   844   925   835   938 0.86 | transcript=PVX_000680.1 | gene=PVX_000680 | organism=Plasmodium_vivax_Sal-1 | gene_product=RNA helicase, putative | transcript_product=RNA helicase, putative | location=Pv_Sal1_chr03:379822-383391(-) | protein_length=1189 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085045.1-p1      -           1282 5868at5820           -            452   1.1e-09   35.7   0.3   1   1   1.3e-11   1.6e-09   35.1   0.3   266   415   238   395    58   415 0.72 | transcript=PVX_085045.1 | gene=PVX_085045 | organism=Plasmodium_vivax_Sal-1 | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=Pv_Sal1_chr13:865154-869002(-) | protein_length=1282 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090890.1-p1      -           1399 5868at5820           -            452   1.8e-08   31.7   0.7   1   2   2.1e-09   2.7e-07   27.8   0.3   279   393   615   738   611   763 0.81 | transcript=PVX_090890.1 | gene=PVX_090890 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr09:68861-73825(-) | protein_length=1399 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_090890.1-p1      -           1399 5868at5820           -            452   1.8e-08   31.7   0.7   2   2      0.23        30    1.3   0.0   286   339  1245  1297  1237  1317 0.81 | transcript=PVX_090890.1 | gene=PVX_090890 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr09:68861-73825(-) | protein_length=1399 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122490.1-p1      -            790 5868at5820           -            452     3e-05   21.1   0.1   1   2      0.17        22    1.8   0.0   174   200   247   274   238   279 0.57 | transcript=PVX_122490.1 | gene=PVX_122490 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:620912-623284(-) | protein_length=790 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122490.1-p1      -            790 5868at5820           -            452     3e-05   21.1   0.1   2   2   9.8e-06    0.0013   15.7   0.0   349   402   658   711   627   726 0.88 | transcript=PVX_122490.1 | gene=PVX_122490 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:620912-623284(-) | protein_length=790 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081575.1-p1      -           1378 5868at5820           -            452   0.00022   18.2   0.7   1   3       6.3   8.2e+02   -3.4   0.0    99   116   621   638   618   641 0.89 | transcript=PVX_081575.1 | gene=PVX_081575 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:451878-456376(-) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081575.1-p1      -           1378 5868at5820           -            452   0.00022   18.2   0.7   2   3      0.93   1.2e+02   -0.7   0.0   178   212   896   931   893   936 0.86 | transcript=PVX_081575.1 | gene=PVX_081575 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:451878-456376(-) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081575.1-p1      -           1378 5868at5820           -            452   0.00022   18.2   0.7   3   3   9.5e-06    0.0012   15.8   0.1   351   403  1202  1254  1140  1268 0.88 | transcript=PVX_081575.1 | gene=PVX_081575 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:451878-456376(-) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_111520.1-p1      -           3241 5868at5820           -            452    0.0011   15.9   0.2   1   1   1.9e-05    0.0024   14.8   0.2   280   393  1689  1811  1655  1862 0.81 | transcript=PVX_111520.1 | gene=PVX_111520 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr06:393512-403237(-) | protein_length=3241 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_089365.1-p1      -           1795 5868at5820           -            452    0.0023   14.8   0.4   1   1   3.5e-05    0.0045   13.9   0.4   286   393  1400  1515  1390  1534 0.86 | transcript=PVX_089365.1 | gene=PVX_089365 | organism=Plasmodium_vivax_Sal-1 | gene_product=helicase, putative | transcript_product=helicase, putative | location=Pv_Sal1_chr05:496724-502557(+) | protein_length=1795 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122570.1-p1      -            214 5868at5820           -            452    0.0068   13.3   1.0   1   2   6.8e-05    0.0088   12.9   0.2    35    83    27    75    17    82 0.82 | transcript=PVX_122570.1 | gene=PVX_122570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:691447-692331(+) | protein_length=214 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122570.1-p1      -            214 5868at5820           -            452    0.0068   13.3   1.0   2   2       3.4   4.3e+02   -2.5   0.0    92   118   119   148   112   158 0.75 | transcript=PVX_122570.1 | gene=PVX_122570 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr14:691447-692331(+) | protein_length=214 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5868at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/5868at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/5868at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:43:51 2026
# [ok]
