#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
PVX_122200.1-p1      -            626 4799at5820           -            470  1.3e-301  998.6  30.5   1   1  9.6e-304  1.4e-301  998.4  30.5     1   470   153   626   153   626 0.99 | transcript=PVX_122200.1 | gene=PVX_122200 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:370093-371973(+) | protein_length=626 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_084125.1-p1      -            844 4799at5820           -            470   8.9e-12   42.8  13.5   4   4   8.8e-11   1.3e-08   32.4   0.0   291   354   551   614   514   639 0.88 | transcript=PVX_084125.1 | gene=PVX_084125 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP dependent RNA helicase, putative | transcript_product=ATP dependent RNA helicase, putative | location=Pv_Sal1_chr13:25578-29353(-) | protein_length=844 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080160.1-p1      -            816 4799at5820           -            470     2e-11   41.7  19.2   1   3      0.17        26    1.8   0.0    37    58    41    62    37    71 0.82 | transcript=PVX_080160.1 | gene=PVX_080160 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr10:441543-443993(-) | protein_length=816 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080160.1-p1      -            816 4799at5820           -            470     2e-11   41.7  19.2   2   3   5.2e-10   7.8e-08   29.8   4.6    68   199   330   462   321   476 0.81 | transcript=PVX_080160.1 | gene=PVX_080160 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr10:441543-443993(-) | protein_length=816 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_080160.1-p1      -            816 4799at5820           -            470     2e-11   41.7  19.2   3   3     2e-05     0.003   14.7   5.5   283   357   616   690   481   722 0.68 | transcript=PVX_080160.1 | gene=PVX_080160 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | transcript_product=DEAD/DEAH box ATP-dependent RNA helicase, putative | location=Pv_Sal1_chr10:441543-443993(-) | protein_length=816 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_097775.1-p1      -            522 4799at5820           -            470   9.4e-10   36.2  16.6   1   1   2.6e-11   3.9e-09   34.1  16.6    37   373   135   480   128   495 0.73 | transcript=PVX_097775.1 | gene=PVX_097775 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent helicase, putative | transcript_product=ATP-dependent helicase, putative | location=Pv_Sal1_chr10:1171269-1173201(-) | protein_length=522 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_000990.1-p1      -            548 4799at5820           -            470   3.3e-09   34.3  19.4   1   1     2e-10   2.9e-08   31.2  19.4     5   360    99   482    95   503 0.62 | transcript=PVX_000990.1 | gene=PVX_000990 | organism=Plasmodium_vivax_Sal-1 | gene_product=ATP-dependent RNA helicase protein, putative | transcript_product=ATP-dependent RNA helicase protein, putative | location=Pv_Sal1_chr03:130416-132387(-) | protein_length=548 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 4799at5820           -            470   8.4e-08   29.7   0.9   1   2    0.0083       1.2    6.1   0.0    17    60   161   204   146   213 0.79 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_091005.1-p1      -           1339 4799at5820           -            470   8.4e-08   29.7   0.9   2   2   1.6e-07   2.4e-05   21.6   0.1   243   342   888   989   886  1005 0.85 | transcript=PVX_091005.1 | gene=PVX_091005 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD/DEAH box helicase, putative | transcript_product=DEAD/DEAH box helicase, putative | location=Pv_Sal1_chr09:162418-166437(+) | protein_length=1339 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085045.1-p1      -           1282 4799at5820           -            470     1e-05   22.8   2.6   1   2      0.12        18    2.3   0.0    14    70    45    98    32   152 0.77 | transcript=PVX_085045.1 | gene=PVX_085045 | organism=Plasmodium_vivax_Sal-1 | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=Pv_Sal1_chr13:865154-869002(-) | protein_length=1282 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_085045.1-p1      -           1282 4799at5820           -            470     1e-05   22.8   2.6   2   2   5.9e-07   8.8e-05   19.8   0.7   285   373   318   403   272   443 0.77 | transcript=PVX_085045.1 | gene=PVX_085045 | organism=Plasmodium_vivax_Sal-1 | gene_product=ADP-dependent DNA helicase RecQ, putative | transcript_product=ADP-dependent DNA helicase RecQ, putative | location=Pv_Sal1_chr13:865154-869002(-) | protein_length=1282 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122490.1-p1      -            790 4799at5820           -            470   2.3e-05   21.7   1.1   1   3    0.0031      0.46    7.5   0.1    14    57   128   168   117   209 0.77 | transcript=PVX_122490.1 | gene=PVX_122490 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:620912-623284(-) | protein_length=790 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122490.1-p1      -            790 4799at5820           -            470   2.3e-05   21.7   1.1   2   3       7.5   1.1e+03   -3.6   0.0    69    86   252   269   229   278 0.63 | transcript=PVX_122490.1 | gene=PVX_122490 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:620912-623284(-) | protein_length=790 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_122490.1-p1      -            790 4799at5820           -            470   2.3e-05   21.7   1.1   3   3   0.00013     0.019   12.1   0.1   294   355   656   717   638   737 0.88 | transcript=PVX_122490.1 | gene=PVX_122490 | organism=Plasmodium_vivax_Sal-1 | gene_product=DEAD box helicase, putative | transcript_product=DEAD box helicase, putative | location=Pv_Sal1_chr14:620912-623284(-) | protein_length=790 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081575.1-p1      -           1378 4799at5820           -            470    0.0004   17.6   0.8   1   3      0.35        53    0.7   0.0    18    56   593   634   589   641 0.75 | transcript=PVX_081575.1 | gene=PVX_081575 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:451878-456376(-) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081575.1-p1      -           1378 4799at5820           -            470    0.0004   17.6   0.8   2   3       6.2   9.3e+02   -3.4   0.0    71    90   766   785   763   791 0.82 | transcript=PVX_081575.1 | gene=PVX_081575 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:451878-456376(-) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
PVX_081575.1-p1      -           1378 4799at5820           -            470    0.0004   17.6   0.8   3   3   3.8e-05    0.0056   13.8   0.3   298   355  1201  1259  1128  1285 0.69 | transcript=PVX_081575.1 | gene=PVX_081575 | organism=Plasmodium_vivax_Sal-1 | gene_product=hypothetical protein, conserved | transcript_product=hypothetical protein, conserved | location=Pv_Sal1_chr02:451878-456376(-) | protein_length=1378 | sequence_SO=chromosome | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4799at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/Sal-I_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4799at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4799at5820.hmm /v3/inputs/annotations/plasmodb-68/Sal-I.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:39:07 2026
# [ok]
