run_accession	fastq_ftp	fastq_bytes	fastq_md5
ERR2299663	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299663/ERR2299663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299663/ERR2299663_2.fastq.gz	434610558;504493582	d8c5a8e7b5e11cca00a87c1d39e7159d;ec4f1e27c035d561eb21a9e4551d0f2b
ERR2299666	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299666/ERR2299666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299666/ERR2299666_2.fastq.gz	77798276;85092705	d3630a817eb517e78c18474c8878daee;666831c2ce320266512fc4911cf29545
ERR2299668	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299668/ERR2299668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299668/ERR2299668_2.fastq.gz	260302369;298250241	72a3930812daf751e5669f25fdc37921;b145abd9ab5b03bd5147e2605e1d3ad3
ERR2299669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299669/ERR2299669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299669/ERR2299669_2.fastq.gz	275539505;315814366	c2b1dda65d07f87bb86c7f4a3502f4ad;c23e90ed76f6174ce4245df26ccfa050
ERR2299664	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299664/ERR2299664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299664/ERR2299664_2.fastq.gz	491018467;570222602	c0831bbe3a293cddaac7e85fa4307ca2;d9b9611166024a12c5ecb25c6c1d30a2
ERR2299667	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299667/ERR2299667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299667/ERR2299667_2.fastq.gz	682847213;777289533	02a85b5f50fa229b9a7598d0ae8c6489;5cf90393b341eed3bfa8a95593cf358c
ERR2299673	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299673/ERR2299673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299673/ERR2299673_2.fastq.gz	188677246;213785231	4fc9aa8de0b74755a95144f7d9c9a150;d9faa9c16dd7cfd98f3e12aa90f76804
ERR2299670	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299670/ERR2299670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299670/ERR2299670_2.fastq.gz	760162340;898935425	74474c9d02f12873952ec5829f8f4491;22e5d57874aed40258ca82762fc65cc6
ERR2299671	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299671/ERR2299671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299671/ERR2299671_2.fastq.gz	976615244;1117361547	d92bdb93e0165b82f7aea691e020b300;b021e65c2542819ebab37bf5943ebbdc
ERR2299672	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299672/ERR2299672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299672/ERR2299672_2.fastq.gz	202034308;226645475	8432e211cbc50b96780d2cc894f14f68;165a8743456269637ecf678ca46822d8
ERR2299674	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299674/ERR2299674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299674/ERR2299674_2.fastq.gz	168029151;192201899	d3d1bba3c65a59ca288e6bc847716a25;d8eaf27961373c905397abbba374fcc3
ERR2299675	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299675/ERR2299675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299675/ERR2299675_2.fastq.gz	251484885;292975096	3c52847d6e92f3b1852e8c5f4a5c2f9f;390db6290587142c60db1c7acbe85a8a
ERR2299676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299676/ERR2299676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299676/ERR2299676_2.fastq.gz	350440397;406022427	f20356cce04961afdfcaaf1100cbdeb2;f892154da78206b488d10ccc22fc7b18
ERR2299680	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299680/ERR2299680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299680/ERR2299680_2.fastq.gz	267945518;300809047	c8578ad09b5ffa8bc294147988046797;42fa20c01ee20f7a86346720a4e6fc9e
ERR2299679	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299679/ERR2299679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299679/ERR2299679_2.fastq.gz	475453759;558263116	c5b0470aa6f6b9f27f0e0f48d752f705;c5071c1d7a3b92e20b9b32cdcf9aed1f
ERR2299684	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299684/ERR2299684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299684/ERR2299684_2.fastq.gz	208972871;236544724	a4985d9f6716cbfffbca04a4d17ef1d6;012280cef976a39dd63bf0287be9c211
ERR2299694	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299694/ERR2299694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299694/ERR2299694_2.fastq.gz	80846352;87733175	8d61b5c78e5c44bb28f2c0f16a7e3f52;f4c00a0de4a18127146041f2f689c578
ERR2299683	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299683/ERR2299683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299683/ERR2299683_2.fastq.gz	145090999;167413908	0b72c5b938124c55e42f14fac3502865;bea2d09aed56cf7fe0b2d43ca52f845f
ERR2299682	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299682/ERR2299682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299682/ERR2299682_2.fastq.gz	127324318;141907273	079bb3dea32319eccfa55514535e7689;05fea5e23fb0fcad1d3ee73375d610c1
ERR2299685	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299685/ERR2299685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299685/ERR2299685_2.fastq.gz	72457470;79214401	3101b61362505595cbb8e7e89c722e06;33ecdfc8d79e5192a20eda9867999006
ERR2299681	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299681/ERR2299681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299681/ERR2299681_2.fastq.gz	768028531;911785468	41c2453e32f50d01e880a0ed9005eb59;ec3edaf3b6a2ba96bf89530c31f959d3
ERR2299690	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299690/ERR2299690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299690/ERR2299690_2.fastq.gz	500121012;593511599	85f8f2be7dcb24e7e76343d769881aad;8ca2bf256fb33d5ad23d73181c8e4071
ERR2299695	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299695/ERR2299695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299695/ERR2299695_2.fastq.gz	686739810;776115033	71cb247e4ba7d80a574ddd1375648d20;1eff1451c2bddce23107d216c73fcb82
ERR2299696	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299696/ERR2299696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299696/ERR2299696_2.fastq.gz	265852345;301354507	1d7975a4f0657b2c9deb87385b999367;a6f702839fc60c376a361cf38549de40
ERR2299697	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299697/ERR2299697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299697/ERR2299697_2.fastq.gz	282783418;320045873	c41112c70e6522a322eca3b7d1bab9aa;10270ee671c674cb2305e65c28c0e810
ERR2299698	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299698/ERR2299698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299698/ERR2299698_2.fastq.gz	777533283;905095005	435092688039678d4b08d0404ec156a4;c52bf642fc812debc2372d2fb37249b1
ERR2299701	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299701/ERR2299701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299701/ERR2299701_2.fastq.gz	193579706;216890906	e1bb20d01e15e17950644326faa56fdf;fb672936ea0be7e2c0ddb9d6ef5719fe
ERR2299702	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299702/ERR2299702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299702/ERR2299702_2.fastq.gz	174570758;197300286	4f0e0ef7f42bae66ccb630da28ab24ec;0083f361679087aefd317201bfa49a51
ERR2299699	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299699/ERR2299699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299699/ERR2299699_2.fastq.gz	999222641;1130928421	838f6f387eeb8ef273d4ec01c48aedc2;3e3ded433f623962aa1956b09f857968
ERR2299708	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299708/ERR2299708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299708/ERR2299708_2.fastq.gz	269632236;300310851	d31927144a07bc09f4e8b13053b32fa6;5ce8067e25fd8793732449d52e9575a3
ERR2299703	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299703/ERR2299703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299703/ERR2299703_2.fastq.gz	257757228;296145958	590e038b28a486053192a400d4e5fdec;8bda7dd715ff60528d58f0bb3b38fd66
ERR2299704	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299704/ERR2299704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299704/ERR2299704_2.fastq.gz	357451518;408785999	7e85fc599a5a6b389c98e0edfa02c196;ffeacf8001b2fc1c2252194bc5f79564
ERR2299700	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299700/ERR2299700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299700/ERR2299700_2.fastq.gz	208114355;231639292	1c71188fdb553c9bc11de0718457f57a;142c9ed1a5db6635d6b83bb3ddc93ec3
ERR2299707	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299707/ERR2299707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299707/ERR2299707_2.fastq.gz	479162307;554939714	f38c248e85ad602d20862182b42ce71f;cb3002357016c35be7df329252e0cd2b
ERR2299710	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299710/ERR2299710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299710/ERR2299710_2.fastq.gz	131402394;145095495	2a3c4865668c7bc97d16b4e0b1e0e245;f03b422eab27c0e5c39ee2f9e29ce08f
ERR2299709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299709/ERR2299709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299709/ERR2299709_2.fastq.gz	781880291;913773274	e93771488375a8736640ba00298489f6;5b96c892c9736daebe0eb4fc4dac032c
ERR2299711	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299711/ERR2299711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299711/ERR2299711_2.fastq.gz	149110608;169915074	b5824154bfe366d4f3a6e1008b9cf527;78a5804115f416c06c3d5948627e6169
ERR2299712	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299712/ERR2299712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299712/ERR2299712_2.fastq.gz	215209710;240737229	cc52d9eb6ff820e8750c1757b18b1643;c1816e8781576f61e967a787e9e79d62
ERR2299725	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299725/ERR2299725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299725/ERR2299725_2.fastq.gz	274845765;313905751	af29f890755dcbcb3b09f665e4be97e4;d683aa528e8b6e14e07da168af0a1c68
ERR2299727	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299727/ERR2299727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299727/ERR2299727_2.fastq.gz	975644073;1110315149	5f2522a4fb187a5677d82bd885e97bc0;1c35bdadfee457ec3e48aba4770d7fd5
ERR2299722	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299722/ERR2299722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299722/ERR2299722_2.fastq.gz	76966844;84132423	98262d15339515b37d54645938e585fd;56c78ddf4ca1fa616f367a239fed7311
ERR2299723	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299723/ERR2299723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299723/ERR2299723_2.fastq.gz	680139065;769305550	fe5825d058ce27e7f19e59dcd34b1033;5affddadb32dee4898f312c85bd8152f
ERR2299726	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299726/ERR2299726_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299726/ERR2299726_2.fastq.gz	760709003;895377740	17354f51869d40042c70d40535f79d3d;9cd641c32cbb399de9feedbe887e0dd0
ERR2299713	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299713/ERR2299713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/003/ERR2299713/ERR2299713_2.fastq.gz	75448977;81825877	067569367d295f58e571988984b8eee0;d3f0ee78ab08dc876b7a6b9c021ec1ae
ERR2299718	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299718/ERR2299718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299718/ERR2299718_2.fastq.gz	514951308;600244376	b9504147b78f9794e43fe4f51a409112;a22a38c4b933b7f1a184a39f721ea882
ERR2299724	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299724/ERR2299724_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/004/ERR2299724/ERR2299724_2.fastq.gz	258800849;295413366	4a1766de477c48e6312c46fcf21431aa;862a463ba78b2499188294c8b1e50b42
ERR2299729	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299729/ERR2299729_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299729/ERR2299729_2.fastq.gz	187832522;212141141	84010cca37b457695f7ab94760fcd0bd;90b46eab0e1e69b8dfe3e49bd19c5757
ERR2299728	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299728/ERR2299728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299728/ERR2299728_2.fastq.gz	199901719;223324801	eeb88da84c86bff4767c03efb8d548d5;65f12c40768f499bbded0567a75b8607
ERR2299730	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299730/ERR2299730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299730/ERR2299730_2.fastq.gz	166927945;190516704	5a3547d4556278e6e2e437d3db9e1811;2a242b37a59e38e4201eca0a37bc1cb8
ERR2299731	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299731/ERR2299731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299731/ERR2299731_2.fastq.gz	251143462;291449345	14bbbdcbe2279e3464f185037d8ab557;9dbd9dbc2cdcb39cd3ec9dabdd62302b
ERR2299732	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299732/ERR2299732_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/002/ERR2299732/ERR2299732_2.fastq.gz	351040659;404852951	296db5a9e5fcf8b20666bc9c2a46c9c0;00eb5a8cdcc6c7cc7cd280dbf08f1045
ERR2299735	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299735/ERR2299735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/005/ERR2299735/ERR2299735_2.fastq.gz	475744368;555476278	0865fbfb84ead1d810de31db62e1dff1;dc4ea9e002e46fc47108e46926790adb
ERR2299736	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299736/ERR2299736_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299736/ERR2299736_2.fastq.gz	266753642;297779275	3f8c233cf9afb70a5a3b41f9fc29caef;50eefdf1f02221e1ee82e004f9854a99
ERR2299739	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299739/ERR2299739_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/009/ERR2299739/ERR2299739_2.fastq.gz	144743606;166479566	d08be11971fe911f64314cb76ba4470e;cf390f3153ce96d3ce86463b86cd55fc
ERR2299740	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299740/ERR2299740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/000/ERR2299740/ERR2299740_2.fastq.gz	207905350;234737840	d52cfe9b51bb4f1e7a5f6afc166ff441;9e3bdbc2408d67d9a2a907eb36da612c
ERR2299737	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299737/ERR2299737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/007/ERR2299737/ERR2299737_2.fastq.gz	770840165;909991964	5503d274018301efdd2a3eb173c76c6d;40b1b3278707799924d1908c4f872a9c
ERR2299738	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299738/ERR2299738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/008/ERR2299738/ERR2299738_2.fastq.gz	126807071;141071439	1eed15c223ed459910b4d18dfe0c7441;c70bf632a723aabc5188d95a01ef06a8
ERR2299741	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299741/ERR2299741_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/001/ERR2299741/ERR2299741_2.fastq.gz	71496377;78098569	6c4504c07ab65c272f473920a7c90c0c;7967894f391a886d97e9ec6d7617d32a
ERR2299746	ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299746/ERR2299746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR229/006/ERR2299746/ERR2299746_2.fastq.gz	501128879;592000474	76b92d2ac1de50bcba5cfdd09c63c212;fbd794cb97b4cfd52fffe4dbcf74a8e9
ERR2300666	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/006/ERR2300666/ERR2300666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/006/ERR2300666/ERR2300666_2.fastq.gz	788119084;1038625624	1210efb947df45705a67d4aa7015468b;01b6dba9aaeabf3d4321f523a76923ff
ERR2300667	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/007/ERR2300667/ERR2300667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/007/ERR2300667/ERR2300667_2.fastq.gz	389016362;511105025	c052400bea2eacec06f5387f33ddf309;bd213072be05a82411eab5039f2bd129
ERR2300671	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/001/ERR2300671/ERR2300671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/001/ERR2300671/ERR2300671_2.fastq.gz	213017968;272962062	efb4b8eac355c090a1bd4f773874b744;2b49e5d55bdd90576eea131df7616cae
ERR2300673	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/003/ERR2300673/ERR2300673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/003/ERR2300673/ERR2300673_2.fastq.gz	553816751;734443982	b57964b4d110610947c99d070da10817;d30cb480d70c6eafd83b293c076c012a
ERR2300677	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/007/ERR2300677/ERR2300677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/007/ERR2300677/ERR2300677_2.fastq.gz	761415321;1000556083	428c7bea3088d312ddb472ff475526fe;96567fc58f490c490becebf2c619efaf
ERR2300672	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/002/ERR2300672/ERR2300672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/002/ERR2300672/ERR2300672_2.fastq.gz	138148574;172958801	15c69fd317699944fd2d266a9845c077;970b916854c1d0a83cb2e366dec625ef
ERR2300674	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/004/ERR2300674/ERR2300674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/004/ERR2300674/ERR2300674_2.fastq.gz	600106708;787702020	9944972d0ddfb2794c99d40206e918da;bd2847116403c4907e3172fba0473268
ERR2300669	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/009/ERR2300669/ERR2300669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/009/ERR2300669/ERR2300669_2.fastq.gz	616249356;822966691	242e059f7ad9355b6a2ad3308b8cfb19;7899785ed452ce46b4913075d440b868
ERR2300676	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/006/ERR2300676/ERR2300676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/006/ERR2300676/ERR2300676_2.fastq.gz	181152990;228989776	19bc31a0a3bd7e42b7afd0816e13fc3f;78b1d5724f20356180eccccb8cc5161c
ERR2300678	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/008/ERR2300678/ERR2300678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/008/ERR2300678/ERR2300678_2.fastq.gz	786833321;1113456675	609406a7addb71a317b93286f3ea6902;f52374061091aef07980f7bb743da9cd
ERR2300675	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/005/ERR2300675/ERR2300675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/005/ERR2300675/ERR2300675_2.fastq.gz	539121481;695301266	20a1c2b90bf7de4605779de62fc4e961;69b00d01e92b9efb38d015cee70d2126
ERR2300709	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/009/ERR2300709/ERR2300709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/009/ERR2300709/ERR2300709_2.fastq.gz	182066808;215720379	eaaa810ff90bfbaca268f57931048afe;cc5bac190d6f23ff86874501890f3a56
ERR2309622	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/002/ERR2309622/ERR2309622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/002/ERR2309622/ERR2309622_2.fastq.gz	103112117;119145539	a745abec21911cebc2997215581be619;264fb25352e1013fe1c4bdd6e393d2bd
ERR2309623	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/003/ERR2309623/ERR2309623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/003/ERR2309623/ERR2309623_2.fastq.gz	105812147;122494932	f1d1098b52683de239444a6e2e625f4b;fed2f3b1150c2931608b84dd7577f432
ERR2309651	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/001/ERR2309651/ERR2309651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/001/ERR2309651/ERR2309651_2.fastq.gz	266689058;308642615	c6b208bedf899e57a2a73879de248a04;15afcc2bee50772b6ce0d8802958d3a6
ERR2309634	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/004/ERR2309634/ERR2309634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/004/ERR2309634/ERR2309634_2.fastq.gz	351109203;405994138	6aed743ec787a88b7755c8a062de4afd;b656bfccb1c6fde8f278b030684cc141
ERR2309653	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/003/ERR2309653/ERR2309653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/003/ERR2309653/ERR2309653_2.fastq.gz	458317988;539518465	54b85362df72a56bb84bf19e500fd693;34ced0bbd4a16e4aaa228085ca937aa7
ERR2309652	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/002/ERR2309652/ERR2309652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/002/ERR2309652/ERR2309652_2.fastq.gz	578366100;712772796	0d55e501ad26dcfa8ca39b6c17a9ba32;844c6c43ef509de48ef84bdd16118bae
ERR2309638	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/008/ERR2309638/ERR2309638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/008/ERR2309638/ERR2309638_2.fastq.gz	112668251;131899342	6f9b58665666c842f11f79d3089205e2;75e26d61ef350dcb1ca829c6320e7bbb
ERR2309656	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/006/ERR2309656/ERR2309656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/006/ERR2309656/ERR2309656_2.fastq.gz	98728091;113506647	dda3d2df090332bf45a8f476d0d52ec6;207c014350de9a1942180da933665a10
ERR2309657	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/007/ERR2309657/ERR2309657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/007/ERR2309657/ERR2309657_2.fastq.gz	553124873;695275111	0c4447d038655755bf70fb84d5964ab7;d44ccecd7355950c63489f1cccc2c8fd
ERR2309654	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/004/ERR2309654/ERR2309654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/004/ERR2309654/ERR2309654_2.fastq.gz	605922657;752687007	810d2710cea9a97da4c3cc0affa5d0a6;3e130c213b00e2daa16af465449ceff0
ERR2309655	ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/005/ERR2309655/ERR2309655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR230/005/ERR2309655/ERR2309655_2.fastq.gz	222424300;264412672	1a5913147b57de1194e257bda0d0de3d;b082acbe6fde53ae4935499bae92abd2
