Sample	Study	Site	First-level administrative division	Country	Lat	Long	Year	ENA	All samples same individual	Population	% callable	QC pass	Exclusion reason	Is returning traveller
PJ0124-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0124-C,PJ0310-C	OCE	85.24	False	Unverified_metadata	False
PJ0125-CW	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0125-CW	OCE	89.9	True	Analysis_set	False
PJ0126-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0126-C	OCE	0.01	False	Less_than_50pc_callable	False
PJ0127-CW	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0127-CW,PJ0291-C	OCE	85.7	True	Analysis_set	False
PJ0127-Cx	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0127-Cx,PJ0128-C	OCE	87.57	False	Lower_covered_duplicate	False
PJ0128-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0127-Cx,PJ0128-C	OCE	88.92	True	Analysis_set	False
PJ0132-Cx	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0069-Cx,PJ0070-CW,PJ0132-Cx,PJ0286-C	OCE	86.55	False	Lower_covered_duplicate	False
PJ0165-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2013	ERR527359	PJ0008-C,PJ0165-C	OCE	43.97	False	Lower_covered_duplicate	True
PJ0166-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2013	ERR527360	PJ0166-C,PJ0167-C	OCE	79.95	False	Lower_covered_duplicate	True
PJ0167-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2013	ERR527373	PJ0166-C,PJ0167-C	OCE	88.05	True	Analysis_set	True
PJ0273-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0044-CW,PJ0273-C	OCE	88.69	True	Analysis_set	False
PJ0274-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0046-C,PJ0274-C	OCE	88.33	False	Lower_covered_duplicate	False
PJ0275-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0046-Cx,PJ0047-C,PJ0275-C	OCE	90.14	False	Lower_covered_duplicate	False
PJ0276-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0276-C	OCE	91.51	True	Analysis_set	False
PJ0277-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0052-CW,PJ0277-C	OCE	89.24	True	Analysis_set	False
PJ0278-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0278-C	OCE	89.09	True	Analysis_set	False
PJ0279-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0054-CW,PJ0279-C	OCE	88.56	True	Analysis_set	False
PJ0280-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0054-Cx,PJ0055-C,PJ0280-C	OCE	87.68	False	Lower_covered_duplicate	False
PJ0281-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0058-CW,PJ0281-C	OCE	88.69	False	Lower_covered_duplicate	False
PJ0282-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0059-C,PJ0282-C	OCE	89.17	False	Lower_covered_duplicate	False
PJ0283-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0063-C,PJ0283-C	OCE	89.08	False	Lower_covered_duplicate	False
PJ0284-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0284-C	OCE	88.6	True	Analysis_set	False
PJ0285-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0065-C,PJ0285-C	OCE	88.0	True	Analysis_set	False
PJ0286-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0069-Cx,PJ0070-CW,PJ0132-Cx,PJ0286-C	OCE	86.67	False	Lower_covered_duplicate	False
PJ0287-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0070-Cx,PJ0071-C,PJ0287-C	OCE	88.5	False	Lower_covered_duplicate	False
PJ0288-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0074-C,PJ0288-C	OCE	86.16	False	Lower_covered_duplicate	False
PJ0289-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0079-C,PJ0289-C	OCE	89.55	False	Lower_covered_duplicate	False
PJ0290-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0083-C,PJ0290-C	OCE	86.98	False	Lower_covered_duplicate	False
PJ0291-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0127-CW,PJ0291-C	OCE	85.14	False	Lower_covered_duplicate	False
PJ0292-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0292-C	OCE	49.11	False	Less_than_50pc_callable	False
PJ0293-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0293-C	OCE	89.54	True	Analysis_set	False
PJ0294-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0294-C	OCE	88.48	True	Analysis_set	False
PJ0295-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0295-C	OCE	86.56	True	Analysis_set	False
PJ0296-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0296-C	OCE	89.36	True	Analysis_set	False
PJ0297-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0297-C	OCE	88.68	True	Analysis_set	False
PJ0298-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0298-C	OCE	88.58	True	Analysis_set	False
PJ0299-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0299-C	OCE	89.03	True	Analysis_set	False
PJ0300-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0300-C	OCE	90.59	True	Analysis_set	False
PJ0301-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0301-C	OCE	90.47	True	Analysis_set	False
PJ0302-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0302-C	OCE	93.26	True	Analysis_set	False
PJ0303-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0303-C	OCE	89.15	True	Analysis_set	False
PJ0304-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0304-C	OCE	4.24	False	Less_than_50pc_callable	False
PJ0305-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0305-C	OCE	91.04	True	Analysis_set	False
PJ0307-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0307-C	OCE	88.62	True	Analysis_set	False
PJ0308-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0308-C	OCE	74.62	True	Analysis_set	False
PJ0309-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0309-C	OCE	88.61	True	Analysis_set	False
PJ0310-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0124-C,PJ0310-C	OCE	89.14	False	Unverified_metadata	False
PJ0311-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0043-C,PJ0311-C	OCE	87.87	False	Lower_covered_duplicate	False
PJ0312-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2011		PJ0090-Cx,PJ0091-CW,PJ0312-C	OCE	86.95	True	Analysis_set	False
PJ0313-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2012		PJ0057-C,PJ0313-C	OCE	88.93	False	Lower_covered_duplicate	False
PJ0314-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0314-C	OCE	89.77	True	Analysis_set	False
PJ0315-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0315-C	OCE	89.83	True	Analysis_set	False
PJ0316-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0316-C	OCE	89.69	True	Analysis_set	False
PJ0317-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0317-C	OCE	87.84	True	Analysis_set	False
PJ0318-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2013		PJ0318-C	OCE	86.33	True	Analysis_set	False
PJ0319-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0319-C	OCE	90.81	True	Analysis_set	False
PJ0320-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0320-C	OCE	90.2	False	Mixed_species	False
PJ0321-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0321-C	OCE	38.73	False	Less_than_50pc_callable	False
PJ0322-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0322-C	OCE	88.16	True	Analysis_set	False
PJ0323-C	1154-PV-TH-PRICE	Papua Indonesia	Indonesia: Papua	Indonesia	-4.5	137.0	2014		PJ0323-C	OCE	84.56	True	Analysis_set	False
PJ0324-C	1157-PV-MULTI-PRICE	Papua Indonesia (returning traveller)	Indonesia: Papua	Indonesia	-4.5	137.0	2014	ERR925443	PJ0324-C	OCE	88.13	True	Analysis_set	True
PN0017-CW	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	ERR713947	PN0017-CW	OCE	70.49	True	Analysis_set	False
PN0046-C	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	ERR175555, ERR490257, ERR484716, ERR484725	PN0046-C	OCE	83.21	True	Analysis_set	False
PN0047-CW	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	ERR713948	PN0047-CW	OCE	93.23	True	Analysis_set	False
PN0048-C	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	ERR175557, ERR490258, ERR484717, ERR484726	PN0048-C	OCE	83.48	True	Analysis_set	False
PN0050-C	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	ERR022864	PN0050-C	OCE	87.33	True	Analysis_set	False
PN0051-C	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	ERR175556	PN0051-C	OCE	0.8	False	Less_than_50pc_callable	False
PN0065-C	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	ERR216469	PN0065-C,PN0065-Cx	OCE	85.71	True	Analysis_set	False
PN0065-Cx	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	ERR211563	PN0065-C,PN0065-Cx	OCE	77.59	False	Lower_covered_duplicate	False
PN0066-C	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	ERR713957	PN0066-C	OCE	90.47	True	Analysis_set	False
PN0067-C	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	ERR713956	PN0067-C,PN0067-Cx,PNG49	OCE	88.17	False	Unverified_metadata	False
PN0067-Cx	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	ERR175552	PN0067-C,PN0067-Cx,PNG49	OCE	86.56	False	Unverified_metadata	False
PN0068-C	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	ERR021985	PN0068-C,PN0068-Cx,PNG012	OCE	88.31	False	Unverified_metadata	False
PN0068-Cx	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	ERR216474	PN0068-C,PN0068-Cx,PNG012	OCE	79.19	False	Unverified_metadata	False
PN0069-C	1050-PV-PN-MUELLER	East Sepik	Papua New Guinea: Eastsepik	Papua New Guinea	-3.954971	143.26559	2009	ERR021984	PN0069-C	OCE	0.18	False	Less_than_50pc_callable	False
PN0070-C	1050-PV-PN-MUELLER	East Sepik	Papua New Guinea: Eastsepik	Papua New Guinea	-3.954971	143.26559	2009	ERR175551	PN0070-C	OCE	0.0	False	Less_than_50pc_callable	False
PN0071-C	1050-PV-PN-MUELLER	East Sepik	Papua New Guinea: Eastsepik	Papua New Guinea	-3.954971	143.26559	2009	ERR152405	PN0071-C,PN0071-CW	OCE	0.03	False	Lower_covered_duplicate	False
PN0071-CW	1050-PV-PN-MUELLER	East Sepik	Papua New Guinea: Eastsepik	Papua New Guinea	-3.954971	143.26559	2009	ERR713939	PN0071-C,PN0071-CW	OCE	2.72	False	Less_than_50pc_callable	False
PN0072-C	1050-PV-PN-MUELLER	East Sepik	Papua New Guinea: Eastsepik	Papua New Guinea	-3.954971	143.26559	2009	ERR022863	PN0072-C,PN0072-CW	OCE	0.01	False	Lower_covered_duplicate	False
PN0072-CW	1050-PV-PN-MUELLER	East Sepik	Papua New Guinea: Eastsepik	Papua New Guinea	-3.954971	143.26559	2009	ERR713959	PN0072-C,PN0072-CW	OCE	2.5	False	Less_than_50pc_callable	False
PN0092-CW	1050-PV-PN-MUELLER	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	ERR713958	PN0092-CW,PNG076	OCE	19.7	False	Lower_covered_duplicate	False
PN0094-C	1157-PV-MULTI-PRICE	Papua New Guinea (returning traveller)	Papua New Guinea	Papua New Guinea	-7.0	146.0	2010	ERR020123	PN0094-C	OCE	0.03	False	Less_than_50pc_callable	True
PN0095-C	1157-PV-MULTI-PRICE	Papua New Guinea (returning traveller)	Papua New Guinea	Papua New Guinea	-7.0	146.0	2010	ERR020124	PN0095-C	OCE	53.35	False	Mixed_species	True
PN0096-C	1157-PV-MULTI-PRICE	Papua New Guinea (returning traveller)	Papua New Guinea	Papua New Guinea	-7.0	146.0	2010	ERR020125	PN0096-C	OCE	0.21	False	Less_than_50pc_callable	True
PNG012	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	SRR1759411	PN0068-C,PN0068-Cx,PNG012	OCE	72.44	False	Unverified_metadata	False
PNG014	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	SRR1564672,SRR1565127,SRR1568185	PNG014	OCE	76.78	True	Analysis_set	False
PNG025	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	SRR1759523	PNG025	OCE	78.58	True	Analysis_set	False
PNG030	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2008	SRR1564566,SRR1568228	PNG030	OCE	17.88	False	Less_than_50pc_callable	False
PNG045	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	SRR1562932,SRR1567960	PNG045	OCE	0.44	False	Less_than_50pc_callable	False
PNG063	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	SRR1567993,SRR1568224	PNG063	OCE	1.55	False	Less_than_50pc_callable	False
PNG070	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	SRR1564699,SRR1568189	PNG070	OCE	72.04	True	Analysis_set	False
PNG076	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	SRR1759594	PN0092-CW,PNG076	OCE	75.31	True	Analysis_set	False
PNG163	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2010	SRR1564691,SRR1568156	PNG163	OCE	34.94	False	Less_than_50pc_callable	False
PNG172	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2010	SRR1562963,SRR1565125,SRR1568827	PNG172	OCE	76.58	True	Analysis_set	False
PNG175	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2010	SRR1759522	PNG175	OCE	80.42	True	Analysis_set	False
PNG49	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	SRR1759592	PN0067-C,PN0067-Cx,PNG49	OCE	77.69	False	Unverified_metadata	False
PNG58	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	SRR1565051,SRR1567958,SRR1568177	PNG58	OCE	77.46	True	Analysis_set	False
PNG72	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2010	SRR1564564,SRR1568105	PNG72	OCE	73.64	True	Analysis_set	False
PNG73	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2009	SRR1562672,SRR1564609	PNG73	OCE	76.85	True	Analysis_set	False
PNG90	X0001-PV-MULTI-HUPALO2016	Madang	Papua New Guinea: Madang	Papua New Guinea	-5.231136	145.78714399999996	2010	SRR1564659,SRR1568170	PNG90	OCE	0.11	False	Less_than_50pc_callable	False
PNG_PVRVL1991	X0001-PV-MULTI-HUPALO2016	Papua New Guinea	Papua New Guinea	Papua New Guinea	-7.0	146.0	1991	SRR1562605,SRR1564953	PNG_PVRVL1991	OCE	78.8	False	Mixed_species	False
PNG_PVRVL1997	X0001-PV-MULTI-HUPALO2016	Papua New Guinea	Papua New Guinea	Papua New Guinea	-7.0	146.0	1997	SRR1565063,SRR1568147	PNG_PVRVL1997	OCE	78.94	False	Mixed_species	False
PNG_PVRVL2000	X0001-PV-MULTI-HUPALO2016	Papua New Guinea	Papua New Guinea	Papua New Guinea	-7.0	146.0	2000	SRR1562960,SRR1565039	PNG_PVRVL2000	OCE	73.76	False	Mixed_species	False
PNG_PVRVL2003	X0001-PV-MULTI-HUPALO2016	Papua New Guinea	Papua New Guinea	Papua New Guinea	-7.0	146.0	2003	SRR1562669,SRR1565028	PNG_PVRVL2003	OCE	76.84	False	Mixed_species	False
PNG_PVXMQ2006	X0001-PV-MULTI-HUPALO2016	Papua New Guinea	Papua New Guinea	Papua New Guinea	-7.0	146.0	2006	SRR1564978,SRR1568214	PNG_PVXMQ2006	OCE	59.93	True	Analysis_set	False
PNG_PVXMW2006	X0001-PV-MULTI-HUPALO2016	Papua New Guinea	Papua New Guinea	Papua New Guinea	-7.0	146.0	2006	SRR1562961,SRR1564942	PNG_PVXMW2006	OCE	8.37	False	Less_than_50pc_callable	False
PNG_PVXMZ2010	X0001-PV-MULTI-HUPALO2016	Papua New Guinea	Papua New Guinea	Papua New Guinea	-7.0	146.0	2010	SRR1562670,SRR1564943	PNG_PVXMZ2010	OCE	5.44	False	Less_than_50pc_callable	False
PNG_chesson	X0001-PV-MULTI-HUPALO2016	Papua New Guinea	Papua New Guinea	Papua New Guinea	-7.0	146.0	1944	SRR828528	PNG_chesson	OCE	79.96	False	Genetic_outlier	False
PP0031-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979853	PP0031-C	LAM	5.2	False	Less_than_50pc_callable	False
PP0033-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979854	PP0033-C	LAM	1.72	False	Less_than_50pc_callable	False
PP0035-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979855	PP0035-C	LAM	0.58	False	Less_than_50pc_callable	False
PP0036-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979856	PP0036-C	LAM	24.95	False	Less_than_50pc_callable	False
PP0039-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979857	PP0039-C	LAM	14.99	False	Less_than_50pc_callable	False
PP0065-CW	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979858	PP0065-CW	LAM	48.72	False	Less_than_50pc_callable	False
PP0078-CW	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2015	ERR979866	PP0078-CW	LAM	0.4	False	Less_than_50pc_callable	False
PP0096-CW	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979862	PP0096-CW	LAM	0.7	False	Less_than_50pc_callable	False
PP0097-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979859	PP0097-C	LAM	64.06	True	Analysis_set	False
PP0131-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979860	PP0131-C	LAM	3.38	False	Less_than_50pc_callable	False
PP0135-CW	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2015	ERR979864	PP0135-CW	LAM	3.72	False	Less_than_50pc_callable	False
PP0150-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2014	ERR979861	PP0150-C	LAM	3.14	False	Less_than_50pc_callable	False
PP0151-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2015	ERR979863	PP0151-C	LAM	0.75	False	Less_than_50pc_callable	False
PP0156-C	1128-PV-MULTI-GSK	Iquitos	Peru: Loreto	Peru	-3.75	-73.25	2015	ERR979865	PP0156-C	LAM	0.19	False	Less_than_50pc_callable	False
PQ0001-C	1046-PV-BR-FERRERIA	Brazil	Brazil	Brazil	-10.0	-67.0	2008	ERR152406	PQ0001-C	LAM	7.77	False	Less_than_50pc_callable	False
PQ0002-C	1046-PV-BR-FERRERIA	Brazil	Brazil	Brazil	-10.0	-67.0	2008	ERR019040	PQ0002-C	LAM	75.43	True	Analysis_set	False
PQ0003-C	1046-PV-BR-FERRERIA	Brazil	Brazil	Brazil	-10.0	-67.0	2008	ERR152407	PQ0003-C	LAM	58.75	True	Analysis_set	False
PQ0005-C	1046-PV-BR-FERRERIA	Brazil	Brazil	Brazil	-10.0	-67.0	2008	ERR018931	PQ0005-C	LAM	0.0	False	Less_than_50pc_callable	False
PQ0008-C	1046-PV-BR-FERRERIA	Brazil	Brazil	Brazil	-10.0	-67.0	2008	ERR018932	PQ0008-C	LAM	78.26	True	Analysis_set	False
PQ0011-CW	1128-PV-MULTI-GSK	Manaus	Brazil: Amazonas	Brazil	-3.1190275	-60.021731	2014	ERR713931	PQ0011-CW	LAM	5.73	False	Less_than_50pc_callable	False
PQ0012-CW	1128-PV-MULTI-GSK	Manaus	Brazil: Amazonas	Brazil	-3.1190275	-60.021731	2014	ERR713932	PQ0012-CW	LAM	76.86	True	Analysis_set	False
PQ0013-CW	1128-PV-MULTI-GSK	Manaus	Brazil: Amazonas	Brazil	-3.1190275	-60.021731	2014	ERR713933	PQ0013-CW	LAM	36.29	False	Less_than_50pc_callable	False
PQ0014-CW	1128-PV-MULTI-GSK	Manaus	Brazil: Amazonas	Brazil	-3.1190275	-60.021731	2014	ERR713934	PQ0014-CW	LAM	88.53	True	Analysis_set	False
PQ0015-CW	1128-PV-MULTI-GSK	Manaus	Brazil: Amazonas	Brazil	-3.1190275	-60.021731	2014	ERR713935	PQ0015-CW	LAM	79.11	True	Analysis_set	False
PQ0016-CW	1128-PV-MULTI-GSK	Manaus	Brazil: Amazonas	Brazil	-3.1190275	-60.021731	2014	ERR713936	PQ0016-CW	LAM	85.69	True	Analysis_set	False
PR0168-CW	1157-PV-MULTI-PRICE	Bangladesh	Bangladesh	Bangladesh	22.32800000000001	91.823	2015	ERR1475468	PR0168-CW	unassigned	77.45	True	Unassigned_population	False
PR0169-C	1157-PV-MULTI-PRICE	Bangladesh	Bangladesh	Bangladesh	22.32800000000001	91.823	2015	ERR1475381	PR0169-C	unassigned	32.01	False	Less_than_50pc_callable	False
PR0170-C	1157-PV-MULTI-PRICE	Bangladesh	Bangladesh	Bangladesh	22.32800000000001	91.823	2015	ERR1475382	PR0170-C	unassigned	33.19	False	Less_than_50pc_callable	False
PR0172-C	1157-PV-MULTI-PRICE	Bangladesh	Bangladesh	Bangladesh	22.32800000000001	91.823	2015	ERR1475387	PR0172-C	unassigned	87.74	True	Unassigned_population	False
PR0173-C	1157-PV-MULTI-PRICE	Bangladesh	Bangladesh	Bangladesh	22.32800000000001	91.823	2015	ERR1475383	PR0173-C	unassigned	34.53	False	Less_than_50pc_callable	False
PR0174-CW	1157-PV-MULTI-PRICE	Bangladesh	Bangladesh	Bangladesh	22.32800000000001	91.823	2015	ERR1475469	PR0174-CW	unassigned	1.53	False	Less_than_50pc_callable	False
PR0175-C	1157-PV-MULTI-PRICE	Bangladesh	Bangladesh	Bangladesh	22.32800000000001	91.823	2014	ERR1475384	PR0175-C	unassigned	16.16	False	Less_than_50pc_callable	False
