#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9481550.1         -            638 6323at5820           -            422  1.1e-198  658.7   7.0   1   2   3.8e-10   7.4e-08   30.1   0.1     2    65    74   180    73   200 0.68 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 6323at5820           -            422   5.1e-08   30.6   2.2   5   5   1.6e-07   3.1e-05   21.4   0.1   300   404   536   646   525   656 0.77 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483278.1         -            499 6323at5820           -            422     1e-07   29.7   5.0   1   3   7.4e-05     0.014   12.7   0.1   183   230    82   131    42   140 0.84 | transcript=PVW1_030015600_t1 | gene=PVW1_030015600 | organism=Plasmodium_vivax_PvW1 | gene_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | transcript_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | location=CAJZCX010000014:515905-517404(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483278.1         -            499 6323at5820           -            422     1e-07   29.7   5.0   2   3    0.0002     0.038   11.3   0.8   193   324   234   371   225   381 0.69 | transcript=PVW1_030015600_t1 | gene=PVW1_030015600 | organism=Plasmodium_vivax_PvW1 | gene_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | transcript_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | location=CAJZCX010000014:515905-517404(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483278.1         -            499 6323at5820           -            422     1e-07   29.7   5.0   3   3     0.014       2.7    5.2   0.0   376   403   381   408   371   425 0.80 | transcript=PVW1_030015600_t1 | gene=PVW1_030015600 | organism=Plasmodium_vivax_PvW1 | gene_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | transcript_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | location=CAJZCX010000014:515905-517404(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 6323at5820           -            422     2e-07   28.7   4.4   1   2       5.9   1.2e+03   -3.5   1.2   154   160    77    83    59   121 0.52 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 6323at5820           -            422     2e-07   28.7   4.4   2   2     1e-09     2e-07   28.7   4.4   243   393   272   426   260   434 0.81 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483953.1         -            447 6323at5820           -            422   2.1e-07   28.6   0.2   1   2   6.6e-09   1.3e-06   26.0   0.1   128   342   164   393   157   413 0.69 | transcript=PVW1_020012000_t1 | gene=PVW1_020012000 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6P5] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6P5] | location=CAJZCX010000015:358010-359353(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483953.1         -            447 6323at5820           -            422   2.1e-07   28.6   0.2   2   2      0.31        60    0.7   0.1   250   280   395   428   391   440 0.60 | transcript=PVW1_020012000_t1 | gene=PVW1_020012000 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6P5] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6P5] | location=CAJZCX010000015:358010-359353(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475474.1         -            694 6323at5820           -            422   2.1e-07   28.6  24.6   1   4     0.001       0.2    8.9   3.7   246   334     8    57     3   165 0.56 | transcript=PVW1_130015300_t1 | gene=PVW1_130015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | transcript_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | location=CAJZCX010000006:477421-479505(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475474.1         -            694 6323at5820           -            422   2.1e-07   28.6  24.6   2   4    0.0095       1.9    5.7   0.2   283   328   244   289   237   291 0.85 | transcript=PVW1_130015300_t1 | gene=PVW1_130015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | transcript_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | location=CAJZCX010000006:477421-479505(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475474.1         -            694 6323at5820           -            422   2.1e-07   28.6  24.6   3   4   0.00014     0.027   11.8   2.8   244   279   286   321   268   335 0.72 | transcript=PVW1_130015300_t1 | gene=PVW1_130015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | transcript_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | location=CAJZCX010000006:477421-479505(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475474.1         -            694 6323at5820           -            422   2.1e-07   28.6  24.6   4   4   1.7e-05    0.0033   14.8   1.5   249   320   611   692   588   694 0.78 | transcript=PVW1_130015300_t1 | gene=PVW1_130015300 | organism=Plasmodium_vivax_PvW1 | gene_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | transcript_product=Probable cytosolic iron-sulfur protein assembly protein CIAO1 homolog [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIB4] | location=CAJZCX010000006:477421-479505(+) | protein_length=694 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476733.1         -            468 6323at5820           -            422   3.8e-07   27.8   0.2   1   3    0.0044      0.86    6.8   0.0   368   404   103   139    80   148 0.91 | transcript=PVW1_090021600_t1 | gene=PVW1_090021600 | organism=Plasmodium_vivax_PvW1 | gene_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | transcript_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | location=CAJZCX010000007:768362-769768(-) | protein_length=468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476733.1         -            468 6323at5820           -            422   3.8e-07   27.8   0.2   2   3      0.11        22    2.2   0.1   257   284   224   251   205   260 0.62 | transcript=PVW1_090021600_t1 | gene=PVW1_090021600 | organism=Plasmodium_vivax_PvW1 | gene_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | transcript_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | location=CAJZCX010000007:768362-769768(-) | protein_length=468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476733.1         -            468 6323at5820           -            422   3.8e-07   27.8   0.2   3   3   1.6e-05    0.0032   14.8   0.0   166   245   326   406   278   411 0.79 | transcript=PVW1_090021600_t1 | gene=PVW1_090021600 | organism=Plasmodium_vivax_PvW1 | gene_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | transcript_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | location=CAJZCX010000007:768362-769768(-) | protein_length=468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472601.1         -            565 6323at5820           -            422     6e-07   27.1   1.8   1   2   2.1e-08   4.2e-06   24.3   0.9   244   346    67   182    55   194 0.82 | transcript=PVW1_140074800_t1 | gene=PVW1_140074800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2971842-2973941(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472601.1         -            565 6323at5820           -            422     6e-07   27.1   1.8   2   2     0.099        19    2.4   0.1   168   195   167   194   157   238 0.74 | transcript=PVW1_140074800_t1 | gene=PVW1_140074800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2971842-2973941(+) | protein_length=565 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475674.1         -            509 6323at5820           -            422   7.8e-07   26.7   1.8   1   3    0.0065       1.3    6.2   1.2   247   281   188   222   175   248 0.83 | transcript=PVW1_130023100_t1 | gene=PVW1_130023100 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | location=CAJZCX010000006:849827-852023(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475674.1         -            509 6323at5820           -            422   7.8e-07   26.7   1.8   2   3     4e-09   7.8e-07   26.7   1.8   185   280   335   434   321   442 0.87 | transcript=PVW1_130023100_t1 | gene=PVW1_130023100 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | location=CAJZCX010000006:849827-852023(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475674.1         -            509 6323at5820           -            422   7.8e-07   26.7   1.8   3   3      0.17        34    1.6   0.0   373   403   459   490   452   506 0.64 | transcript=PVW1_130023100_t1 | gene=PVW1_130023100 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HIL8] | location=CAJZCX010000006:849827-852023(-) | protein_length=509 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 6323at5820           -            422   1.7e-06   25.6  28.3   1   6       2.3   4.5e+02   -2.1   0.0   388   415    30    59    25    66 0.70 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 6323at5820           -            422   1.7e-06   25.6  28.3   2   6   9.1e-05     0.018   12.4   0.5   180   237    79   138    68   138 0.79 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 6323at5820           -            422   1.7e-06   25.6  28.3   3   6   1.7e-05    0.0033   14.8   3.3   247   349   105   225    99   235 0.75 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 6323at5820           -            422   1.7e-06   25.6  28.3   4   6      0.83   1.6e+02   -0.7   6.1   139   210   370   449   349   463 0.61 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 6323at5820           -            422   1.7e-06   25.6  28.3   5   6       5.6   1.1e+03   -3.4   0.1   114   142   616   645   604   657 0.61 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473896.1         -           1215 6323at5820           -            422   1.7e-06   25.6  28.3   6   6     3e-07   5.9e-05   20.5   0.1   299   403   866   967   816  1034 0.89 | transcript=PVW1_120073900_t1 | gene=PVW1_120073900 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | transcript_product=U3 small nucleolar RNA-associated protein 12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHN3] | location=CAJZCX010000004:2903300-2907096(+) | protein_length=1215 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478126.1         -            361 6323at5820           -            422     4e-05   21.1   0.1   1   1   2.9e-07   5.6e-05   20.6   0.1   182   283   166   268   147   289 0.82 | transcript=PVW1_110046900_t1 | gene=PVW1_110046900 | organism=Plasmodium_vivax_PvW1 | gene_product=Diphthine methyltransferase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0C1] | transcript_product=Diphthine methyltransferase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0C1] | location=CAJZCX010000008:1767316-1769879(+) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475175.1         -            944 6323at5820           -            422   4.4e-05   21.0  22.8   1   3   2.5e-06    0.0005   17.5   0.3   246   281   201   236   158   261 0.76 | transcript=PVW1_100057300_t1 | gene=PVW1_100057300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2321080-2323914(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475175.1         -            944 6323at5820           -            422   4.4e-05   21.0  22.8   2   3   7.6e-05     0.015   12.6   1.0   213   279   269   337   264   343 0.75 | transcript=PVW1_100057300_t1 | gene=PVW1_100057300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2321080-2323914(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475175.1         -            944 6323at5820           -            422   4.4e-05   21.0  22.8   3   3     0.015       2.9    5.1   0.0   169   209   825   867   773   889 0.75 | transcript=PVW1_100057300_t1 | gene=PVW1_100057300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2321080-2323914(-) | protein_length=944 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473125.1         -            466 6323at5820           -            422     8e-05   20.1   2.2   1   1   2.1e-06   0.00041   17.8   2.1   160   281    65   144     8   216 0.58 | transcript=PVW1_120017300_t1 | gene=PVW1_120017300 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0M0] | transcript_product=U3 small nucleolar RNA-associated protein 15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0M0] | location=CAJZCX010000004:576724-579554(-) | protein_length=466 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473416.1         -            533 6323at5820           -            422   0.00015   19.2   8.9   1   4      0.97   1.9e+02   -0.9   0.1   247   263   224   240   216   248 0.83 | transcript=PVW1_120039700_t1 | gene=PVW1_120039700 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | location=CAJZCX010000004:1446484-1448085(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473416.1         -            533 6323at5820           -            422   0.00015   19.2   8.9   2   4      0.02         4    4.6   0.0   260   285   272   297   268   305 0.78 | transcript=PVW1_120039700_t1 | gene=PVW1_120039700 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | location=CAJZCX010000004:1446484-1448085(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473416.1         -            533 6323at5820           -            422   0.00015   19.2   8.9   3   4   1.2e-05    0.0023   15.3   0.7   133   282   288   462   287   481 0.73 | transcript=PVW1_120039700_t1 | gene=PVW1_120039700 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | location=CAJZCX010000004:1446484-1448085(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473416.1         -            533 6323at5820           -            422   0.00015   19.2   8.9   4   4     0.049       9.6    3.4   0.2   249   280   494   526   473   532 0.81 | transcript=PVW1_120039700_t1 | gene=PVW1_120039700 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGP6] | location=CAJZCX010000004:1446484-1448085(+) | protein_length=533 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476552.1         -            616 6323at5820           -            422    0.0038   14.6   1.8   1   2      0.22        42    1.3   0.0   213   279   250   319   223   328 0.68 | transcript=PVW1_090010400_t1 | gene=PVW1_090010400 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX82] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX82] | location=CAJZCX010000007:324218-326068(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476552.1         -            616 6323at5820           -            422    0.0038   14.6   1.8   2   2   0.00034     0.066   10.5   0.0   199   239   566   610   562   615 0.84 | transcript=PVW1_090010400_t1 | gene=PVW1_090010400 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX82] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX82] | location=CAJZCX010000007:324218-326068(-) | protein_length=616 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473182.1         -            363 6323at5820           -            422    0.0043   14.4   0.7   1   2   2.2e-05    0.0043   14.4   0.7   170   280    20   142     3   147 0.74 | transcript=PVW1_120022400_t1 | gene=PVW1_120022400 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | transcript_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | location=CAJZCX010000004:786242-788486(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473182.1         -            363 6323at5820           -            422    0.0043   14.4   0.7   2   2       1.8   3.5e+02   -1.8   0.1   208   251   212   249   186   267 0.45 | transcript=PVW1_120022400_t1 | gene=PVW1_120022400 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | transcript_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | location=CAJZCX010000004:786242-788486(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476775.1         -            408 6323at5820           -            422     0.012   12.9   0.1   1   1   9.9e-05     0.019   12.2   0.1   172   230   113   175    57   190 0.70 | transcript=PVW1_090024000_t1 | gene=PVW1_090024000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:862239-864266(-) | protein_length=408 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 6323at5820           -            422     0.023   12.0   1.4   1   3       2.9   5.8e+02   -2.5   0.1     8    49  1314  1356  1309  1366 0.79 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 6323at5820           -            422     0.023   12.0   1.4   2   3    0.0016      0.31    8.3   0.0   366   404  1715  1753  1713  1764 0.92 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 6323at5820           -            422     0.023   12.0   1.4   3   3      0.56   1.1e+02   -0.1   0.0   224   278  1926  1981  1915  1984 0.70 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6323at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6323at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6323at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:45:56 2026
# [ok]
