#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9473290.1         -            563 4925at5820           -            472  1.1e-292  969.2  37.4   1   2     1e-18   9.5e-17   59.4   2.7     1    47    32    79    32    87 0.89 | transcript=PVW1_120031400_t1 | gene=PVW1_120031400 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H152] | transcript_product=Calcium-dependent protein kinase 5, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H152] | location=CAJZCX010000004:1172915-1174606(+) | protein_length=563 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478938.1         -            325 4925at5820           -            472   1.6e-21   75.1  11.8   2   2       3.3     3e+02   -1.6   0.1   278   306   278   306   264   310 0.74 | transcript=PVW1_080019800_t1 | gene=PVW1_080019800 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW90] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GW90] | location=CAJZCX010000009:688257-689234(+) | protein_length=325 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476709.1         -            708 4925at5820           -            472   1.2e-20   72.2  10.1   1   1   2.2e-22     2e-20   71.5  10.1    53   294   370   625   340   642 0.79 | transcript=PVW1_090019900_t1 | gene=PVW1_090019900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:703640-707483(+) | protein_length=708 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476699.1         -            575 4925at5820           -            472   6.5e-20   69.8   6.2   1   3   2.4e-17   2.2e-15   54.9   4.8    56   203   172   324   135   335 0.81 | transcript=PVW1_090019200_t1 | gene=PVW1_090019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | transcript_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | location=CAJZCX010000007:678903-680630(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476699.1         -            575 4925at5820           -            472   6.5e-20   69.8   6.2   2   3   0.00034     0.031   11.5   0.0   206   244   353   393   345   405 0.82 | transcript=PVW1_090019200_t1 | gene=PVW1_090019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | transcript_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | location=CAJZCX010000007:678903-680630(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476699.1         -            575 4925at5820           -            472   6.5e-20   69.8   6.2   3   3      0.67        62    0.6   0.0   273   302   477   506   444   526 0.80 | transcript=PVW1_090019200_t1 | gene=PVW1_090019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | transcript_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | location=CAJZCX010000007:678903-680630(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475310.1         -            296 4925at5820           -            472   2.9e-19   67.6   5.7   1   1     4e-21   3.7e-19   67.3   5.7    94   298    64   270    34   284 0.82 | transcript=PVW1_130007500_t1 | gene=PVW1_130007500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | location=CAJZCX010000006:122002-122892(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485130.1         -            721 4925at5820           -            472   5.8e-18   63.4   1.7   1   1     9e-20   8.2e-18   62.9   1.7    47   259   449   666   421   681 0.79 | transcript=PVW1_010023200_t1 | gene=PVW1_010023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | location=CAJZCX010000016:835802-838807(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473960.1         -           1526 4925at5820           -            472   1.2e-17   62.3   3.6   1   2       2.1     2e+02   -1.0   5.8    62   150   465   568   417   584 0.65 | transcript=PVW1_120077400_t1 | gene=PVW1_120077400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3037523-3042254(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473960.1         -           1526 4925at5820           -            472   1.2e-17   62.3   3.6   2   2   1.4e-19   1.2e-17   62.3   3.6    94   243   565   716   560   739 0.75 | transcript=PVW1_120077400_t1 | gene=PVW1_120077400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3037523-3042254(+) | protein_length=1526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482560.1         -           1029 4925at5820           -            472   3.9e-17   60.6   0.6   1   1   7.2e-19   6.6e-17   59.9   0.6    83   251   798   965   764   976 0.86 | transcript=PVW1_040019500_t1 | gene=PVW1_040019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | location=CAJZCX010000013:629604-632693(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473154.1         -           1736 4925at5820           -            472   2.7e-16   57.9   0.1   1   1     5e-18   4.6e-16   57.1   0.1   113   319  1511  1730  1492  1735 0.82 | transcript=PVW1_120020100_t1 | gene=PVW1_120020100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:679468-684678(-) | protein_length=1736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477252.1         -           1996 4925at5820           -            472   6.3e-16   56.6   0.4   1   1   1.3e-17   1.2e-15   55.7   0.4    62   249    82   275    62   361 0.80 | transcript=PVW1_090050400_t1 | gene=PVW1_090050400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2009081-2015071(-) | protein_length=1996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473119.1         -            423 4925at5820           -            472     7e-16   56.5  27.1   1   1   4.1e-17   3.8e-15   54.1  27.1    85   438    56   398    49   409 0.82 | transcript=PVW1_120016900_t1 | gene=PVW1_120016900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGA1] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGA1] | location=CAJZCX010000004:560451-563752(+) | protein_length=423 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479886.1         -           1619 4925at5820           -            472   9.4e-16   56.1   5.7   1   2     0.043       3.9    4.6   2.8    61   120   656   717   602   722 0.70 | transcript=PVW1_050027000_t1 | gene=PVW1_050027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:917091-922076(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479886.1         -           1619 4925at5820           -            472   9.4e-16   56.1   5.7   2   2   1.7e-16   1.6e-14   52.0   0.0   149   262   909  1026   901  1033 0.85 | transcript=PVW1_050027000_t1 | gene=PVW1_050027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:917091-922076(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471974.1         -            341 4925at5820           -            472   4.1e-15   54.0   5.1   1   1   7.6e-17     7e-15   53.2   5.1    62   258    35   247    13   257 0.74 | transcript=PVW1_140023200_t1 | gene=PVW1_140023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4K3] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4K3] | location=CAJZCX010000003:799856-802773(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484650.1         -           1251 4925at5820           -            472   6.1e-15   53.4  17.1   1   2   5.7e-14   5.3e-12   43.7   8.2    43   198   718   878   693   888 0.80 | transcript=PVW1_010008800_t1 | gene=PVW1_010008800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:215451-219206(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484650.1         -           1251 4925at5820           -            472   6.1e-15   53.4  17.1   2   2   4.4e-05     0.004   14.4   1.6   210   250  1094  1134  1039  1228 0.77 | transcript=PVW1_010008800_t1 | gene=PVW1_010008800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:215451-219206(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479037.1         -            327 4925at5820           -            472   1.8e-14   51.9   0.8   1   1   2.4e-16   2.2e-14   51.5   0.8   114   299    81   271    44   300 0.84 | transcript=PVW1_080024100_t1 | gene=PVW1_080024100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWH9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWH9] | location=CAJZCX010000009:876179-877497(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 4925at5820           -            472   1.2e-13   49.1   5.9   1   2   2.1e-09   1.9e-07   28.7   2.0   111   185   918   992   914  1006 0.91 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 4925at5820           -            472   1.2e-13   49.1   5.9   2   2   3.5e-07   3.2e-05   21.3   0.1   190   254  1084  1147  1074  1156 0.86 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477867.1         -           2227 4925at5820           -            472   5.4e-13   47.0   7.5   1   2       4.3     4e+02   -2.0  10.2    92   191  1415  1520  1395  1533 0.76 | transcript=PVW1_110031300_t1 | gene=PVW1_110031300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1149192-1155875(+) | protein_length=2227 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477867.1         -           2227 4925at5820           -            472   5.4e-13   47.0   7.5   2   2   5.9e-15   5.4e-13   47.0   7.5    84   259  1997  2175  1987  2225 0.86 | transcript=PVW1_110031300_t1 | gene=PVW1_110031300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1149192-1155875(+) | protein_length=2227 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482504.1         -            344 4925at5820           -            472   6.5e-13   46.7   1.5   1   1   9.4e-15   8.7e-13   46.3   1.5    97   255    84   253    16   287 0.79 | transcript=PVW1_040017700_t1 | gene=PVW1_040017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:562218-563813(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 4925at5820           -            472   1.8e-12   45.3   9.3   1   3      0.11       9.9    3.3   0.3    61   122   802   870   760   948 0.79 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 4925at5820           -            472   1.8e-12   45.3   9.3   2   3   1.6e-10   1.4e-08   32.4   1.4   147   262  1159  1290  1142  1303 0.79 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 4925at5820           -            472   1.8e-12   45.3   9.3   3   3   0.00019     0.018   12.3   0.0   262   316  1321  1380  1306  1386 0.81 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479240.1         -           3005 4925at5820           -            472   3.2e-12   44.5   0.3   1   1   5.1e-14   4.7e-12   43.9   0.3    79   306   191   445   153   458 0.74 | transcript=PVW1_080034400_t1 | gene=PVW1_080034400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1290023-1299226(-) | protein_length=3005 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 4925at5820           -            472   1.2e-11   42.6  12.2   1   3   8.1e-05    0.0075   13.5   1.7    61   122    39    96     5   119 0.74 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 4925at5820           -            472   1.2e-11   42.6  12.2   2   3   0.00022      0.02   12.1   0.2   144   186   227   269   213   279 0.75 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 4925at5820           -            472   1.2e-11   42.6  12.2   3   3   1.2e-07   1.1e-05   22.9   0.3   189   262   578   653   550   676 0.85 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480634.1         -           3239 4925at5820           -            472   1.4e-10   39.1   2.3   1   1   2.6e-12   2.4e-10   38.3   2.3    63   226  2948  3125  2931  3217 0.67 | transcript=PVW1_070031000_t1 | gene=PVW1_070031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1133837-1143556(-) | protein_length=3239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484036.1         -            168 4925at5820           -            472   2.5e-10   38.2   5.1   1   1   3.7e-11   3.4e-09   34.5   5.0   345   471    29   163    26   164 0.85 | transcript=PVW1_020015500_t1 | gene=PVW1_020015500 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRC8] | transcript_product=Centrin-1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRC8] | location=CAJZCX010000015:478212-479524(-) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477142.1         -            323 4925at5820           -            472   4.6e-10   37.3   1.2   1   1   7.1e-12   6.6e-10   36.8   1.2    61   261    13   222     3   278 0.71 | transcript=PVW1_090041900_t1 | gene=PVW1_090041900 | organism=Plasmodium_vivax_PvW1 | gene_product=Casein kinase I [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD54] | transcript_product=Casein kinase I [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD54] | location=CAJZCX010000007:1614176-1616597(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473823.1         -            177 4925at5820           -            472   5.3e-10   37.1   4.6   1   1   6.9e-12   6.4e-10   36.8   4.6   344   471    29   165    18   166 0.83 | transcript=PVW1_120070100_t1 | gene=PVW1_120070100 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcineurin subunit B, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H255] | transcript_product=Calcineurin subunit B, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H255] | location=CAJZCX010000004:2734372-2735803(+) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 4925at5820           -            472   5.4e-10   37.1   5.4   1   4       2.3   2.1e+02   -1.1   0.0   101   126    97   123    83   131 0.83 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 4925at5820           -            472   5.4e-10   37.1   5.4   2   4   1.4e-10   1.2e-08   32.6   0.2    95   228   125   270    98   276 0.78 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 4925at5820           -            472   5.4e-10   37.1   5.4   3   4     0.036       3.3    4.8   0.0   226   261   464   499   446   541 0.84 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 4925at5820           -            472   5.4e-10   37.1   5.4   4   4       2.2     2e+02   -1.1   0.0   276   307   546   581   531   585 0.77 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484024.1         -           3309 4925at5820           -            472   1.1e-09   36.1   0.5   1   2   2.5e-09   2.3e-07   28.4   0.5   126   200  3079  3152  3069  3162 0.84 | transcript=PVW1_020015000_t1 | gene=PVW1_020015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:447185-458437(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484024.1         -           3309 4925at5820           -            472   1.1e-09   36.1   0.5   2   2     0.029       2.7    5.1   0.0   212   243  3208  3240  3200  3250 0.85 | transcript=PVW1_020015000_t1 | gene=PVW1_020015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:447185-458437(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473927.1         -            168 4925at5820           -            472     1e-08   32.9   1.9   1   1   3.6e-10   3.4e-08   31.2   1.7   345   471    29   163    27   164 0.80 | transcript=PVW1_120075300_t1 | gene=PVW1_120075300 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHQ0] | transcript_product=Centrin-2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHQ0] | location=CAJZCX010000004:2951190-2951936(+) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481600.1         -            179 4925at5820           -            472   1.3e-08   32.6   8.0   1   2   9.4e-08   8.6e-06   23.2   1.3   407   471    36   101    30   102 0.89 | transcript=PVW1_060019200_t1 | gene=PVW1_060019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | transcript_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | location=CAJZCX010000012:616855-618255(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481600.1         -            179 4925at5820           -            472   1.3e-08   32.6   8.0   2   2   8.4e-05    0.0077   13.5   0.7   413   471   115   174   110   175 0.92 | transcript=PVW1_060019200_t1 | gene=PVW1_060019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | transcript_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | location=CAJZCX010000012:616855-618255(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 4925at5820           -            472   5.9e-07   27.1   0.1   1   3     0.027       2.5    5.2   0.0    92   143   817   870   797   878 0.77 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 4925at5820           -            472   5.9e-07   27.1   0.1   2   3     0.014       1.3    6.1   0.0   156   189   908   941   898   963 0.82 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 4925at5820           -            472   5.9e-07   27.1   0.1   3   3   0.00034     0.031   11.5   0.0   213   250  1057  1095  1046  1100 0.82 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476647.1         -            344 4925at5820           -            472   9.1e-06   23.2  10.1   1   2   0.00018     0.017   12.4   0.4   413   466    66   120    47   126 0.80 | transcript=PVW1_090014500_t1 | gene=PVW1_090014500 | organism=Plasmodium_vivax_PvW1 | gene_product=Endoplasmic reticulum-resident calcium binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCQ6] | transcript_product=Endoplasmic reticulum-resident calcium binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCQ6] | location=CAJZCX010000007:505379-506413(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476647.1         -            344 4925at5820           -            472   9.1e-06   23.2  10.1   2   2   4.3e-05     0.004   14.4   3.9   345   435   140   238   126   253 0.77 | transcript=PVW1_090014500_t1 | gene=PVW1_090014500 | organism=Plasmodium_vivax_PvW1 | gene_product=Endoplasmic reticulum-resident calcium binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCQ6] | transcript_product=Endoplasmic reticulum-resident calcium binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCQ6] | location=CAJZCX010000007:505379-506413(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
