#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478745.1         -            250 12423at5820          -            183  4.5e-108  357.4  23.9   1   2   1.5e-71   3.1e-69  230.8   7.3     1   116    16   136    16   141 0.97 | transcript=PVW1_080011800_t1 | gene=PVW1_080011800 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GVZ4] | location=CAJZCX010000009:336242-337833(+) | protein_length=250 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476962.1         -           1054 12423at5820          -            183    0.0001   20.5   0.2   1   1   1.8e-06    0.0004   18.6   0.2     4   103     4   107     2   135 0.76 | transcript=PVW1_090032200_t1 | gene=PVW1_090032200 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD15] | location=CAJZCX010000007:1220705-1223869(+) | protein_length=1054 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478672.1         -            865 12423at5820          -            183   0.00012   20.3   1.3   1   5         8   1.7e+03   -3.0   3.9    84   114    39    70    21    77 0.65 | transcript=PVW1_080009400_t1 | gene=PVW1_080009400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | location=CAJZCX010000009:257543-260140(-) | protein_length=865 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478672.1         -            865 12423at5820          -            183   0.00012   20.3   1.3   2   5    0.0031      0.68    8.1   1.2    98   157   292   351   256   379 0.79 | transcript=PVW1_080009400_t1 | gene=PVW1_080009400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | location=CAJZCX010000009:257543-260140(-) | protein_length=865 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478672.1         -            865 12423at5820          -            183   0.00012   20.3   1.3   3   5   5.6e-07   0.00012   20.3   1.3    98   181   395   487   351   489 0.74 | transcript=PVW1_080009400_t1 | gene=PVW1_080009400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | location=CAJZCX010000009:257543-260140(-) | protein_length=865 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478672.1         -            865 12423at5820          -            183   0.00012   20.3   1.3   4   5     0.031       6.7    4.9  14.1     5    79   417   489   413   584 0.62 | transcript=PVW1_080009400_t1 | gene=PVW1_080009400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | location=CAJZCX010000009:257543-260140(-) | protein_length=865 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478672.1         -            865 12423at5820          -            183   0.00012   20.3   1.3   5   5       5.2   1.1e+03   -2.4   3.7    58   116   701   762   661   779 0.66 | transcript=PVW1_080009400_t1 | gene=PVW1_080009400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | location=CAJZCX010000009:257543-260140(-) | protein_length=865 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471997.1         -            291 12423at5820          -            183   0.00014   20.2   0.8   1   1   1.2e-06   0.00026   19.2   0.8    11    85    99   173    91   265 0.87 | transcript=PVW1_140024500_t1 | gene=PVW1_140024500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK19] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK19] | location=CAJZCX010000003:867964-869583(-) | protein_length=291 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 12423at5820          -            183   0.00016   19.9   1.7   1   4       2.3     5e+02   -1.2   0.1   114   163   201   254   185   267 0.66 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 12423at5820          -            183   0.00016   19.9   1.7   2   4     0.083        18    3.4   0.0    10    73   414   475   406   501 0.74 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 12423at5820          -            183   0.00016   19.9   1.7   3   4     0.098        21    3.2   0.0   111   150   549   589   533   623 0.82 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 12423at5820          -            183   0.00016   19.9   1.7   4   4    0.0012      0.27    9.4   0.0     8    79   677   748   670   753 0.92 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472069.1         -            124 12423at5820          -            183    0.0008   17.6   0.4   1   1   4.3e-06   0.00094   17.4   0.4     8   103    10   104     4   114 0.81 | transcript=PVW1_140028000_t1 | gene=PVW1_140028000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK09] | location=CAJZCX010000003:1001268-1002138(-) | protein_length=124 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 12423at5820          -            183   0.00092   17.4   0.7   1   2     0.069        15    3.7   0.2   136   180    63   111    41   142 0.63 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480669.1         -            287 12423at5820          -            183   0.00092   17.4   0.7   2   2    0.0002     0.043   12.0   0.0     4    78   208   282   202   286 0.83 | transcript=PVW1_070034400_t1 | gene=PVW1_070034400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAY4] | location=CAJZCX010000011:1258338-1260221(+) | protein_length=287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479895.1         -            480 12423at5820          -            183    0.0036   15.5   0.8   1   2       6.3   1.4e+03   -2.7   1.0    80   106    28    55     7    69 0.62 | transcript=PVW1_050027700_t1 | gene=PVW1_050027700 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | location=CAJZCX010000010:938535-940874(-) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479895.1         -            480 12423at5820          -            183    0.0036   15.5   0.8   2   2   4.2e-05     0.009   14.2   0.0     7    74   406   473   377   479 0.88 | transcript=PVW1_050027700_t1 | gene=PVW1_050027700 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | location=CAJZCX010000010:938535-940874(-) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12423at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/12423at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/12423at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:26:48 2026
# [ok]
