#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9482387.1         -            526 4894at5820           -            462         0 1016.8  39.2   1   2   8.4e-28     8e-26   89.2   1.8     1    58    38    97    38   109 0.90 | transcript=PVW1_040013600_t1 | gene=PVW1_040013600 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H866] | transcript_product=Calcium-dependent protein kinase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H866] | location=CAJZCX010000013:399682-401946(-) | protein_length=526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473119.1         -            423 4894at5820           -            462   7.8e-20   69.4  24.5   2   2   2.5e-07   2.4e-05   21.7   8.0   192   435   185   407   175   421 0.83 | transcript=PVW1_120016900_t1 | gene=PVW1_120016900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGA1] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGA1] | location=CAJZCX010000004:560451-563752(+) | protein_length=423 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482560.1         -           1029 4894at5820           -            462   8.4e-18   62.7   0.7   1   1   1.5e-19   1.5e-17   61.9   0.7    37   211   792   965   774   982 0.83 | transcript=PVW1_040019500_t1 | gene=PVW1_040019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | location=CAJZCX010000013:629604-632693(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 4894at5820           -            462   1.6e-17   61.9   3.9   1   2   1.4e-12   1.3e-10   39.0   0.4    68   157   918  1007   913  1024 0.91 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 4894at5820           -            462   1.6e-17   61.9   3.9   2   2   9.3e-08   8.8e-06   23.1   0.2   148   217  1082  1150  1071  1165 0.83 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479224.1         -            488 4894at5820           -            462   1.9e-17   61.5   1.9   1   1   2.9e-19   2.8e-17   61.0   1.9    18   219   112   325    98   332 0.77 | transcript=PVW1_080033400_t1 | gene=PVW1_080033400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWS8] | location=CAJZCX010000009:1260295-1262736(+) | protein_length=488 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479240.1         -           3005 4894at5820           -            462   3.8e-17   60.6   0.7   1   1   6.3e-19     6e-17   59.9   0.7    17   268   161   444   155   454 0.75 | transcript=PVW1_080034400_t1 | gene=PVW1_080034400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1290023-1299226(-) | protein_length=3005 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471974.1         -            341 4894at5820           -            462   6.4e-17   59.8   4.8   1   1     1e-18   9.6e-17   59.3   4.8    12   219    27   247    18   255 0.75 | transcript=PVW1_140023200_t1 | gene=PVW1_140023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4K3] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4K3] | location=CAJZCX010000003:799856-802773(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 4894at5820           -            462   3.7e-16   57.3   8.3   1   3    0.0016      0.15    9.1   0.3    19    83   798   874   792   883 0.76 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 4894at5820           -            462   3.7e-16   57.3   8.3   2   3     2e-14   1.9e-12   45.1   1.2   106   221  1161  1289  1123  1306 0.81 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 4894at5820           -            462   3.7e-16   57.3   8.3   3   3     0.029       2.8    5.0   0.0   230   269  1330  1370  1315  1378 0.82 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475647.1         -            149 4894at5820           -            462   1.5e-15   55.3   5.4   1   1   2.4e-17   2.2e-15   54.7   5.4   312   457     6   146     1   149 0.83 | transcript=PVW1_130022200_t1 | gene=PVW1_130022200 | organism=Plasmodium_vivax_PvW1 | gene_product=Calmodulin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H332] | transcript_product=Calmodulin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H332] | location=CAJZCX010000006:788817-789814(+) | protein_length=149 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 4894at5820           -            462   3.6e-15   54.1   1.2   1   4      0.25        24    1.9   0.0    58    82    97   122    83   135 0.84 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 4894at5820           -            462   3.6e-15   54.1   1.2   2   4   1.4e-13   1.4e-11   42.3   0.1    67   188   142   270   125   275 0.81 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 4894at5820           -            462   3.6e-15   54.1   1.2   3   4     0.017       1.6    5.8   0.0   186   222   464   500   448   517 0.87 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 4894at5820           -            462   3.6e-15   54.1   1.2   4   4       7.9   7.5e+02   -3.0   0.0   238   267   548   578   536   581 0.79 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 4894at5820           -            462   8.2e-15   52.9  11.3   1   2   2.7e-07   2.5e-05   21.6   1.7    23   107   181   265   170   275 0.87 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 4894at5820           -            462   8.2e-15   52.9  11.3   2   2   1.6e-11   1.5e-09   35.5   2.4   113   225   345   460   337   497 0.77 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484650.1         -           1251 4894at5820           -            462   1.1e-14   52.4  14.9   1   2   2.2e-14   2.1e-12   44.9   9.8    18   162   732   882   723   889 0.75 | transcript=PVW1_010008800_t1 | gene=PVW1_010008800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:215451-219206(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484650.1         -           1251 4894at5820           -            462   1.1e-14   52.4  14.9   2   2   0.00089     0.084   10.0   0.2   172   210  1096  1134  1081  1180 0.83 | transcript=PVW1_010008800_t1 | gene=PVW1_010008800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:215451-219206(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482504.1         -            344 4894at5820           -            462   1.2e-14   52.4   2.3   1   1   1.7e-16   1.6e-14   51.9   2.3    28   213    61   251    23   279 0.81 | transcript=PVW1_040017700_t1 | gene=PVW1_040017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:562218-563813(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476699.1         -            575 4894at5820           -            462   7.6e-14   49.7   8.3   1   3     2e-12   1.9e-10   38.5   5.7    11   162   164   323   158   333 0.77 | transcript=PVW1_090019200_t1 | gene=PVW1_090019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | transcript_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | location=CAJZCX010000007:678903-680630(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476699.1         -            575 4894at5820           -            462   7.6e-14   49.7   8.3   2   3    0.0054      0.51    7.4   0.0   167   204   354   393   348   399 0.83 | transcript=PVW1_090019200_t1 | gene=PVW1_090019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | transcript_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | location=CAJZCX010000007:678903-680630(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476699.1         -            575 4894at5820           -            462   7.6e-14   49.7   8.3   3   3      0.19        18    2.3   0.0   211   267   452   512   413   526 0.62 | transcript=PVW1_090019200_t1 | gene=PVW1_090019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | transcript_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | location=CAJZCX010000007:678903-680630(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485130.1         -            721 4894at5820           -            462   9.6e-14   49.4   2.8   1   1   1.5e-15   1.4e-13   48.8   2.8    48   212   491   658   454   677 0.78 | transcript=PVW1_010023200_t1 | gene=PVW1_010023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | location=CAJZCX010000016:835802-838807(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477142.1         -            323 4894at5820           -            462   5.9e-12   43.5   1.0   1   1   8.6e-14   8.1e-12   43.0   1.0    15   213     5   216     1   238 0.73 | transcript=PVW1_090041900_t1 | gene=PVW1_090041900 | organism=Plasmodium_vivax_PvW1 | gene_product=Casein kinase I [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD54] | transcript_product=Casein kinase I [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD54] | location=CAJZCX010000007:1614176-1616597(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481600.1         -            179 4894at5820           -            462   2.2e-11   41.5  12.4   1   2   2.4e-07   2.3e-05   21.7   1.1   397   458    38   101    30   104 0.80 | transcript=PVW1_060019200_t1 | gene=PVW1_060019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | transcript_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | location=CAJZCX010000012:616855-618255(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481600.1         -            179 4894at5820           -            462   2.2e-11   41.5  12.4   2   2   2.7e-10   2.6e-08   31.5   4.4   362   459    75   175    66   177 0.84 | transcript=PVW1_060019200_t1 | gene=PVW1_060019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | transcript_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | location=CAJZCX010000012:616855-618255(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 4894at5820           -            462   7.4e-11   39.8  11.9   1   3   0.00069     0.065   10.3   0.5    18    79    34    96    18   116 0.68 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 4894at5820           -            462   7.4e-11   39.8  11.9   2   3   9.5e-05     0.009   13.2   0.3   105   143   231   269   221   278 0.78 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 4894at5820           -            462   7.4e-11   39.8  11.9   3   3   1.2e-07   1.1e-05   22.8   0.7   147   220   576   651   562   676 0.84 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484036.1         -            168 4894at5820           -            462   1.2e-10   39.2  10.6   1   1     2e-12   1.9e-10   38.5  10.6   314   459    24   164    13   166 0.80 | transcript=PVW1_020015500_t1 | gene=PVW1_020015500 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRC8] | transcript_product=Centrin-1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRC8] | location=CAJZCX010000015:478212-479524(-) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473927.1         -            168 4894at5820           -            462     2e-10   38.4   3.2   1   2   1.9e-06   0.00018   18.8   0.1   397   457    27    89    20    95 0.78 | transcript=PVW1_120075300_t1 | gene=PVW1_120075300 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHQ0] | transcript_product=Centrin-2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHQ0] | location=CAJZCX010000004:2951190-2951936(+) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473927.1         -            168 4894at5820           -            462     2e-10   38.4   3.2   2   2   4.3e-09   4.1e-07   27.5   2.1   370   459    70   164    65   166 0.82 | transcript=PVW1_120075300_t1 | gene=PVW1_120075300 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHQ0] | transcript_product=Centrin-2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHQ0] | location=CAJZCX010000004:2951190-2951936(+) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480634.1         -           3239 4894at5820           -            462   2.3e-09   34.9   0.7   1   2       1.9   1.8e+02   -1.0   0.2    47    83  2827  2866  2814  2872 0.72 | transcript=PVW1_070031000_t1 | gene=PVW1_070031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1133837-1143556(-) | protein_length=3239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480634.1         -           3239 4894at5820           -            462   2.3e-09   34.9   0.7   2   2   2.4e-11   2.3e-09   34.9   0.7    57   183  2988  3122  2946  3182 0.77 | transcript=PVW1_070031000_t1 | gene=PVW1_070031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1133837-1143556(-) | protein_length=3239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479037.1         -            327 4894at5820           -            462   3.1e-09   34.5   2.6   1   1   3.9e-11   3.7e-09   34.2   2.6    71   271    81   284    32   309 0.76 | transcript=PVW1_080024100_t1 | gene=PVW1_080024100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWH9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWH9] | location=CAJZCX010000009:876179-877497(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484024.1         -           3309 4894at5820           -            462   3.2e-09   34.5   2.0   1   2   3.8e-09   3.6e-07   27.7   1.7    85   161  3081  3153  3071  3182 0.74 | transcript=PVW1_020015000_t1 | gene=PVW1_020015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:447185-458437(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484024.1         -           3309 4894at5820           -            462   3.2e-09   34.5   2.0   2   2     0.036       3.4    4.7   0.0   172   204  3208  3241  3201  3299 0.83 | transcript=PVW1_020015000_t1 | gene=PVW1_020015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:447185-458437(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476583.1         -            167 4894at5820           -            462   5.2e-09   33.8   9.1   1   1   3.8e-10   3.6e-08   31.0   9.0   316   456    16   151     6   155 0.78 | transcript=PVW1_090011400_t1 | gene=PVW1_090011400 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCC6] | transcript_product=Centrin-4, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCC6] | location=CAJZCX010000007:366712-367488(+) | protein_length=167 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473271.1         -            897 4894at5820           -            462   5.5e-09   33.7   0.1   1   3      0.62        59    0.6   0.0    18    41   400   424   390   473 0.75 | transcript=PVW1_120030300_t1 | gene=PVW1_120030300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1128427-1131120(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473271.1         -            897 4894at5820           -            462   5.5e-09   33.7   0.1   2   3   2.4e-07   2.3e-05   21.7   0.0   113   217   534   647   522   656 0.77 | transcript=PVW1_120030300_t1 | gene=PVW1_120030300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1128427-1131120(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473271.1         -            897 4894at5820           -            462   5.5e-09   33.7   0.1   3   3    0.0064      0.61    7.1   0.0   240   267   866   894   862   896 0.89 | transcript=PVW1_120030300_t1 | gene=PVW1_120030300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1128427-1131120(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 4894at5820           -            462     8e-09   33.1   0.6   1   4       4.6   4.4e+02   -2.3   0.1   382   425   156   200   124   206 0.78 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 4894at5820           -            462     8e-09   33.1   0.6   2   4     0.033       3.1    4.8   0.0    54   111   822   880   802   889 0.68 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 4894at5820           -            462     8e-09   33.1   0.6   3   4      0.02       1.9    5.5   0.0   114   169   909   963   897   971 0.80 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 4894at5820           -            462     8e-09   33.1   0.6   4   4   2.6e-06   0.00025   18.3   0.0   146   210  1029  1095  1024  1099 0.84 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473823.1         -            177 4894at5820           -            462   0.00011   19.5   6.6   1   1   6.9e-06   0.00065   16.9   6.6   325   458    36   165    14   168 0.63 | transcript=PVW1_120070100_t1 | gene=PVW1_120070100 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcineurin subunit B, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H255] | transcript_product=Calcineurin subunit B, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H255] | location=CAJZCX010000004:2734372-2735803(+) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477806.1         -            140 4894at5820           -            462   0.00018   18.8   0.4   1   1   2.1e-06    0.0002   18.6   0.4   373   456    51   136     3   139 0.78 | transcript=PVW1_110027900_t1 | gene=PVW1_110027900 | organism=Plasmodium_vivax_PvW1 | gene_product=EF-hand domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZU6] | transcript_product=EF-hand domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZU6] | location=CAJZCX010000008:1013763-1015371(+) | protein_length=140 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478190.1         -            158 4894at5820           -            462   0.00034   17.9   2.7   1   1   3.6e-06   0.00034   17.9   2.7   346   422    79   154    45   157 0.84 | transcript=PVW1_110049400_t1 | gene=PVW1_110049400 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFV5] | transcript_product=Calcium-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFV5] | location=CAJZCX010000008:1881368-1881844(+) | protein_length=158 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
