#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479052.1         -            430 6389at5820           -            399  6.7e-219  725.2   1.3   1   1  5.1e-221  8.4e-219  724.9   1.3    97   399   128   430   124   430 1.00 | transcript=PVW1_080024700_t1 | gene=PVW1_080024700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:901653-902945(-) | protein_length=430 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475993.1         -            995 6389at5820           -            399   7.6e-14   50.0  10.3   3   3   1.1e-09   1.8e-07   29.0   2.5   281   376   547   645   517   654 0.79 | transcript=PVW1_130036300_t1 | gene=PVW1_130036300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1345108-1348095(-) | protein_length=995 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480550.1         -            744 6389at5820           -            399   7.9e-14   50.0   1.6   1   1   8.8e-16   1.4e-13   49.1   1.6   235   371   358   495   352   511 0.89 | transcript=PVW1_070023500_t1 | gene=PVW1_070023500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:843321-845555(+) | protein_length=744 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475141.1         -            522 6389at5820           -            399   2.1e-13   48.5   7.0   1   1   1.9e-15   3.2e-13   47.9   7.0    64   366   134   458   107   479 0.77 | transcript=PVW1_100053900_t1 | gene=PVW1_100053900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2197809-2199741(-) | protein_length=522 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484692.1         -           1051 6389at5820           -            399   1.2e-09   36.2   1.1   1   3       8.1   1.3e+03   -3.5   0.0    28    64    76   112    71   120 0.85 | transcript=PVW1_010009900_t1 | gene=PVW1_010009900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:286228-289383(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484692.1         -           1051 6389at5820           -            399   1.2e-09   36.2   1.1   2   3      0.99   1.6e+02   -0.5   0.0   142   181   433   475   421   489 0.76 | transcript=PVW1_010009900_t1 | gene=PVW1_010009900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:286228-289383(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484692.1         -           1051 6389at5820           -            399   1.2e-09   36.2   1.1   3   3   7.3e-12   1.2e-09   36.2   1.1   261   353   758   849   722   860 0.92 | transcript=PVW1_010009900_t1 | gene=PVW1_010009900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:286228-289383(-) | protein_length=1051 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483188.1         -            548 6389at5820           -            399   6.5e-09   33.7  11.6   1   1   8.6e-11   1.4e-08   32.6  11.6    65   372   137   479    75   488 0.70 | transcript=PVW1_030011500_t1 | gene=PVW1_030011500 | organism=Plasmodium_vivax_PvW1 | gene_product=ATP-dependent RNA helicase protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7C2] | transcript_product=ATP-dependent RNA helicase protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7C2] | location=CAJZCX010000014:336887-338858(-) | protein_length=548 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484145.1         -           1452 6389at5820           -            399   1.9e-07   28.9   1.3   1   2      0.16        26    2.1   0.0   144   180   900   937   893   945 0.87 | transcript=PVW1_020018700_t1 | gene=PVW1_020018700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:599136-603856(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484145.1         -           1452 6389at5820           -            399   1.9e-07   28.9   1.3   2   2     7e-08   1.2e-05   23.1   1.9   312   368  1206  1262  1124  1285 0.69 | transcript=PVW1_020018700_t1 | gene=PVW1_020018700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:599136-603856(-) | protein_length=1452 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475750.1         -           1287 6389at5820           -            399   3.6e-06   24.7   0.7   1   2       3.6     6e+02   -2.3   0.0    45   102    45   104    24   117 0.80 | transcript=PVW1_130026600_t1 | gene=PVW1_130026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:971641-975504(-) | protein_length=1287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475750.1         -           1287 6389at5820           -            399   3.6e-06   24.7   0.7   2   2   5.3e-08   8.7e-06   23.5   0.3   263   372   281   390   265   405 0.91 | transcript=PVW1_130026600_t1 | gene=PVW1_130026600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:971641-975504(-) | protein_length=1287 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471948.1         -            790 6389at5820           -            399     0.001   16.6   0.6   1   3      0.29        48    1.3   0.0    49    90   132   173   111   182 0.83 | transcript=PVW1_140020600_t1 | gene=PVW1_140020600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:694541-696913(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471948.1         -            790 6389at5820           -            399     0.001   16.6   0.6   2   3       5.1   8.3e+02   -2.8   0.0    96   114   252   270   243   277 0.77 | transcript=PVW1_140020600_t1 | gene=PVW1_140020600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:694541-696913(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471948.1         -            790 6389at5820           -            399     0.001   16.6   0.6   3   3   0.00012     0.019   12.5   0.2   317   366   664   713   656   730 0.87 | transcript=PVW1_140020600_t1 | gene=PVW1_140020600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:694541-696913(-) | protein_length=790 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6389at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6389at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6389at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:46:17 2026
# [ok]
