#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478612.1         -            318 13693at5820          -            216    6e-126  416.8  40.0   1   1  3.1e-128    6e-126  416.8  40.0     1   215    80   305    80   307 0.97 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475149.1         -            441 13693at5820          -            216     6e-06   24.5  50.4   1   1   3.2e-08     6e-06   24.5  50.4     4   205     9   221     6   226 0.64 | transcript=PVW1_100054700_t1 | gene=PVW1_100054700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2232588-2234127(+) | protein_length=441 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477646.1         -            181 13693at5820          -            216     1e-05   23.8   1.2   1   1   5.3e-08     1e-05   23.8   1.2     9    84    52   127    46   140 0.91 | transcript=PVW1_110017300_t1 | gene=PVW1_110017300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZR6] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZR6] | location=CAJZCX010000008:516751-518073(+) | protein_length=181 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476797.1         -            208 13693at5820          -            216   2.4e-05   22.5   1.0   1   1   2.3e-07   4.3e-05   21.7   1.0     5    86     6    88     3    95 0.90 | transcript=PVW1_090025000_t1 | gene=PVW1_090025000 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXG2] | location=CAJZCX010000007:896045-896671(-) | protein_length=208 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 13693at5820          -            216   2.9e-05   22.3   2.7   1   2      0.21        39    2.2   0.1    11    70   414   470   401   484 0.73 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478165.1         -            754 13693at5820          -            216   2.9e-05   22.3   2.7   2   2   1.5e-06   0.00029   19.0   0.3     7    84   675   751   671   753 0.85 | transcript=PVW1_110048300_t1 | gene=PVW1_110048300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1834349-1837363(+) | protein_length=754 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473942.1         -            786 13693at5820          -            216   0.00019   19.6   0.1   1   2   9.9e-07   0.00019   19.6   0.1     9    93    31   115    24   131 0.88 | transcript=PVW1_120076300_t1 | gene=PVW1_120076300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | location=CAJZCX010000004:2999228-3002288(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473942.1         -            786 13693at5820          -            216   0.00019   19.6   0.1   2   2       4.5   8.5e+02   -2.1   1.7   108   150   164   207   149   222 0.47 | transcript=PVW1_120076300_t1 | gene=PVW1_120076300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR1] | location=CAJZCX010000004:2999228-3002288(-) | protein_length=786 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481390.1         -           1527 13693at5820          -            216   0.00026   19.2  13.0   1   2      0.35        67    1.5   0.2     8    69   328   386   323   396 0.77 | transcript=PVW1_060013500_t1 | gene=PVW1_060013500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:379938-384651(+) | protein_length=1527 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481390.1         -           1527 13693at5820          -            216   0.00026   19.2  13.0   2   2   2.1e-06   0.00041   18.5   0.0     6    87   430   515   426   524 0.80 | transcript=PVW1_060013500_t1 | gene=PVW1_060013500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:379938-384651(+) | protein_length=1527 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480606.1         -            202 13693at5820          -            216    0.0003   19.0   0.0   1   1     2e-06   0.00037   18.7   0.0     7    89    71   152    65   202 0.83 | transcript=PVW1_070028800_t1 | gene=PVW1_070028800 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HAQ6] | location=CAJZCX010000011:1050271-1051729(-) | protein_length=202 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476258.1         -            119 13693at5820          -            216   0.00034   18.8   0.0   1   1   2.7e-06   0.00051   18.2   0.0     6    83    34   111    29   118 0.88 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479889.1         -            236 13693at5820          -            216   0.00063   17.9   0.1   1   4       2.1     4e+02   -1.1   0.6   117   131     5    19     2    33 0.57 | transcript=PVW1_050027200_t1 | gene=PVW1_050027200 | organism=Plasmodium_vivax_PvW1 | gene_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | transcript_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | location=CAJZCX010000010:924537-925395(+) | protein_length=236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479889.1         -            236 13693at5820          -            216   0.00063   17.9   0.1   2   4   3.3e-06   0.00063   17.9   0.1     7    81    34   108    28   112 0.93 | transcript=PVW1_050027200_t1 | gene=PVW1_050027200 | organism=Plasmodium_vivax_PvW1 | gene_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | transcript_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | location=CAJZCX010000010:924537-925395(+) | protein_length=236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479889.1         -            236 13693at5820          -            216   0.00063   17.9   0.1   3   4       2.9   5.5e+02   -1.5   3.9   152   194   115   158   109   175 0.75 | transcript=PVW1_050027200_t1 | gene=PVW1_050027200 | organism=Plasmodium_vivax_PvW1 | gene_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | transcript_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | location=CAJZCX010000010:924537-925395(+) | protein_length=236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479889.1         -            236 13693at5820          -            216   0.00063   17.9   0.1   4   4       5.8   1.1e+03   -2.5   0.1    90   107   199   216   192   233 0.67 | transcript=PVW1_050027200_t1 | gene=PVW1_050027200 | organism=Plasmodium_vivax_PvW1 | gene_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | transcript_product=Nuclear cap-binding protein subunit 2 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTN2] | location=CAJZCX010000010:924537-925395(+) | protein_length=236 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477014.1         -            156 13693at5820          -            216    0.0012   17.0   0.4   1   2   6.4e-06    0.0012   17.0   0.4     7    81     4    84     2    90 0.80 | transcript=PVW1_090036300_t1 | gene=PVW1_090036300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | location=CAJZCX010000007:1370808-1371278(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477014.1         -            156 13693at5820          -            216    0.0012   17.0   0.4   2   2      0.96   1.8e+02    0.1  10.9   168   207    92   131    84   144 0.76 | transcript=PVW1_090036300_t1 | gene=PVW1_090036300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | location=CAJZCX010000007:1370808-1371278(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480787.1         -            725 13693at5820          -            216    0.0023   16.1   0.0   1   1   2.2e-05    0.0041   15.3   0.0     8   178     8   180     3   191 0.86 | transcript=PVW1_070038500_t1 | gene=PVW1_070038500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | location=CAJZCX010000011:1415765-1417942(+) | protein_length=725 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472436.1         -            517 13693at5820          -            216     0.079   11.1   0.0   1   2      0.34        65    1.5   0.1     8    62    17    80    11   102 0.69 | transcript=PVW1_140060600_t1 | gene=PVW1_140060600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2429575-2431128(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472436.1         -            517 13693at5820          -            216     0.079   11.1   0.0   2   2   0.00042     0.079   11.1   0.0     5    84   432   510   429   516 0.87 | transcript=PVW1_140060600_t1 | gene=PVW1_140060600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2429575-2431128(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13693at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/13693at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/13693at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:31:08 2026
# [ok]
