#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9480324.1         -           5873 27at5820             -           4874         0 10225.7 465.1   1   8   2.6e-74   2.6e-71  237.9  14.0     6   162    13   175     1   181 0.92 | transcript=PVW1_070010200_t1 | gene=PVW1_070010200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:298420-316041(-) | protein_length=5873 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2   8  11   7.8e-16   7.9e-13   43.8  25.3  3783  4060  3923  4198  3920  4215 0.90 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2   9  11   2.2e-07   0.00022   15.8  10.5  4149  4337  4416  4604  4396  4615 0.83 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2  10  11   4.9e-07    0.0005   14.6  11.8  4347  4538  4719  4910  4712  4918 0.81 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483428.1         -           5195 27at5820             -           4874  2.6e-100  334.2 423.2  11  11   6.1e-11   6.1e-08   27.6   3.7  4569  4812  4869  5099  4866  5105 0.83 | transcript=PVW1_030021000_t1 | gene=PVW1_030021000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:702452-720149(-) | protein_length=5195 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/27at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/27at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:37:54 2026
# [ok]
