#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9477014.1         -            156 14831at5820          -            106   2.1e-37  126.0  12.2   1   2   1.2e-39   2.1e-37  126.0  12.2     1   101     1   112     1   119 0.78 | transcript=PVW1_090036300_t1 | gene=PVW1_090036300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCZ3] | location=CAJZCX010000007:1370808-1371278(-) | protein_length=156 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478174.1         -            615 14831at5820          -            106   0.00057   18.5   2.3   3   3       5.3   9.5e+02   -1.5   4.9    77   102   485   510   481   516 0.54 | transcript=PVW1_110048700_t1 | gene=PVW1_110048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1844363-1846788(-) | protein_length=615 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479354.1         -            537 14831at5820          -            106   0.00057   18.5   2.4   1   2   0.00046     0.082   11.5   0.3    17    64    94   141    77   159 0.86 | transcript=PVW1_080043100_t1 | gene=PVW1_080043100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1636280-1638051(+) | protein_length=537 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479354.1         -            537 14831at5820          -            106   0.00057   18.5   2.4   2   2     0.033       5.9    5.6   0.1    64   101   445   483   433   520 0.83 | transcript=PVW1_080043100_t1 | gene=PVW1_080043100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1636280-1638051(+) | protein_length=537 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 14831at5820          -            106    0.0011   17.6   0.4   1   6       4.5   8.1e+02   -1.3   1.2    45    83    48    85    33    95 0.63 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 14831at5820          -            106    0.0011   17.6   0.4   2   6       3.2   5.7e+02   -0.8   3.7    74   104   207   228   164   240 0.65 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 14831at5820          -            106    0.0011   17.6   0.4   3   6    0.0044      0.78    8.4   0.4    39    83   500   544   490   573 0.73 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 14831at5820          -            106    0.0011   17.6   0.4   4   6     6e-06    0.0011   17.6   0.4     3    55   712   764   710   774 0.93 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 14831at5820          -            106    0.0011   17.6   0.4   5   6     0.069        12    4.5   4.2     2    49   863   911   862   971 0.78 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 14831at5820          -            106    0.0011   17.6   0.4   6   6   0.00083      0.15   10.7   3.6     5    76   983  1059   979  1115 0.78 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 14831at5820          -            106    0.0048   15.5  14.8   1   3    0.0015      0.27    9.9   0.5     2    52    93   148    92   166 0.84 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 14831at5820          -            106    0.0048   15.5  14.8   2   3       3.7   6.6e+02   -1.0   0.6    81    99   277   297   240   303 0.59 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480575.1         -            475 14831at5820          -            106    0.0048   15.5  14.8   3   3   0.00011      0.02   13.5   2.2     3    71   302   378   299   396 0.75 | transcript=PVW1_070025800_t1 | gene=PVW1_070025800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:933774-935396(+) | protein_length=475 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473602.1         -            911 14831at5820          -            106    0.0073   14.9   0.1   1   3       9.4   1.7e+03   -2.3   0.9    76   103   205   232   191   237 0.51 | transcript=PVW1_120052600_t1 | gene=PVW1_120052600 | organism=Plasmodium_vivax_PvW1 | gene_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | transcript_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | location=CAJZCX010000004:1966612-1969347(+) | protein_length=911 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473602.1         -            911 14831at5820          -            106    0.0073   14.9   0.1   2   3   4.1e-05    0.0073   14.9   0.1     3    74   673   750   671   769 0.74 | transcript=PVW1_120052600_t1 | gene=PVW1_120052600 | organism=Plasmodium_vivax_PvW1 | gene_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | transcript_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | location=CAJZCX010000004:1966612-1969347(+) | protein_length=911 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473602.1         -            911 14831at5820          -            106    0.0073   14.9   0.1   3   3       3.3   5.9e+02   -0.9   0.0    31    78   855   902   852   909 0.75 | transcript=PVW1_120052600_t1 | gene=PVW1_120052600 | organism=Plasmodium_vivax_PvW1 | gene_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | transcript_product=Splicing factor U2AF large subunit, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHA2] | location=CAJZCX010000004:1966612-1969347(+) | protein_length=911 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 14831at5820          -            106    0.0091   14.6   0.0   1   2      0.13        23    3.7   0.0     3    58     6    66     4    74 0.74 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479718.1         -            292 14831at5820          -            106    0.0091   14.6   0.0   2   2    0.0063       1.1    7.9   0.0     7    77   158   233   154   244 0.74 | transcript=PVW1_050016100_t1 | gene=PVW1_050016100 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GTA5] | location=CAJZCX010000010:512076-513290(+) | protein_length=292 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 14831at5820          -            106     0.023   13.3   0.0   1   4       9.6   1.7e+03   -2.4   1.4    71   105    90   124    85   125 0.85 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 14831at5820          -            106     0.023   13.3   0.0   2   4       3.9     7e+02   -1.1   0.0     5    40   634   670   631   718 0.78 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 14831at5820          -            106     0.023   13.3   0.0   3   4   0.00013     0.023   13.3   0.0    14   101   745   838   735   843 0.80 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473529.1         -           1024 14831at5820          -            106     0.023   13.3   0.0   4   4     0.011       1.9    7.1   0.0    40    75   954   988   948  1011 0.85 | transcript=PVW1_120047500_t1 | gene=PVW1_120047500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1790777-1794006(-) | protein_length=1024 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472436.1         -            517 14831at5820          -            106     0.032   12.8   6.6   1   3      0.07        13    4.5   0.2     5    40    17    53    13    70 0.82 | transcript=PVW1_140060600_t1 | gene=PVW1_140060600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2429575-2431128(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472436.1         -            517 14831at5820          -            106     0.032   12.8   6.6   2   3       5.4   9.6e+02   -1.5   0.1     2    16   393   407   392   421 0.84 | transcript=PVW1_140060600_t1 | gene=PVW1_140060600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2429575-2431128(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472436.1         -            517 14831at5820          -            106     0.032   12.8   6.6   3   3   0.00061      0.11   11.1   0.1    20    76   450   511   432   517 0.73 | transcript=PVW1_140060600_t1 | gene=PVW1_140060600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2429575-2431128(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474926.1         -            316 14831at5820          -            106     0.054   12.1   0.0   1   1    0.0003     0.054   12.1   0.0     5    73     9    80     3   108 0.80 | transcript=PVW1_100040800_t1 | gene=PVW1_100040800 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | transcript_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | location=CAJZCX010000005:1653998-1655155(+) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478228.1         -            473 14831at5820          -            106      0.24   10.1  11.4   1   3   8.7e-05     0.016   13.9   2.6     4    96   164   254   161   262 0.75 | transcript=PVW1_110051700_t1 | gene=PVW1_110051700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1985258-1986679(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478228.1         -            473 14831at5820          -            106      0.24   10.1  11.4   2   3       8.6   1.5e+03   -2.2   1.1    67    74   270   277   222   308 0.55 | transcript=PVW1_110051700_t1 | gene=PVW1_110051700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1985258-1986679(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478228.1         -            473 14831at5820          -            106      0.24   10.1  11.4   3   3      0.61   1.1e+02    1.5   0.3    25    66   429   469   408   473 0.73 | transcript=PVW1_110051700_t1 | gene=PVW1_110051700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1985258-1986679(+) | protein_length=473 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480522.1         -            340 14831at5820          -            106      0.59    8.8   9.7   1   1   9.6e-05     0.017   13.7   2.4     3    85   169   255   167   277 0.64 | transcript=PVW1_070021700_t1 | gene=PVW1_070021700 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | transcript_product=RNA-binding protein musashi, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GV72] | location=CAJZCX010000011:771557-772579(-) | protein_length=340 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472193.1         -            746 14831at5820          -            106       1.4    7.6   6.9   1   2       2.5   4.5e+02   -0.5   0.1    32    92   149   212   129   219 0.76 | transcript=PVW1_140037300_t1 | gene=PVW1_140037300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1419981-1422221(-) | protein_length=746 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472193.1         -            746 14831at5820          -            106       1.4    7.6   6.9   2   2    0.0037      0.66    8.6   2.3    11    60   240   291   231   301 0.83 | transcript=PVW1_140037300_t1 | gene=PVW1_140037300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1419981-1422221(-) | protein_length=746 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14831at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14831at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14831at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:34:28 2026
# [ok]
