#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479358.1         -            595 4767at5820           -            494         0 1054.1  41.6   1   2   1.5e-56   3.1e-54  182.9  19.1     1   132    40   188    40   207 0.88 | transcript=PVW1_080043500_t1 | gene=PVW1_080043500 | organism=Plasmodium_vivax_PvW1 | gene_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | transcript_product=Pre-mRNA-splicing factor PRP46, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GX03] | location=CAJZCX010000009:1658578-1660581(+) | protein_length=595 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485089.1         -            365 4767at5820           -            494   5.6e-10   36.9  12.4   2   3   1.2e-09   2.5e-07   28.2   1.4   221   371    59   209    49   217 0.78 | transcript=PVW1_010021300_t1 | gene=PVW1_010021300 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase organizer 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Q7] | transcript_product=Mitogen-activated protein kinase organizer 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Q7] | location=CAJZCX010000016:741224-743316(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485089.1         -            365 4767at5820           -            494   5.6e-10   36.9  12.4   3   3    0.0012      0.25    8.3   2.6   185   259   191   267   187   285 0.81 | transcript=PVW1_010021300_t1 | gene=PVW1_010021300 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase organizer 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Q7] | transcript_product=Mitogen-activated protein kinase organizer 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6Q7] | location=CAJZCX010000016:741224-743316(-) | protein_length=365 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478898.1         -           1145 4767at5820           -            494   1.2e-09   35.9   8.9   1   6      0.33        68    0.3   0.1   198   268   214   282   196   290 0.85 | transcript=PVW1_080018500_t1 | gene=PVW1_080018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:610702-614384(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478898.1         -           1145 4767at5820           -            494   1.2e-09   35.9   8.9   2   6       2.9   5.9e+02   -2.8   0.2   195   210   337   352   334   376 0.83 | transcript=PVW1_080018500_t1 | gene=PVW1_080018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:610702-614384(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478898.1         -           1145 4767at5820           -            494   1.2e-09   35.9   8.9   3   6       8.2   1.7e+03   -4.2   2.0   108   154   367   414   344   426 0.60 | transcript=PVW1_080018500_t1 | gene=PVW1_080018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:610702-614384(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478898.1         -           1145 4767at5820           -            494   1.2e-09   35.9   8.9   4   6      0.38        76    0.2   0.0   237   272   472   507   450   512 0.78 | transcript=PVW1_080018500_t1 | gene=PVW1_080018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:610702-614384(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478898.1         -           1145 4767at5820           -            494   1.2e-09   35.9   8.9   5   6   2.4e-08   4.8e-06   23.9   1.2   195   292   543   644   537   649 0.54 | transcript=PVW1_080018500_t1 | gene=PVW1_080018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:610702-614384(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478898.1         -           1145 4767at5820           -            494   1.2e-09   35.9   8.9   6   6   7.2e-09   1.5e-06   25.6   1.2   175   289   678   793   648   851 0.80 | transcript=PVW1_080018500_t1 | gene=PVW1_080018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:610702-614384(-) | protein_length=1145 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471926.1         -            524 4767at5820           -            494   9.7e-09   32.8  18.9   1   2   0.00048     0.096    9.7   8.1    59   219    88   259    36   270 0.61 | transcript=PVW1_140018400_t1 | gene=PVW1_140018400 | organism=Plasmodium_vivax_PvW1 | gene_product=Alternative splicing regulator, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4B1] | transcript_product=Alternative splicing regulator, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4B1] | location=CAJZCX010000003:604192-605766(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471926.1         -            524 4767at5820           -            494   9.7e-09   32.8  18.9   2   2   9.2e-10   1.9e-07   28.6   3.5   267   389   273   393   257   431 0.85 | transcript=PVW1_140018400_t1 | gene=PVW1_140018400 | organism=Plasmodium_vivax_PvW1 | gene_product=Alternative splicing regulator, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4B1] | transcript_product=Alternative splicing regulator, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4B1] | location=CAJZCX010000003:604192-605766(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483278.1         -            499 4767at5820           -            494   1.6e-08   32.1   6.0   1   3   7.4e-08   1.5e-05   22.3   0.5   170   253    56   140    38   149 0.78 | transcript=PVW1_030015600_t1 | gene=PVW1_030015600 | organism=Plasmodium_vivax_PvW1 | gene_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | transcript_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | location=CAJZCX010000014:515905-517404(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483278.1         -            499 4767at5820           -            494   1.6e-08   32.1   6.0   2   3       3.8   7.7e+02   -3.1   0.0   316   335   221   238   214   257 0.70 | transcript=PVW1_030015600_t1 | gene=PVW1_030015600 | organism=Plasmodium_vivax_PvW1 | gene_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | transcript_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | location=CAJZCX010000014:515905-517404(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483278.1         -            499 4767at5820           -            494   1.6e-08   32.1   6.0   3   3   0.00011     0.023   11.8   0.6   203   304   317   420   299   438 0.82 | transcript=PVW1_030015600_t1 | gene=PVW1_030015600 | organism=Plasmodium_vivax_PvW1 | gene_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | transcript_product=DDB1- and CUL4-associated factor 13 [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRW2] | location=CAJZCX010000014:515905-517404(+) | protein_length=499 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 4767at5820           -            494   3.1e-08   31.2   0.9   1   3       2.3   4.6e+02   -2.4   0.0   253   306   161   214   159   217 0.72 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 4767at5820           -            494   3.1e-08   31.2   0.9   2   3   1.5e-10   3.1e-08   31.2   0.9   295   363   269   338   255   352 0.86 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 4767at5820           -            494   3.1e-08   31.2   0.9   3   3       0.2        40    1.1   0.1   238   354   340   414   334   450 0.34 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4767at5820           -            494   4.3e-08   30.7   9.6   1   5      0.13        26    1.7   0.0   328   359    34    65    19   103 0.87 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4767at5820           -            494   4.3e-08   30.7   9.6   2   5     0.065        13    2.7   0.1   164   246   145   231   128   241 0.71 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4767at5820           -            494   4.3e-08   30.7   9.6   3   5    0.0031      0.62    7.1   0.0   195   252   424   481   410   494 0.73 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4767at5820           -            494   4.3e-08   30.7   9.6   4   5   9.7e-08     2e-05   21.9   0.1   268   337   528   602   522   633 0.86 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4767at5820           -            494   4.3e-08   30.7   9.6   5   5         9   1.8e+03   -4.4   0.3   386   423   706   743   695   756 0.68 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473160.1         -            720 4767at5820           -            494   3.3e-07   27.7   5.2   1   3   0.00021     0.042   10.9   0.2   276   376   300   399   249   419 0.75 | transcript=PVW1_120020700_t1 | gene=PVW1_120020700 | organism=Plasmodium_vivax_PvW1 | gene_product=Cilia- and flagella-associated protein 52 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0W0] | transcript_product=Cilia- and flagella-associated protein 52 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0W0] | location=CAJZCX010000004:705872-709283(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473160.1         -            720 4767at5820           -            494   3.3e-07   27.7   5.2   2   3   0.00013     0.026   11.6   3.1   171   293   496   620   458   626 0.76 | transcript=PVW1_120020700_t1 | gene=PVW1_120020700 | organism=Plasmodium_vivax_PvW1 | gene_product=Cilia- and flagella-associated protein 52 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0W0] | transcript_product=Cilia- and flagella-associated protein 52 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0W0] | location=CAJZCX010000004:705872-709283(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473160.1         -            720 4767at5820           -            494   3.3e-07   27.7   5.2   3   3   1.6e-09   3.3e-07   27.7   5.2   191   338   559   708   532   717 0.83 | transcript=PVW1_120020700_t1 | gene=PVW1_120020700 | organism=Plasmodium_vivax_PvW1 | gene_product=Cilia- and flagella-associated protein 52 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0W0] | transcript_product=Cilia- and flagella-associated protein 52 [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0W0] | location=CAJZCX010000004:705872-709283(+) | protein_length=720 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473972.1         -            834 4767at5820           -            494   1.1e-06   26.0  18.8   1   4   3.9e-08   7.9e-06   23.2   1.2   192   259    78   147    55   164 0.82 | transcript=PVW1_120078500_t1 | gene=PVW1_120078500 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | location=CAJZCX010000004:3097117-3099999(+) | protein_length=834 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473972.1         -            834 4767at5820           -            494   1.1e-06   26.0  18.8   2   4   0.00047     0.095    9.7   1.2   149   245   233   333   219   348 0.77 | transcript=PVW1_120078500_t1 | gene=PVW1_120078500 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | location=CAJZCX010000004:3097117-3099999(+) | protein_length=834 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473972.1         -            834 4767at5820           -            494   1.1e-06   26.0  18.8   3   4     0.065        13    2.7   0.1   194   253   432   490   415   514 0.49 | transcript=PVW1_120078500_t1 | gene=PVW1_120078500 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | location=CAJZCX010000004:3097117-3099999(+) | protein_length=834 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473972.1         -            834 4767at5820           -            494   1.1e-06   26.0  18.8   4   4      0.44        89   -0.1   0.3   410   442   746   778   724   791 0.83 | transcript=PVW1_120078500_t1 | gene=PVW1_120078500 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | location=CAJZCX010000004:3097117-3099999(+) | protein_length=834 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479857.1         -            458 4767at5820           -            494     3e-06   24.6   0.1   1   2       4.3   8.7e+02   -3.3   0.0   475   493   203   221   195   235 0.76 | transcript=PVW1_050024400_t1 | gene=PVW1_050024400 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | location=CAJZCX010000010:825935-827311(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479857.1         -            458 4767at5820           -            494     3e-06   24.6   0.1   2   2     3e-08   6.1e-06   23.6   0.1   262   338   325   404   292   425 0.82 | transcript=PVW1_050024400_t1 | gene=PVW1_050024400 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | location=CAJZCX010000010:825935-827311(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473125.1         -            466 4767at5820           -            494   1.3e-05   22.5   1.1   1   2   1.7e-07   3.4e-05   21.1   0.6   302   362   110   170    89   217 0.82 | transcript=PVW1_120017300_t1 | gene=PVW1_120017300 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0M0] | transcript_product=U3 small nucleolar RNA-associated protein 15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0M0] | location=CAJZCX010000004:576724-579554(-) | protein_length=466 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473125.1         -            466 4767at5820           -            494   1.3e-05   22.5   1.1   2   2      0.71   1.4e+02   -0.7   0.1    20    70   180   229   172   292 0.56 | transcript=PVW1_120017300_t1 | gene=PVW1_120017300 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0M0] | transcript_product=U3 small nucleolar RNA-associated protein 15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0M0] | location=CAJZCX010000004:576724-579554(-) | protein_length=466 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483953.1         -            447 4767at5820           -            494   0.00026   18.2   0.2   1   2   9.6e-06    0.0019   15.3   0.2   177   335   203   369   123   380 0.64 | transcript=PVW1_020012000_t1 | gene=PVW1_020012000 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6P5] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6P5] | location=CAJZCX010000015:358010-359353(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483953.1         -            447 4767at5820           -            494   0.00026   18.2   0.2   2   2      0.33        67    0.4   0.0   216   252   390   429   374   434 0.73 | transcript=PVW1_020012000_t1 | gene=PVW1_020012000 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6P5] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6P5] | location=CAJZCX010000015:358010-359353(+) | protein_length=447 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483526.1         -            649 4767at5820           -            494   0.00051   17.2   0.5   1   1   4.6e-06   0.00094   16.4   0.5   228   373   318   460   308   477 0.80 | transcript=PVW1_030025600_t1 | gene=PVW1_030025600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:879917-881866(-) | protein_length=649 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478126.1         -            361 4767at5820           -            494   0.00086   16.5   0.0   1   1   6.5e-06    0.0013   15.9   0.0   261   353   189   283   176   292 0.86 | transcript=PVW1_110046900_t1 | gene=PVW1_110046900 | organism=Plasmodium_vivax_PvW1 | gene_product=Diphthine methyltransferase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0C1] | transcript_product=Diphthine methyltransferase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0C1] | location=CAJZCX010000008:1767316-1769879(+) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485128.1         -            574 4767at5820           -            494    0.0079   13.3   0.1   1   2   3.9e-05    0.0079   13.3   0.1   226   342   145   262   136   281 0.81 | transcript=PVW1_010023100_t1 | gene=PVW1_010023100 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleolar protein 10, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR40] | transcript_product=Nucleolar protein 10, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR40] | location=CAJZCX010000016:831805-833529(+) | protein_length=574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485128.1         -            574 4767at5820           -            494    0.0079   13.3   0.1   2   2       4.1   8.3e+02   -3.2   0.7    88   122   508   543   482   553 0.67 | transcript=PVW1_010023100_t1 | gene=PVW1_010023100 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleolar protein 10, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR40] | transcript_product=Nucleolar protein 10, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR40] | location=CAJZCX010000016:831805-833529(+) | protein_length=574 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 4767at5820           -            494       1.2    6.2   8.3   1   4       1.6   3.2e+02   -1.9   2.1    28    80  1036  1089  1031  1097 0.81 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 4767at5820           -            494       1.2    6.2   8.3   2   4       4.3   8.8e+02   -3.3   0.0   369   424  1627  1681  1599  1683 0.74 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 4767at5820           -            494       1.2    6.2   8.3   3   4   0.00044      0.09    9.8   0.0   173   339  1717  1757  1711  1820 0.61 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 4767at5820           -            494       1.2    6.2   8.3   4   4       2.3   4.8e+02   -2.5   0.0   321   374  1925  1981  1915  1984 0.55 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4767at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4767at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4767at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:42:51 2026
# [ok]
