#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9474991.1         -            646 4216at5820           -            524         0 1010.5  76.0   1   3     0.012       2.3    5.2   0.5     1    19    25    43    25    48 0.82 | transcript=PVW1_100047200_t1 | gene=PVW1_100047200 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYY8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GYY8] | location=CAJZCX010000005:1915252-1918767(-) | protein_length=646 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471926.1         -            524 4216at5820           -            524   4.4e-11   40.6   6.0   1   1   4.3e-13   7.9e-11   39.7   6.0   265   421   231   395   167   406 0.83 | transcript=PVW1_140018400_t1 | gene=PVW1_140018400 | organism=Plasmodium_vivax_PvW1 | gene_product=Alternative splicing regulator, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4B1] | transcript_product=Alternative splicing regulator, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4B1] | location=CAJZCX010000003:604192-605766(-) | protein_length=524 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 4216at5820           -            524     4e-10   37.4   2.4   1   2   3.1e-08   5.7e-06   23.7   1.0   293   408   339   453   333   453 0.92 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481550.1         -            638 4216at5820           -            524     4e-10   37.4   2.4   2   2   4.7e-08   8.7e-06   23.1   0.3   250   409   421   584   416   594 0.83 | transcript=PVW1_060018000_t1 | gene=PVW1_060018000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:574179-576095(-) | protein_length=638 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483398.1         -            327 4216at5820           -            524   5.3e-10   37.0   0.7   1   2     8e-09   1.5e-06   25.6   0.6   294   496     8   219     5   228 0.79 | transcript=PVW1_030019800_t1 | gene=PVW1_030019800 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7I9] | transcript_product=Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7I9] | location=CAJZCX010000014:654686-656107(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483398.1         -            327 4216at5820           -            524   5.3e-10   37.0   0.7   2   2    0.0049      0.91    6.5   0.0   311   367   259   317   248   321 0.86 | transcript=PVW1_030019800_t1 | gene=PVW1_030019800 | organism=Plasmodium_vivax_PvW1 | gene_product=Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7I9] | transcript_product=Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7I9] | location=CAJZCX010000014:654686-656107(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472478.1         -            472 4216at5820           -            524   5.9e-10   36.9  12.5   1   2   3.5e-10   6.4e-08   30.1   8.8   298   501    88   299    75   309 0.82 | transcript=PVW1_140064700_t1 | gene=PVW1_140064700 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | transcript_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | location=CAJZCX010000003:2601309-2602967(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472478.1         -            472 4216at5820           -            524   5.9e-10   36.9  12.5   2   2     0.002      0.37    7.8   0.1   233   293   338   397   326   409 0.81 | transcript=PVW1_140064700_t1 | gene=PVW1_140064700 | organism=Plasmodium_vivax_PvW1 | gene_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | transcript_product=Polyadenylation factor subunit 2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL04] | location=CAJZCX010000003:2601309-2602967(-) | protein_length=472 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477899.1         -            539 4216at5820           -            524     7e-10   36.6  25.4   1   3      0.19        34    1.3   1.3   118   190    83   154    71   172 0.81 | transcript=PVW1_110034600_t1 | gene=PVW1_110034600 | organism=Plasmodium_vivax_PvW1 | gene_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | transcript_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | location=CAJZCX010000008:1279961-1281580(-) | protein_length=539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477899.1         -            539 4216at5820           -            524     7e-10   36.6  25.4   2   3   9.2e-10   1.7e-07   28.7   2.7   295   372   192   273   179   295 0.82 | transcript=PVW1_110034600_t1 | gene=PVW1_110034600 | organism=Plasmodium_vivax_PvW1 | gene_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | transcript_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | location=CAJZCX010000008:1279961-1281580(-) | protein_length=539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477899.1         -            539 4216at5820           -            524     7e-10   36.6  25.4   3   3   2.5e-06   0.00045   17.4   6.7   338   483   302   461   288   488 0.70 | transcript=PVW1_110034600_t1 | gene=PVW1_110034600 | organism=Plasmodium_vivax_PvW1 | gene_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | transcript_product=Cleavage stimulation factor 50 kDa subunit [Source:UniProtKB/TrEMBL;Acc:A0A564ZXQ9] | location=CAJZCX010000008:1279961-1281580(-) | protein_length=539 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472452.1         -            503 4216at5820           -            524   6.9e-09   33.3   3.9   1   1   3.8e-11   6.9e-09   33.3   3.9   303   437   285   423   270   446 0.83 | transcript=PVW1_140062100_t1 | gene=PVW1_140062100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2485626-2487456(+) | protein_length=503 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473972.1         -            834 4216at5820           -            524   7.9e-09   33.1  17.6   1   3   1.6e-06    0.0003   18.0   2.6   417   494    61   141    47   155 0.86 | transcript=PVW1_120078500_t1 | gene=PVW1_120078500 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | location=CAJZCX010000004:3097117-3099999(+) | protein_length=834 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473972.1         -            834 4216at5820           -            524   7.9e-09   33.1  17.6   2   3   0.00019     0.035   11.2   0.2   433   486   280   335   257   350 0.80 | transcript=PVW1_120078500_t1 | gene=PVW1_120078500 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | location=CAJZCX010000004:3097117-3099999(+) | protein_length=834 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473972.1         -            834 4216at5820           -            524   7.9e-09   33.1  17.6   3   3   0.00013     0.024   11.7   2.3   302   374   424   495   406   514 0.72 | transcript=PVW1_120078500_t1 | gene=PVW1_120078500 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A565A1L8] | location=CAJZCX010000004:3097117-3099999(+) | protein_length=834 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473125.1         -            466 4216at5820           -            524   7.9e-09   33.1   2.1   1   1     1e-10   1.9e-08   31.9   2.1   246   409    66   232    20   259 0.72 | transcript=PVW1_120017300_t1 | gene=PVW1_120017300 | organism=Plasmodium_vivax_PvW1 | gene_product=U3 small nucleolar RNA-associated protein 15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0M0] | transcript_product=U3 small nucleolar RNA-associated protein 15, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0M0] | location=CAJZCX010000004:576724-579554(-) | protein_length=466 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472377.1         -            763 4216at5820           -            524   2.5e-07   28.2   2.3   1   3   1.3e-09   2.5e-07   28.2   2.3   287   413     3   141     1   157 0.80 | transcript=PVW1_140055200_t1 | gene=PVW1_140055200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein transport protein SEC13, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5B4] | transcript_product=Protein transport protein SEC13, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5B4] | location=CAJZCX010000003:2181575-2183866(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472377.1         -            763 4216at5820           -            524   2.5e-07   28.2   2.3   2   3      0.14        25    1.8   0.2   269   323   197   261   191   270 0.76 | transcript=PVW1_140055200_t1 | gene=PVW1_140055200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein transport protein SEC13, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5B4] | transcript_product=Protein transport protein SEC13, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5B4] | location=CAJZCX010000003:2181575-2183866(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472377.1         -            763 4216at5820           -            524   2.5e-07   28.2   2.3   3   3       1.9   3.5e+02   -2.0   0.0   232   280   269   316   263   333 0.77 | transcript=PVW1_140055200_t1 | gene=PVW1_140055200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein transport protein SEC13, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5B4] | transcript_product=Protein transport protein SEC13, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H5B4] | location=CAJZCX010000003:2181575-2183866(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4216at5820           -            524   5.5e-07   27.1  13.3   1   5      0.53        98   -0.2   0.0   348   372   173   197   122   234 0.65 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4216at5820           -            524   5.5e-07   27.1  13.3   2   5   4.7e-07   8.6e-05   19.8   0.0   266   332   421   487   393   494 0.76 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4216at5820           -            524   5.5e-07   27.1  13.3   3   5   0.00096      0.18    8.9   0.6   400   452   546   604   528   609 0.73 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4216at5820           -            524   5.5e-07   27.1  13.3   4   5     0.044         8    3.4   0.1   299   334   619   655   609   661 0.85 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485109.1         -           1071 4216at5820           -            524   5.5e-07   27.1  13.3   5   5       5.1   9.4e+02   -3.4   0.4   424   454   732   762   726   767 0.86 | transcript=PVW1_010022300_t1 | gene=PVW1_010022300 | organism=Plasmodium_vivax_PvW1 | gene_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | transcript_product=Utp12 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H6K1] | location=CAJZCX010000016:778155-781370(+) | protein_length=1071 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479857.1         -            458 4216at5820           -            524   9.3e-07   26.3   0.4   1   2       1.2   2.2e+02   -1.3   0.0   342   373   277   308   271   323 0.78 | transcript=PVW1_050024400_t1 | gene=PVW1_050024400 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | location=CAJZCX010000010:825935-827311(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479857.1         -            458 4216at5820           -            524   9.3e-07   26.3   0.4   2   2   1.3e-08   2.4e-06   25.0   0.1   251   331   324   407   316   435 0.80 | transcript=PVW1_050024400_t1 | gene=PVW1_050024400 | organism=Plasmodium_vivax_PvW1 | gene_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | transcript_product=CAF1C_H4-bd domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8X8] | location=CAJZCX010000010:825935-827311(+) | protein_length=458 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478126.1         -            361 4216at5820           -            524   8.8e-06   23.1   0.6   1   1     7e-08   1.3e-05   22.5   0.6   248   351   186   291   167   312 0.83 | transcript=PVW1_110046900_t1 | gene=PVW1_110046900 | organism=Plasmodium_vivax_PvW1 | gene_product=Diphthine methyltransferase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0C1] | transcript_product=Diphthine methyltransferase, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0C1] | location=CAJZCX010000008:1767316-1769879(+) | protein_length=361 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477549.1         -            382 4216at5820           -            524   0.00022   18.5   2.4   1   2   1.2e-06   0.00022   18.5   2.4   376   466    20   111    15   136 0.79 | transcript=PVW1_110012700_t1 | gene=PVW1_110012700 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZH6] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZH6] | location=CAJZCX010000008:306538-307686(-) | protein_length=382 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477549.1         -            382 4216at5820           -            524   0.00022   18.5   2.4   2   2     0.061        11    2.9   1.3   337   410   286   362   230   367 0.74 | transcript=PVW1_110012700_t1 | gene=PVW1_110012700 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZH6] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GZH6] | location=CAJZCX010000008:306538-307686(-) | protein_length=382 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473182.1         -            363 4216at5820           -            524   0.00024   18.3   1.0   1   3    0.0004     0.073   10.1   0.1   330   411    58   144    29   172 0.63 | transcript=PVW1_120022400_t1 | gene=PVW1_120022400 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | transcript_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | location=CAJZCX010000004:786242-788486(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473182.1         -            363 4216at5820           -            524   0.00024   18.3   1.0   2   3       2.3   4.3e+02   -2.3   0.1   311   367   188   246   182   250 0.51 | transcript=PVW1_120022400_t1 | gene=PVW1_120022400 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | transcript_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | location=CAJZCX010000004:786242-788486(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473182.1         -            363 4216at5820           -            524   0.00024   18.3   1.0   3   3    0.0058       1.1    6.3   0.0   333   370   322   360   313   362 0.82 | transcript=PVW1_120022400_t1 | gene=PVW1_120022400 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | transcript_product=WD repeat-containing protein 92, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HG73] | location=CAJZCX010000004:786242-788486(+) | protein_length=363 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476733.1         -            468 4216at5820           -            524   0.00053   17.2   3.7   1   3       1.7   3.1e+02   -1.8   0.0   386   409   116   139    71   144 0.73 | transcript=PVW1_090021600_t1 | gene=PVW1_090021600 | organism=Plasmodium_vivax_PvW1 | gene_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | transcript_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | location=CAJZCX010000007:768362-769768(-) | protein_length=468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476733.1         -            468 4216at5820           -            524   0.00053   17.2   3.7   2   3   0.00029     0.054   10.6   0.6   287   333   209   255   198   273 0.84 | transcript=PVW1_090021600_t1 | gene=PVW1_090021600 | organism=Plasmodium_vivax_PvW1 | gene_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | transcript_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | location=CAJZCX010000007:768362-769768(-) | protein_length=468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476733.1         -            468 4216at5820           -            524   0.00053   17.2   3.7   3   3     0.006       1.1    6.3   0.0   458   516   327   384   315   409 0.53 | transcript=PVW1_090021600_t1 | gene=PVW1_090021600 | organism=Plasmodium_vivax_PvW1 | gene_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | transcript_product=Guanine nucleotide-exchange factor SEC12, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCK6] | location=CAJZCX010000007:768362-769768(-) | protein_length=468 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 4216at5820           -            524    0.0072   13.5   0.0   1   2      0.88   1.6e+02   -0.9   0.0   249   284   135   170   128   182 0.86 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473418.1         -           1986 4216at5820           -            524    0.0072   13.5   0.0   2   2   3.9e-05    0.0072   13.5   0.0   288   373  1716  1801  1709  1840 0.79 | transcript=PVW1_120039900_t1 | gene=PVW1_120039900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1451999-1458495(+) | protein_length=1986 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472375.1         -            445 4216at5820           -            524     0.013   12.6   6.3   1   2   3.7e-05    0.0068   13.5   1.0   267   383    88   216    59   229 0.70 | transcript=PVW1_140055000_t1 | gene=PVW1_140055000 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL32] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL32] | location=CAJZCX010000003:2176655-2177992(-) | protein_length=445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472375.1         -            445 4216at5820           -            524     0.013   12.6   6.3   2   2      0.77   1.4e+02   -0.7   0.3   417   449   309   343   300   358 0.58 | transcript=PVW1_140055000_t1 | gene=PVW1_140055000 | organism=Plasmodium_vivax_PvW1 | gene_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL32] | transcript_product=WD repeat-containing protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL32] | location=CAJZCX010000003:2176655-2177992(-) | protein_length=445 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482422.1         -            206 4216at5820           -            524       6.9    3.6  11.0   1   2      0.01       1.9    5.5   4.9   162   243     3    89     1   102 0.68 | transcript=PVW1_040014900_t1 | gene=PVW1_040014900 | organism=Plasmodium_vivax_PvW1 | gene_product=Alba domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H810] | transcript_product=Alba domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H810] | location=CAJZCX010000013:450450-451250(+) | protein_length=206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482422.1         -            206 4216at5820           -            524       6.9    3.6  11.0   2   2      0.12        23    1.9   0.3    36    78   117   162   106   185 0.79 | transcript=PVW1_040014900_t1 | gene=PVW1_040014900 | organism=Plasmodium_vivax_PvW1 | gene_product=Alba domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H810] | transcript_product=Alba domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H810] | location=CAJZCX010000013:450450-451250(+) | protein_length=206 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4216at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4216at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4216at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:47 2026
# [ok]
