#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9475894.1         -            992 4147at5820           -            788         0 1169.6   8.2   1   2  6.1e-227  6.7e-225  747.2   0.0     1   456     1   581     1   601 0.89 | transcript=PVW1_130032900_t1 | gene=PVW1_130032900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1226130-1229108(-) | protein_length=992 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476281.1         -            132 4147at5820           -            788       1.1    5.7  20.5   1   1      0.01       1.1    5.7  20.5   531   615    13    87     1   113 0.32 | transcript=PVW1_130051200_t1 | gene=PVW1_130051200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2036889-2037422(-) | protein_length=132 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476223.1         -            219 4147at5820           -            788       1.1    5.7   7.8   1   1     0.012       1.3    5.5   7.8   515   598    71   136    37   175 0.28 | transcript=PVW1_130046200_t1 | gene=PVW1_130046200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1820654-1821672(+) | protein_length=219 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482522.1         -            857 4147at5820           -            788       1.2    5.6   4.1   1   1     0.015       1.7    5.1   4.1   541   569   494   523   470   586 0.59 | transcript=PVW1_040018300_t1 | gene=PVW1_040018300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:574014-576711(-) | protein_length=857 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478612.1         -            318 4147at5820           -            788       1.7    5.1  38.6   1   2   0.00011     0.013   12.1  26.2   519   635     7   122     1   124 0.50 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478612.1         -            318 4147at5820           -            788       1.7    5.1  38.6   2   2       1.2   1.3e+02   -1.1   4.4   582   627   257   305   216   316 0.41 | transcript=PVW1_080007500_t1 | gene=PVW1_080007500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB72] | location=CAJZCX010000009:169507-172597(+) | protein_length=318 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473397.1         -            103 4147at5820           -            788       1.8    5.0   7.4   1   1     0.019       2.1    4.8   7.4   542   588     8    52     2    71 0.30 | transcript=PVW1_120038100_t1 | gene=PVW1_120038100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1383920-1384231(+) | protein_length=103 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481810.1         -            670 4147at5820           -            788         2    4.9  17.1   1   1     0.026       2.8    4.4  17.1   505   589   521   602   502   645 0.55 | transcript=PVW1_060026900_t1 | gene=PVW1_060026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:891668-893680(+) | protein_length=670 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473319.1         -            139 4147at5820           -            788       2.1    4.8  30.6   1   1      0.02       2.3    4.7  30.6   527   582    78   133    50   139 0.34 | transcript=PVW1_120032500_t1 | gene=PVW1_120032500 | organism=Plasmodium_vivax_PvW1 | gene_product=Parasitophorous vacuolar protein 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGH3] | transcript_product=Parasitophorous vacuolar protein 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HGH3] | location=CAJZCX010000004:1219087-1219506(+) | protein_length=139 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471855.1         -            407 4147at5820           -            788       2.3    4.7  45.6   1   2      0.63        69   -0.2  17.5   497   681    18   199     6   222 0.63 | transcript=PVW1_140013900_t1 | gene=PVW1_140013900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:431779-433002(-) | protein_length=407 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471855.1         -            407 4147at5820           -            788       2.3    4.7  45.6   2   2   0.00026     0.029   11.0  20.1   491   622   247   387   233   399 0.29 | transcript=PVW1_140013900_t1 | gene=PVW1_140013900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:431779-433002(-) | protein_length=407 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481375.1         -            643 4147at5820           -            788       3.8    3.9   6.7   1   1     0.058       6.4    3.2   6.7   530   584   206   254   194   291 0.35 | transcript=PVW1_060013000_t1 | gene=PVW1_060013000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:332780-334711(-) | protein_length=643 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472226.1         -            194 4147at5820           -            788       5.1    3.5  15.4   1   1     0.053       5.9    3.3  15.4   526   576   111   162    68   184 0.43 | transcript=PVW1_140040600_t1 | gene=PVW1_140040600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1526981-1527565(+) | protein_length=194 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474001.1         -            763 4147at5820           -            788       5.4    3.4  31.1   1   1     0.078       8.7    2.8  31.1   506   596   363   451   343   505 0.43 | transcript=PVW1_120081200_t1 | gene=PVW1_120081200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3222289-3224580(+) | protein_length=763 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474788.1         -            463 4147at5820           -            788       6.8    3.1  30.5   1   2   0.00065     0.072    9.6  14.5   528   579    54    95    22   159 0.43 | transcript=PVW1_100030200_t1 | gene=PVW1_100030200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1189816-1191632(-) | protein_length=463 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474788.1         -            463 4147at5820           -            788       6.8    3.1  30.5   2   2      0.78        86   -0.5   8.0   468   524   227   283   199   301 0.38 | transcript=PVW1_100030200_t1 | gene=PVW1_100030200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1189816-1191632(-) | protein_length=463 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481818.1         -            343 4147at5820           -            788       6.9    3.1  29.5   1   1       0.1        11    2.4  29.5   476   634   168   329   148   333 0.50 | transcript=PVW1_060027200_t1 | gene=PVW1_060027200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:901952-902983(+) | protein_length=343 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482548.1         -           1615 4147at5820           -            788       7.5    3.0  30.3   1   1      0.15        16    1.8  30.3   527   575  1314  1361  1299  1384 0.33 | transcript=PVW1_040019100_t1 | gene=PVW1_040019100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:614717-619564(-) | protein_length=1615 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481823.1         -            398 4147at5820           -            788       7.6    2.9  13.4   1   1      0.13        14    2.1  13.4   528   605   290   342   251   374 0.39 | transcript=PVW1_060027400_t1 | gene=PVW1_060027400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:909788-910984(+) | protein_length=398 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483208.1         -            756 4147at5820           -            788       7.7    2.9  30.4   1   1      0.11        12    2.3  30.4   501   589   374   463   357   501 0.36 | transcript=PVW1_030012400_t1 | gene=PVW1_030012400 | organism=Plasmodium_vivax_PvW1 | gene_product=Sushi domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7C0] | transcript_product=Sushi domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H7C0] | location=CAJZCX010000014:390237-392999(-) | protein_length=756 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474056.1         -            369 4147at5820           -            788       9.2    2.7  32.3   1   1      0.11        12    2.3  32.3   495   594   239   345   223   358 0.26 | transcript=PVW1_120085800_t1 | gene=PVW1_120085800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3455471-3456687(+) | protein_length=369 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4147at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/4147at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/4147at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:40:27 2026
# [ok]
