#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479257.1         -            604 5210at5820           -            448  3.5e-280  927.6   7.6   1   1  4.6e-282  4.3e-280  927.3   7.6     3   448   132   598   130   598 0.97 | transcript=PVW1_080035900_t1 | gene=PVW1_080035900 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZTW2] | transcript_product=Calcium-dependent protein kinase 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZTW2] | location=CAJZCX010000009:1365607-1368547(-) | protein_length=604 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476699.1         -            575 5210at5820           -            448   3.7e-18   63.9   6.5   2   3      0.28        26    1.8   0.0   176   208   358   393   352   401 0.77 | transcript=PVW1_090019200_t1 | gene=PVW1_090019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | transcript_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | location=CAJZCX010000007:678903-680630(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476699.1         -            575 5210at5820           -            448   3.7e-18   63.9   6.5   3   3   2.2e-05     0.002   15.4   0.0   231   278   472   521   462   552 0.82 | transcript=PVW1_090019200_t1 | gene=PVW1_090019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | transcript_product=Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCJ0] | location=CAJZCX010000007:678903-680630(-) | protein_length=575 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479886.1         -           1619 5210at5820           -            448   4.4e-18   63.7   1.4   1   3    0.0066      0.62    7.2   0.5    35    93   656   716   633   721 0.78 | transcript=PVW1_050027000_t1 | gene=PVW1_050027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:917091-922076(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479886.1         -           1619 5210at5820           -            448   4.4e-18   63.7   1.4   2   3   1.6e-14   1.5e-12   45.5   0.0   123   226   914  1026   905  1043 0.85 | transcript=PVW1_050027000_t1 | gene=PVW1_050027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:917091-922076(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479886.1         -           1619 5210at5820           -            448   4.4e-18   63.7   1.4   3   3     0.004      0.38    7.9   0.0   241   273  1082  1114  1060  1129 0.91 | transcript=PVW1_050027000_t1 | gene=PVW1_050027000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000010:917091-922076(+) | protein_length=1619 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9485130.1         -            721 5210at5820           -            448   2.5e-17   61.2   1.0   1   1   3.8e-19   3.5e-17   60.7   1.0    35   267   462   709   436   718 0.75 | transcript=PVW1_010023200_t1 | gene=PVW1_010023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GR37] | location=CAJZCX010000016:835802-838807(+) | protein_length=721 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482468.1         -           1639 5210at5820           -            448   4.6e-16   57.0   9.9   1   3       7.3   6.8e+02   -2.8   0.1   362   443    24   112     8   116 0.69 | transcript=PVW1_040016500_t1 | gene=PVW1_040016500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:512437-517356(-) | protein_length=1639 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482468.1         -           1639 5210at5820           -            448   4.6e-16   57.0   9.9   2   3     5e-14   4.7e-12   43.8   5.5    40   154  1139  1262  1126  1268 0.85 | transcript=PVW1_040016500_t1 | gene=PVW1_040016500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:512437-517356(-) | protein_length=1639 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482468.1         -           1639 5210at5820           -            448   4.6e-16   57.0   9.9   3   3   3.8e-05    0.0035   14.6   0.0   177   272  1536  1636  1530  1639 0.80 | transcript=PVW1_040016500_t1 | gene=PVW1_040016500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:512437-517356(-) | protein_length=1639 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 5210at5820           -            448   6.5e-16   56.6   9.0   1   4   0.00014     0.013   12.7   0.2    35    96   802   870   775   876 0.75 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 5210at5820           -            448   6.5e-16   56.6   9.0   2   4       5.9   5.5e+02   -2.5   0.2    72   126  1053  1112  1050  1124 0.66 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 5210at5820           -            448   6.5e-16   56.6   9.0   3   4   8.3e-10   7.7e-08   29.9   0.5   124   224  1167  1288  1160  1295 0.76 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479126.1         -           1391 5210at5820           -            448   6.5e-16   56.6   9.0   4   4   7.9e-06   0.00074   16.8   0.0   240   273  1337  1370  1328  1385 0.87 | transcript=PVW1_080028500_t1 | gene=PVW1_080028500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBS8] | location=CAJZCX010000009:1082806-1086981(+) | protein_length=1391 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479240.1         -           3005 5210at5820           -            448   1.4e-15   55.4   0.9   1   1   2.3e-17   2.2e-15   54.8   0.9    50   275   188   447   142   456 0.71 | transcript=PVW1_080034400_t1 | gene=PVW1_080034400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1290023-1299226(-) | protein_length=3005 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484650.1         -           1251 5210at5820           -            448   7.2e-15   53.1  18.8   1   2   1.1e-16   1.1e-14   52.5   7.0    43   172   745   883   730   904 0.84 | transcript=PVW1_010008800_t1 | gene=PVW1_010008800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:215451-219206(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484650.1         -           1251 5210at5820           -            448   7.2e-15   53.1  18.8   2   2    0.0018      0.17    9.0   0.1   177   218  1096  1139  1089  1239 0.80 | transcript=PVW1_010008800_t1 | gene=PVW1_010008800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000016:215451-219206(-) | protein_length=1251 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482560.1         -           1029 5210at5820           -            448   2.3e-14   51.4   1.3   1   1   2.6e-16   2.4e-14   51.4   0.2    37   214   764   964   736  1011 0.76 | transcript=PVW1_040019500_t1 | gene=PVW1_040019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | location=CAJZCX010000013:629604-632693(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475310.1         -            296 5210at5820           -            448   4.6e-14   50.5   4.9   1   2       7.1   6.7e+02   -2.8   0.0    91   117    29    55    27    62 0.85 | transcript=PVW1_130007500_t1 | gene=PVW1_130007500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | location=CAJZCX010000006:122002-122892(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475310.1         -            296 5210at5820           -            448   4.6e-14   50.5   4.9   2   2   6.5e-16     6e-14   50.1   4.4    69   262    65   271    52   288 0.79 | transcript=PVW1_130007500_t1 | gene=PVW1_130007500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | location=CAJZCX010000006:122002-122892(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 5210at5820           -            448   6.1e-14   50.0  13.3   1   3   3.4e-08   3.2e-06   24.6   0.4    37    99    41    99    31   117 0.74 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 5210at5820           -            448   6.1e-14   50.0  13.3   2   3   0.00038     0.035   11.3   0.3   123   156   237   270   211   273 0.79 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479758.1         -            807 5210at5820           -            448   6.1e-14   50.0  13.3   3   3   1.4e-05    0.0013   16.0   1.7   160   278   580   731   573   738 0.63 | transcript=PVW1_050018200_t1 | gene=PVW1_050018200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H8U0] | location=CAJZCX010000010:579160-581780(-) | protein_length=807 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477252.1         -           1996 5210at5820           -            448   1.7e-13   48.6   0.1   1   1   3.3e-15   3.1e-13   47.7   0.1    35   276    81   344    66   358 0.77 | transcript=PVW1_090050400_t1 | gene=PVW1_090050400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2009081-2015071(-) | protein_length=1996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480634.1         -           3239 5210at5820           -            448   4.1e-13   47.3   1.2   1   1   9.1e-15   8.5e-13   46.3   1.2    36   267  2947  3225  2936  3233 0.70 | transcript=PVW1_070031000_t1 | gene=PVW1_070031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1133837-1143556(-) | protein_length=3239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479037.1         -            327 5210at5820           -            448   6.1e-13   46.8   0.9   1   1     1e-14   9.6e-13   46.1   0.9    88   280    81   289    60   323 0.79 | transcript=PVW1_080024100_t1 | gene=PVW1_080024100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWH9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWH9] | location=CAJZCX010000009:876179-877497(-) | protein_length=327 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477867.1         -           2227 5210at5820           -            448   8.6e-13   46.3   4.1   1   1   2.1e-14   1.9e-12   45.1   4.1    53   266  1992  2217  1972  2224 0.78 | transcript=PVW1_110031300_t1 | gene=PVW1_110031300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1149192-1155875(+) | protein_length=2227 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482504.1         -            344 5210at5820           -            448   1.2e-12   45.8   0.4   1   1   1.3e-13   1.3e-11   42.4   0.4    61   272    77   323    61   333 0.65 | transcript=PVW1_040017700_t1 | gene=PVW1_040017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:562218-563813(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 5210at5820           -            448   2.2e-12   44.9   4.8   1   4      0.35        33    1.5   0.1    34    48    23    37    11    47 0.77 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 5210at5820           -            448   2.2e-12   44.9   4.8   2   4   5.9e-08   5.5e-06   23.8   0.1    80   183   138   260    65   271 0.70 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 5210at5820           -            448   2.2e-12   44.9   4.8   3   4     0.044       4.1    4.5   0.0   191   227   465   501   454   519 0.84 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477981.1         -            791 5210at5820           -            448   2.2e-12   44.9   4.8   4   4   8.8e-05    0.0083   13.4   0.0   240   273   547   580   520   648 0.73 | transcript=PVW1_110039400_t1 | gene=PVW1_110039400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFK9] | location=CAJZCX010000008:1466531-1468906(-) | protein_length=791 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9471974.1         -            341 5210at5820           -            448   3.8e-12   44.1   1.7   1   1   1.2e-13   1.1e-11   42.6   1.7    36   218    35   242    25   254 0.67 | transcript=PVW1_140023200_t1 | gene=PVW1_140023200 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4K3] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H4K3] | location=CAJZCX010000003:799856-802773(-) | protein_length=341 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484036.1         -            168 5210at5820           -            448     5e-12   43.8   4.4   1   1   6.5e-14     6e-12   43.5   4.4   314   447    25   159    15   160 0.80 | transcript=PVW1_020015500_t1 | gene=PVW1_020015500 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRC8] | transcript_product=Centrin-1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4GRC8] | location=CAJZCX010000015:478212-479524(-) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472547.1         -            730 5210at5820           -            448   9.4e-12   42.8  10.1   1   1   4.7e-13   4.4e-11   40.6   9.8    34   232    27   258    12   292 0.71 | transcript=PVW1_140071100_t1 | gene=PVW1_140071100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL76] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HL76] | location=CAJZCX010000003:2831879-2834071(+) | protein_length=730 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 5210at5820           -            448   1.1e-11   42.6   7.7   1   2     3e-06   0.00028   18.2   0.4    31   113   175   254   157   267 0.84 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476842.1         -           1535 5210at5820           -            448   1.1e-11   42.6   7.7   2   2   4.7e-09   4.4e-07   27.5   1.9   126   332   346   570   336   576 0.74 | transcript=PVW1_090026500_t1 | gene=PVW1_090026500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:954865-959621(-) | protein_length=1535 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477142.1         -            323 5210at5820           -            448   5.1e-11   40.4   0.3   1   1     1e-12   9.4e-11   39.5   0.3    30   183     9   169     4   185 0.74 | transcript=PVW1_090041900_t1 | gene=PVW1_090041900 | organism=Plasmodium_vivax_PvW1 | gene_product=Casein kinase I [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD54] | transcript_product=Casein kinase I [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD54] | location=CAJZCX010000007:1614176-1616597(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 5210at5820           -            448   3.7e-10   37.6   5.1   1   3   0.00012     0.011   12.9   0.6    86   154   919   992   909  1003 0.81 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 5210at5820           -            448   3.7e-10   37.6   5.1   2   3   0.00013     0.012   12.8   0.0   159   208  1084  1137  1067  1150 0.79 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 5210at5820           -            448   3.7e-10   37.6   5.1   3   3    0.0003     0.028   11.6   0.0   246   275  1275  1304  1248  1307 0.83 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473823.1         -            177 5210at5820           -            448   6.8e-09   33.4   5.2   1   1   8.5e-11     8e-09   33.2   5.2   308   447    20   161     5   162 0.84 | transcript=PVW1_120070100_t1 | gene=PVW1_120070100 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcineurin subunit B, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H255] | transcript_product=Calcineurin subunit B, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H255] | location=CAJZCX010000004:2734372-2735803(+) | protein_length=177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473154.1         -           1736 5210at5820           -            448   1.7e-08   32.1   0.3   1   1   2.9e-10   2.7e-08   31.4   0.3    87   259  1511  1705  1475  1735 0.69 | transcript=PVW1_120020100_t1 | gene=PVW1_120020100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:679468-684678(-) | protein_length=1736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473927.1         -            168 5210at5820           -            448   9.9e-08   29.6   1.2   1   1   1.6e-09   1.5e-07   28.9   1.2   314   446    25   158    20   163 0.80 | transcript=PVW1_120075300_t1 | gene=PVW1_120075300 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHQ0] | transcript_product=Centrin-2, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHQ0] | location=CAJZCX010000004:2951190-2951936(+) | protein_length=168 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484024.1         -           3309 5210at5820           -            448   1.3e-07   29.2   1.6   1   2   2.2e-09   2.1e-07   28.5   0.7   102   172  3081  3155  3074  3166 0.75 | transcript=PVW1_020015000_t1 | gene=PVW1_020015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:447185-458437(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484024.1         -           3309 5210at5820           -            448   1.3e-07   29.2   1.6   2   2         6   5.6e+02   -2.6   0.0   177   204  3208  3237  3203  3242 0.78 | transcript=PVW1_020015000_t1 | gene=PVW1_020015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:447185-458437(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473271.1         -            897 5210at5820           -            448   5.4e-07   27.2   0.0   1   2    0.0023      0.22    8.7   0.0   125   171   534   582   516   640 0.79 | transcript=PVW1_120030300_t1 | gene=PVW1_120030300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1128427-1131120(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473271.1         -            897 5210at5820           -            448   5.4e-07   27.2   0.0   2   2   1.1e-05    0.0011   16.3   0.0   243   272   866   895   862   897 0.94 | transcript=PVW1_120030300_t1 | gene=PVW1_120030300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1128427-1131120(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481600.1         -            179 5210at5820           -            448   5.1e-06   23.9   7.0   1   2     0.013       1.2    6.2   0.1   415   446    29    60    21    62 0.88 | transcript=PVW1_060019200_t1 | gene=PVW1_060019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | transcript_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | location=CAJZCX010000012:616855-618255(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481600.1         -            179 5210at5820           -            448   5.1e-06   23.9   7.0   2   2   1.3e-07   1.2e-05   22.7   6.7   316   446    38   169    30   171 0.74 | transcript=PVW1_060019200_t1 | gene=PVW1_060019200 | organism=Plasmodium_vivax_PvW1 | gene_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | transcript_product=Centrin-3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H9P9] | location=CAJZCX010000012:616855-618255(-) | protein_length=179 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475147.1         -            792 5210at5820           -            448   5.5e-06   23.8   0.0   1   1   9.2e-08   8.6e-06   23.2   0.0    75   151    70   143    26   158 0.80 | transcript=PVW1_100054500_t1 | gene=PVW1_100054500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:2222387-2224765(+) | protein_length=792 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 5210at5820           -            448   1.5e-05   22.3   0.3   1   3     0.027       2.5    5.2   0.0    71   117   822   870   811   878 0.77 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
