#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9476258.1         -            119 14381at5820          -             87   4.2e-56  186.0   1.0   1   1   3.2e-58   5.1e-56  185.7   1.0     1    87    25   114    25   114 0.98 | transcript=PVW1_130049300_t1 | gene=PVW1_130049300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HJ83] | location=CAJZCX010000006:1961744-1962472(-) | protein_length=119 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478672.1         -            865 14381at5820          -             87   0.00059   18.9   1.9   2   2       5.8     9e+02   -0.9   0.2    13    75   420   479   415   486 0.69 | transcript=PVW1_080009400_t1 | gene=PVW1_080009400 | organism=Plasmodium_vivax_PvW1 | gene_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | transcript_product=RNA-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A564ZV34] | location=CAJZCX010000009:257543-260140(-) | protein_length=865 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476308.1         -            661 14381at5820          -             87    0.0013   17.8   0.3   1   1   4.8e-05    0.0075   15.3   0.1    15    78   170   236   165   246 0.76 | transcript=PVW1_130052700_t1 | gene=PVW1_130052700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:2091993-2095426(+) | protein_length=661 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477508.1         -            448 14381at5820          -             87    0.0017   17.4   0.6   1   1   2.5e-05    0.0039   16.3   0.6    13    76   100   162    93   173 0.79 | transcript=PVW1_110010300_t1 | gene=PVW1_110010300 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HEU1] | location=CAJZCX010000008:220414-221760(-) | protein_length=448 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476615.1         -            753 14381at5820          -             87    0.0041   16.2   3.4   1   2    0.0097       1.5    8.0   0.1    13    63   365   415   355   427 0.86 | transcript=PVW1_090013000_t1 | gene=PVW1_090013000 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | transcript_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | location=CAJZCX010000007:421812-425393(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476615.1         -            753 14381at5820          -             87    0.0041   16.2   3.4   2   2      0.01       1.6    7.9   0.1    10    69   662   721   659   736 0.82 | transcript=PVW1_090013000_t1 | gene=PVW1_090013000 | organism=Plasmodium_vivax_PvW1 | gene_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | transcript_product=Nucleic acid binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HCB9] | location=CAJZCX010000007:421812-425393(+) | protein_length=753 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480787.1         -            725 14381at5820          -             87     0.007   15.4   0.0   1   1    0.0001     0.016   14.3   0.0    13    74     9    70     2    78 0.87 | transcript=PVW1_070038500_t1 | gene=PVW1_070038500 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HB28] | location=CAJZCX010000011:1415765-1417942(+) | protein_length=725 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472436.1         -            517 14381at5820          -             87    0.0087   15.1   0.1   1   1   0.00013     0.021   13.9   0.1    27    79   450   501   432   507 0.78 | transcript=PVW1_140060600_t1 | gene=PVW1_140060600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2429575-2431128(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474926.1         -            316 14381at5820          -             87     0.022   13.8   0.0   1   1   0.00028     0.044   12.9   0.0    27    75    24    69     8    76 0.77 | transcript=PVW1_100040800_t1 | gene=PVW1_100040800 | organism=Plasmodium_vivax_PvW1 | gene_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | transcript_product=Serine/arginine-rich splicing factor 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HE20] | location=CAJZCX010000005:1653998-1655155(+) | protein_length=316 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478174.1         -            615 14381at5820          -             87     0.042   12.9   0.1   1   2       2.9   4.5e+02    0.0   0.0    12    39    10    37     6    77 0.67 | transcript=PVW1_110048700_t1 | gene=PVW1_110048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1844363-1846788(-) | protein_length=615 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478174.1         -            615 14381at5820          -             87     0.042   12.9   0.1   2   2    0.0047      0.73    9.0   0.1    11    69   166   222   159   234 0.86 | transcript=PVW1_110048700_t1 | gene=PVW1_110048700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:1844363-1846788(-) | protein_length=615 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 14381at5820          -             87     0.056   12.5   5.2   1   3       7.6   1.2e+03   -1.3   0.0    13    40   715   742   711   766 0.72 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 14381at5820          -             87     0.056   12.5   5.2   2   3       1.6   2.5e+02    0.8   0.1    51    75   920   944   860   952 0.55 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472241.1         -           1123 14381at5820          -             87     0.056   12.5   5.2   3   3     0.003      0.47    9.6   0.1    14    77   985  1047   975  1057 0.82 | transcript=PVW1_140042200_t1 | gene=PVW1_140042200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:1575877-1579248(+) | protein_length=1123 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479895.1         -            480 14381at5820          -             87     0.065   12.3   0.0   1   1   0.00074      0.11   11.5   0.0    13    86   407   479   402   480 0.91 | transcript=PVW1_050027700_t1 | gene=PVW1_050027700 | organism=Plasmodium_vivax_PvW1 | gene_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | transcript_product=RRM domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H913] | location=CAJZCX010000010:938535-940874(-) | protein_length=480 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477735.1         -           1176 14381at5820          -             87      0.17   11.0   2.9   1   1   0.00063     0.098   11.8   0.4    13    80   639   710   629   717 0.75 | transcript=PVW1_110023800_t1 | gene=PVW1_110023800 | organism=Plasmodium_vivax_PvW1 | gene_product=Ran-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFA2] | transcript_product=Ran-binding protein, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HFA2] | location=CAJZCX010000008:796267-799797(-) | protein_length=1176 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477138.1         -           1068 14381at5820          -             87         2    7.6   6.7   1   1    0.0021      0.33   10.1   0.4    23    72   320   367   301   379 0.80 | transcript=PVW1_090041700_t1 | gene=PVW1_090041700 | organism=Plasmodium_vivax_PvW1 | gene_product=Tudor staphylococcal nuclease, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD70] | transcript_product=Tudor staphylococcal nuclease, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD70] | location=CAJZCX010000007:1604421-1607893(+) | protein_length=1068 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14381at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/14381at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/14381at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:33:17 2026
# [ok]
