#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9478828.1         -            381 10889at5820          -            305  9.6e-129  427.6  67.9   1   2   1.1e-49   2.1e-47  160.5  37.2     1   154     5   161     5   171 0.65 | transcript=PVW1_080015800_t1 | gene=PVW1_080015800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:517891-519976(-) | protein_length=381 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474987.1         -           1374 10889at5820          -            305       5.2    4.9  63.2   3   5    0.0018      0.35    8.7   2.3    41    83   949   991   943  1017 0.71 | transcript=PVW1_100046800_t1 | gene=PVW1_100046800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1899945-1904263(+) | protein_length=1374 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474987.1         -           1374 10889at5820          -            305       5.2    4.9  63.2   4   5      0.78   1.5e+02    0.0   1.3   140   208  1171  1241  1146  1258 0.56 | transcript=PVW1_100046800_t1 | gene=PVW1_100046800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1899945-1904263(+) | protein_length=1374 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9474987.1         -           1374 10889at5820          -            305       5.2    4.9  63.2   5   5   0.00078      0.15    9.9   9.1    34    80  1261  1307  1255  1342 0.90 | transcript=PVW1_100046800_t1 | gene=PVW1_100046800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000005:1899945-1904263(+) | protein_length=1374 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477745.1         -            513 10889at5820          -            305       5.3    4.8  13.8   1   1     0.056        11    3.8  13.8    88   170    12    94     4   116 0.34 | transcript=PVW1_110024500_t1 | gene=PVW1_110024500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:828381-829922(-) | protein_length=513 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9481570.1         -           1785 10889at5820          -            305       5.5    4.8  17.0   1   1     0.048       9.4    4.0  17.0    88   144  1263  1320  1244  1359 0.46 | transcript=PVW1_060018500_t1 | gene=PVW1_060018500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000012:592170-597527(-) | protein_length=1785 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476510.1         -            345 10889at5820          -            305       5.5    4.8  18.4   1   1   0.00067      0.13   10.1  12.0    70   121   113   164   106   195 0.66 | transcript=PVW1_090007200_t1 | gene=PVW1_090007200 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:144387-145547(+) | protein_length=345 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9483218.1         -            844 10889at5820          -            305       5.6    4.7  23.7   1   1      0.11        21    2.8  23.7    98   134   372   408   349   422 0.36 | transcript=PVW1_030012900_t1 | gene=PVW1_030012900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000014:408354-411065(-) | protein_length=844 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476018.1         -            228 10889at5820          -            305       6.2    4.6  21.9   1   1     0.042       8.3    4.2  21.9    85   170    68   150    40   170 0.47 | transcript=PVW1_130037600_t1 | gene=PVW1_130037600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000006:1392291-1393842(-) | protein_length=228 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478872.1         -            254 10889at5820          -            305       6.4    4.6  27.0   1   1      0.05       9.8    3.9  27.0    87   164    58   133    20   158 0.41 | transcript=PVW1_080017600_t1 | gene=PVW1_080017600 | organism=Plasmodium_vivax_PvW1 | gene_product=Rhoptry associated adhesin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBH3] | transcript_product=Rhoptry associated adhesin, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4HBH3] | location=CAJZCX010000009:577839-578947(+) | protein_length=254 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476975.1         -             77 10889at5820          -            305       6.5    4.5  15.5   1   1     0.036       7.1    4.4  15.5    96   143    11    58     1    74 0.24 | transcript=PVW1_090033600_t1 | gene=PVW1_090033600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1273889-1274122(+) | protein_length=77 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10889at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/10889at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/10889at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:27:43 2026
# [ok]
