#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CAG9479224.1         -            488 6999at5820           -            339  7.7e-223  737.1   3.6   1   1  8.7e-225  9.7e-223  736.7   3.6     1   335   102   440   102   443 0.98 | transcript=PVW1_080033400_t1 | gene=PVW1_080033400 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWS8] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GWS8] | location=CAJZCX010000009:1260295-1262736(+) | protein_length=488 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482387.1         -            526 6999at5820           -            339   7.8e-15   53.2   2.4   1   2   1.3e-15   1.4e-13   49.0   0.7   120   223   175   278    75   284 0.87 | transcript=PVW1_040013600_t1 | gene=PVW1_040013600 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H866] | transcript_product=Calcium-dependent protein kinase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H866] | location=CAJZCX010000013:399682-401946(-) | protein_length=526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482387.1         -            526 6999at5820           -            339   7.8e-15   53.2   2.4   2   2      0.15        17    2.7   0.0   264   299   294   329   289   358 0.85 | transcript=PVW1_040013600_t1 | gene=PVW1_040013600 | organism=Plasmodium_vivax_PvW1 | gene_product=Calcium-dependent protein kinase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H866] | transcript_product=Calcium-dependent protein kinase 1, putative [Source:UniProtKB/TrEMBL;Acc:A0A1G4H866] | location=CAJZCX010000013:399682-401946(-) | protein_length=526 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473946.1         -            877 6999at5820           -            339   3.8e-14   50.9   6.2   1   1   2.7e-13     3e-11   41.4   6.2    10   239   547   794   542   858 0.73 | transcript=PVW1_120076500_t1 | gene=PVW1_120076500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHR9] | location=CAJZCX010000004:3009585-3012218(+) | protein_length=877 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472541.1         -            755 6999at5820           -            339   4.3e-14   50.7   3.2   1   2   7.2e-16     8e-14   49.8   0.8    20   217   438   630   423   641 0.65 | transcript=PVW1_140070500_t1 | gene=PVW1_140070500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2813335-2815735(-) | protein_length=755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472541.1         -            755 6999at5820           -            339   4.3e-14   50.7   3.2   2   2      0.45        50    1.2   0.1   250   301   636   690   627   717 0.70 | transcript=PVW1_140070500_t1 | gene=PVW1_140070500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2813335-2815735(-) | protein_length=755 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472354.1         -            982 6999at5820           -            339   1.6e-13   48.8   1.3   1   1   4.3e-15   4.7e-13   47.3   1.3     9   224    13   253     6   272 0.69 | transcript=PVW1_140052800_t1 | gene=PVW1_140052800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000003:2070140-2073307(+) | protein_length=982 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476883.1         -           1607 6999at5820           -            339   1.7e-13   48.8   5.9   1   1   3.4e-15   3.8e-13   47.6   5.9    13   205  1170  1354  1161  1373 0.75 | transcript=PVW1_090028000_t1 | gene=PVW1_090028000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:1030038-1035762(+) | protein_length=1607 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 6999at5820           -            339   4.5e-13   47.4   2.2   1   3   3.5e-06   0.00039   18.0   0.1    63   155   920  1001   913  1016 0.76 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 6999at5820           -            339   4.5e-13   47.4   2.2   2   3   3.5e-09   3.8e-07   27.9   0.0   150   218  1082  1147  1073  1161 0.84 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473976.1         -           1309 6999at5820           -            339   4.5e-13   47.4   2.2   3   3       3.6     4e+02   -1.8   0.0   271   297  1274  1300  1251  1303 0.84 | transcript=PVW1_120078900_t1 | gene=PVW1_120078900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HHS5] | location=CAJZCX010000004:3109637-3113566(+) | protein_length=1309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479357.1         -           1399 6999at5820           -            339     2e-12   45.3   1.1   1   2   2.2e-05    0.0024   15.4   0.1    83   149   151   216   124   229 0.86 | transcript=PVW1_080043400_t1 | gene=PVW1_080043400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1649599-1653798(-) | protein_length=1399 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9479357.1         -           1399 6999at5820           -            339     2e-12   45.3   1.1   2   2   2.6e-09   2.9e-07   28.3   0.1   152   298   699   862   685   875 0.74 | transcript=PVW1_080043400_t1 | gene=PVW1_080043400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000009:1649599-1653798(-) | protein_length=1399 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480634.1         -           3239 6999at5820           -            339   1.4e-10   39.1   0.7   1   1   2.3e-12   2.6e-10   38.3   0.7    15   208  2946  3158  2935  3186 0.71 | transcript=PVW1_070031000_t1 | gene=PVW1_070031000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000011:1133837-1143556(-) | protein_length=3239 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477142.1         -            323 6999at5820           -            339   2.5e-10   38.3   0.8   1   1   4.4e-11   4.9e-09   34.1   0.8     6   170     4   161     2   186 0.81 | transcript=PVW1_090041900_t1 | gene=PVW1_090041900 | organism=Plasmodium_vivax_PvW1 | gene_product=Casein kinase I [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD54] | transcript_product=Casein kinase I [Source:UniProtKB/TrEMBL;Acc:A0A1G4HD54] | location=CAJZCX010000007:1614176-1616597(-) | protein_length=323 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482504.1         -            344 6999at5820           -            339   2.8e-10   38.2   0.1   1   1   3.7e-12   4.1e-10   37.6   0.1    68   227    98   261    53   273 0.79 | transcript=PVW1_040017700_t1 | gene=PVW1_040017700 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:562218-563813(-) | protein_length=344 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472118.1         -            517 6999at5820           -            339   8.4e-10   36.6   5.4   1   3   1.2e-05    0.0013   16.2   1.1   113   146   310   343   232   350 0.84 | transcript=PVW1_140030700_t1 | gene=PVW1_140030700 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | location=CAJZCX010000003:1120450-1122565(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472118.1         -            517 6999at5820           -            339   8.4e-10   36.6   5.4   2   3    0.0012      0.14    9.6   0.0   179   218   425   463   394   474 0.84 | transcript=PVW1_140030700_t1 | gene=PVW1_140030700 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | location=CAJZCX010000003:1120450-1122565(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9472118.1         -            517 6999at5820           -            339   8.4e-10   36.6   5.4   3   3   0.00052     0.058   10.8   0.0   266   298   479   511   467   514 0.89 | transcript=PVW1_140030700_t1 | gene=PVW1_140030700 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4HK06] | location=CAJZCX010000003:1120450-1122565(-) | protein_length=517 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482791.1         -           2121 6999at5820           -            339   9.9e-10   36.4   2.1   1   2      0.22        24    2.2   0.0     2    32  1598  1628  1597  1636 0.82 | transcript=PVW1_040028500_t1 | gene=PVW1_040028500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:973804-980169(+) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482791.1         -           2121 6999at5820           -            339   9.9e-10   36.4   2.1   2   2   9.8e-11   1.1e-08   33.0   0.8    83   225  1768  1907  1718  1917 0.74 | transcript=PVW1_040028500_t1 | gene=PVW1_040028500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:973804-980169(+) | protein_length=2121 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476861.1         -            561 6999at5820           -            339   1.9e-09   35.4   6.2   1   2   2.7e-09     3e-07   28.2   2.8    16   164    40   187    23   192 0.66 | transcript=PVW1_090027100_t1 | gene=PVW1_090027100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXM9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXM9] | location=CAJZCX010000007:990790-992475(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476861.1         -            561 6999at5820           -            339   1.9e-09   35.4   6.2   2   2    0.0055       0.6    7.5   0.0   181   217   354   389   317   398 0.78 | transcript=PVW1_090027100_t1 | gene=PVW1_090027100 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXM9] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4GXM9] | location=CAJZCX010000007:990790-992475(-) | protein_length=561 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482560.1         -           1029 6999at5820           -            339   2.4e-09   35.1   0.8   1   1   2.8e-10   3.1e-08   31.4   0.8   121   208   872   958   756   966 0.90 | transcript=PVW1_040019500_t1 | gene=PVW1_040019500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1G4H864] | location=CAJZCX010000013:629604-632693(-) | protein_length=1029 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477780.1         -           2576 6999at5820           -            339   8.5e-08   30.0   0.0   1   1   2.4e-09   2.6e-07   28.4   0.0   120   162  2298  2340  2248  2357 0.86 | transcript=PVW1_110026900_t1 | gene=PVW1_110026900 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000008:940334-948064(-) | protein_length=2576 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473271.1         -            897 6999at5820           -            339   8.3e-07   26.8   0.0   1   2   1.6e-07   1.8e-05   22.4   0.0    10   210   400   635   393   640 0.68 | transcript=PVW1_120030300_t1 | gene=PVW1_120030300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1128427-1131120(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473271.1         -            897 6999at5820           -            339   8.3e-07   26.8   0.0   2   2      0.41        45    1.3   0.0   268   299   865   896   851   897 0.91 | transcript=PVW1_120030300_t1 | gene=PVW1_120030300 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:1128427-1131120(+) | protein_length=897 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473154.1         -           1736 6999at5820           -            339   9.5e-07   26.6   0.0   1   1   1.5e-08   1.7e-06   25.8   0.0   114   226  1562  1673  1527  1685 0.78 | transcript=PVW1_120020100_t1 | gene=PVW1_120020100 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:679468-684678(-) | protein_length=1736 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484024.1         -           3309 6999at5820           -            339   5.1e-06   24.2   0.3   1   2   3.1e-05    0.0035   14.9   0.2    85   161  3080  3151  3066  3163 0.69 | transcript=PVW1_020015000_t1 | gene=PVW1_020015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:447185-458437(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9484024.1         -           3309 6999at5820           -            339   5.1e-06   24.2   0.3   2   2     0.008      0.88    6.9   0.0   174   207  3208  3240  3198  3245 0.89 | transcript=PVW1_020015000_t1 | gene=PVW1_020015000 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000015:447185-458437(-) | protein_length=3309 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9478192.1         -            354 6999at5820           -            339   5.9e-06   24.0   0.0   1   1   9.2e-08     1e-05   23.2   0.0   115   216   132   242    24   257 0.62 | transcript=PVW1_110049500_t1 | gene=PVW1_110049500 | organism=Plasmodium_vivax_PvW1 | gene_product=Aurora kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0I7] | transcript_product=Aurora kinase [Source:UniProtKB/TrEMBL;Acc:A0A1G4H0I7] | location=CAJZCX010000008:1882409-1883946(-) | protein_length=354 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475310.1         -            296 6999at5820           -            339   9.7e-06   23.2   4.1   1   2   1.2e-06   0.00013   19.6   0.7    51   215    71   221    61   229 0.66 | transcript=PVW1_130007500_t1 | gene=PVW1_130007500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | location=CAJZCX010000006:122002-122892(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9475310.1         -            296 6999at5820           -            339   9.7e-06   23.2   4.1   2   2      0.02       2.2    5.6   0.1   236   290   223   273   214   282 0.83 | transcript=PVW1_130007500_t1 | gene=PVW1_130007500 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A565A046] | location=CAJZCX010000006:122002-122892(-) | protein_length=296 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9473995.1         -           2433 6999at5820           -            339     2e-05   22.2   2.3   1   1   1.3e-06   0.00015   19.4   2.3    88   214   196   341   115   375 0.67 | transcript=PVW1_120080600_t1 | gene=PVW1_120080600 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000004:3191638-3199719(-) | protein_length=2433 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 6999at5820           -            339   9.9e-05   19.9   0.0   1   2   2.3e-05    0.0025   15.3   0.0   119   161   910   952   900   959 0.91 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9480633.1         -           1177 6999at5820           -            339   9.9e-05   19.9   0.0   2   2      0.28        31    1.9   0.0   175   212  1057  1093  1047  1100 0.83 | transcript=PVW1_070030900_t1 | gene=PVW1_070030900 | organism=Plasmodium_vivax_PvW1 | gene_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | transcript_product=Protein kinase domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A564ZSL4] | location=CAJZCX010000011:1129151-1133217(+) | protein_length=1177 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476566.1         -           1272 6999at5820           -            339   0.00025   18.6   5.7   1   2   6.4e-05    0.0071   13.8   2.6    99   151   356   404   293   426 0.73 | transcript=PVW1_090010800_t1 | gene=PVW1_090010800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:342408-346226(+) | protein_length=1272 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9476566.1         -           1272 6999at5820           -            339   0.00025   18.6   5.7   2   2     0.024       2.6    5.4   0.1   166   210   525   568   501   578 0.84 | transcript=PVW1_090010800_t1 | gene=PVW1_090010800 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:342408-346226(+) | protein_length=1272 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9477252.1         -           1996 6999at5820           -            339     0.002   15.6   0.0   1   1   3.6e-05     0.004   14.7   0.0   107   205   169   267   157   288 0.78 | transcript=PVW1_090050400_t1 | gene=PVW1_090050400 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000007:2009081-2015071(-) | protein_length=1996 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482468.1         -           1639 6999at5820           -            339     0.005   14.3   4.7   1   2   0.00012     0.014   12.9   4.5     7   150  1126  1266  1122  1283 0.75 | transcript=PVW1_040016500_t1 | gene=PVW1_040016500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:512437-517356(-) | protein_length=1639 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
CAG9482468.1         -           1639 6999at5820           -            339     0.005   14.3   4.7   2   2       4.6   5.1e+02   -2.1   0.0   167   210  1528  1570  1517  1584 0.74 | transcript=PVW1_040016500_t1 | gene=PVW1_040016500 | organism=Plasmodium_vivax_PvW1 | gene_product=unspecified product | transcript_product=unspecified product | location=CAJZCX010000013:512437-517356(-) | protein_length=1639 | sequence_SO=supercontig | SO=protein_coding_gene | is_pseudo=false
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6999at5820.hmm
# Target file:     /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa
# Option settings: hmmsearch --domtblout /v3/work/00_inventory/busco/PvW1_proteins/run_plasmodium_odb10/hmmer_output/initial_run_results/6999at5820.out --cpu 1 /v3/work/00_inventory/busco/busco_downloads/lineages/plasmodium_odb10/hmms/6999at5820.hmm /v3/inputs/annotations/plasmodb-68/PvW1.proteins.fa 
# Current dir:     /v3/work/00_inventory/busco
# Date:            Tue May 19 17:45:31 2026
# [ok]
